'gan'cong'tou'xia'yin 甘从投辖饮
'gan'dong'bai'lv'duan 感动百虑端
'gan'dong'ji'xiao'you 感动几销忧
'gan'dong'yi'chen'yin 感动一沉吟
'gan'en'yi'bu'xiao 感恩义不小
'gan'ge'bei'dou'shen 干戈北斗深
'gan'ge'bing'ge'dou'wei'zhi 干戈兵革斗未止
'gan'ge'bu'ken'xiu 干戈不肯休
'gan'ge'hao'mang'mang 干戈浩茫茫
'gan'ge'kuang'fu'chen'sui'yan 干戈况复尘随眼
'gan'ge'lian'jie'lan 干戈连解缆
'gan'ge'man'di'ke'chou'po 干戈满地客愁破
'gan'ge'sai'wei'kai 干戈塞未开
'gan'ge'shang'zong'heng 干戈尚纵横
'gan'ge'shao'xia'ri 干戈少暇日
'gan'ge'sheng'yin'qi 干戈盛阴气
'gan'ge'shuai'xie'liang'xiang'cui 干戈衰谢两相催
'gan'ge'song'lao'ru 干戈送老儒
'gan'ge'sui'heng'fang 干戈虽横放
'gan'ge'wei'ding'shi'zhuang'shi 干戈未定失壮士
'gan'ge'wei'shen'xi 干戈未甚息
'gan'ge'wei'xi'ku'li'ju 干戈未息苦离居
'gan'ge'wei'yan'xi 干戈未偃息
'gan'ge'wei'yi'rang 干戈未揖让
'gan'ge'zhi'man'di 干戈知满地
'gan'hen'sheng'lang'chi 敢恨省郎迟
'gan'ji'dong'si'ji 感激动四极
'gan'ji'huai'wei'ji 感激怀未济
'gan'ji'shi'jiang'wan 感激时将晚
'gan'ji'yi'tian'zhen 感激异天真
'gan'ji'zai'zhi'yin 感激在知音
'gan'ji'zhang'tian'bu 感激张天步
'gan'jin'tai'yang'fei 敢近太阳飞
'gan'ju'gao'shi'cha 敢居高士差
'gan'jue'qi'bu'yu'zhi'qi 敢决岂不与之齐
'gan'jun'yi'qi'wu'suo'xi 感君意气无所惜
'gan'ku'qi'jie'shi 甘苦齐结实
'gan'liao'an'wei'ti 敢料安危体
'gan'lin'she'zhou'yue'xi'gang 甘林舍舟越西冈
'gan'lun'cai'jian'ji 敢论才见忌
'gan'lun'song'zhu'jiu'huang'wu 敢论松竹久荒芜
'gan'mei'zhi'zuo'gong 敢昧织作功
'gan'mo'fei'cang'chu 干没费仓储
'gan'mou'tu'mu'li 敢谋土木丽
'gan'pai'lei'yu'you'li'zheng 干排雷雨犹力争
'gan'qing'shang'zhi'xing 干请伤直性
'gan'shen'ci'jiu'shi 感深辞舅氏
'gan'shi'fu'shi'zeng'wan'shang 感时抚事增惋伤
'gan'shi'hua'jian'lei 感时花溅泪
'gan'shi'yan'mo'mo 竿湿烟漠漠
'gan'shi'yi'jiu'qiu 敢使依旧丘
'gan'shi'yu'yu'kuang'jun'lue 感时郁郁匡君略
'gan'shou'za'luan'guo 甘受杂乱聒
'gan'tan'xiang'jue'ji 感叹向绝迹
'gan'tan'yi'xu'xi 感叹亦歔欷
'gan'wang'di'li'qin 敢忘帝力勤
'gan'wang'er'shu'gui 敢忘二疏归
'gan'wang'gong'en'yu'jing'bing 敢望宫恩玉井冰
'gan'wei'gu'lin'zhu 敢为故林主
'gan'wei'han'man'you 甘为汗漫游
'gan'wei'hua'rou'bu'hua'gu 幹惟画肉不画骨
'gan'wei'su'men'xiao 敢为苏门啸
'gan'wei'yu'fu'wen 敢违渔父问
'gan'ye'wang'hou'po'li'di 干谒王侯颇历抵
'gan'ye'zou'qi'men 干谒走其门
'gan'ying'ji'meng'xiang'zhui'sui 感应吉梦相追随
'gan'yu'sui'shi'qian 甘与岁时迁
'gan'yu'you'yi'bian 感遇有遗编
'gan'yuan'chun'ri'qing'jiang'an 甘园春日清江岸
'gan'ze'bu'you'yu 甘泽不犹愈
'gan'ze'bu'zai'zao 甘泽不在早
'gan'zi'gu'yi'chang 感子故意长
'gan'zi'yin'liang'ye 甘子阴凉叶
'gan'zuo'lao'ren'xing 甘作老人星
'gang'luan'xiang'jing'gen 冈峦相经亘
'gao'an'shang'ru'gu 高岸尚如谷
'gao'bi'di'qin'yin 高壁抵嶔崟
'gao'bie'mo'cong'cong 告别莫匆匆
'gao'bie'wu'yan'gui 告别无淹晷
'gao'cai'que'wang'zu'li'yan 高才却望足离筵
'gao'cai'ri'ling'ti 高才日陵替
'gao'cen'shu'huan'bu 高岑殊缓步
'gao'che'si'ma'dai'qing'fu 高车驷马带倾覆
'gao'cheng'qiu'zi'luo 高城秋自落
'gao'cheng'yan'wu'kai 高城烟雾开
'gao'dang'lei'lian'xuan 高当泪脸悬
'gao'di'zi'sun'jin'long'zhun 高帝子孙尽隆准
'gao'dong'zhao'tong'qu 高栋照通衢
'gao'fan'zhong'ri'zheng 高帆终日征
'gao'fei'hen'jiu'yin 高飞恨久阴
'gao'feng'han'shang'ri 高峰寒上日
'gao'feng'juan'pei'jing 高风卷旆旌
'gao'feng'xia'mu'ye 高风下木叶
'gao'gao'zheng'bei'fei 高高正北飞
'gao'ge'ji'yu'zhou 高歌激宇宙
'gao'ge'lei'shu'xing 高歌泪数行
'gao'ge'qing'xiang'zhai 高歌卿相宅
'gao'gong'chu'yi'qi 篙工初一弃
'gao'gong'mi'cheng'qiao 篙工密逞巧
'gao'gong'xing'bu'ni 篙工幸不溺
'gao'guan'jie'wu'chen 高官皆武臣
'gao'gui'chang'ju'cu 告归常局促
'gao'gui'yi'hen'duo 告归遗恨多
'gao'huai'jian'wu'li 高怀见物理
'gao'jia'yue'yu'fan 高价越玙璠
'gao'jiang'ji'xia'lei'ting'dou 高江急峡雷霆斗
'gao'jin'yan'que'he'xin'cheng 高尽燕雀贺新成
'gao'kong'de'ceng'deng 高空得蹭蹬
'gao'kua'zhou'song'tan 高夸周宋镡
'gao'lang'chui'fan'wu 高浪垂翻屋
'gao'lang'cu'tian'fu 高浪蹴天浮
'gao'liu'ban'tian'qing 高柳半天青
'gao'lou'gu'jiao'bei 高楼鼓角悲
'gao'lou'si'sha'ren 高楼思杀人
'gao'lou'ye'chui'di 高楼夜吹笛
'gao'lou'yi'shu'huo 高楼忆疏豁
'gao'luo'cheng'wei'wo 高萝成帷幄
'gao'luo'chui'yin'yuan 高萝垂饮猿
'gao'ma'da'guan'yan'jiu'rou 高马达官厌酒肉
'gao'men'ji'zi'guo 高门蓟子过
'gao'ming'qian'hou'shi 高名前后事
'gao'ming'ru'zhu'bo 高名入竹帛
'gao'nan'nan'shu'se'ming'ming 高楠楠树色冥冥
'gao'niao'huang'yun'mu 高鸟黄云暮
'gao'niao'shi'bu'xia 高鸟湿不下
'gao'qi'dong'ting'qun 高起洞庭群
'gao'qiu'ci'ri'sheng 高秋此日生
'gao'qiu'deng'sai'shan 高秋登塞山
'gao'qiu'ma'fei'jian 高秋马肥健
'gao'qiu'nian'que'hui 高秋念却回
'gao'qiu'que'shu'dai 高秋却束带
'gao'qiu'shi'wu'yue 高秋视吴岳
'gao'qiu'shou'hua'shan 高秋收画扇
'gao'qiu'shuang'qi'cheng 高秋爽气澄
'gao'qiu'shuang'qi'xiang'xian'xin 高秋爽气相鲜新
'gao'qiu'xin'ku'bei 高秋心苦悲
'gao'qiu'zong'wei'pin'ren'shi 高秋总喂贫人实
'gao'ren'lian'dan'sha 高人炼丹砂
'gao'ren'you'huo'tai 高人忧祸胎
'gao'ru'fu'yun'duan 高入浮云端
'gao'shan'si'mian'tong 高山四面同
'gao'shan'yong'xian'qing 高山拥县青
'gao'shan'zhi'wai'jie'pei'lou 高山之外皆培塿
'gao'sheng'kua'an'ma 高生跨鞍马
'gao'sheng'suo'guo'li 高声索果栗
'gao'shi'an'li'ji 篙师暗理楫
'gao'shi'fan'er'song 篙师烦尔送
'gao'shi'jian'ba'wang 高视见霸王
'gao'shi'qian'kun'you'ke'chou 高视乾坤又可愁
'gao'shi'shou'ren'biao 高视收人表
'gao'shi'xiao'lu'shan 高视笑禄山
'gao'su'dong'liang'cui 告诉栋梁摧
'gao'su'huang'hua'shi 告诉皇华使
'gao'su'mo'mo'kai'feng'sha 缟素漠漠开风沙
'gao'sui'hai'shang'cha 高随海上查
'gao'tan'sui'yu'shang 高谈随羽觞
'gao'tan'xiong'bian'jing'si'yan 高谈雄辨惊四筵
'gao'tang'han'lang'jian 高唐寒浪减
'gao'tang'mo'zai'jing 高唐莫再经
'gao'tang'wei'qing'fu 高堂未倾覆
'gao'tang'yi'ming'wang 高堂亦明王
'gao'tang'zhan'fa'chen 高堂战伐尘
'gao'tian'shi'xi'cheng 高田失西成
'gao'tian'yi'qi'ce 高天意凄恻
'gao'tian'yi'she'diao 高天忆射雕
'gao'tian'zhu'wang'di 高天逐望低
'gao'tong'jing'men'lu 高通荆门路
'gao'wo'fu'wei'qu 高卧负微躯
'gao'wo'qi'ni'pan 高卧岂泥蟠
'gao'wo'xiang'yi'xing 高卧想仪形
'gao'wo'yu'yuan'shi 告我欲远适
'gao'xian'po'xing'shi 高贤迫形势
'gao'xian'shi'wei'shi 高贤世未识
'gao'xian'yi'bu'xia 高贤意不暇
'gao'xing'ji'jing'heng 高兴激荆衡
'gao'xing'qian'you'ji 高兴潜有激
'gao'xing'zhi'long'niao 高兴知笼鸟
'gao'xuan'dang'yan'yu 高轩当滟滪
'gao'xuan'lie'su'xi 高悬列宿稀
'gao'xun'bai'di'wen'zhen'yuan 高寻白帝问真源
'gao'yan'jiao'shang'cang 高烟焦上苍
'gao'yan'zhu'hou'li 高宴诸侯礼
'gao'yi'bai'wan'ceng 高宜百万层
'gao'yi'bao'ceng'yun 高义薄曾云
'gao'yi'dong'qian'kun 高义动乾坤
'gao'yi'huo'qiong'chou 高义豁穷愁
'gao'yi'mai'deng'lun 高义迈等伦
'gao'yi'ming'zi'jian 膏以明自煎
'gao'yi'zai'yun'tai 高义在云台
'gao'yi'zhong'yan'zai 高义终焉在
'gao'yong'bao'jian'pian 高咏宝剑篇
'gao'yong'mu'shi'dang'qing'qiu 高拥木石当清秋
'gao'you'fei'ge'dao 高有废阁道
'gao'yue'qian'lv'cui 高岳前嵂崒
'gao'yun'bao'wei'huan 高云薄未还
'gao'zhai'ci'shui'men 高斋次水门
'gao'zhai'fei'yi'chu 高斋非一处
'gao'zhai'jian'yi'chuan 高斋见一川
'gao'zhai'yi'yao'er 高斋依药饵
'gao'zhai'zuo'lin'miao 高斋坐林杪
'gao'zhe'gua'juan'chang'lin'shao 高者挂罥长林梢
'gao'zhe'shi'ba'jiu 高者十八九
'gao'zhen'dui'nan'lou 高枕对南楼
'gao'zhen'fan'xing'yue 高枕翻星月
'gao'zhen'nai'wu'lu 高枕乃吾庐
'gao'zhen'xiao'fu'sheng 高枕笑浮生
'gao'zhen'xing'shen'qing 高枕形神清
'gao'zhen'xu'mian'zhou 高枕虚眠昼
'gao'zhen'yuan'jiang'sheng 高枕远江声
'ge'ai'jiu'ru'mian 割爱酒如渑
'ge'ba'liang'qi'ce 歌罢两凄恻
'ge'ba'yang'tian'tan 歌罢仰天叹
'ge'chan'kai'xue'se 戈鋋开雪色
'ge'chang'ji'zun'po 歌长击樽破
'ge'chao'huang'niao'bing 隔巢黄鸟并
'ge'ci'ren'ai'hai'zu'yong 割慈忍爱还租庸
'ge'ci'zi'zuo'feng'ge'lao 歌辞自作风格老
'ge'dao'tong'dan'di 阁道通丹地
'ge'ge'wu'hua'wen 个个五花文
'ge'gu'qin'ren'pen 歌鼓秦人盆
'ge'he'jian'hu'qi 隔河见胡骑
'ge'he'yi'chang'tiao 隔河忆长眺
'ge'hong'ji'xu'jing 葛洪及许靖
'ge'hong'shi'ding'jie 葛洪尸定解
'ge'hu'yang'liu'ruo'niao'niao 隔户杨柳弱袅袅
'ge'ji'ying'tuo'shou 各藉颖脱手
'ge'jin'qi'ce'wei'hui'chuan 葛巾欹侧未回船
'ge'li'hu'qu'jin'yu'bei 隔篱呼取尽馀杯
'ge'liang'gui'he'shu'you'pian 葛亮贵和书有篇
'ge'man'shen'wang'hai 各满深望还
'ge'ou'hu'ji'yuan 歌讴互激远
'ge'qiang'qin'jin'tong'xin'shi 葛强亲近同心事
'ge'ri'sou'zhi'sui 隔日搜脂髓
'ge'shi'cang'sheng'you'huan'du 各使苍生有环堵
'ge'wu'huan'xi'jia 隔屋唤西家
'ge'wu'san'ling'yi 歌舞散灵衣
'ge'wu'sui'shi'xin 歌舞岁时新
'ge'xiao'qing'bo'lan 歌笑轻波澜
'ge'ye'huang'li'kong'hao'yin 隔叶黄鹂空好音
'ge'yi'bi'chai'men 各已闭柴门
'ge'you'dao'liang'mou 各有稻粱谋
'ge'yun'yan'zhuan'peng 各云厌转蓬
'ge'zai'tian'yi'ya 各在天一涯
'ge'zhao'lian'xiang'ji 隔沼连香芰
'ge'zhu'ping'liu'zhuan 各逐萍流转
'gen'cen'qing'hui'can'me'mo 艮岑青辉惨么麽
'gen'duan'quan'yuan'qi'tian'yi 根断泉源岂天意
'gen'ju'xi'di'qie'cheng'xing 根居隙地怯成形
'gen'yuan'jie'wan'gu 根源皆万古
'gen'yuan'jiu'gong'bi 根源旧宫閟
'geng'bei'shi'su'e 更被时俗恶
'geng'chang'ai'zhu'hong 更长爱烛红
'geng'chang'zhu'ming'bu'ke'gu 更长烛明不可孤
'geng'de'qing'xin'fou 更得清新否
'geng'duo'peng'po'xue'wai'cheng 更夺蓬婆雪外城
'geng'fu'chun'cong'sha'ji'gui 更复春从沙际归
'geng'jia'fu'wang'shi 耿贾扶王室
'geng'jia'xue'shan'cun 耕稼学山村
'geng'jia'yi'zong'chen 耿贾亦宗臣
'geng'jie'fei'chong'da'zhu'ren 更接飞虫打著人
'geng'jue'cai'yi'chun 更觉彩衣春
'geng'jue'lao'sui'ren 更觉老随人
'geng'jue'liang'gong'xin'du'ku 更觉良工心独苦
'geng'jue'pian'xin'jiang 更觉片心降
'geng'jue'song'zhu'you 更觉松竹幽
'geng'ken'hong'yan'sheng'yu'yi 更肯红颜生羽翼
'geng'kong'gui'fei'ge'mu'yun 更恐归飞隔暮云
'geng'li'shao'cheng'yin 更历少城闉
'geng'pu'wang'fang'tang 更仆往方塘
'geng'qi'wei'jun'mou 更起为君谋
'geng'sa'yang'zhu'qi 更洒杨朱泣
'geng'shang'lin'bei'gang 更上林北冈
'geng'shen'qi'ru'lv 更深气如缕
'geng'shi'jiang'jun'shu 更识将军树
'geng'shi'ming'nian'chun'cao'chang 更试明年春草长
'geng'shi'wu'ren'chu 更是无人处
'geng'su'zhao'ti'jing 更宿招提境
'geng'tao'heng'yang'dong'lian'shi 更讨衡阳董炼师
'geng'ti'zhi'ying'ta'chu'xue 更题只应踏初雪
'geng'tian'qiu'yu'zu 耕田秋雨足
'geng'tiao'an'ma'kuang'huan'shang 更调鞍马狂欢赏
'geng'wei'hou'hui'zhi'he'di 更为后会知何地
'geng'xiang'you'qi'chu 更想幽期处
'geng'xu'shen'qi'yi 更须慎其仪
'geng'xun'jia'shu'chuan 更寻嘉树传
'geng'yan'fei'gu'kou 耕岩非谷口
'geng'yan'jin'yi'qi 耕岩进弈棋
'geng'yi'bin'mao'ban 更益鬓毛斑
'geng'yi'ju'yuan'cun 更议居远村
'geng'you'cheng'jiang'xiao'ke'chou 更有澄江销客愁
'geng'you'si'ming'yi'yi'wu 更有思明亦已无
'geng'yu'ti'shi'man'qing'zhu 更欲题诗满青竹
'geng'yu'wan'fang'chu 更与万方初
'geng'yue'xi'nan'ding 更越西南顶
'geng'zao'an'shi'lun 耕凿安时论
'geng'zao'sang'luan'jia'bu'shou 更遭丧乱嫁不售
'geng'zhu'qiu'chun'hua 羹煮秋莼滑
'gong'an'zao'hua'lu 功安造化炉
'gong'bei'bu'tou'jin 公辈不偷金
'gong'bei'wei'guan'fu 共被微官缚
'gong'cai'huo'shou'ci 公才或守雌
'gong'cao'fei'fu'han'xiao'he 功曹非复汉萧何
'gong'cao'ji'yue'cheng 功曹几月程
'gong'cao'wei'wei'cheng'wei'pei 宫草微微承委佩
'gong'che'liu'er'nian 公车留二年
'gong'chen'jia'di'gao 功臣甲第高
'gong'chen'reng'dian'ran 宫臣仍点染
'gong'cheng'hui'yang'sui'suo'zhi 功成惠养随所致
'gong'cheng'kong'ming'chui 功成空名垂
'gong'cheng'shi'suo'wang 功成失所往
'gong'chuan'shou'yu'xin 共传收庾信
'gong'ci'deng'zhu'guang 共此灯烛光
'gong'dian'feng'wei'yan'que'gao 宫殿风微燕雀高
'gong'dian'ju'shang'tou 宫殿居上头
'gong'dian'qing'men'ge 宫殿青门隔
'gong'dong'bu'ke'duo 澒洞不可掇
'gong'dong'qing'guang'qi 澒洞青光起
'gong'du'ting'zheng'shou'dan'bi 公独廷诤守丹陛
'gong'fu'jing'hu'hu 功夫竞搰搰
'gong'gan'chen'mian'lv 公干沉绵屡
'gong'gei'jiu'yi'hu 共给酒一斛
'gong'geng'ye'wei'chi 躬耕也未迟
'gong'gong'zao'guang'sha 公宫造广厦
'gong'gua'zao'hua'ku 功刮造化窟
'gong'han'qi'cao'zi 公含起草姿
'gong'hou'cao'jian'ti 公侯草间啼
'gong'hou'chu'yi'ren 公侯出异人
'gong'hou'lai'wei'chi 公侯来未迟
'gong'hou'wei'deng'lun 公侯为等伦
'gong'hou'zhong'bi'fu 公侯终必复
'gong'ji'min'zhu'qiu 供给愍诛求
'gong'ji'yi'lao'zai 供给亦劳哉
'gong'jia'you'cheng'qi 公家有程期
'gong'jin'jing'lun'mi 宫禁经纶密
'gong'ke'ri'ge'zu 功课日各足
'gong'lai'lian'meng'shi 公来练猛士
'gong'lai'xue'shan'zhong 公来雪山重
'gong'lian'fei'cui'xu 宫帘翡翠虚
'gong'lin'geng'deng'qin 功临耿邓亲
'gong'ming'bu'zao'li 功名不早立
'gong'ming'tu'qi'lin 功名图骐驎
'gong'nv'kai'han'jin'yu'yan 宫女开函近御筵
'gong'nv'wan'zhi'shu 宫女晚知曙
'gong'qi'wang'jing'cheng 公岂忘精诚
'gong'qing'zhu'men'wei'kai'suo 公卿朱门未开锁
'gong'qu'xue'shan'qing 公去雪山轻
'gong'que'shang'xiao'tiao 宫阙尚萧条
'gong'que'shen'liu'zhui 宫阙深旒缀
'gong'que'tong'qun'di 宫阙通群帝
'gong'que'xian'ben'zou 宫阙限奔走
'gong'ran'bao'mao'ru'zhu'qu 公然抱茅入竹去
'gong'ruo'deng'tai'fu 公若登台辅
'gong'sha'ruan'sheng'mian 宫莎软胜绵
'gong'shang'chong'yang'jie 共赏重阳节
'gong'shao'ji'xi'lao 共少及溪老
'gong'sheng'yang'ma'hou 公生扬马后
'gong'shi'he'jia'yu 公时呵猰貐
'gong'shi'shang'qiu'hao 弓矢尚秋毫
'gong'shi'tu'bu'zhi 公时徒步至
'gong'shui'lun'xi'shi 共谁论昔事
'gong'shuo'zong'rong'yun'niao'zhen 共说总戎云鸟阵
'gong'si'cang'lin'ju'feng'shi 公私仓廪俱丰实
'gong'si'ge'di'zhu 公私各地著
'gong'sun'bai'di'cheng 公孙白帝城
'gong'sun'chu'shi'xian 公孙初恃险
'gong'sun'jian'qi'chu'di'yi 公孙剑器初第一
'gong'sun'reng'shi'xian 公孙仍恃险
'gong'tang'xiu'wu'pi 公堂宿雾披
'gong'tong'jin'gui'ji 共通金闺籍
'gong'wang'ge'duan'ni 公望各端倪
'gong'wei'bu'ni'xuan'cai'ren 宫闱不拟选才人
'gong'wei'gu'bin'tu 公为顾宾徒
'gong'wei'han'wang'shu 恭惟汉网疏
'gong'wen'wei'fu'ren 恭闻魏夫人
'gong'wu'li'hu'zhu 功无礼忽诸
'gong'xi'yin'rong'jian 贡喜音容间
'gong'yan'yu'chan'chu 宫砚玉蟾蜍
'gong'ye'fen'yang'yi'xing'wang 功业汾阳异姓王
'gong'ye'jing'he'ru 功业竟何如
'gong'yi'zhu'geng'xiang 宫衣著更香
'gong'ying'ba'zhuan'chun 宫莺罢啭春
'gong'ying'zhong'shi'wang'xiang'tai 共迎中使望乡台
'gong'you'da'xian'jie 公又大献捷
'gong'yun'qu'dian'di 宫云去殿低
'gong'zhen'yu'sui'yue 公镇逾岁月
'gong'zhi'qin'qi'da 共指亲戚大
'gong'zhi'xi'ri'bu'xiang'dai 共指西日不相贷
'gong'zhong'han'ke'xing 宫中汉客星
'gong'zhong'mei'chu'gui'dong'sheng 宫中每出归东省
'gong'zhong'sheng'ren'zou'yun'men 宫中圣人奏云门
'gong'zhong'xi'qing'kuo 宫中翕清廓
'gong'zhong'xing'le'mi 宫中行乐秘
'gong'zhu'ge'huang'hu 公主歌黄鹄
'gong'zhu'man'wu'gui 公主漫无归
'gong'zi'guo'wo'you 公子过我游
'gong'zi'hua'yan'shi'zui'gao 公子华筵势最高
'gong'zi'tiao'bing'shui 公子调冰水
'gong'zi'xiao'cao'lai 功自萧曹来
'gong'zui'zhong'tong'wo'zhu'gen 共醉终同卧竹根
'gou'chen'cang'cang'feng'xuan'wu 钩陈苍苍风玄武
'gou'chen'chu'di'ji 钩陈出帝畿
'gou'chen'cui'jiao'dao 钩陈摧徼道
'gou'huo'dao'jin'ri 苟活到今日
'gou'lian'du'wei'mian 钩帘独未眠
'gou'lian'su'lu'qi 钩帘宿鹭起
'gou'neng'zhi'qin'ling 苟能制侵陵
'gou'ni'jiao'bu'wa 垢腻脚不袜
'gou'ni'ke'gai'guan 垢腻可溉灌
'gou'qi'yin'wu'you 枸杞因吾有
'gou'shang'feng'leng'shi'er'he 鞲上锋棱十二翮
'gou'shen'fa'geng'mi 钩深法更秘
'gou'xia'qi'yun'que 构厦岂云缺
'gou'yi'sheng'bi'xian 垢衣生碧藓
'gu'bo'dong'ting'chuan 故泊洞庭船
'gu'bu'du'yu'yu 顾步独纡郁
'gu'bu'ti'heng'luo 顾步涕横落
'gu'can'en'si'bei 顾惭恩私被
'gu'can'mei'suo'shi 顾惭昧所适
'gu'cha'zi'ke'xing 孤槎自客星
'gu'chao'tang'wei'hui 故巢傥未毁
'gu'cheng'bai'di'bian 孤城白帝边
'gu'cheng'ci'ri'kan'chang'duan 孤城此日堪肠断
'gu'cheng'di'qi'chou 孤城笛起愁
'gu'cheng'fan'zhao'hong'jiang'lian 孤城返照红将敛
'gu'cheng'mai'xiu'bian 孤城麦秀边
'gu'cheng'shan'gu'jian 孤城山谷间
'gu'cheng'shu'luo'mu 古城疏落木
'gu'cheng'shu'yu'yang'feng'zhi 孤城树羽扬风直
'gu'cheng'xi'bei'qi'gao'lou 孤城西北起高楼
'gu'cheng'yi'zhu'guan 孤城一柱观
'gu'cheng'yin'wu'shen 孤城隐雾深
'gu'cheng'yue'shui'hun 孤城月水昏
'gu'cheng'zao'bi'men 孤城早闭门
'gu'cheng'zui'yuan'si 孤城最怨思
'gu'chu're'zhong'chang 骨出热中肠
'gu'cun'chun'shui'sheng 孤村春水生
'gu'da'que'sheng'jin 骨大却生筋
'gu'deng'ji'guan'fu'feng'tuan 孤灯急管复风湍
'gu'du'xie'zhen'chuan'shi'ren 故独写真传世人
'gu'duan'shi'chen'an 骨断使臣鞍
'gu'er'que'zou'duo 孤儿却走多
'gu'fei'zu'wei'gao 孤飞卒未高
'gu'feng'shi'dai'yi 孤峰石戴驿
'gu'fu'cang'zhou'yuan 辜负沧洲愿
'gu'ge'lu'wu'ru'du'qiang 骨骼硉兀如堵墙
'gu'gen'xiao'su'xi 谷根小苏息
'gu'geng'jue'dai'wu 骨鲠绝代无
'gu'gu'man'qing'tian 故故满青天
'gu'gu'song'shang'shi 汩汩松上驶
'gu'guang'yin'gu'mian 孤光隐顾眄
'gu'gui'mei'qian'fu 谷贵没潜夫
'gu'guo'bei'han'wang 故国悲寒望
'gu'guo'chou'mei'wai 故国愁眉外
'gu'guo'feng'yun'qi 故国风云气
'gu'guo'geng'nan'wang 故国耿难忘
'gu'guo'liu'qing'wei 故国流清渭
'gu'guo'mang'qiu'xu 故国莽丘墟
'gu'guo'ping'ju'you'suo'si 故国平居有所思
'gu'guo'san'nian'yi'xiao'xi 故国三年一消息
'gu'guo'yan'gui'wang 故国延归望
'gu'guo'yi'ju'jian'ke'xin 故国移居见客心
'gu'guo'you'bing'ma 故国犹兵马
'gu'he'ying'ji'pin 固合婴饥贫
'gu'hou'yun'lu'chui 顾侯运炉锤
'gu'hun'jiu'ke'jian 孤魂久客间
'gu'jiang'yi'zhu'nan'shan'bian 故将移住南山边
'gu'jiao'bei'huang'sai 鼓角悲荒塞
'gu'jiao'dong'jiang'cheng 鼓角动江城
'gu'jiao'ling'tian'lai 鼓角凌天籁
'gu'jiao'man'tian'dong 鼓角满天东
'gu'jiao'yuan'bian'jun 鼓角缘边郡
'gu'jing'wei'nang'zhe 骨惊畏曩哲
'gu'jiu'bie'shi'fei 故就别时飞
'gu'jiu'bu'fu'yi 沽酒不复疑
'gu'jiu'du'yi'ran 故旧独依然
'gu'jiu'duan'shu'xi 故旧短书稀
'gu'jiu'xie'hu'lu 酤酒携胡芦
'gu'kai'dan'qing'lie 顾凯丹青列
'gu'ke'hu'shang'lei'man'jin 估客胡商泪满襟
'gu'kou'jiu'xiang'de 谷口旧相得
'gu'kou'qiao'gui'chang 谷口樵归唱
'gu'kou'zi'zhen'zheng'yi'ru 谷口子真正忆汝
'gu'lai'bai'gu'wu'ren'shou 古来白骨无人收
'gu'lai'bi'ce'tong 古来逼侧同
'gu'lai'cai'da'nan'wei'yong 古来材大难为用
'gu'lai'cun'lao'ma 古来存老马
'gu'lai'da'shi'zhi 古来达士志
'gu'lai'jie'chu'shi 古来杰出士
'gu'lai'jing'ji'cai 古来经济才
'gu'lai'ju'san'di 古来聚散地
'gu'lai'shi'fan'fu 古来事反覆
'gu'lai'wu'ren'jing 古来无人境
'gu'lai'xiang'chuan'shi'hai'yan 古来相传是海眼
'gu'lai'yu'yi'yu 古来于异域
'gu'lai'zao'sang'luan 古来遭丧乱
'gu'lao'duo'zai'bai 故老多再拜
'gu'lao'fu'ti'si 故老复涕泗
'gu'lao'lei'chan'yuan 故老泪潺湲
'gu'lao'lei'wan'hang 故老泪万行
'gu'lao'reng'liu'ti 故老仍流涕
'gu'lao'si'fei'jiang 故老思飞将
'gu'lao'xiang'chuan'er'bai'nian 故老相传二百年
'gu'lao'xing'tan'xi 故老行叹息
'gu'lao'yang'mian'ti 故老仰面啼
'gu'li'dan'kong'cun 故里但空村
'gu'li'fan'chuan'ju 故里樊川菊
'gu'li'jin'kong'cun 故里今空村
'gu'li'qu'si'ji 故吏去思计
'gu'li'yi'gao'tong 故里亦高桐
'gu'lin'gui'wei'de 故林归未得
'gu'lou'tian'mo'qin 孤陋忝末亲
'gu'miao'shan'song'chao'shui'he 古庙杉松巢水鹤
'gu'mo'sui'yu'shang 汩没随鱼商
'gu'mo'ting'hong'lu 汩没听洪炉
'gu'mo'yi'zhao'shen 汩没一朝伸
'gu'mu'long'zong'zhi'xiang'jiu 古木巃嵸枝相樛
'gu'niao'ming'hai'guo 谷鸟鸣还过
'gu'ping'jin'shui'jiang'shuang'lei 故凭锦水将双泪
'gu'qi'yi'sui'yi'dang'jin 故畦遗穗已荡尽
'gu'qiang'you'zhu'se 古墙犹竹色
'gu'qing'lv'bu'xuan 骨清虑不喧
'gu'rao'chi'bian'shu 故绕池边树
'gu'ren'bai'gu'sheng'qing'tai 古人白骨生青苔
'gu'ren'bu'ke'jian 古人不可见
'gu'ren'cheng'bai'zi'ru'he 古人成败子如何
'gu'ren'cheng'shi'yi 古人称逝矣
'gu'ren'chi'ya'lun 故人持雅论
'gu'ren'cong'ci'qu 故人从此去
'gu'ren'de'jia'ju 故人得佳句
'gu'ren'gong'lu'mi 故人供禄米
'gu'ren'guan'jiu'ci 故人官就此
'gu'ren'hai'ji'mo 故人还寂寞
'gu'ren'hu'wai'shao 故人湖外少
'gu'ren'jin'ju'zi'wu'gu 故人今居子午谷
'gu'ren'ju'bu'li 故人俱不利
'gu'ren'neng'ling'ke 故人能领客
