'a'shui'xiao'de 阿谁消得
'jiu'li'jian'xiao'feng'li'ruan 酒力渐消风力软
'jiu'li'xiang'che'cui'yu'shang 久立香车催欲上
'jiu'qu'zhong'wen 旧曲重闻
'jiu'ri'ran'sun'he'chu'qu 旧日髯孙何处去
'jiu'sheng'wei'yun'qin'yao'ji 酒生微晕沁瑶肌
'jiu'shi'ri'chun'dou'guo'le 九十日春都过了
'jiu'wei'duo'yu'lei 酒味多于泪
'jiu'wu'duo'shao'zui'wei'qi 酒无多少醉为期
'jiu'xi'feng'bo 久戏风波
'jiu'xin'chou 酒新篘
'jiu'xing'hai'zui'zui'hai'xing 酒醒还醉醉还醒
'jiu'xing'meng'hui'chou'ji'xu 酒醒梦回愁几许
'jiu'xing'meng'hui'qing'lou'yong 酒醒梦回清漏永
'jiu'xing'nan'wang'ge'tian'ya 酒醒南望隔天涯
'jiu'xing'que'zi'jie 酒醒却咨嗟
'jiu'zhen'shi'xu'man'shi'fen 酒斟时须满十分
'jiu'zhong'xiang'mei 就中香美
'ju'an'he'ku'yi'ye'shuang 菊暗荷枯一夜霜
'ju'bei'yao'yue 举杯邀月
'ju'hua'ren'mao'zi'nian'nian 菊花人貌自年年
'ju'hua'xu'cha'man'tou'gui 菊花须插满头归
'ju'huai'ji'ri'xiang'weng'kai 橘怀几日向翁开
'ju'nan'bi 俱难必
'ju'san'jiao'you'ru'meng'mei 聚散交游如梦寐
'ju'shi 居士
'ju'shi'ben'lai'wu'gou 居士本来无垢
'ju'shi'xian'sheng'lao'yi 居士先生老矣
'ju'shou'xie'shi'ren'yu'qu 举手谢时人欲去
'ju'shou'yi'wu'yun 举手揖吴云
'ju'zhang'xian'na 巨掌掀拿
'juan'juan'an'gu'liu'chun'shui 涓涓暗谷流春水
'juan'juan'qin'bin'zhuang'hen'qian 娟娟侵鬓妆痕浅
'juan'juan'que'yue'xi'nan'luo 娟娟缺月西南落
'juan'ke'chen'ai'he'chu'xi 倦客尘埃何处洗
'juan'ni'jing 卷霓旌
'juan'qi'qian'dui'xue 卷起千堆雪
'juan'qi'yang'hua'si'xue'hua 卷起杨花似雪花
'juan'zhi'shu'bu'rong'yu'yi'wo 卷之殊不容于一握
'juan'zhou'yin'tang'shui 卷皱银塘水
'juan'zhu'lian 卷珠帘
'jue'cong'qian'jie'fei'jin'shi 觉从前皆非今是
'jue'jiang'zan 倔强赞
'jue'lai'man'yan'shi'lu'shan 觉来满眼是庐山
'jue'lai'mei'yun'zhong 觉来眉晕重
'jue'lai'qing'shang 觉来清赏
'jue'lai'xiao'yuan'xing'bian 觉来小园行遍
'jue'lai'you'meng'wu'ren'shuo 觉来幽梦无人说
'jue'liang'sheng'liang'ye'qing'feng 觉凉生两腋清风
'jue'miao'nian'zhong'you'pin'liu 绝妙年中有品流
'jun'bu'jian'lan'ting'xiu'xi'shi 君不见兰亭修禊事
'jun'bu'jian'zhou'nan'ge'han'guang 君不见周南歌汉广
'jun'cai'ru'meng'de 君才如梦得
'jun'chen'yi'meng 君臣一梦
'jun'guo'chun'lai'yu'zu'shou 君过春来纡组绶
'jun'hai'zhi'dao'xiang'si'ku 君还知道相思苦
'jun'he'shi'ben'zou'chen'fan 君何事奔走尘凡
'jun'jia'wo'jia'ju'fei'yao 君家我家距匪遥
'jun'kan'jin'gu'you'you 君看今古悠悠
'jun'mo'yan 君莫厌
'jun'shi'nan'shan'yi'ai'shou 君是南山遗爱守
'jun'wang'ru'you'wen 君王如有问
'jun'xiu'du 君休读
'kai'bing'mu 揩病目
'kai'guo'shang'ying'ying 开过尚盈盈
'kai'kou'shui'qin 开口谁亲
'kai'kui'tu'shen'han'wu'bu 慨喟徒深憾无补
'kai'yan'chu'hong'zhuang 开宴出红妆
'kan'bian'yi'shi 看便一世
'kan'dong'tian'xing'yue 看洞天星月
'kan'fen'xiang'bing 看分香饼
'kan'hen 堪恨
'kan'huang'zhou'tian'yan 看黄州阗咽
'kan'jin'yue'luo'qun 看紧约罗裙
'kan'le'man'jie'chou'chang 看了漫结愁肠
'kan'nei'qun'fang'ya'wei'tu 槛内群芳芽未吐
'kan'qi'qiao'zhu'lou'cai'fang 看乞巧朱楼彩舫
'kan'qu 看取
'kan'qu'ling'guang'xin'fu'you'jia'feng 看取灵光新赋有家风
'kan'qu'mei'tou'bin'shang 看取眉头鬓上
'kan'qu'tao'hua'chun'er'yue 看取桃花春二月
'kan'qu'xue'tang'po'xia 看取雪堂坡下
'kan'sun'lang 看孙郎
'kan'xiao'lan'tai'gong'zi 堪笑兰台公子
'kan'ye'nen 看叶嫩
'kan'yi'yan'se 看伊颜色
'kan'zhe'bian'zhe 堪折便折
'kang'ji'hong'wu'yuan 康济宏吾愿
'ke'cha'ceng'fan 客槎曾犯
'ke'hen'xiang'feng'neng'ji'ri 可恨相逢能几日
'ke'li'feng'guang 客里风光
'ke'xi'yi'xi'feng'yue 可惜一溪风月
'ke'yan'jia'zhuang'zai'huang'dan 客言家庄在黄丹
'ke'zhu'hui'han'ning'yun'huo 颗珠挥汗凝云火
'ken'qin'du'yao'shang 肯亲度瑶觞
'keng'ran'yi'ye 铿然一叶
'kong'chang'wang'chu 空怅望处
'kong'chen'ji 空陈迹
'kong'chuang'xiang'zhuo 空床响琢
'kong'cui'yan'fei 空翠烟霏
'kong'du'ke'lian'xiao 空度可怜宵
'kong'fang'zhang'san'hua'he'ai 空方丈散花何碍
'kong'fu'you'shi'yi'you'jie 空腹有诗衣有结
'kong'gan'kai 空感慨
'kong'hui'shou'dan'jia'bei'ge 空回首弹铗悲歌
'kong'jian'bai'yun'fei 空见白云飞
'kong'jiang'chang'ci'zhong'xiu'fu 恐将长此终朽腐
'kong'jiao'shi'chu'wen'ming 空教是处闻名
'kong'kuo'qing'hong'xie 空阔轻红歇
'kong'liu'feng'yun'zhao'ren'qing 空留风韵照人清
'kong'qiu 孔丘
'kong'qiu'si'shi'yi'bu'huo 孔丘四十已不惑
'kong'suo'lou'zhong'yan 空锁楼中燕
'kong'ting'chan'chan'qing'ying'yan 空听潺潺清颍咽
'kong'wu'shu 空无数
'kong'yi'shi'huai'jiu'hu'xiang'si 恐异时怀酒忽相思
'kong'you'chao'yin'ye'yuan 空有朝吟夜怨
'kong'you'nian'nian'yan 空有年年雁
'kong'you'qian'hang 空有千行
'kong'zhou'dui'ying'wu 空洲对鹦鹉
'kou'ji'lian'ri'lai 寇机连日来
'kou'ti'jiao'xiang'lei 口体交相累
'ku'bei'duo'qing'xiang'zhe'cuo 苦被多情相折挫
'ku'han'qing 苦含情
'ku'hen'ren'ren'fen'chai'po 苦恨人人分拆破
'ku'tu'jing'cheng'fu'ci'shi 哭吐精诚赋此诗
'ku'tu'qiong 哭途穷
'ku'yao'wei'guan'qu 苦要为官去
'kuang'chu'shi 狂处士
'kuang'fu'lao'geng'kuang 狂夫老更狂
'kuang'yi'zun'fu'xue 况一尊浮雪
'kuang'you'chang'e'gong'bai'tou 况有嫦娥共白头
'kui'wo'xiang'shu'li 窥我向疏篱
'kun'han'jiao'yan 困酣娇眼
'kun'ren'tian'qi'jin'qing'ming 困人天气近清明
'la'zhu'ban'long'jin'fei'cui 蜡烛半笼金翡翠
'lai'cong'sui'shang 来从濉上
'lai'ri'ku'wu'duo 来日苦无多
'lai'sui 来岁
'lai'sui'jin'xiao'yuan'fou 来岁今宵圆否
'lai'sui'jin'zhao 来岁今朝
'lai'wang'ru'suo 来往如梭
'lai'wang'yi'xu'zhou 来往一虚舟
'lai'you'duo'qing 赖有多情
'lan'jie'pai'shou'xiao'er'tong 阑街拍手笑儿童
'lan'ju'fen'xiang'ban 兰菊纷相半
'lan'man'you'yu'nian'dong'hai 烂漫游玉辇东还
'lan'qiao'he'chu'mi'yun'ying 蓝桥何处觅云英
'lan'qing'ge 揽清歌
'lan'tiao'jian'yu 兰条荐浴
'lan'wen'zhang 烂文章
'lang'ran 琅然
'lang'tao'jin 浪淘尽
'lang'tao'sha'zuo'ri'chu'dong'cheng 浪淘沙昨日出东城
'lang'xia 廊下
'lang'xiao'ou'si'chang 郎笑藕丝长
'lao'bing'feng'chun'zhi'si'shui 老病逢春只思睡
'lao'da'feng'huan 老大逢欢
'lao'fu'bi'guan'xian'tong 老夫鼻观先通
'lao'fu'liao'fa'shao'nian'kuang 老夫聊发少年狂
'lao'mu'chang'sheng'sheng'ji'yang 老母长生剩吉羊
'lao'nong'fu'qi'qie 老农夫凄切
'lao'qu'cai'dou'jin 老去才都尽
'lao'qu'chou'lai'qiang'zi'kuan 老去愁来强自宽
'lao'qu'jun'en'wei'bao 老去君恩未报
'lao'ren'xing'ji'dao 老人行即到
'lao'sheng'you'xian 劳生有限
'lao'xian'cui 老先催
'lao'you'fu'xie'shou'mai'she 老幼扶携收麦社
'lao'yu'tiao'kan'shi'qing'ou 老鱼跳槛识清讴
'lao'zhuang'wu'fen'chi'zhu'tou 老庄无分吃猪头
'lao'zi'jing'xing'chu 老子经行处
'le'cheng'he'shi 了成何事
'le'shi'hui'tou'yi'xiao'kong 乐事回头一笑空
'lei'gun'fu'chai'guo 雷辊夫差国
'lei'jin'you'yi'xiang'quan 泪巾犹浥香泉
'lei'lei'yi'chuan'zhu 累累一串珠
'lei'shi'hua'ru'wu 泪湿花如雾
'lei'ting'hong'zha'hou 雷霆轰炸后
'lei'tou'dan 泪偷弹
'lei'yu'shang'jiang'kou 酹羽觞江口
'lei'zhu'bu'yong'luo'jin'yi 泪珠不用罗巾浥
'lei'zhu'xian'yi'ning'shuang'jie 泪珠先已凝双睫
'leng'jin'yi'tian'qiu'bi 冷浸一天秋碧
'leng'luo'gong'shui'tong'zui 冷落共谁同醉
'leng'tou'ren'yi'mei 冷透人衣袂
'leng'zhuang'xin'zhao'shuang'tong'jing 冷妆新照双桐井
'li'bie'xi'can'zhi 离别惜残枝
'li'hen'ji'qian'zhong 离恨几千重
'li'jin'zhou'qin'yu'han'tang 历尽周秦与汉唐
'li'li 离离
'li'li'shu'mai'miao 离离黍麦苗
'li'long'you'ni'lin 骊龙有逆鳞
'li'ma'kan'gong'wan 立马看弓弯
'li'shan'yun'shu'yu'cang'cang 骊山云树郁苍苍
'li'sheng'qi'yan'xiong'tian'man 离声凄咽胸填满
'li'shi'ping'fen'zhan'si'zuo 利市平分沾四座
'li'shu'xiang'wo'kui 篱疏向我窥
'li'ting'yu'qu'ge'sheng'yan 离亭欲去歌声咽
'li'yang'lan'zhi'wu'yan'se 澧阳兰芷无颜色
'lian'bu'qing'fei 莲步轻飞
'lian'dai'han'pin'xi'you'chen 敛黛含颦喜又瞋
'lian'jin'chun'shan'xiu'bu'yu 敛尽春山羞不语
'lian'juan 帘卷
'lian'li'dai'tou'shuang'fei'yan 连理带头双飞燕
'lian'li'jia'ren 帘里佳人
'lian'nen'fu'hong 脸嫩肤红
'lian'tian'shuai'cao 连天衰草
'lian'wai'bai'she'er 帘外百舌儿
'lian'wai'dong'feng'jiao'yu'xian 帘外东风交雨霰
'lian'wai'shui'lai'tui'xiu'hu 帘外谁来推绣户
'lian'wai'xiao'xiao'wei'yu'zuo'qing'han 帘外潇潇微雨做轻寒
'lian'wai'xue'jiang'shen 帘外雪将深
'lian'xi'lv'an'wan'cang'wu 连溪绿暗晚藏乌
'lian'yi 怜伊
'lian'zhong'xian'hou'gong'feng'yu 联中先后共风雨
'liang'chen'le'shi'gu'nan'quan 良辰乐事古难全
'liang'dian'bi'sha'chu 凉簟碧纱厨
'liang'ge'xin'chang'yi'pian'er 两个心肠一片儿
'liang'liang'qing'hong'ban'yun'sai 两两轻红半晕腮
'liang'shan'bo'han'xiang 凉衫薄汗香
'liang'shan'yao'zhi'hai'men'qing 两山遥指海门青
'liang'shang'an'chen'fei 梁上暗尘飞
'liang'su'su 两簌簌
'liang'ye'qing'feng'yue'man'hu 良夜清风月满湖
'liang'yuan'you'neng'pei'jun'shao 梁苑犹能陪俊少
'liang'zhou'chu'bian 梁州初遍
'liang'zu'ru'shuang'wan'zhu'yi 两足如霜挽纻衣
'liao'de'nian'nian'chang'duan'chu 料得年年肠断处
'liao'duo'qing'meng'li 料多情梦里
'liao'qiao'chun'feng'chui'jiu'xing 料峭春风吹酒醒
'liao'qiao'dong'feng'cui'mu'jing 料峭东风翠幕惊
'liao'rong'hao'sun'shi'chun'pan 蓼茸蒿笋试春盘
'liao'sui'wu'wai'you 聊随物外游
'liao'xiang'chun'guang'xian'dao'chu 料想春光先到处
'liao'yi'ji'kong'hou 聊以寄箜篌
'lie'ba'deng'lou'kan'meng'hu 猎罢登楼看猛虎
'lin'duan'shan'ming'zhu'yin'qiang 林断山明竹隐墙
'lin'gao'yan'jing'shi'jian'wu 临皋烟景世间无
'lin'jiang'xian'dong'ye'ye'han'bing'he'jing 临江仙冬夜夜寒冰合井
'lin'jiang'xian'duo'bing'xiu'wen'dou'shou'sun 临江仙多病休文都瘦损
'lin'jiang'xian'feng'shui'dong'zuo 临江仙风水洞作
'lin'jiang'xian'hui'zhou'gai'qian'yun 临江仙惠州改前韵
'lin'jiang'xian'shi'ju'duan'lai'mo'wo'dun 临江仙诗句端来磨我钝
'lin'jiang'xian'song'qian'mu'fu 临江仙送钱穆父
'lin'jiang'xian'song'wang'jian 临江仙送王缄
'lin'jiang'xian'wo'quan'ran'zhang'gui'qu'hao 临江仙我劝髯张归去好
'lin'jiang'xian'xi'ma'yuan'tuo'shuang'shi'nv 临江仙细马远驮双侍女
'lin'jiang'xian'ye'gui'lin'gao 临江仙夜归临皋
'lin'jiang'xian'zeng'wang'you'dao 临江仙赠王友道
'lin'jiang'xian'zi'gu'xiang'cong'xiu'wu'ri 临江仙自古相从休务日
'lin'jiang'xian'zun'jiu'he'ren'huai'li'bai 临江仙尊酒何人怀李白
'lin'jiang'xian'zuo'ye'du'jiang'he'chu'su 临江仙昨夜渡江何处宿
'lin'jiang'yi'jian 临江一见
'lin'ran'cang'gui 凛然苍桧
'lin'shui'zong'heng'hui'wan'kong 临水纵横回晚鞚
'ling'jin'piao'xia'rui'xiang'feng 领巾飘下瑞香风
'ling'jun'qu'hou'chu'shan'kong 灵均去后楚山空
'ling'lun'bu'jian 伶伦不见
'ling'luo'ru'hua'wei 翎落如花萎
'ling'ren'yin'sheng'bu'ling'luo 令人引绳不令落
'ling'ren'zhi'jin'si'mu'zhi 令人至今思慕之
'liu'an'ai'zhou'ji 柳岸隘舟楫
'liu'bu'dao 流不到
'liu'dai'yu 留待与
'liu'di'wei'an'lian'yun'ji 柳堤苇岸连云际
'liu'han'yan'cui'tuo'jin'lv 柳含烟翠拖金缕
'liu'hua'fei'chu'mai'yao'bo 柳花飞处麦摇波
'liu'hua'kai'yu'ran 榴花开欲然
'liu'ke'gong'fan'hua'sheng'ping 留客共饭话生平
'liu'lang'ji'du'yu'hun'xiao 刘郎几度欲魂消
'liu'lang'shuang'bin'shuai 刘郎双鬓衰
'liu'lang'wei'lao 刘郎未老
'liu'lao'ying'tao'guo 柳老樱桃过
'liu'lei'ji'you'zhen 流泪寄幽贞
'liu'lian'bu'zhu 留连不住
'liu'ling'xi'di'mu'qing'tian 刘伶席地幕青天
'liu'ling'yu'zui'jiu 刘伶欲醉酒
'liu'nian'hui'shou'fu'dong'liu 流年回首付东流
'liu'nian'jin 流年尽
'liu'nian'wei'ken'fu'dong'liu 流年未肯付东流
'liu'qu'hong'jin'qian'dian'zhao'chi'tai 留取红巾千点照池台
'liu'qu'qu'zhong'yi'pai'dai'jun'lai 留取曲中一拍待君来
'liu'ren'yin'xiao'shui'yun'xiang 六人吟笑水云乡
'liu'shui'ru'jin'he'zai'ye 流水如今何在也
'liu'si'da'zai'yu'lan'gan 柳丝搭在玉阑干
'liu'si'na'jie'xi'xing'ren 柳丝那解系行人
'liu'ting'feng'jing'ren'mian'zhou 柳庭风静人眠昼
'liu'wai'can'yang 柳外残阳
'liu'xiang'zhang'ni'man'qing'chuan 流香涨腻满晴川
'liu'xu'feng'qian'zhuan 柳絮风前转
'liu'xu'yu'qian 柳絮榆钱
'liu'zhi'nv'yuan'yang'ji'shang 留织女鸳鸯机上
'liu'zhi'tou'er'liu'dian'er 六只骰儿六点儿
'liu'zhi'tuan'shan'bie'li'duo 柳枝团扇别离多
'long'bei'jin'nian'jue'pin 龙焙今年绝品
'long'pan'feng'zhu 龙蟠凤翥
'long'qiu'xin'dong'fu 龙丘新洞府
'long'tou'yun 陇头云
'long'xiang'ru'ling'jin 龙香入领巾
'long'xu'ban'jian 龙须半翦
'long'yin'che'gu'qing 龙吟彻骨清
'lou'chuan'yuan 楼船远
'lou'duan'ren'chu'jing 漏断人初静
'lou'ge'dan'shu'yan 楼阁淡疏烟
'lou'guan'gao'qi 楼观高起
'lou'shang'bu'yi'qiu 楼上不宜秋
'lou'shang'wang'chun'gui'qu 楼上望春归去
'lou'tou'ye'chang'ju 楼头曳长裾
'lou'zhong'yuan'shan'gui'lu 楼中远山归路
'lu'dian'yan'ting 鹭点烟汀
'lu'han'feng'xi 露寒风细
'lu'han'yan'leng'jian'jia'lao 露寒烟冷蒹葭老
'lu'jin'he'hui'ren'zhuan'duo 路尽河回人转舵
'lu'lu'ying'shi'shuo'nan'hu 菉菉盈室说难户
'lu'man'man 路漫漫
'lu'ren'ti'geng'duo 路人啼更多
'lu'wei'xi 露未晞
'lu'wei'yi'liu'ji'hua'bian 露微意柳际花边
'luan'chan'shuai'cao'xiao'chi'tang 乱蝉衰草小池塘
'luan'hong'ru'yu 乱红如雨
'luan'lu'zhu'bi 鸾辂驻跸
'luan'sa'ge'lou'shi'fen'sai 乱洒歌楼湿粉腮
'luan'shan'ping'cu 乱山屏簇
'luan'shan'shen'chu'guo'qing'ming 乱山深处过清明
'luan'shi'chuan'kong 乱石穿空
'lue'cong'rong 略从容
'lun'bing'chi'jia'dai'feng'shuang 论兵齿颊带风霜
'lun'luo'he'xu'ji'qian'shen 沦落何须计浅深
'lun'yu'sun 轮玉笋
'luo'bi'ru'fan'yang'zi'jiang 落笔如翻扬子江
'luo'bi'sheng'feng 落笔生风
'luo'cheng'chun'wan 洛城春晚
'luo'hong'chu'chu'wen'ti'jue 落红处处闻啼鴂
'luo'hua'xian'yuan'chun'shan'bo 落花闲院春衫薄
'luo'hua'yi'zhu'hui'feng'qu 落花已逐回风去
'luo'hua'yi'zuo'feng'qian'wu 落花已作风前舞
'luo'jin'yi'ting'hong'ye 落尽一庭红叶
'luo'qing'dao'chao'ruan'ji'chang 捋青捣麨软饥肠
'luo'ri'shan'xian'ban 落日山衔半
'luo'ri'xiu'lian'juan 落日绣帘卷
'luo'ri'you'qing'hai'zhao'zuo 落日有情还照坐
'luo'shui'qing'bo 洛水清波
'luo'wa'kong'fei'luo'pu'chen 罗袜空飞洛浦尘
'luo'xia'ming 落霞明
'luo'yang'chu'xia'guang'ling'chun 洛阳初夏广陵春
'luo'zhang'xi'chui'yin'zhu'bei 罗帐细垂银烛背
'luo'zhao'jiang'tian'yi'ban'kai 落照江天一半开
'lv'bin'cang'yan'tong'yi'zui 绿鬓苍颜同一醉
'lv'bin'zhu'yan 绿鬓朱颜
'lv'fa'fang'tong 绿发方瞳
'lv'huai'gao'liu'yan'xin'chan 绿槐高柳咽新蝉
'lv'qi'yun'di'mei'yu'run 绿绮韵低梅雨润
'lv'shui'ren'jia'rao 绿水人家绕
'lv'ye'cheng'yin 绿叶成阴
'lv'yi'tou'jie 绿衣偷结
'lv'yin'qing'zi'mo'xiang'cui 绿阴青子莫相催
'lv'zhen'meng'can 旅枕梦残
'ma'ye'ceng'ceng'qing'ye'guang 麻叶层层檾叶光
'mai'jian'mai'niu'wu'yu'lao 卖剑买牛吾欲老
'mai'si'bai'li'xi 买死百里奚
'mai'tian'yang'xian'wu'jiang'lao 买田阳羡吾将老
'man'ba'zhen'zhu'jie 满把珍珠结
'man'cheng'zheng'chu 满城争出
'man'dao'di'cheng'tian'yang'yuan 漫道帝城天样远
'man'di'e'ya'ke'cheng'bing 满地鹅鸭可成兵
'man'feng'zhang'yu 蛮风瘴雨
'man'huai'bei'fen'shi 满怀悲愤事
'man'jiang'hong'dong'wu'nan'cheng 满江红东武南城
'man'jiang'hong'huai'zi'you'zuo 满江红怀子由作
'man'jiang'hong'ji'e'zhou'zhu'shi'jun'shou'chang 满江红寄鄂州朱使君寿昌
'man'jiang'hong'tian'qi'wu'qing 满江红天岂无情
'man'jiang'hong'you'xi'xiang'xun 满江红忧喜相寻
'man'jiang'tian 满江天
'man'qian'feng'liu'yuan'di'shi 曼倩风流缘底事
'man'quan'jin'zhi'yu'shou'qing 满劝金卮玉手擎
'man'ting'fang'gui'qu'lai'xi 满庭芳归去来兮
'man'ting'fang'gui'qu'lai'xi'qi'er 满庭芳归去来兮其二
'man'ting'fang'san'shi'san'nian 满庭芳三十三年
'man'ting'fang'san'shi'san'nian'qi'er 满庭芳三十三年其二
'man'ting'fang'wo'jiao'xu'ming 满庭芳蜗角虚名
'man'ting'fang'xiang'ai'diao'pan 满庭芳香叆雕盘
'man'wu'yao'ge'lan'bu'shou 漫舞夭歌烂不收
'man'yuan'huang'ying'ying'jiu'bei 满院黄英映酒杯
'man'yuan'tao'hua 满院桃花
'man'zuo'qing'wei 满坐清微
'mao'jiu'xing'hai'kun 卯酒醒还困
'mao'lin'shen'chu'wan'ying'ti 茂林深处晚莺啼
'mao'shi'shan'zi'se'jian'fu 毛是善子色剑父
'mao'xue'cheng'yu 毛血成雨
'mei'chang'wang 每怅望
'mei'di'yan'zhong'wen'ji'nong 梅笛烟中闻几弄
'mei'hua'xue'li'chun 梅花雪里春
'mei'jian'xi'qi'zhan'huang'se 眉间喜气占黄色
'mei'jian'yi'zuo'shang'chun'zhou 眉间已作伤春皱
'mei'jiu'qing'ge 美酒清歌
'mei'jiu'yi'bei'shui'yu'gong 美酒一杯谁与共
'mei'ren'bu'yong'lian'ge'mei 美人不用敛歌眉
'mei'ren'chou'men 美人愁闷
'mei'ren'lian'wo'lao 美人怜我老
'mei'ren'ru'yue 美人如月
'mei'ren'wei'xiao'zhuan'xing'mou 美人微笑转星眸
'mei'ren'yi'yue'zai'xi'xiang 美人依约在西厢
'mei'xiang'hua'tang'shen'chu'jian 每向华堂深处见
'mei'xue'piao'qun 梅雪飘裙
'mei'zhang'yan'xi 眉长眼细
'men'qian'liu'shui'shang'neng'xi 门前流水尚能西
'men'qian'lu'lu'shi'jun'che 门前辘辘使君车
'men'qian'xiao'yu'xuan'tong'zhi 门前笑语喧童稚
'men'wai'dong'feng'xue'sa'ju 门外东风雪洒裾
'men'wai'xing'ren 门外行人
'men'wai'yue'hua'ru'shui'cai'zhou'heng 门外月华如水彩舟横
'men'yan'huang'hun'yu 门掩黄昏雨
'meng'dao'gu'yuan'duo'shao'lu 梦到故园多少路
'meng'duan'hun'xiao 梦断魂消
'meng'duan'luo'hua'fei'xu 梦断落花飞絮
'meng'hu'zai'quan'zhong 猛虎在圈中
'meng'hui'fang'cao'sheng'chun'pu 梦回芳草生春浦
'meng'hui'jiu'xing 梦回酒醒
'meng'hui'ying'she'nong 梦回莺舌弄
'meng'hun'dong'qu'mi'sang'yu 梦魂东去觅桑榆
'meng'li'xu'ran'hu'die'yi'shen'qing 梦里栩然蝴蝶一身轻
'meng'po'wu'geng'xin'yu'zhe 梦破五更心欲折
'meng'rao'hu'bian'lu 梦绕湖边路
'meng'sui'feng'wan'li 梦随风万里
'meng'zhong'li'li'lai'shi'lu 梦中历历来时路
'meng'zhong'liao'liao'zui'zhong'xing 梦中了了醉中醒
'meng'zhong'shen 梦中身
'meng'zhong'you 梦中游
'mi'lu'feng'ren'sui'wei'guan 麋鹿逢人虽未惯
'mi'yi'nan'chuan 密意难传
'mi'yun'long 密云龙
'mian'mian'qi'yi'cai 绵绵岂易裁
'mian'xuan'hui'feng'dai'xue'liu 面旋回风带雪流
'mian'xuan'luo'ying'fei'yu'rui 面旋落英飞玉蕊
'miao'ci'jia'qu 妙词佳曲
'miao'miao'xie'feng'chui'xi'yu 渺渺斜风吹细雨
'miao'si'ru'quan 妙思如泉
'miao'wu'pian'xian 妙舞蹁跹
'miao'yi'lai'cong'bei'yuan 苗裔来从北苑
'miao'yu'yi'shi'fei'dong 妙语一时飞动
'min'e'xue'lang 岷峨雪浪
'min'xi'zhen'xian 闽溪珍献
'min'xin'guan 闵新鳏
'ming'chao'chou'sha'ren 明朝愁杀人
'ming'chao'duan'wu 明朝端午
'ming'chao'duan'wu'yu'fang'lan 明朝端午浴芳兰
'ming'chao'gui'lu'xia'tang'xi 明朝归路下塘西
'ming'chao'jiu'xing'zhi'he'chu 明朝酒醒知何处
'ming'ding'dan'chou'jia'jie'le 酩酊但酬佳节了
'ming'jing'jie'hong'yan 明镜借红颜
'ming'nian'chun'dao 明年春到
'ming'nian'chun'shui'yang'tao'hua 明年春水漾桃花
'ming'nian'ren'zong'jian 明年人纵健
'ming'nv'tou'hu'tu 命女投狐兔
'ming'ri'chao'lai'wu'ding'zhun 明日潮来无定准
'ming'ri'huai'nan'qu 明日淮南去
'ming'ri'huang'hua'die'ye'chou 明日黄花蝶也愁
'ming'ri'jiu'xing'ying'man'di 明日酒醒应满地
'ming'ri'luo'hua'fei'xu 明日落花飞絮
'ming'ri'xi'feng'hai'gua'xi 明日西风还挂席
'ming'shi'tou'mi'xiong 命士投糜熊
'ming'shuang'cheng'zou'qu'zui'liu'lian 命双成奏曲醉留连
'ming'yuan'gao'hui'song'fang'chen 名园高会送芳辰
'ming'yue'duo'qing'lai'zhao'hu 明月多情来照户
'ming'yue'hao'feng'xian'chu'shi'ren'cai 明月好风闲处是人猜
'ming'yue'ji'shi'you 明月几时有
'ming'yue'kong'jiang 明月空江
'ming'yue'ming'nian'he'chu'kan 明月明年何处看
'ming'yue'qing'feng'hao'zai'zai 明月清风好在哉
'ming'yue'qing'feng'wo 明月清风我
'ming'yue'qing'feng'ye 明月清风夜
'ming'yue'ru'shuang 明月如霜
'ming'yue'ru'shui 明月如水
'ming'yue'ye 明月夜
'ming'yue'ye'wen'xiao 明月夜闻箫
'mo'bian'xiang'gu'su 莫便向姑苏
'mo'chang'duan'yin'yuan 莫唱短因缘
'mo'chang'huang'ji'bing'bai'fa 莫唱黄鸡并白发
'mo'chang'yang'guan 莫唱阳关
'mo'dai'chun'hui 莫待春回
'mo'dao'kuang'fu'bu'jie'kuang 莫道狂夫不解狂
'mo'fan'hong'xiu'guo'lian'long 莫翻红袖过帘栊
'mo'fu'hua'xi'zong'shang 莫负花溪纵赏
'mo'guai'gui'xin'su 莫怪归心速
'mo'guai'yuan'yang'xiu'dai'chang 莫怪鸳鸯绣带长
'mo'hen'huang'hua'wei'tu 莫恨黄花未吐
'mo'jian'rou'ke 莫剪柔柯
'mo'jiang'fen'fu'dong'lin'zi 莫将分付东邻子
'mo'jiao'bian'chang'shui'ru'tian 莫教便唱水如天
'mo'jiao'kong'du'ke'lian'xiao 莫教空度可怜宵
'mo'jiao'shi'fen'yu'shi'zhu 莫教施粉与施朱
'mo'jiao'ta'sui'qiong'yao 莫教踏碎琼瑶
'mo'jing'ou'lu 莫惊鸥鹭
'mo'mo'yi'jiang'feng'yu 漠漠一江风雨
'mo're'xian'chou 莫惹闲愁
'mo'shang'gu'feng'jin'chu 莫上孤峰尽处
'mo'shang'hua'kai'chun'jin'ye 陌上花开春尽也
'mo'shi'cong'cong'yun'yu'san 莫使匆匆云雨散
'mo'tan'ping'qi'luo'luo 莫叹平齐落落
'mo'ting'chuan'lin'da'ye'sheng 莫听穿林打叶声
'mo'wang'gu'ren'qiao'cui'lao'jiang'bian 莫忘故人憔悴老江边
'mo'wang'shi'jun'ge'xiao'chu 莫忘使君歌笑处
'mo'wang'xiao'qiao'liu'shui 莫忘小桥流水
'mo'wen'shi'jian'he'shi 莫问世间何事
