'an'cheng 暗撑
'shu'shui'qi 疏水器
'shu'tie'ban 熟铁板
'shu'tie'guan 熟铁管
'shu'xiang 竖向
'shu'xiang'he'zai 竖向荷载
'shu'xiang'jin 竖向筋
'shu'xiang'she'ji 竖向设计
'shu'zhi 树脂
'shu'zhi'fen'xi 数值分析
'shua'bai 刷白
'shua'ru'jiao'qi 刷乳胶漆
'shuai'bian'lv 衰变率
'shuan'ding 栓钉
'shuang'cao 双槽
'shuang'ceng'guan'dao 双层管道
'shuang'ceng'kai'zhuang'dian'lan 双层铠装电缆
'shuang'ceng'lang 双层廊
'shuang'ceng'shuang'xiang 双层双向
'shuang'dian'yuan 双电源
'shuang'gu'xian 双股线
'shuang'ji'shuang'kong'kai'guan 双击双控开关
'shuang'kong'cha'zuo'chu'xian'kou 双控插座出线口
'shuang'kong'kai'guan 双控开关
'shuang'li'gan 双立杆
'shuang'mian'han 双面焊
'shuang'pai 双排
'shuang'pai'shuang'xiang 双排双向
'shuang'pao'zhi'lou'ti 双跑直楼梯
'shuang'ren'chuang'ke'fang 双人床客房
'shuang'shan'chuang 双扇窗
'shuang'shan'men 双扇门
'shuang'shan'tui'la'men 双扇推拉门
'shuang'su'feng'ji 双速风机
'shuang'tou'ge'li'kai'guan 双投隔离开关
'shuang'tou'kai'guan 双投开关
'shuang'xiang'ban 双向板
'shuang'xiang'di'zhen 双向地震
'shuang'xiang'kai'guan 双向开关
'shuang'xiang'shuang'pai 双向双排
'shuang'xin'dian'lan 双芯电缆
'shuang'zhi'gu 双肢箍
'shuang'zhu 双柱
'shui'beng 水泵
'shui'beng'fang 水泵房
'shui'beng'ji'zu 水泵机组
'shui'beng'jie'he'qi 水泵接合器
'shui'beng'zhan 水泵站
'shui'cai'xuan'ran 水彩渲染
'shui'cao 水槽
'shui'hui'bi 水灰比
'shui'kong'qi'xi'tong 水空气系统
'shui'leng'bian'ya'qi 水冷变压器
'shui'leng'que'ta 水冷却塔
'shui'leng'shi'kong'tiao'qi 水冷式空调器
'shui'li'fa'dian'zhan 水力发电站
'shui'li'mo'ni 水力模拟
'shui'long'tou 水龙头
'shui'luo'dou 水落斗
'shui'mo'shi'di'mian 水磨石地面
'shui'mu 水幕
'shui'ni'biao'hao 水泥标号
'shui'ni'guan 水泥管
'shui'ni'hun'ning'tu 水泥混凝土
'shui'ni'jiang 水泥浆
'shui'ni'mo'mian 水泥抹面
'shui'ni'sha'jiang'biao'hao 水泥砂浆标号
'shui'ni'sha'jiang'gou'feng 水泥砂浆勾缝
'shui'ni'sha'jiang'zhao'mian 水泥砂浆罩面
'shui'ni'sha'jiang'zhao'ping'ceng 水泥砂浆找平层
'shui'ni'zhao'ping'ceng 水泥找平层
'shui'ni'zhi'pin 水泥制品
'shui'nuan'xi'tong 水暖系统
'shui'ping'fang'chao'ceng 水平防潮层
'shui'ping'jin 水平筋
'shui'ping'wang 水平网
'shui'tu'ya'li 水土压力
'shui'wei'bao'jing'qi 水位报警器
'shui'wei'kong'zhi'xi'tong 水位控制系统
'shui'wei'zhi'shi'qi 水位指示器
'shui'xia'dian'lan 水下电缆
'shui'xia'zhao'ming 水下照明
'shui'xiang'jian 水箱间
'shui'xie 水榭
'shui'yi 水仪
'shui'yin'deng 水银灯
'shui'yin'jie'dian'kai'guan 水银接点开关
'shui'yin'kai'guan 水银开关
'shui'yin'wen'du'ji 水银温度计
'shui'zheng'qi'fen'ya'li 水蒸气分压力
'shui'zhun'yi 水准仪
'shui'zui 水嘴
'shun'liang 顺梁
'shun'mian 顺面
'si'a 四阿
'si'ceng 四层
'si'jia'liang 四架梁
'si'kong'cha'zuo'chu'kou 四孔插座出口
'si'lei'chang'di 四类场地
'si'pu'zuo 四铺作
'si'shan'shi'zhuan'men 四扇式转门
'si'tiao 四跳
'si'xin'dian'lan 四芯电缆
'si'yuan'fu 四掾袱
'si'zhi'gu 四肢箍
'song'feng'guan'dao 送风管道
'song'feng'ji 送风机
'song'feng'kou 送风口
'song'feng'xi'tong 送风系统
'su'gang'chuang 塑钢窗
'su'gang'men 塑钢门
'su'hun'ning'tu 素混凝土
'su'liao'di'mian 塑料地面
'su'liao'nian'jie'ji 塑料粘结剂
'su'liao'tie'mian'ban 塑料贴面板
'su'shi'cai'hua 苏式彩画
'su'tu'hang'shi 素土夯实
'su'xing'cai'liao 塑性材料
'su'xing'jiao 塑性铰
'sui'da'sui'mo 随打随抹
'sui'shi'hun'ning'tu 碎石混凝土
'sui'wa'sui'tian 随挖随填
'sun'cao 榫槽
'sun'jie 榫接
'suo'jin'luo'mu 锁紧螺母
'suo'jin'luo'shuan 锁紧螺栓
'suo'jin'luo'si 锁紧螺丝
'ta'ban 榻板
'ta'bu 踏步
'ta'dao 踏道
'ta'duo 踏跺
'ta'lou 塔楼
'ta'shi'jian'zhu 塔式建筑
'ta'shi'jie'gou 塔式结构
'ta'shi'tian'xian 塔式天线
'tai'kou'ce'mu 台口侧幕
'tai'kou'gao'du 台口高度
'tai'kou'yan'mu 台口檐幕
'tai'liang'shi'gou'jia 抬梁式构架
'tai'mian 台面
'tai'yang'fu'she'xi'shou'xi'shu 太阳辐射吸收系数
'tai'zuan 台钻
'tan'ce'qi 探测器
'tan'huang'cha'xiao 弹簧插销
'tan'huang'dian'quan 弹簧垫圈
'tan'huang'jiao'lian 弹簧铰链
'tan'huang'men 弹簧门
'tan'luo'du 坍落度
'tan'su'xing 弹塑性
'tan'suo'zhe 探索者
'tan'xing'ban 弹性板
'tan'xing'di'ban 弹性地板
'tan'xing'di'ji'liang 弹性地基梁
'tan'xing'hou'xiao 弹性后效
'tan'xing'lou'ban 弹性楼板
'tan'xing'mo'liang 弹性模量
'tao'fang 套方
'tao'guan 套管
'tao'li 陶粒
'tao'si'ji 套丝机
'tao'tu'zhi'pin 陶土制品
'te'da'huo'zai 特大火灾
'te'shu'zhao'ming 特殊照明
'ti'duan 梯段
'ti'duan'ban 梯段板
'ti'jiao 踢脚
'ti'jiao'ban 踢脚板
'ti'jiao'ban'biao'gao 踢脚板标高
'ti'jiao'ban'shi'nuan'qi'she'bei 踢脚板式暖气设备
'ti'jing 梯井
'ti'liang 梯梁
'ti'pao 梯跑
'ti'sheng'men 提升门
'ti'tiao'jian 提条件
'ti'xing 体型
'ti'xing'xi'shu 体型系数
'tian'che 天车
'tian'chong'qiang 填充墙
'tian'chong'wu 填充物
'tian'chuang'cai'guang 天窗采光
'tian'chuang'zhao'du 天窗照度
'tian'hua 天花
'tian'hua'fang 天花枋
'tian'ji'xian 天际线
'tian'jia'ji 添加剂
'tian'jing 天井
'tian'kong'guang 天空光
'tian'mu 天幕
'tian'ping'shi 天平室
'tian'qian'mi'shi 填嵌密实
'tian'qiao 天桥
'tian'qiao'lou'ti 天桥楼梯
'tian'qiao'pa'ti 天桥爬梯
'tian'ran'di'ji 天然地基
'tian'tu 填土
'tian'xian'gan 天线杆
'tian'xian'ta 天线塔
'tian'xian'xi'tong 天线系统
'tian'xian'yin'xia'xian 天线引下线
'tian'xian'yin'xian 天线引线
'tian'zheng 天正
'tiao'ban 挑板
'tiao'fu 调幅
'tiao'fu'xi'shu 调幅系数
'tiao'guang'qi 调光器
'tiao'guang'shi 调光室
'tiao'guang'tai 调光台
'tiao'he'qi 调和漆
'tiao'ji 条基
'tiao'jian'liang 挑尖梁
'tiao'jie'zhuang'zhi 调节装置
'tiao'liang 挑梁
'tiao'shi 条石
'tiao'tai 跳台
'tiao'tou 跳头
'tiao'ya'qi 调压器
'tiao'yan 挑檐
'tiao'yan'lin 挑檐檩
'tiao'yan'shi 挑檐石
'tiao'zha 跳闸
'tie'ding 铁钉
'tie'gong'chang 铁工厂
'tie'guan 铁管
'tie'gui 铁规
'tie'gui 铁轨
'tie'lu'gui 铁路规
'tie'lu'jian'zhu 铁路建筑
'tie'suan'zi 铁算子
'tie'xin'xian'quan 铁心线圈
'ting'yu 听阈
'tong'bu'dian'dong'ji 同步电动机
'tong'bu'yun'xing 同步运行
'tong'chang 通长
'tong'chang'jin 通长筋
'tong'deng 筒灯
'tong'duan'kai'guan 通断开关
'tong'feng'dao 通风道
'tong'feng'guan'dao 通风管道
'tong'feng'gui 通风柜
'tong'feng'ji 通风机
'tong'feng'ji'fang 通风机房
'tong'feng'jing 通风井
'tong'feng'kong 通风孔
'tong'feng'kou 通风口
'tong'feng'she'bei 通风设备
'tong'feng'xi'tong 通风系统
'tong'feng'xi'tong'jin'kou 通风系统进口
'tong'feng'zha'men 通风栅门
'tong'feng'zhuang'zhi 通风装置
'tong'gong 筒拱
'tong'guang 筒光
'tong'gui 砼规
'tong'jin'shen 通进深
'tong'mian'kuo 通面阔
'tong'ti 筒体
'tong'wa 筒瓦
'tong'yong'da'yang 通用大样
'tong'yong'gou'jian 通用构件
'tong'yong'tu 通用图
'tong'yong'tu'yang 通用图样
'tong'you 桐油
'tou'she'lv 透射率
'tou'she'xi'shu 透射系数
'tou'shi'tu 透视图
'tou'shui'shi'gu 透水事故
'tou'xin'zao 偷心造
'tu'chuang 凸窗
'tu'gong'bu 土工布
'tu'gong'ge'shan 土工格栅
'tu'gong'mo 土工膜
'tu'hao 图号
'tu'ji 图集
'tu'jian'gong'cheng 土建工程
'tu'kuang 图框
'tu'li'shuo'ming 图例说明
'tu'ming 图名
'tu'mu'gong'cheng 土木工程
'tu'qi 土戚
'tu'qian 图签
'tu'shou'su'miao 徒手素描
'tu'shu'guan 图书馆
'tu'zhi 图纸
'tu'zhi'bian'hao 图纸编号
'tu'zhi'fu'zhi 图纸复制
'tu'zhi'hui'shen 图纸会审
'tu'zhi'ming'cheng 图纸名称
'tu'zhi'mu'lu 图纸目录
'tu'zhuan'ceng 凸砖层
'tui'ban 推板
'tui'la'men 推拉门
'tui'shan 推山
'tui'tai 退台
'tui'yun 退晕
'tuo'er'suo 托儿所
'tuo'jia 托架
'tuo'jiao 托脚
'tuo'kou 脱扣
'tuo'kou'xian'quan 脱扣线圈
'tuo'si'ka'zhu'shi 托斯卡柱式
'tuo'yuan'pao'wu'mian'ke'ding 椭圆抛物面壳顶
'tuo'yuan'xing'ke'ding 椭圆形壳顶
'tuo'zuo 托座
'wa'gou 挖沟
'wa'kong'zhuang 挖孔桩
'wa'leng'wu'ding 瓦楞屋顶
'wa'shi 瓦时
'wa'te 瓦特
'wa'te'xiao'shi 瓦特小时
'wa'te'xiao'shi'ji 瓦特小时计
'wai'bao'zhu'jiao 外包柱脚
'wai'bu'guan'dao'xi'tong 外部管道系统
'wai'bu'jie'gou 外部结构
'wai'bu'pai'shui'xi'tong 外部排水系统
'wai'jia'ji 外加剂
'wai'jing 外径
'wai'kai'chuang 外开窗
'wai'kai'men 外开门
'wai'lang 外廊
'wai'li'mian 外立面
'wai'lu'pai'shui'guan 外露排水管
'wai'lu'shi 外露式
'wai'lu'zhu'jiao 外露柱脚
'wai'men'lang 外门廊
'wai'qiang 外墙
'wai'qiang'ban 外墙板
'wai'qiang'gua'ban 外墙挂板
'wai'shen 外审
'wai'tu'ceng 外涂层
'wai'yan 外檐
'wai'yan'chang'du 外延长度
'wai'yan'zhu 外檐柱
'wai'zhu 外柱
'wan'gong 万拱
'wan'gong 万栱
'wan'guan 弯管
'wan'guan'ji 弯管机
'wan'guan'jie'tou 弯管接头
'wan'guan'qi 弯管器
'wan'jian'niu 弯剪扭
'wan'ju 弯矩
'wan'neng'jiao 万能胶
'wan'niu 弯扭
'wan'qi 弯起
'wan'qi'gang'jin 弯起钢筋
'wan'yong'biao 万用表
'wang'ban 望板
'wang'fu'beng 往复泵
'wang'ge 网格
'wang'ge'sheng'cheng 网格生成
'wang'jia 网架
'wang'luo'an'quan 网络安全
'wang'luo'bu'xian'xi'tong 网络布线系统
'wang'pian 网片
'wang'zhu'tou 望柱头
'wang'zhuang'gong 网状拱
'wei'an 微安
'wei'bo 微波
'wei'bo'jie'shou'qi 微波接收器
'wei'bo'kao'xiang 微波烤箱
'wei'bo'ping'bi'men 微波屏蔽门
'wei'chuan'kong'xi'sheng'jie'gou 微穿孔吸声结构
'wei'dong'kai'guan 微动开关
'wei'fa 微法
'wei'fan'lao'dong'ji'lv 违反劳动纪律
'wei'gan'jie'gou 桅杆结构
'wei'han 围焊
'wei'hu'xi'shu 维护系数
'wei'jia'gong'cai'liao 未加工材料
'wei'jing 尾景
'wei'qi'hou 微气候
'wei'sheng'jian 卫生间
'wei'sheng'jian'fang'hua'di'zhuan 卫生间防滑地砖
'wei'sheng'jian'fang'hua'di'zhuan'pu'qi 卫生间防滑地砖铺砌
'wei'sheng'jian'ge'duan 卫生间隔断
'wei'sheng'jian'jie'ju 卫生间洁具
'wei'xian'biao'zhi 危险标志
'wei'xian'chang'suo 危险场所
'wei'xian'dian'ya 危险电压
'wei'xian'hua'xue'pin 危险化学品
'wei'xian'hua'xue'pin'xie'lou 危险化学品泄漏
'wei'xian'pin'ku 危险品库
'wei'xian'wu'pin 危险物品
'wei'xian'wu'zhi'xie'lou 危险物质泄露
'wei'xian'xin'hao'deng 危险信号灯
'wei'xian'you'hai'yin'su 危险有害因素
'wei'yi 位移
'wei'yi'bi 位移比
'wei'zhang'zhi'hui 违章指挥
'wei'zhang'zuo'ye 违章作业
'wen'ding'chuan're 稳定传热
'wen'du'bao'jing'qi 温度报警器
'wen'du'feng 温度缝
'wen'du'ti'du 温度梯度
'wen'du'tiao'jie 温度调节
'wen'du'tiao'jie'qi 温度调节器
'wen'du'ying'li 温度应力
'wen'du'zhen'fu 温度振辐
'wen'he'xiao'ying 吻合效应
'wen'hua'shi 文化石
'wen'mai'xing 文脉性
'wen'ming'shi'gong 文明施工
'wen'ya 稳压
'wen'ya'dian'qi 稳压电器
'wen'ya'qi 稳压器
'wu'cai 五踩
'wu'ceng 五层
'wu'chen'che'jian 无尘车间
'wu'de'bu'an'quan'zhuang'tai 物的不安全状态
'wu'dian 庑殿
'wu'ding 屋顶
'wu'ding'ban 屋顶板
'wu'ding'chu'ru'kong 屋顶出入孔
'wu'ding'hua'yuan 屋顶花园
'wu'ding'ji'fang 屋顶机房
'wu'ding'tian'xian 屋顶天线
'wu'ding'tong'feng'guan 屋顶通风管
'wu'ding'you'yong'chi 屋顶游泳池
'wu'ding'zhi'bu 屋顶织布
'wu'fei 屋废
'wu'feng'gang'guan 无缝钢管
'wu'fu'jin 无腹筋
'wu'fu'jin 无负筋
'wu'gong 圬工
'wu'gou 污垢
'wu'gui'zao'sheng 无规噪声
'wu'ji 屋脊
'wu'ji'shi 屋基石
'wu'liang'lou'gai 无梁楼盖
'wu'lin'bian 五临边
'wu'mian'ban 屋面板
'wu'mian'fu'gai'ban 屋面覆盖板
'wu'mian'shang'ren'kong 屋面上人孔
'wu'ni'ti'sheng'beng'zhan 污泥提升泵站
'wu'ni'tuo'shui'jian 污泥脱水间
'wu'pu'zuo 五铺作
'wu'shui'an'guan 污水暗管
'wu'shui'beng 污水泵
'wu'shui'beng'fang 污水泵房
'wu'shui'chi 污水池
'wu'shui'guan 污水管
'wu'shui'guan'dao 污水管道
'wu'shui'guan'xian 污水管线
'wu'tiao 五跳
'wu'xian'zhi 五线制
'wu'xin'dian'lan 五芯电缆
'wu'yan 屋檐
'wu'ye'shi 五叶饰
'wu'zhang'ai'she'ji 无障碍设计
'xi'bu'she'ji 细部设计
'xi'bu'zhuang'xiu 细部装修
'xi'chang'zhu 细长柱
'xi'chen'qi 吸尘器
'xi'chen'xi'tong 吸尘系统
'xi'di'cao 洗涤槽
'xi'ding'an'deng 吸顶暗灯
'xi'ding'deng 吸顶灯
'xi'ding'xiao'deng 吸顶小灯
'xi'fu'shi'jing'hua 吸附式净化
'xi'gu'liao 细骨料
'xi'li'mian 西立面
'xi'lie'hua 系列化
'xi'mu'gong'ban 细木工板
'xi'qi'zhao 吸气罩
'xi'sheng 吸声
'xi'sheng'ban 吸声板
'xi'sheng'cai'liao 吸声材料
'xi'shou'bo'li 吸收玻璃
'xi'shou'shi'bing'xiang 吸收式冰箱
'xi'shou'shi'zhi'leng'xi'tong 吸收式制冷系统
'xi'shui'shui'chi 吸水水池
'xi'ti 熙提
'xi'tong'ji'cheng 系统集成
'xi'tong'kong'zhi 系统控制
'xi'tong'she'ji 系统设计
'xi'tong'tu 系统图
'xi'tou 樨头
'xi'wen'di'ban 细纹地板
'xi'wen'tu'an 细纹图案
'xi'yin'ban 吸音板
'xi'yin'cai'liao 吸音材料
'xia'ang 下昂
'xia'ceng'di'xia'shi 下层地下室
'xia'cha 下插
'xia'chen'shi'tian'chuang 下沉式天窗
'xia'fang 下枋
'xia'ling'shi 夏令时
'xia'mao'tou 下冒头
'xia'niao 下袅
'xia'pai 下排
'xia'pi 下皮
'xia'shui'dao'ren'kong 下水道人孔
'xia'shui'dao'ru'kou 下水道入口
'xia'shui'dao'xi'tong 下水道系统
'xia'shui'guan 下水管
'xia'tie 下铁
'xia'tie'shang 下铁上
'xia'tie'xia 下铁下
'xia'wang 下网
'xia'xian 下弦
'xia'xuan'chuang 下悬窗
'xia'zhi 夏至
'xia'zhu'dun 下柱墩
'xian'cai 线材
'xian'cao 线槽
'xian'chang'ban'gong'shi 现场办公室
'xian'chang'han 现场焊
'xian'chang'kan'cha'zi'liao 现场勘查资料
'xian'dian'ya 线电压
'xian'he'zai 线荷载
'xian'jian'dian'ya 线间电压
'xian'jiao 现浇
'xian'jiao 线脚
'xian'jiao'ban 现浇板
'xian'jiao'ceng 现浇层
'xian'jiao'gang'jin'hun'ning'tu'jie'gou 现浇钢筋混凝土结构
'xian'jiao'hun'ning'tu 现浇混凝土
'xian'jiao'hun'ning'tu'dian'ceng 现浇混凝土垫层
'xian'jiao'hun'ning'tu'lou'ban 现浇混凝土楼板
'xian'jiao'hun'ning'tu'lu'mian 现浇混凝土路面
'xian'jiao'liang 现浇梁
'xian'lu 线路
'xian'lu'kai'guan 线路开关
'xian'lu'tu 线路图
'xian'peng'zhang'xi'shu 线膨胀系数
'xian'qi'deng 氙气灯
'xian'quan 线圈
'xian're'fu'he 显热负荷
'xian'se'xing 显色性
'xian'tan'xing 线弹性
'xian'wei'ban 纤维板
'xian'wei'cai'liao 纤维材料
'xian'xing'guang'yuan 线形光源
'xian'xing'huo'zai'tan'ce'qi 线型火灾探测器
'xian'zai 线载
'xian'zhang'fa 先张法
'xian'zhi 现值
'xian'zhi 限值
'xian'zhi'shui'mo'shi 现制水磨石
'xian'zhi'shui'mo'shi'mian 现制水磨石面
'xian'zhi'su'liao'lou'di'mian 现制塑料楼地面
'xiang'bie 相别
'xiang'dian'ya 相电压
'xiang'du 响度
'xiang'dui'biao'gao 相对标高
'xiang'dui'gao'cha 相对高差
'xiang'gong 厢拱
'xiang'gong 厢栱
'xiang'guan'zhuan'ye 相关专业
'xiang'hai'fan 项海帆
'xiang'han 箱涵
'xiang'jiao'ban 橡胶板
'xiang'jiao'di'mian 橡胶地面
'xiang'jiao'dian 橡胶垫
'xiang'jiao'zhi'shui'dai 橡胶止水带
'xiang'pi'chui 橡皮锤
'xiang'pi'dian 橡皮垫
'xiang'pi'dian'lan 橡皮电缆
'xiang'pi'dian'quan 橡皮垫圈
'xiang'pi'jian'zhen'qi 橡皮减震器
'xiang'pi'jue'yuan 橡皮绝缘
'xiang'pi'jue'yuan'xian 橡皮绝缘线
'xiang'pi'xian 橡皮线
'xiang'ru'shi'ying'guang'deng 镶入式荧光灯
'xiang'ru'shi'ying'guang'deng'dai 镶入式荧光灯带
'xiang'tu 详图
'xiang'wei'cha 相位差
'xiang'yan 象眼
'xiao'ce'chuang 小侧窗
'xiao'chu'jing'dian 消除静电
'xiao'ding 销钉
'xiao'du'she'bei 消毒设备
'xiao'e'fang 小额枋
'xiao'fang'an'quan 消防安全
'xiao'fang'beng 消防泵
'xiao'fang'dian'ti 消防电梯
'xiao'fang'gan'guan 消防干管
'xiao'fang'gong'shui 消防供水
'xiao'fang'li'guan 消防立管
'xiao'fang'lian'dong 消防联动
'xiao'fang'long'tou 消防龙头
'xiao'fang'lou'ti 消防楼梯
'xiao'fang'ru'kou 消防入口
'xiao'fang'she'bei 消防设备
'xiao'fang'she'shi 消防设施
'xiao'fang'shu'san 消防疏散
'xiao'fang'ti 消防梯
'xiao'fang'tong'dao 消防通道
'xiao'fang'xi'tong 消防系统
'xiao'fang'zhan 消防站
'xiao'guo'tu 效果图
'xiao'huo'shuan 消火栓
'xiao'huo'shuan'beng 消火栓泵
'xiao'ji'ge'zhen 消极隔振
'xiao'pian'la 小偏拉
'xiao'pian'xin 小偏心
'xiao'pian'xin'shou'ya 小偏心受压
'xiao'pian'ya 小偏压
'xiao'ping'qiao 小平锹
'xiao'qiong'ding 小穹顶
'xiao'sheng'keng 消声坑
'xiao'yan'qian'shi 消烟前室
'xiao'yin'shi 消音室
'xiao'zhen 小震
'xiao'zhen'tan'xing 小震弹性
'xiao'zi 销子
'xie'bao 泄爆
'xie'cheng 斜撑
'xie'dao 斜道
'xie'du 斜度
'xie'he'gan 谐和感
'xie'jie'mian 斜截面
'xie'la 斜拉
'xie'lou'shi'gu 泄漏事故
'xie'po'dao 斜坡道
'xie'shan 歇山
'xie'wu'ding 斜屋顶
'xie'xing'sai'chi 楔形塞尺
'xie'ya 斜压
'xie'zhao'xing'zhao'ming'qi 斜照型照明器
'xin'ban 锌板
'xin'dian'tu 心电图
'xin'feng 新风
'xin'feng'ji'zu 新风机组
'xin'hao'zhi'shi'qi 信号指示器
'xin'tu 新土
'xing'bo'xiao'ying 行波效应
'xing'cai 型材
'xing'cheng'kai'guan 行程开关
'xing'gang 型钢
'xing'gang'hun'ning'tu 型钢混凝土
'xing'jia 型架
'xing'luo'shuan 形螺栓
'xing'shi 型式
'xing'shi'sheng'cheng 形式生成
'xiu'shi 锈蚀
'xiu'zheng'tu 修正图
'xu'bian 徐变
'xu're'qi 蓄热器
'xu're'wu'ding 蓄热屋顶
'xu'sheng'yuan 虚声源
'xu'shui'ge're 蓄水隔热
'xu'shui'wu'mian 蓄水屋面
'xuan'ban'huo'men 悬板活门
'xuan'bi 悬臂
'xuan'bi'ban 悬臂板
'xuan'bi'liang 悬臂梁
'xuan'bi'xian'xiang 悬臂现象
'xuan'chuang 旋床
'xuan'chui'shi'zhao'ming 悬垂式照明
'xuan'diao'guan 悬吊管
'xuan'diao'zhong'wu 悬吊重物
'xuan'gua'lou'ti 悬挂楼梯
'xuan'gua'shi'zhao'ming'qi 悬挂式照明器
'xuan'guang 眩光
'xuan'li'ta 宣礼塔
'xuan'liang 悬梁
'xuan'niu'kai'guan 旋钮开关
'xuan'ran 渲染
'xuan'suo 悬索
'xuan'tiao 悬挑
'xuan'tiao'ban 悬挑板
'xuan'tiao'gou'jian 悬挑构件
'xuan'tiao'jiao'shou'jia 悬挑脚手架
'xuan'tiao'liang 悬挑梁
'xuan'ze'kai'guan 选择开关
'xuan'ze'qi 选择器
'xuan'zhuan'kai'guan 旋转开关
'xue'ya 雪压
'xun'huan'beng 循环泵
'xun'huan'shui'beng 循环水泵
'xun'huan'shui'xi'tong 循环水系统
'xun'zhang 寻杖
'xun'zhang'he'jiao'zao 寻杖合角造
'xun'zhang'jiao'jiao'zao 寻杖绞角造
'ya'ding 压顶
'ya'hua'bo'li 压花玻璃
'ya'jiang 压降
'ya'lan'shi 压阑石
'ya'li'an'quan'zhuang'zhi 压力安全装置
'ya'li'beng 压力泵
'ya'li'cao'zong'kai'guan 压力操纵开关
'ya'li'guan 压力罐
'ya'li'kai'guan 压力开关
'ya'li'kong'zhi 压力控制
'ya'li'kong'zhi'qi 压力控制器
'ya'li'rong'qi 压力容器
'ya'li'shi'yan 压力试验
'ya'li'shui'xiang 压力水箱
'ya'shi'gan'guang 压实赶光
'ya'shi'xi'shu 压实系数
'ya'suo'ji'fang 压缩机房
'ya'suo'ji'zu 压缩机组
'ya'tiao 压条
'ya'wan 压弯
'ya'xing'gang'ban 压型钢板
'ya'xing'zhi'pin 压型制品
'yan'bi 檐壁
'yan'bu 檐部
'yan'cao 验槽
'yan'chuan 檐椽
'yan'dian'ban 檐垫板
'yan'fang 檐枋
'yan'gan'qi 烟感器
'yan'gan'xi'tong 烟感系统
'yan'gou 檐沟
'yan'jin 验筋
'yan'kou 檐口
'yan'lin 檐檩
'yan'luo'shuan 眼螺栓
'yan'qiang 檐墙
'yan'shi 延时
'yan'shi'ji'dian'qi 延时继电器
'yan'shi'kai'guan 延时开关
'yan'suan 验算
'yan'tu'gong'cheng'kan'cha'gui'fan 岩土工程勘察规范
'yan'tu'gong'cheng'shi 岩土工程师
'yan'tu'shi 岩土师
'yan'wei'luo'shuan 燕尾螺栓
'yan'wei'mao'ju 燕尾锚具
'yan'zhu 檐柱
'yang'guang'ru'she'jiao 阳光入射角
'yang'hu 养护
'yang'hu'qi 养护期
'yang'hua'mo 氧化膜
'yang'hua'wu 氧化物
'yang'ji'ban 阳极板
'yang'jiao 仰角
'yang'jiao 阳角
'yang'lao'yuan 养老院
'yang'pin'shi 样品室
'yang'sheng'qi'xiang 扬声器箱
'yang'shi'tou'shi 仰视透视
'yang'shi'tu 仰视图
'yang'shui'beng 扬水泵
'yang'yan'luo'shuan 羊眼螺栓
'yang'yan'luo'si 羊眼螺丝
'yao'ce 遥测
'yao'di 咬底
'yao'jin 腰筋
'yao'ju 窑居
'yao'xian 腰线
'yao'zuo 药座
'ye'hua 液化
'yi'bao'wu'liao 易爆物料
'yi'bao'wu'pin 易爆物品
'yi'beng'fang 一泵房
'yi'biao'jian 仪表间
'yi'biao'pan 仪表盘
'yi'bu'dian'dong'ji 异步电动机
'yi'bu'fa'dian'ji 异步发电机
'yi'ceng 一层
'yi'ci'hui'lu 一次回路
'yi'ci'xian'lu'tu 一次线路图
'yi'ji'fu'he 一级负荷
'yi'ji'gang 一级钢
'yi'lei 一类
'yi'lei'chang'di 一类场地
'yi'lei'huan'jing 一类环境
'yi'liu'cao 溢流槽
'yi'liu'yan 溢流堰
'yi'mao'jian 衣帽间
'yi'pao 一跑
'yi'qiang 翼墙
'yi'que'ping 乙炔瓶
'yi'ran'gu'ti 易燃固体
'yi'ran'qi'ti 易燃气体
'yi'ran'wu 易燃物
'yi'ran'ye'ti 易燃液体
'yi'shui'guan 溢水管
'yi'shui'kou 溢水口
'yi'tiao 一跳
'yi'xiang'shu 意向书
'yi'xing'ban 异形板
'yi'xing'gou'jian 异性构件
'yi'xing'luo'mu 翼形螺母
'yi'xing'luo'si 翼型螺丝
'yi'xing'zhu 异形柱
'yi'yuan 翼缘
'yi'zhu'fa 移柱法
'yin'bi'gong'cheng 隐蔽工程
'yin'bi'gong'cheng'ji'lu 隐蔽工程记录
'yin'bi'gong'cheng'yan'shou 隐蔽工程验收
'yin'bi'gong'cheng'yan'shou'ji'lu 隐蔽工程验收记录
'yin'feng'ji 引风机
'yin'gou 阴沟
'yin'ji'ban 阴极板
'yin'jiao 阴角
'yin'kuang'mu'qiang 隐框幕墙
'yin'luo'wen 阴螺纹
'yin'mu 银幕
'yin'ru'duan 引入端
'yin'ru'xian 引入线
'yin'xia'xian 引下线
'yin'ying'mo'shi'fen'xi 阴影模式分析
'yin'zhi'ping'jia'biao'zhun 音质评价标准
'ying'bian 应变
'ying'bian'pian 应变片
'ying'guang'deng 荧光灯
'ying'guang'deng'dai 荧光灯带
'ying'guang'deng'qi'dong'qi 荧光灯启动器
'ying'guang'deng'zhao'ming 荧光灯照明
'ying'guang'deng'zhen'liu'qi 荧光灯镇流器
'ying'guang'fan'guang'deng 荧光反光灯
'ying'ji'fen'xi'xi'tong 应急分析系统
'ying'ji'jiu'yuan 应急救援
'ying'ji'jiu'yuan'ti'xi 应急救援体系
'ying'ji'ping'tai 应急平台
'ying'li 应力
'ying'lian 楹联
'ying'shan 硬山
'ying'xiang'qu'yu 影响区域
