'ai'ba'jiu 爱把酒
'dan'yu'sou'hao'yu'xie'xin'ci 但欲搜好语谢新词
'dan'zhi'dao'jin'zhao'zhong'jiu 但只道今朝中酒
'dan'zhu'qing'ying'shui'fu'yu 淡竚轻盈谁付与
'dan'zhuang'jiao'mian 淡妆娇面
'dan'zhuang'nong'mo'xi'zi 淡妆浓抹西子
'dang'ci'zhi'shi 当此之时
'dang'kong'ai 荡空蔼
'dang'nian'de'yi'ru'fang'cao 当年得意如芳草
'dang'nian'shi 当年事
'dang'nian'si'lao 当年四老
'dang'nian'xian'gui 当年仙桂
'dang'nian'zhong'niao'kan'gu'e 当年众鸟看孤鹗
'dang'ri'ling'jun 当日灵均
'dang'shi'ye'dao 当时也道
'dao'er'jin'pu'mian'huang'chen 到而今扑面黄尘
'dao'fan'bi'yan 倒翻笔砚
'dao'hua'xiang'li'shuo'feng'nian 稻花香里说丰年
'dao'hui'zhi'ji'qu 道麾之即去
'dao'jun'jia'you'ran'xi'shuo 到君家悠然细说
'dao'li'jiang'hu 倒立江湖
'dao'ru'jin'dou'qi'xing'que 到如今都齐醒却
'dao'ru'jin'lin'ran'sheng'qi 到如今凛然生气
'dao'ru'jin'qiao'chu 到如今巧处
'dao'ru'jin'wu'yi'ai'wu'lu 道如今吾亦爱吾庐
'dao'xiu'fu'ren'qu'wei'duo'shi 道绣斧人去未多时
'dao'zhi'tang'ming'qiu 盗跖倘名丘
'de'jiu'liang'jia 得酒良佳
'de'li'jiao'bo'yi'xiao 的皪娇波宜笑
'de'sang'cheng'chu 得丧乘除
'de'si'fu'yun'ye'zi'you 得似浮云也自由
'de'xing'he'nian 得姓何年
'deng'ban'mie 灯半灭
'deng'bian'hua'geng'man 灯边花更满
'deng'lou'geng'shui'nian'wo 登楼更谁念我
'deng'shi'ji'ming'er'qi 等是鸡鸣而起
'deng'xian'chen'ji 等闲陈迹
'deng'xian'kan 等闲看
'deng'xian'tui'le'xiang'pao'fen 等闲褪了香袍粉
'deng'xian'xing'jin'hui'lang 等闲行尽回廊
'deng'yu'bei'ren 邓禹辈人
'di'dang'liang'tuan'er'xue 的当两团儿雪
'di'hua'rong 棣华荣
'di'hua'shen'chu 荻花深处
'di'hua'shi 棣华诗
'di'sheng'dai'xiang'ta'jia'dao 低声待向他家道
'di'tou'hai'shuo'xiang 低头还说向
'di'xing'xian 地行仙
'di'yin'yu'shang'shen'le 帝饮予觞甚乐
'dian'dao'lan'shu'zhi'zhe'shi 颠倒烂熟只这是
'dian'jian'sheng'ge'le 点检笙歌了
'dian'jian'tian'jian'kuai'huo'ren 点检田间快活人
'dian'jian'xing'hai 点检形骸
'dian'jian'zun'qian'ke 点检尊前客
'dian'jin'cang'tai'se'yu'kong 点尽苍苔色欲空
'dian'po'ye'yun'bai 点破野云白
'diao'chan'guan'mian 貂蝉冠冕
'diao'tou'leng'qu 掉头冷去
'diao'zhou'gong 吊周公
'die'zhang'xi'chi 叠嶂西驰
'ding'feng'bo'bai'zi'qian'hong'guo'le'chun 定风波百紫千红过了春
'ding'feng'bo'jin'yin'lei'lei'pei'lu'li 定风波金印累累佩陆离
'ding'feng'bo'mo'wang'zhong'zhou'tan'shu'li 定风波莫望中州叹黍离
'ding'feng'bo'shao'ri'you'kan'hua'bie'li 定风波少日犹堪话别离
'ding'feng'bo'ye'cao'xian'hua'bu'dang'chun 定风波野草闲花不当春
'ding'kan'yu'yu'nan'hu 定堪与语难呼
'ding'ning'huang'ju 丁宁黄菊
'ding'qian'bai'yun'zhe'qie'zhu 定倩白云遮且住
'ding'shui'tong'yi 定谁同异
'ding'yi'li'yuan'pu 定忆梨园谱
'dong'cao'chun'ang 冬槽春盎
'dong'feng'chui'san'ling'yu 东风吹散灵雨
'dong'feng'chui'yu'xi'yu'chen 东风吹雨细于尘
'dong'feng'gong'pi'fu 东风共披拂
'dong'feng'gui'lu 东风归路
'dong'feng'yao'dang 东风摇荡
'dong'fu'qi'liang 洞府凄凉
'dong'jiang'liu'shui 东江流水
'dong'li'zi'zui 东篱自醉
'dong'qian'xi'mo 东阡西陌
'dong'tu'xi'mo 东涂西抹
'dong'xian'ge'jiu'jiao'pin'jian 洞仙歌旧交贫贱
'dong'xian'ge'song'guan'gui'ling 洞仙歌松关桂岭
'dong'xian'ge'xian'yu'xiang'qu 洞仙歌贤愚相去
'dong'xiong'qing 动雄情
'dong'yin'ying'xiao 冻吟应笑
'dong'you'ru'hai'ci'ji 东游入海此计
'dong'yu'pang'dui'qiu'die 冻芋旁堆秋瓞
'dou'ba'cang'tai'feng'le 都把苍苔封了
'dou'ba'qin'shu'wu 都把琴书污
'dou'ba'xuan'chuang'xie'bian 都把轩窗写遍
'dou'bu'lian'hei'tou'huang'ge 都不恋黑头黄阁
'dou'cheng'chu'yue 都成楚越
'dou'cheng'ji'jiu 都称虀臼
'dou'dun'nan'shan'gao'ru'xu 陡顿南山高如许
'dou'he'jiu'yi'zhi'feng'yue 斗合就一枝风月
'dou'jiang'jin'gu'wu'qiong'shi 都将今古无穷事
'dou'niang'zuo 都酿作
'dou'niu'guang'yan 斗牛光焰
'dou'ren'qi'he'da'feng'ge 都人齐和大风歌
'dou'su'ye'kan'chong 斗粟也堪舂
'dou'wu'jin'song'zhi'jian'shi 都无晋宋之间事
'dou'wu'si'zhu'xian'bei'le 都无丝竹衔杯乐
'dou'wu'wu 都无物
'dou'xiu'ti'jiu 都休殢酒
'dou'xiu'wen 都休问
'dou'yun'hong'fen'zhao'xiang'sai 斗匀红粉照香腮
'dou'zuo'min'e'shan'shang'shi 都作岷峨山上石
'dou'zuo'mu'han'dui'ji 都作暮寒堆积
'du'juan'que'shi'jiu'zhi'wen 杜鹃却是旧知闻
'du'juan'sheng'ku'bu'kan'wen 杜鹃声苦不堪闻
'du'juan'sheng'li'song'jun'gui 杜鹃声里送君归
'du'juan'sheng'qie 杜鹃声切
'du'kang'chu'shi 杜康初筮
'du'li'xie'yang'shu'guo'hong 独立斜阳数过鸿
'du'ling'jiu'zhai'qu'jiang'bian 杜陵酒债曲江边
'du'ling'you'ke 杜陵有客
'du'ling'zhen'hao'shi 杜陵真好事
'du'qu'qian'hui 读取千回
'du'xing'qu'zi 独醒屈子
'du'yu'yi'sheng'cui'qi 杜宇一声催起
'duan'chang'jue'pu'xiang'si 断肠绝浦相思
'duan'di'le'xiu'geng'xun'si 端的了休更寻思
'duan'peng'chui'fan'lu'yu'shu 短篷炊饭鲈鱼熟
'duan'peng'han 短篷寒
'duan'qi'ju'ai'xiang'lian 短畦菊艾相连
'duan'you'gu'ren'feng 端有古人风
'dui'dong'feng'dong'ting'zhang'le 对东风洞庭张乐
'dui'hua'lin'jing 对花临镜
'dui'jing'xing'huai 对景兴怀
'dui'jiu'ge'fan'shui'diao 对酒歌翻水调
'dui'nan'shan 对南山
'dui'pan'geng'jue'zi'zhi'xiang 堆盘更觉紫芝香
'dui'yu'ta'wei'lan'shen'ye 对玉塔微澜深夜
'dui'zheng'zi'zhen'yan'shi'wo 对郑子真岩石卧
'dun'jue'wu'lu 顿觉吾庐
'duo'bing'jin'lai'hun'zhi'jiu 多病近来浑止酒
'duo'bing'qi'ri'zhang'ren'juan 多病起日长人倦
'duo'de'hu'er'ma 夺得胡儿马
'duo'fang'wei'ke'quan'xun'bian 多方为渴泉寻遍
'duo'ji'ti'zhuang'sun'shou'zui 堕髻啼妆孙寿醉
'duo'qing'ying'ye'bei'chun'cui 多情应也被春催
'duo'shao'qin'peng'jin'bai'tou 多少亲朋尽白头
'duo'shao'sao'ren'ci'ke 多少骚人词客
'duo'shao'song'chuang'zhu'ge 多少松窗竹阁
'duo'shao'zhu'zhu'bai'bai 多少朱朱白白
'duo'sheng'qi'jie 多生奇节
'duo'song'ju 多松菊
'duo'xie'bei'shan'shan'xia'lao 多谢北山山下老
'duo'yu'jing'xian'zi 堕玉京仙子
'duo'zai'zhu 多栽竹
'e'hu'shan'xia'chang'ting'lu 鹅湖山下长亭路
'e'mei'zao'ba'ju'zhi'lai 蛾眉早把橘枝来
'e'xing'yun 遏行云
'en'bu'shen'xi'qing'jue 恩不甚兮轻绝
'er'cao'bu'liao'yang'xiong'fu 儿曹不料扬雄赋
'er'jin'bie'hen'man'jiang'hu 而今别恨满江湖
'er'jin'chun'si 而今春似
'er'jin'dong'wang 而今东望
'er'jin'he'shi'zui'xiang'yi 而今何事最相宜
'er'jin'kan'song'bei'shan'yi 而今堪诵北山移
'er'jin'lao'yi 而今老矣
'er'jin'qi'shi'gao'huai 而今岂是高怀
'er'jin'qian'chi'cang'cang 而今千尺苍苍
'er'jin'tian'nv'ge 而今天女歌
'er'jin'wan'shan'xun'feng'li 而今纨扇熏风里
'er'jin'xiu'ye 而今休也
'er'jin'yi'bu'ru'xi 而今已不如昔
'er'nv'ci'qing'tong 儿女此情同
'er'nv'gu'jin'qing 儿女古今情
'er're 耳热
'er'san'zi 二三子
'er'san'zi'zhe'ai'wo 二三子者爱我
'er'tong'ren'de 儿童认得
'er'yue'dong'hu'hu'shang'lu 二月东湖湖上路
'fa'di'qing'qing'wu'xian'chun 发底青青无限春
'fa'si'yi'deng'ming 法似一灯明
'fan'bing'ci 凡病此
'fan'fan'bu'zuo'shui'zhong'fu 泛泛不作水中凫
'fan'fu'yun'tou'yu'jiao 翻覆云头雨脚
'fan'shu'yin'shui 饭蔬饮水
'fang'cao'chun'shen 芳草春深
'fang'cao'lv'qi'qi 芳草绿萋萋
'fang'cun'ci'xin'wei 方寸此心微
'fang'fu'du'jin'suo 仿佛度金梭
'fang'gan'nong'mei 芳甘浓美
'fang'hua'jing 妨花迳
'fang'jing'gong'zhe'jin'tou'liu 方惊共折津头柳
'fang'long'shi'ting'shan'shan 房栊试听珊珊
'fang'sha'shi'yin 放霎时阴
'fang'shi'xian'zhong'feng'yue 方是闲中风月
'fang'tan'xiao 方谈笑
'fang'yi'xu'zhe 方颐须磔
'fang'zai'chou'bian 放在愁边
'fang'zhi'jin'you'wei'xie 芳至今犹未歇
'fei'cui'ming'dang 翡翠明珰
'fei'fu'yu 飞凫浴
'fei'gai'ru'yun'yan 飞盖入云烟
'fei'guan'feng'yue 非关风月
'fei'guang'qian'qing'tong'yu'kuan 飞光浅青童语款
'fei'jin'han'wen'bu'xie'shu 废尽寒温不写书
'fei'jin'yin'gou'bang'jia'chu 费尽银钩榜佳处
'fei'jing'wu'gen'shui'xi 飞镜无根谁系
'fei'niao'wai 飞鸟外
'fei'shen'xin'qing 费甚心情
'fei'yu'hao'shang'yi'yi 非鱼濠上遗意
'fei'zhuang'ji'lao 非庄即老
'fen'dai'zhong'zhou'ge'miao'qu 粉黛中洲歌妙曲
'fen'die'er'zhi'jie 粉蝶儿只解
'fen'die'er'zuo'ri'chun'ru 粉蝶儿昨日春如
'fen'fang'yi'shi 芬芳一世
'fen'fen'feng'die'qu'nian'chang 纷纷蜂蝶去年场
'fen'fen'nv'ban'huan'ying 纷纷女伴欢迎
'fen'fen'wu'jue 纷纷乌攫
'fen'hu'fu 分虎符
'fen'mian'dou'cheng'zui'meng 粉面都成醉梦
'fen'ru'dou 纷如斗
'fen'wo'shi'ming'da'xiao'shan 分我诗名大小山
'fen'xiang'du'ri'jin'cong'rong 焚香度日尽从容
'fen'xiang'you'you'ti 粉香犹有殢
'feng'cai'miao 风采妙
'feng'chui'yu'da'yi'wu'mei 风吹雨打已无梅
'feng'deng'yi'xu 丰登意绪
'feng'er'cheng'cu 蜂儿成簇
'feng'er'xin'ku'duo'guan'fu 蜂儿辛苦多官府
'feng'fan'mo'yin'jiu'chuan'hui 风帆莫引酒船回
'feng'gu'xiao'ran 风骨萧然
'feng'hu'wen'bao'zui'yin'pi 丰狐文豹罪因皮
'feng'huo'yang'zhou'lu 烽火扬州路
'feng'jia'cui'yun 凤驾催云
'feng'jing'fei'shu 风景非殊
'feng'kuang'yu'heng 风狂雨横
'feng'lang'ju'xu 封狼居胥
'feng'lei'nu 风雷怒
'feng'liu'biao'ge 风流标格
'feng'liu'bu'shu'ping'quan'wu 风流不数平泉物
'feng'liu'chan'di 风流刬地
'feng'liu'pa'you'ren'zhi'chu 风流怕有人知处
'feng'liu'qing'zhuan 风流轻转
'feng'liu'ren'bu'jian 风流人不见
'feng'liu'xi'shi'ru'xin 风流禊事如新
'feng'liu'zong'bei 风流总被
'feng'nian'yu 丰年玉
'feng'qian'yu'quan'chun'guang'zhu 风前欲劝春光住
'feng'shi'lao'yu'xing 奉使老于行
'feng'tao'wan'qing'kan'yi 风涛万顷堪依
'feng'yan'chen 奉严宸
'feng'yi'kan'kan'jiu'qian'li 凤翼看看九千里
'feng'yin'chuan'hui'cang'ming'kuo 风引船回沧溟阔
'feng'yu 风雨
'feng'yu'bu'wei'chun'ji 风雨不为春计
'feng'yu'can'hua 风雨残花
'feng'yu'cong'piao'wa 风雨从飘瓦
'feng'yu'qing'shi'jun'bu'qu 风雨晴时君不去
'feng'yu'sheng'zhong 风雨声中
'feng'yu'song'chun'xing'li 风雨送春行李
'feng'yue'dou'wu'ji 风月都无际
'feng'yue'ji'qian'chang 风月几千场
'feng'yue'shi'zhui'pei 风月试追陪
'feng'yue'ting'wei'zhi'shuang 风月亭危致爽
'feng'yue'xiao'zhai'mo'hua'fang 风月小斋模画舫
'feng'yue'xin'shou 风月新收
'feng'yue'zhui'pei 风月追陪
'feng'zhan'can'shu 风展残书
'fo'li'ci'xia 佛狸祠下
'fo'shou'xu'qian'bai 佛寿须千百
'fu'bing'jiao 扶病脚
'fu'bu'ru'pin 富不如贫
'fu'ceng'xuan 俯层轩
'fu'gua'chen'li'bei 浮瓜沉李杯
'fu'gui'bu'xu'lun 富贵不须论
'fu'gui'chu'chang'sheng 富贵出长生
'fu'gui'fei'wu'shi 富贵非吾事
'fu'gui'fei'wu'yuan 富贵非吾愿
'fu'gui'he'you'de 富贵何由得
'fu'gui'shi'ren'mang 富贵使人忙
'fu'gui'shi'wei'ji 富贵是危机
'fu'gui'ta'nian 富贵他年
'fu'gui'wu'ying'zi'you 富贵吾应自有
'fu'gui'yu 赋归欤
'fu'jun'ci'shi 付君此事
'fu'lao 父老
'fu'lao'huan'hu'tong'zhi'wu 父老欢呼童穉舞
'fu'lao'huan'yu 父老欢予
'fu'lao'yuan'gong'huan 父老愿公欢
'fu'lao'zheng'yan'yu'shui'yun 父老争言雨水匀
'fu'li'ru'gong'zhe 伏枥如公者
'fu'mei'hua 赋梅花
'fu'neng'de'jian'cha'ou'mian 副能得见茶瓯面
'fu'ren'jian'chen'ai'ye'ma 俯人间尘埃野马
'fu'tao'yuan'liang'ju'hua'qi 赴陶元亮菊花期
'fu'xie'cao'liu'xing'fei 赋写曹刘兴废
'fu'xing'lai'dao 福星来到
'fu'yan'jiang'hu'lai'you'qu 凫雁江湖来又去
'fu'you'you 付悠悠
'fu'yu'xi'tou'yan'shu'cun 浮玉溪头烟树村
'fu'yun'chu'chu'yuan'wu'ding 浮云出处元无定
'fu'zhou'ru'jie 覆舟如芥
'fu'zi'tong'pan'xi'you 父子同攀希有
'gan'huang'en'an'shang'shu'bian'shu 感皇恩案上数编书
'gan'huang'en'fu'gui'bu'xu'lun 感皇恩富贵不须论
'gan'huang'en'lu'ran'wu'yi'qiu 感皇恩露染武夷秋
'gan'huang'en'qi'shi'gu'lai'xi 感皇恩七十古来稀
'gan'yu'tuo 干玉唾
'gang'fu'yun'wai'zhu'po'suo 刚赋云外筑婆娑
'gang'zi'shou 刚自瘦
'gao'che'si'ma 高车驷马
'gao'chu'dou'bei'yun'zhe 高处都被云遮
'gao'chu'gua'wu'piao 高处挂吾瓢
'gao'chu'kan'fu'yun 高处看浮云
'gao'er'wu'fen'man'jian'cha 羔儿无分谩煎茶
'gao'huai'zi'yin'wu'ren'quan 高怀自饮无人劝
'gao'hui'xi'fen'yin 高会惜分阴
'gao'ma'wu'chui'mian 高马勿捶面
'gao'mei'li'xie'yang 缟袂立斜阳
'gao'qing'qian'zai 高情千载
'gao'qing'xiang'xiang'dang'shi 高情想象当时
'gao'ren'qian'zhang'ya 高人千丈崖
'gao'shan'liu'shui 高山流水
'gao'shan'liu'shui'zhi'yin 高山流水知音
'gao'shu'bian'ming'qin 高树变鸣禽
'gao'shu'mo'ming'chan 高树莫鸣蝉
'ge'ba'zun'kong'yue'zhui'xi 歌罢尊空月坠西
'ge'chang'duan 歌长短
'ge'chuan'ru'zhu'ge'ge'yun 歌串如珠个个匀
'ge'jin'zi'xiang'cang'lang'zhuo 葛巾自向沧浪濯
'ge'lian'ji'chu'li'hua'xue 隔帘几处梨花雪
'ge'qiang'gu'jiu'zhu'xian'lin 隔墙沽酒煮纤鳞
'ge'qiang'ren'xiao'sheng 隔墙人笑声
'ge'qie'he 歌且和
'ge'shan'di 歌扇底
'ge'sheng'li 歌声里
'ge'sheng'xiang'che'xing'yun'li 歌声响彻行云里
'ge'wang'shi 歌亡是
'ge'wu'mo'jiao'xian 歌舞莫教闲
'ge'wu'zheng'nong'hai'you'yu 歌舞正浓还有语
'ge'yao'tiao 歌窈窕
'ge'zhong'bu'xu'er'tong'hui 个中不许儿童会
'ge'zhu'chuan'shang 歌竹传觞
'ge'zhu'qi'duan'lei'lei 歌珠凄断累累
'gen'lao'da 根老大
'geng'ba'jiu'tui'ci'yi'sha 更把酒推辞一霎
'geng'ba'mei'hua'bi'na'ren 更把梅花比那人
'geng'ba'xiang'lai'xun'le'yue 更把香来熏了月
'geng'bian'xian'yu'fou 更辨贤愚否
'geng'cha'wan'fu'rong 更插万芙蓉
'geng'chang'men'cui'nian'ci'jin'que 更长门翠辇辞金阙
'geng'chong'chong'long'xiao'chen'zhe 更重重龙绡衬着
'geng'cong'jin'ri'zui 更从今日醉
'geng'cui'yun'shui 更催云水
'geng'dian'yan'zhi'ran'tou'su 更点胭脂染透酥
'geng'feng'liu'yang'qiu'ze'pan 更风流羊裘泽畔
'geng'feng'yu'dong'li'yi'jiu 更风雨东篱依旧
'geng'fu'dao'heng'kong'qing'ye 更复道横空清夜
'geng'gao'yang'ru'ye 更高阳入谒
'geng'guai'xing'sha'xie'you'sheng 更怪行沙蟹有声
'geng'guo'xi'nan'wu'jiu'shu 更过溪南乌桕树
'geng'he'chu'yi'shuang'xi'chi 更何处一双鸂鶒
'geng'he'ren'nian'wo 更何人念我
'geng'huan'de'yue'lai'xiang'sha'yue 更唤得月来香杀月
'geng'huan'que'chao'lai'mao'fa 更换却朝来毛发
'geng'huan'xu'tan'xi 更欢须叹息
'geng'jiao'wu'ri'bu'hua'kai 更教无日不花开
'geng'jie'feng'liu'la'feng'xi 更解风流蜡凤嬉
'geng'jiu'hen'xin'chou'xiang'jian 更旧恨新愁相间
'geng'ju'ming'yue'guang'zhong 更居明月光中
'geng'ju'yin'wu'guo 更剧饮无过
'geng'jue'tao'yuan 更觉桃源
'geng'jue'xi'tou'shui'ye'xiang 更觉溪头水也香
'geng'jue'yuan'long'lou'bai'chi 更觉元龙楼百尺
'geng'kan'wu'ting'ge'zui'jing 更看舞听歌最精
'geng'kui'qiang 更窥墙
'geng'liang'chu'ru'shou'zhi 更量出入收支
'geng'long'guan'ni'tu 耕垄灌泥涂
'geng'man'yan'yun'lai'niao'qu 更满眼云来鸟去
'geng'mao'lin'xiu'zhu 更茂林修竹
'geng'ming'tuo'ji'gu 更鸣鼍击鼓
'geng'na'kan'zhe'gu'sheng'zhu 更那堪鹧鸪声住
'geng'neng'ji'zi'jin'yin'qin 更能几字尽殷勤
'geng'ni'ting'yun'jun'qu 更拟停云君去
'geng'nong'si 更浓似
'geng'ping'ge'wu'wei'mei 更凭歌舞为媒
'geng'qian'qi'gong'dao 更千骑弓刀
'geng'ren'gong'wu'shi'jie'wei'er 更任公五十犗为饵
'geng'shang'ceng'lou'yi'lan 更上层楼一览
'geng'shang'le'chang'nian'lao'peng'bei 更殇乐长年老彭悲
'geng'shi'er'tong'song'de 更使儿童诵得
'geng'shi'fen'xiang'ren'xin'la 更十分向人辛辣
'geng'shi'sui'tai'gong'fang'chu'jiang 更十岁太公方出将
'geng'shui'miao'yu'pi'jin 更谁妙语披襟
'geng'shuo'shen 更说甚
'geng'wu'chan'yu'zheng'li 更五单于争立
'geng'wu'liu'ying'sha'shi'yun 更无留影霎时云
'geng'wu'xun'chu'ye'hua'xiang 更无寻处野花香
'geng'wu'yi'zi'bu'qing'zhen 更无一字不清真
'geng'xiu'shan'ju'yuan'shu 更修山巨源书
'geng'xiu'shuo 更休说
'geng'xiu'zuo 更休作
'geng'yao'su'yue 更邀素月
'geng'ye'nei 耕也馁
'geng'yi'ge'que'xie'er'di'yue 更一个缺些儿底月
'geng'yi'gong'gui'xi'bei'ri 更忆公归西悲日
'geng'yi'xiao'gu'yan'lang'li 更忆小孤烟浪里
'geng'zai'yun'yan'zhe'duan'chu 更在云烟遮断处
'geng'zhe'shi'nian'jun'kan'qu 更着十年君看取
'geng'zhe'xi'shan'jin'dai 更着溪山襟带
'geng'zhe'yu'hun'yan'jia 更着雨婚烟嫁
'geng'zhui'wen'shu'jiu'dian'ban 更缀文书旧殿班
'geng'zuo'ge'ting'er'ming'yi'hao 更作个亭儿名亦好
'gong'cheng'zhe'qu 功成者去
'gong'chou'dao'shou'mo'liu'lian 觥筹到手莫留连
'gong'ci'yao'que 共辞瑶阙
'gong'he'ren'dui'yin'wu'san'zhong 共何人对饮五三钟
'gong'ming'bu'yong'qu'duo 功名不用渠多
'gong'ming'jun'zi'xu 功名君自许
'gong'ming'miao'shou 功名妙手
'gong'ming'po'zeng 功名破甑
'gong'ming'xiang'bi 功名相避
'gong'ming'zhi'dao 功名只道
'gong'qiu'guang 共秋光
'gong'shui'xiao'qian'liang'san'bei 共谁消遣两三杯
'gong'shui'yu 共谁语
'gong'ying'zi'you 公应自有
'gu'chang'kang 顾长康
'gu'cheng'chun'shui'yi'sha'ou 孤城春水一沙鸥
'gu'cheng'gao'jue 孤撑高攫
'gu'dao'xing'ren'lai'qu 古道行人来去
'gu'diao'jin'bei 古调今悲
'gu'fu'lu'ci'biao 辜负鸬鹚杓
'gu'jin'bei'xiao'shi 古今悲笑事
'gu'jin'da'zhe 古今达者
'gu'jin'ling'gu'mang'mang 古今陵谷茫茫
'gu'jin'wu'dao'you'you 古今吾道悠悠
'gu'jin'xing'fei'ji'chi'tai 古今兴废几池台
'gu'jin'zhang'zai 古今长在
'gu'jing'bu'sheng'bo 古井不生波
'gu'jiu'he'zai 沽酒何哉
'gu'jun'yu'wo'ru'he'er 顾君与我如何耳
'gu'lai'chi'guan 古来池馆
'gu'lai'han'shi 古来寒士
'gu'lai'miu'suan'kuang'tu 古来谬算狂图
'gu'lai'ru'xu'gao'ren'shao 古来如许高人少
'gu'lai'wei'you'jiu'pian'xiang 古来惟有酒偏香
'gu'lai'xian'zhe 古来贤者
'gu'lai'xiong'di'bu'xiang'rong 古来兄弟不相容
'gu'lai'yao'shun'you'chao'you 古来尧舜有巢由
'gu'lai'zheng'yu 故来争浴
'gu'qing'shan'yu'wo'he'ru'er 顾青山与我何如耳
'gu'qing'xiang'nen 骨清香嫩
'gu'ren'bie'hou'shu'lai'quan 故人别后书来劝
'gu'ren'ceng'bang'bei'shan'yi 故人曾榜北山移
'gu'ren'chang'jue 故人长绝
'gu'ren'jin'you'ji'dang'gui 故人今又寄当归
'gu'ren'shu'bao 故人书报
'gu'ren'xi'ji'wang 古人兮既往
'gu'ren'you'wei'kan'hua'hui 故人犹未看花回
'gu'tou'er'li'ji'duo'xiang 骨头儿里几多香
'gu'ye'bing'zi'qing'shou 姑射冰姿清瘦
'gu'ye'ye 鼓咽咽
'gu'yi'wang'yang 谷亦亡羊
'gu'yi'you'zheng'xie 顾意又争些
'gu'zhu'jun'qiong'you'bao'jie 孤竹君穷犹抱节
'gu'zi'hua'kai'chun'lan'man 鼓子花开春烂熳
'guai'chang'jian'liang'mei'yin'de 怪长见两眉阴德
'guai'dang'nian'gan'quan'wu'shuo 怪当年甘泉误说
'guai'de'ming'hua'zhi'lei'song 怪得名花知泪送
'guai'di'han'mei 怪底寒梅
'guai'xin'lai'que'jian 怪新来却见
'guan'gai'men'qian'ji'xing'li 冠盖门前几行李
'guan'gu'wen'zhang 冠古文章
'guan'jin'yu'shan'dian'dao 纶巾羽扇颠倒
'guan'ling'qun'chen'lai'he 管领群臣来贺
'guan'liu'nen 官柳嫩
'guan'mian'zai'qian 冠冕在前
'guan'shui'geng'guan'shan 观水更观山
'guan'ting'qin'sheng'ying'ke'pu 惯听禽声应可谱
'guan'xian'sheng'cui'xiu'cui 管弦声脆休催
'guan'zhu'guan'shan'guan'shui 管竹管山管水
'guang'yin'zhi'zai'tan'zhi 光阴只在弹指
'guang'ying'dong'tou 光影东头
'gui'bu'ru'jian'zhe'chang'cun 贵不如贱者长存
'gui'chao'huan'jian'shuo'min'e'qian'gu'xue 归朝欢见说岷峨千古雪
'gui'chao'huan'shan'xia'qian'lin'hua'tai'su 归朝欢山下千林花太俗
'gui'chao'huan'wo'xiao'gong'gong'yuan'di'nu 归朝欢我笑共工缘底怒
'gui'jian'jiao'qing 贵贱交情
'gui'jian'ou'ran'hun'si 贵贱偶然浑似
'gui'jian'sui'shi 贵贱随时
'gui'lai'wei'wo 归来为我
'gui'lai'yi 归来意
'gui'lai'yi'xing'zhen'wang 归来异姓真王
'gui'lai'zuo'dui 归来坐对
'gui'qi'chun'shan'hua'man'lu 归骑春衫花满路
'gui'qu'lai'xi 归去来兮
'gui'qu'lai'xi'ci 归去来兮辞
'gui'qu'wei 归去未
'gui'qu'ye'jue'jiao'he'bi 归去也绝交何必
'gui'si'li'zhi'lai 贵似荔枝来
'gui'wo 归卧
'gui'xiu'qu 归休去
'gui'yu'bai'ou'meng 归与白鸥盟
'gui'yu'yi'fu'ju'yan'he 归欤已赋居岩壑
'guo'er'liu'qi'ji'ying'fei 过而留泣计应非
'guo'fen'gong'ming'mo'qiang'qiu 过分功名莫强求
'guo'jin'dong'yuan'tao'yu'li 过尽东园桃与李
'guo'le'chun'guang'tai'ban 过了春光太半
'guo'qiang'yi'zhen'hai'tang'feng 过墙一阵海棠风
'guo'se'chao'han'jiu'wei'su 国色朝酣酒未苏
'guo'wei'lou'yu'fei'hai'lian 过危楼欲飞还敛
'guo'wu'lu 过吾庐
'guo'xi'lai 过溪来
'guo'yan'qian'yan 过眼嵌岩
'guo'ze'wei'zai 过则为灾
'ha'ma'gu'kan'yu'shui 虾蟆故堪浴水
'hai'jian'ci 还见此
'hai'kan'xiao 还堪笑
'hai'ken'xiang'sui 还肯相随
'hai'meng'jian'yu'huang'jin'que 还梦见玉皇金阙
'hai'shan'tou'zhong'yu'ren'jia 海山头种玉人家
'hai'shan'wen'wo'ji'shi'gui 海山问我几时归
'hai'shang'you'jing'ou 海上有惊鸥
'hai'shou'ceng'yi 亥首曾疑
'hai'shui'lian'tian'ning'yuan'wang 海水连天凝远望
'hai'si'jiu'jia'shi 还似旧家时
'hai'si'li'luo'gu'shan 还似篱落孤山
'hai'si'xiang'shan'wu 还似象山无
'hai'tang'guo'le'you'tu'mi 海棠过了有荼蘼
'hai'tang'kai 海棠开
'hai'ting'bie'yuan'sheng'ge 还听别院笙歌
'hai'xu'bing'hu'jian 还许冰壶荐
'hai'yi'si 还一似
'hai'you'qi'jie 还有奇节
'hai'you'si 还又似
'hai'you'xiang 还又向
'hai'you'yao'wan'jian'han'shi 还又要万间寒士
'hai'you'yao'yu'dian'lun'si 还又要玉殿论思
'hai'zhi'fou 还知否
'hai'zi'xiao 还自笑
'hai'zi'xiao'jun'shi'dun'jue 还自笑君诗顿觉
'hai'zuo'liu'si'chang 还作柳丝长
'han'gong'chun'da'ze'qing'yun 汉宫春达则青云
'han'gong'chun'qin'wang'shan'tou 汉宫春秦望山头
