'ai'hao 爱好
'di'xiao'ding'dan'jin'e'shi'yong'de'ji'fen 抵销定单金额使用的积分
'di'yu'xin'xi 地域信息
'di'yu'xin'xi'ming'xi 地域信息明细
'di'zhi 地址
'di'zhi'dian'hua 地址电话
'di'zhi'er 地址二
'dian'biao 店表
'dian'hao 店号
'dian'hua 电话
'dian'hua'fei 电话费
'dian'nao'wei'hu'yuan 电脑维护员
'dian'yue'biao'zhi 电约标志
'dian'zhang 店长
'dian'zhang'lian'xi'fang'shi 店长联系方式
'dian'zhu 店主
'dian'zhu'lian'xi'fang'shi 店主联系方式
'dian'zi'cheng'cu'xiao'jia'xia'fa'biao 电子秤促销价下发表
'dian'zi'cheng'shang'pin're'jian'ma 电子秤商品热键码
'dian'zi'cheng'shang'pin'sheng'xian'ma 电子秤商品生鲜码
'dian'zi'cheng'she'bei 电子秤设备
'dian'zi'cheng'xia'fa'ri'zhi 电子秤下发日志
'dian'zi'you'jian 电子邮件
'dian'zi'you'jian'di'zhi 电子邮件地址
'dian'zi'zheng'shu 电子证书
'diao'bo'chu'cheng'ben 调拨出成本
'diao'bo'chu'e 调拨出额
'diao'bo'chu'shu 调拨出数
'diao'bo'dan'jia 调拨单价
'diao'bo'jia'ge 调拨价格
'diao'bo'jin'cheng'ben 调拨进成本
'diao'bo'jin'e 调拨金额
'diao'bo'jin'shu 调拨进数
'diao'bo'shu'liang 调拨数量
'diao'bo'shui'e 调拨税额
'diao'bo'yuan'yin 调拨原因
'diao'bo'yuan'yin'dai'ma 调拨原因代码
'diao'chu'cang'ku'cun'e 调出仓库存额
'diao'chu'cang'ku'cun'jia 调出仓库存价
'diao'chu'cang'ku'cun'shu 调出仓库存数
'diao'chu'cang'wei 调出仓位
'diao'chu'cheng'ben 调出成本
'diao'chu'dan'hao 调出单号
'diao'chu'dan'jia 调出单价
'diao'chu'e 调出额
'diao'chu'fang'ku'cun 调出方库存
'diao'chu'fang'shou'jia'e 调出方售价额
'diao'chu'he'shou'e 调出核售额
'diao'chu'he'suan'e 调出核算额
'diao'chu'huo'wei 调出货位
'diao'chu'men'dian 调出门店
'diao'chu'qu'shui'e 调出去税额
'diao'chu'qu'shui'he'suan'e 调出去税核算额
'diao'chu'shou'jia'e 调出售价额
'diao'chu'shu 调出数
'diao'chu'shui'e 调出税额
'diao'chu'zong'e 调出总额
'diao'ru'cang'ku'cun'e 调入仓库存额
'diao'ru'cang'ku'cun'jia 调入仓库存价
'diao'ru'cang'ku'cun'shu 调入仓库存数
'diao'ru'cang'wei 调入仓位
'diao'ru'cheng'ben 调入成本
'diao'ru'dan'jia 调入单价
'diao'ru'diao'chu 调入调出
'diao'ru'diao'chu'cang'wei'guan'xi'biao 调入调出仓位关系表
'diao'ru'e 调入额
'diao'ru'fang'ku'cun 调入方库存
'diao'ru'fang'shou'jia'e 调入方售价额
'diao'ru'he'shou'e 调入核售额
'diao'ru'he'suan'e 调入核算额
'diao'ru'huo'wei 调入货位
'diao'ru'men'dian 调入门店
'diao'ru'qu'shui'e 调入去税额
'diao'ru'qu'shui'he'suan'e 调入去税核算额
'diao'ru'shou'jia'e 调入售价额
'diao'ru'shu 调入数
'diao'ru'shui'e 调入税额
'diao'ru'zong'e 调入总额
'diao'yan'di'dian 调研地点
'diao'yan'dui'xiang 调研对象
'diao'yan'dui'xiang'shu'xing 调研对象属性
'diao'yan'lei'xing 调研类型
'diao'yan'lei'xing'bian'hao 调研类型编号
'diao'yan'lei'xing'ming'cheng 调研类型名称
'diao'yan'lei'xing'shu'xing 调研类型属性
'diao'yan'ren 调研人
'diao'yan'ren'yuan 调研人员
'diao'yan'shi'jian 调研时间
'diao'yong'zhe 调用者
'ding'dan 定单
'ding'dan'hao 定单号
'ding'dan'lei'xing 定单类型
'ding'dan'ming'xi 定单明细
'ding'dan'ming'xi'ji'lu'hao 定单明细记录号
'ding'dan'pei'huo'shu'xing'xian'zhi'she'zhi'biao 定单配货属性限制设置表
'ding'dan'shen'he'ji'bie 定单审核级别
'ding'dan'shen'he'ji'bie'yong'hu 定单审核级别用户
'ding'dan'shou'ji 定单手机
'ding'dan'tui'huo'tong'zhi'da'yin'ri'zhi 定单退货通知打印日志
'ding'dan'wei'yi'biao'zhi 定单唯一标识
'ding'dan'you'hui'xin'xi 定单优惠信息
'ding'huo'chi 定货池
'ding'huo'chi'ri'zhi 定货池日志
'ding'huo'chi'sheng'cheng'dan'ju'biao 定货池生成单据表
'ding'huo'chi'zong'biao 定货池总表
'ding'huo'dan'dan'hao 定货单单号
'ding'huo'dan'hao 定货单号
'ding'huo'dan'wei 定货单位
'ding'huo'fang'shi 定货方式
'ding'huo'jia 定货价
'ding'huo'jin'e 定货金额
'ding'huo'jue'ce'yin'zi 定货决策因子
'ding'huo'lei'xing 定货类型
'ding'huo'ri'qi 定货日期
'ding'huo'shi'jian 定货时间
'ding'huo'shi'xiao'ri'qi 定货失效日期
'ding'huo'shu'liang 定货数量
'ding'huo'tui'huo'shu 定货退货数
'ding'huo'zhou'qi 定货周期
'ding'jin 定金
'ding'jin'fa'piao'hao 订金发票号
'ding'jin'jin'e 定金金额
'ding'yue'zhu'ti'lei'ming 订阅主题类名
'ding'zhi'dan 定制单
'ding'zhi'dan'ming'xi 定制单明细
'dong'guan'nong'xin'zhang'hao 东莞农信帐号
'dong'xiao'lv 动销率
'dong'zuo 动作
'duan'wang'xiao'shou 断网销售
'duan'wang'zhe'kou 断网折扣
'duan'xin'cu'xiao'dan 短信促销单
'duan'xin'cu'xiao'dan'hao 短信促销单号
'duan'xin'cu'xiao'dan'ke'yong'huo'dong'ma 短信促销单可用活动码
'duan'xin'cu'xiao'dan'men'dian'ming'xi 短信促销单门店明细
'duan'xin'cu'xiao'dan'ming'xi 短信促销单明细
'duan'xin'cu'xiao'dan'ming'xi'dang'qian'zhi 短信促销单明细当前值
'duan'xin'cu'xiao'dan'ri'zhi 短信促销单日志
'duan'xin'cu'xiao'huo'dong'ma 短信促销活动码
'duan'xin'cu'xiao'lei'bie 短信促销类别
'duan'xin'cu'xiao'ma 短信促销码
'duan'xin'cu'xiao'ma'shi'tu 短信促销码视图
'duan'xin'jin'e 短信金额
'duan'xin'ma 短信码
'duan'xin'ma'pi'hao 短信码批号
'duan'xin'ma'shu'liang 短信码数量
'duan'xin'shou'ji 短信手机
'duan'xin'ti'huo'dan 短信提货单
'duan'xin'ti'huo'dan'dang'qian'zhi 短信提货单当前值
'duan'xin'ti'huo'dan'men'dian'ming'xi 短信提货单门店明细
'duan'xin'ti'huo'dan'ming'xi 短信提货单明细
'duan'xin'ti'huo'dan'ming'xi'dang'qian'zhi 短信提货单明细当前值
'duan'xin'ti'huo'dan'ri'zhi 短信提货单日志
'duan'xin'xiao'fei'shu'ju 短信消费数据
'dui'fang'cang'wei 对方仓位
'dui'fang'dai'ma 对方代码
'dui'fang'dan'hao 对方单号
'dui'fang'dan'wei 对方单位
'dui'fang'lian'xi'ren 对方联系人
'dui'fang'ming'cheng 对方名称
'dui'fang'qian'yue'ren 对方签约人
'dui'fang'shou'kuan'ren 对方收款人
'dui'fang'shui'hao 对方税号
'dui'huan'biao'zhi 兑换标识
'dui'huan'shang'pin 兑换商品
'dui'huan'shou'qu'jin'e 兑换收取金额
'dui'huan'shu'liang 兑换数量
'dui'huan'xi'shu 兑换系数
'dui'jiang'biao'zhi 兑奖标识
'dui'jiang'dan 兑奖单
'dui'jiang'dan'dui'jiang'wu'ming'xi 兑奖单兑奖物明细
'dui'jiang'dan'dui'jiang'wu'ming'xi'huan'chong'biao 兑奖单兑奖物明细缓冲表
'dui'jiang'dan'huan'chong'biao 兑奖单缓冲表
'dui'jiang'dan'shang'pin'ming'xi 兑奖单商品明细
'dui'jiang'dan'shang'pin'ming'xi'huan'chong'biao 兑奖单商品明细缓冲表
'dui'jiang'fang'shi 兑奖方式
'dui'jiang'gui'ge'tiao'zheng'dan 兑奖规格调整单
'dui'jiang'gui'ge'tiao'zheng'dan'dang'qian'zhi 兑奖规格调整单当前值
'dui'jiang'gui'ge'tiao'zheng'dan'ming'xi 兑奖规格调整单明细
'dui'jiang'gui'ge'tiao'zheng'dan'ri'zhi 兑奖规格调整单日志
'dui'jiang'gui'ze'dan'hao 兑奖规则单号
'dui'jiang'gui'ze'hang'hao 兑奖规则行号
'dui'jiang'gui'ze'lei'xing 兑奖规则类型
'dui'jiang'hang'hao 兑奖行号
'dui'jiang'shang'pin'xiao'shou'ri'bao'huan'chong'biao 兑奖商品销售日报缓冲表
'dui'jiang'wu 兑奖物
'dui'jiang'wu'ben'dian'ri'bao 兑奖物本店日报
'dui'jiang'wu'cai'wu'ku'cun 兑奖物财务库存
'dui'jiang'wu'dai'ma 兑奖物代码
'dui'jiang'wu'gui'ge 兑奖物规格
'dui'jiang'wu'hui'shou'dan 兑奖物回收单
'dui'jiang'wu'hui'shou'dan'ming'xi 兑奖物回收单明细
'dui'jiang'wu'hui'shou'dan'ri'zhi 兑奖物回收单日志
'dui'jiang'wu'jie'suan'dan 兑奖物结算单
'dui'jiang'wu'jie'suan'dan'ming'xi 兑奖物结算单明细
'dui'jiang'wu'jie'suan'dan'ri'zhi 兑奖物结算单日志
'dui'jiang'wu'jie'suan'dan'shang'pin'ming'xi 兑奖物结算单商品明细
'dui'jiang'wu'ku'cun 兑奖物库存
'dui'jiang'wu'ku'cun'tiao'zheng'dan'ming'xi 兑奖物库存调整单明细
'dui'jiang'wu'ku'cun'tiao'zheng'dan'ri'zhi 兑奖物库存调整单日志
'dui'jiang'wu'men'dian'ri'bao 兑奖物门店日报
'dui'jiang'wu'shang'pin'guan'xi 兑奖物商品关系
'dui'jiang'wu'shu'liang 兑奖物数量
'dui'jiang'wu'tiao'ma 兑奖物条码
'dui'jiang'wu'zong'biao 兑奖物总表
'dui'jiang'xiao'shou'ri'bao'huan'chong'biao 兑奖销售日报缓冲表
'dui'xiang'bian'hao 对象编号
'dui'xiang'ming'cheng 对象名称
'dui'ying'dan'hao 对应单号
'dui'ying'ji'jie 对应季节
'dui'ying'jie'suan'tiao'zheng'dan'dan'hao 对应结算调整单单号
'dui'ying'lei'xing 对应类型
'dui'ying'xu'hao 对应序号
'duo'hang 多行
'er'ji'ming'xi'dai'ma 二级明细代码
'er'ji'ming'xi'hang'hao 二级明细行号
'er'ji'ming'xi'lei'xing 二级明细类型
'er'ji'ming'xi'ming'cheng 二级明细名称
'fa'bu'bu'men 发布部门
'fa'bu'ren 发布人
'fa'bu'ri'qi 发布日期
'fa'bu'shi'jian 发布时间
'fa'fang'dan'dan'hao 发放单单号
'fa'fang'lei'xing 发放类型
'fa'gong'zuo'ren'wu'chong'fu'zhou'qi 发工作任务重复周期
'fa'huo'cang'wei 发货仓位
'fa'huo'dan'wei 发货单位
'fa'huo'di'zhi 发货地址
'fa'huo'fang 发货方
'fa'huo'fang'lian'xi'dian'hua 发货方联系电话
'fa'huo'fang'lian'xi'ren 发货方联系人
'fa'huo'kao'jin'di'dian 发货靠近地点
'fa'huo'ren 发货人
'fa'huo'ri'qi 发货日期
'fa'huo'shi'he'suan'jin'jia 发货时核算进价
'fa'huo'shi'he'suan'shou'jia 发货时核算售价
'fa'huo'shi'jian 发货时间
'fa'huo'zong'shui'e 发货总税额
'fa'ka'ri'qi 发卡日期
'fa'piao 发票
'fa'piao'dai'ma 发票代码
'fa'piao'guan'li'ri'zhi 发票管理日志
'fa'piao'han'shui'jin'e 发票含税金额
'fa'piao'hao 发票号
'fa'piao'jin'e 发票金额
'fa'piao'lei'xing 发票类型
'fa'piao'lian 发票联
'fa'piao'ming'xi 发票明细
'fa'piao'ri'qi 发票日期
'fa'piao'shui'e 发票税额
'fa'piao'shui'lv 发票税率
'fa'piao'tai'tou 发票抬头
'fa'piao'zeng'ma'jie'guo 发票赠码结果
'fa'piao'zeng'ma'jie'guo'ming'xi 发票赠码结果明细
'fa'piao'zeng'ma'jie'guo'ming'xi'duan'xin'ma'ming'xi 发票赠码结果明细短信码明细
'fa'piao'zeng'ma'jie'guo'ming'xi'zhong'jian'biao 发票赠码结果明细中间表
'fa'piao'zeng'ma'jie'guo'zhong'jian'biao 发票赠码结果中间表
'fa'qi'dan'wei 发起单位
'fa'qi'fang'dai'ma 发起方代码
'fa'qi'fang'fen'zhi'dai'ma 发起方分支代码
'fa'qi'fang'kai'hu'hang'hang'hao 发起方开户行行号
'fa'qi'fang'kai'hu'zhang'hao 发起方开户账号
'fa'qi'fang'zu'zhi'lei'xing 发起方组织类型
'fa'sheng'cang'wei 发生仓位
'fa'sheng'cha'e 发生差额
'fa'sheng'dan'wei 发生单位
'fa'sheng'e 发生额
'fa'sheng'ji'fen 发生积分
'fa'sheng'jin'e 发生金额
'fa'sheng'lei'bie 发生类别
'fa'sheng'men'dian 发生门店
'fa'sheng'qian'jiao'kuan'zong'e 发生前缴款总额
'fa'sheng'ri'qi 发生日期
'fa'sheng'ri'qi'yong'hu'sui'yi'tian 发生日期用户随意填
'fa'sheng'shi'jian 发生时间
'fa'sheng'shu'liang 发生数量
'fa'shou'ri'qi 发售日期
'fa'song'biao'ji 发送标记
'fa'song'biao'zhi 发送标志
'fa'song'chang'xiao'zhi'xiao'shang'pin'ji'suan'zhi'ling 发送畅销滞销商品计算指令
'fa'song'ci'shu 发送次数
'fa'song'dan'wei 发送单位
'fa'song'gong'zuo'ren'wu'biao 发送工作任务表
'fa'song'jian'yi'shang'pin'shang'xia'xian'zhi'ling 发送建议商品上下限指令
'fa'song'lei'xing 发送类型
'fa'song'ri'qi 发送日期
'fa'song'shi'jian 发送时间
'fa'song'tiao'zheng'shang'pin'shang'xia'xian'zhi'ling 发送调整商品上下限指令
'fa'song'zong'bu'tiao'zheng'shang'pin'shang'xia'xian'zhi'ling 发送总部调整商品上下限指令
'fan'hui'ma 返回码
'fan'hui'shu'liang 返回数量
'fan'kou'lv 返扣率
'fan'quan'jin'e 返券金额
'fang'an'bei'zhu 方案备注
'fang'an'bian'hao 方案编号
'fang'an'dai'ma 方案代码
'fang'an'ming'cheng 方案名称
'fang'fa'ming 方法名
'fang'shi 方式
'fang'wen'quan'xian 访问权限
'fei'gu'ding'biao'zhi 非固定标志
'fei'yong 费用
'fei'yong'chan'sheng'fang'shi 费用产生方式
'fei'yong'dan 费用单
'fei'yong'dan'hao 费用单号
'fei'yong'dan'kuan'xiang'shi'tu 费用单款项视图
'fei'yong'dan'ri'zhi 费用单日志
'fei'yong'dan'shi'tu 费用单视图
'fei'yong'ji'suan'zu 费用计算组
'fei'yong'jie'suan'zu 费用结算组
'fei'yong'jie'suan'zu'bu'men 费用结算组部门
'fei'yong'jie'suan'zu'cang'wei 费用结算组仓位
'fei'yong'jie'suan'zu'dai'ma 费用结算组代码
'fei'yong'jie'suan'zu'gong'ying'shang 费用结算组供应商
'fei'yong'jie'suan'zu'yuan'gong 费用结算组员工
'fei'yong'jin'e 费用金额
'fei'yong'lei'xing 费用类型
'fei'yong'lei'xing'dai'ma 费用类型代码
'fei'yong'lei'xing'wei'hu'biao 费用类型维护表
'fei'yong'zong'e 费用总额
'fei'yong'zong'shui'e 费用总税额
'fen'bu'chu'huo'ri'bao 分部出货日报
'fen'bu'chu'huo'yue'bao 分部出货月报
'fen'bu'da'xiao'bao'zhuang'jiao'huan'biao 分部大小包装交换表
'fen'bu'dai'ma 分部代码
'fen'bu'gong'ying'shang'jiao'huan'biao 分部供应商交换表
'fen'bu'gong'ying'shang'shang'pin'jiao'huan'biao 分部供应商商品交换表
'fen'bu'guan'li'dan'yuan'jiao'huan'biao 分部管理单元交换表
'fen'bu'jiao'huan'biao 分部交换表
'fen'bu'jin'huo'dan 分部进货单
'fen'bu'jin'huo'dan'ming'xi 分部进货单明细
'fen'bu'jin'huo'dan'pi'ci'ming'xi 分部进货单批次明细
'fen'bu'jin'huo'ri'bao 分部进货日报
'fen'bu'jin'huo'tui'huo'dan 分部进货退货单
'fen'bu'jin'huo'tui'huo'dan'ming'xi 分部进货退货单明细
'fen'bu'jin'huo'tui'huo'dan'pi'ci'ming'xi 分部进货退货单批次明细
'fen'bu'jin'huo'yue'bao 分部进货月报
'fen'bu'lei'bie'jiao'huan'biao 分部类别交换表
'fen'bu'ming'cheng 分部名称
'fen'bu'shang'pin'jiao'huan'biao 分部商品交换表
'fen'bu'shang'pin'shu'ru'ma'jiao'huan'biao 分部商品输入码交换表
'fen'bu'wang'luo'ding'dan 分部网络定单
'fen'bu'wang'luo'ding'dan'ming'xi 分部网络定单明细
'fen'bu'zhi'pei'dan 分部直配单
'fen'bu'zhi'pei'dan'ming'xi 分部直配单明细
'fen'cang'biao'zhi 分仓标志
'fen'chai'tian'shu 分拆天数
'fen'huo'ji'hua 分货计划
'fen'huo'ji'hua'tiao'jian 分货计划条件
'fen'huo'jia'ge 分货价格
'fen'huo'lei'xing 分货类型
'fen'huo'qi'hao 分货期号
'fen'huo'ren 分货人
'fen'huo'ri'qi 分货日期
'fen'huo'shu'liang 分货数量
'fen'huo'you'xian'ji 分货优先级
'fen'lei 分类
'fen'lei'dai'ma 分类代码
'fen'lei'jie'gou 分类结构
'fen'lei'ti'xi'biao 分类体系表
'fen'lei'ti'xi'dai'ma 分类体系代码
'fen'lei'ti'xi'ming'cheng 分类体系名称
'fen'lei'zhi'biao 分类指标
'fen'pei'shi'jian 分配时间
'fen'xi'guo'cheng'wen'jian 分析过程文件
'fen'zu 分组
'fen'zu'dai'ma 分组代码
'fen'zu'hao 分组号
'fu'cha'biao'zhi 复查标志
'fu'cha'mo'shi 复查模式
'fu'cha'ren 复查人
'fu'cha'shi'jian 复查时间
'fu'dong'chuang'ti'xuan'xiang 浮动窗体选项
'fu'he 复核
'fu'he'ren 复核人
'fu'he'ri'qi 复核日期
'fu'he'shi'jian 复核时间
'fu'jia'shu'xing'zi'liao 附加属性资料
'fu'jia'zeng'zhi'shui'fa'piao'hao 附加增值税发票号
'fu'jian'da'xiao 附件大小
'fu'jian'wen'jian 附件文件
'fu'jie'dian 父节点
'fu'jie'dian'bian'hao 父节点编号
'fu'ka'bu'ka'jia 副卡补卡价
'fu'ka'xiao'shou'jia 副卡销售价
'fu'ka'xu'ka'jia'mei'nian 副卡续卡价每年
'fu'kuan'bian'hao 付款编号
'fu'kuan'dan 付款单
'fu'kuan'dan'hao 付款单号
'fu'kuan'dan'ji'he'dan 付款单集合单
'fu'kuan'dan'ji'he'dan'ming'xi 付款单集合单明细
'fu'kuan'dan'ji'he'dan'ri'zhi 付款单集合单日志
'fu'kuan'dan'ming'xi 付款单明细
'fu'kuan'dan'shen'he'ri'zhi 付款单审核日志
'fu'kuan'dan'shi'tu 付款单视图
'fu'kuan'dan'zeng'piao'ming'xi 付款单增票明细
'fu'kuan'dao'ming'xi 付款到明细
'fu'kuan'fang'shi 付款方式
'fu'kuan'fu'zhu'xin'xi 付款辅助信息
'fu'kuan'hang'hang'hao 付款行行号
'fu'kuan'he'dui'ri'zhi 付款核对日志
'fu'kuan'jie'zhi'shi'jian 付款截止时间
'fu'kuan'jin'e 付款金额
'fu'kuan'ka'hao 付款卡号
'fu'kuan'ka'yu'e 付款卡余额
'fu'kuan'qi 付款期
'fu'kuan'qi'xian 付款期限
'fu'kuan'ren 付款人
'fu'kuan'ren'dian'zi'you'xiang 付款人电子邮箱
'fu'kuan'ren'ming'cheng 付款人名称
'fu'kuan'ren'shou'ji'hao'ma 付款人手机号码
'fu'kuan'ren'zhang'hao 付款人账号
'fu'kuan'ren'zheng'jian'hao'ma 付款人证件号码
'fu'kuan'ren'zheng'jian'lei'xing 付款人证件类型
'fu'kuan'ri'qi 付款日期
'fu'kuan'shi'jian 付款时间
'fu'kuan'xiao'fei'ka 付款消费卡
'fu'kuan'xu'hao 付款序号
'fu'kuan'yin'hang 付款银行
'fu'kuan'zhuang'tai 付款状态
'fu'kuan'zong'e 付款总额
'fu'wu'qi'bian'hao 服务器编号
'fu'wu'qi'dang'qian'ke'yong'ban'ben 服务器当前可用版本
'fu'wu'qi'he'zai 服务器荷载
'fu'wu'qi'jin'zhi 服务器禁止
'fu'wu'qi'miao'shu 服务器描述
'fu'wu'qi'ming 服务器名
'fu'wu'qi'shi'jian'jiao'zheng 服务器时间校正
'fu'yan 附言
'fu'zhu'fu'cha'ren 辅助复查人
'fu'zhu'lu'ru'ren 辅助录入人
'gao'du 高度
'gao'du'dan'wei 高度单位
'ge'dian'shang'pin 各店商品
'ge'dian'shang'pin'gui'ge'biao 各店商品规格表
'ge'dian'shang'pin'gui'ge'shi'tu 各店商品规格视图
'ge'dian'shang'pin'shi'tu 各店商品视图
'geng'xin'biao'zhi 更新标志
'geng'xin'fang'shi 更新方式
'geng'xin'men'dian 更新门店
'geng'xin'ri'qi 更新日期
'geng'xin'shi'ji 更新时机
'geng'xin'shi'jian 更新时间
'geng'xin'shu'ju'ku 更新数据库
'gong'gao 公告
'gong'gao'sheng'xiao'men'dian 公告生效门店
'gong'huo'cang'wei 供货仓位
'gong'huo'dan'wei 供货单位
'gong'huo'dan'wei'shu'xing 供货单位属性
'gong'ju'tiao 工具条
'gong'ju'tiao'ming'xi 工具条明细
'gong'neng'fen'zu 功能分组
'gong'neng'hao 功能号
'gong'neng'lei'xing 功能类型
'gong'neng'shu'biao 功能树表
'gong'neng'shu'zi'biao 功能树子表
'gong'neng'xuan'xiang 功能选项
'gong'shang'fei'yong 工商费用
'gong'xian'du 贡献度
'gong'xian'du'fu'kuan'qi'dui'zhao'biao 贡献度付款期对照表
'gong'ying'shang 供应商
'gong'ying'shang'bei'zhu 供应商备注
'gong'ying'shang'bian'ma 供应商编码
'gong'ying'shang'bu'tie'fei'yong 供应商补贴费用
'gong'ying'shang'cheng'dan 供应商承担
'gong'ying'shang'dai'ma 供应商代码
'gong'ying'shang'dang'qian'ying'fu'kuan'shi'tu 供应商当前应付款视图
'gong'ying'shang'dao'huo'tian'shu'shi'tu 供应商到货天数视图
'gong'ying'shang'ding'huo'zhou'qi'dai'ma 供应商定货周期代码
'gong'ying'shang'ding'huo'zhou'qi'she'zhi 供应商定货周期设置
'gong'ying'shang'fan'kou'lv'biao 供应商返扣率表
'gong'ying'shang'fan'wei 供应商范围
'gong'ying'shang'fen'tan'jin'e 供应商分摊金额
'gong'ying'shang'fu'kuan'dan 供应商付款单
'gong'ying'shang'fu'wu'fei'cu'xiao'jia'ge 供应商服务费促销价格
'gong'ying'shang'fu'wu'fei'jia'ge 供应商服务费价格
'gong'ying'shang'fu'wu'fei'yuan'jia'ge 供应商服务费原价格
'gong'ying'shang'jia'suo'ji'lu 供应商加锁记录
'gong'ying'shang'jia'suo'ji'lu'cao'zuo'ri'zhi 供应商加锁记录操作日志
'gong'ying'shang'jia'suo'ji'lu'ming'xi 供应商加锁记录明细
'gong'ying'shang'jiao'huo'ri'qi 供应商交货日期
'gong'ying'shang'jie'qing'dan 供应商结清单
'gong'ying'shang'jie'qing'dan'ming'xi 供应商结清单明细
'gong'ying'shang'jie'suan'dan 供应商结算单
'gong'ying'shang'jie'suan'dan'hao 供应商结算单号
'gong'ying'shang'jie'suan'dan'ming'xi 供应商结算单明细
'gong'ying'shang'jie'suan'dan'ming'xi'ming'xi 供应商结算单明细明细
'gong'ying'shang'jie'suan'dan'piao'ju'ming'xi 供应商结算单票据明细
'gong'ying'shang'jie'suan'dao'chu'huo 供应商结算到出货
'gong'ying'shang'jie'suan'dao'jin'huo 供应商结算到进货
'gong'ying'shang'jie'suan'tiao'zheng'dan 供应商结算调整单
'gong'ying'shang'jie'suan'tiao'zheng'dan'ming'xi 供应商结算调整单明细
'gong'ying'shang'jing'xiao'mao'yi'xie'yi 供应商经销贸易协议
'gong'ying'shang'jing'xiao'mao'yi'xie'yi'ming'xi 供应商经销贸易协议明细
'gong'ying'shang'jing'xiao'mao'yi'xie'yi'ri'zhi 供应商经销贸易协议日志
'gong'ying'shang'jing'xiao'mao'yi'xie'yi'tiao'zheng'dan 供应商经销贸易协议调整单
'gong'ying'shang'jing'xiao'mao'yi'xie'yi'tiao'zheng'dan'ming'xi 供应商经销贸易协议调整单明细
'gong'ying'shang'jing'xiao'mao'yi'xie'yi'tiao'zheng'dan'ri'zhi 供应商经销贸易协议调整单日志
'gong'ying'shang'lei'bie'biao 供应商类别表
'gong'ying'shang'lian'xiao'xie'yi 供应商联销协议
'gong'ying'shang'lian'xiao'xie'yi'dang'qian'zhi 供应商联销协议当前值
'gong'ying'shang'lian'xiao'xie'yi'lei'bie'ming'xi 供应商联销协议类别明细
'gong'ying'shang'lian'xiao'xie'yi'lei'bie'ming'xi'dang'qian'zhi 供应商联销协议类别明细当前值
'gong'ying'shang'lian'xiao'xie'yi'lei'bie'pin'pai'ming'xi 供应商联销协议类别品牌明细
'gong'ying'shang'mao'yi'xie'yi'dang'qian'zhi 供应商贸易协议当前值
'gong'ying'shang'mao'yi'xie'yi'ming'xi'dang'qian'zhi 供应商贸易协议明细当前值
'gong'ying'shang'ming'cheng 供应商名称
'gong'ying'shang'nei'ma 供应商内码
'gong'ying'shang'que'ren'ren 供应商确认人
'gong'ying'shang'que'ren'ri'qi 供应商确认日期
'gong'ying'shang'que'ren'xin'xi 供应商确认信息
'gong'ying'shang'shang'pin 供应商商品
'gong'ying'shang'she'bei 供应商设备
'gong'ying'shang'shi'tu 供应商视图
'gong'ying'shang'song'huo'qu'yu 供应商送货区域
'gong'ying'shang'tiao'zheng'dan 供应商调整单
'gong'ying'shang'tiao'zheng'dan'ming'xi 供应商调整单明细
'gong'ying'shang'tiao'zheng'dan'ming'xi'ming'xi 供应商调整单明细明细
'gong'ying'shang'tui'huo'dan 供应商退货单
