'ai'ai'feng'yan'wan 暧暧风烟晚
'nuo'mi'chui'xiang'ying 糯米炊项璎
'nv'chui'guan'zhu'ying 女垂贯珠缨
'nv'di'xin'cheng'chong 女弟新承宠
'nv'luo'ji'song'bai 女萝寄松柏
'nv'wa'xi'huang'tu 女娲戏黄土
'nv'wu'jin 女巫进
'ou'gen'lian'zi'xiang'liu'lian 藕根莲子相留连
'ou'hua'liang'lu'shi 藕花凉露湿
'ou'si'zuo'xian'nan'sheng'zhen 藕丝作线难胜针
'ou'xiang'jiang'bian'cai'bai'pin 偶向江边采白蘋
'pan'er'le'yi'sheng 判尔乐一生
'pan'kan'qu'shou'jin 攀看去手近
'pan'pan'wu'bo'ji 盘盘舞波急
'pan'qiang'qi'xia'lu 叛羌旗下戮
'pan'tiao'you'yu'chou 攀条有馀愁
'pang'ren'bu'xi'qi'zhi'zhi 旁人不惜妻止之
'pao'hou'wan'li'chu'long'men 咆吼万里触龙门
'pei'hui'fan'zi'lian 裴回反自怜
'pei'hui'shuang'ming'dang 裴回双鸣珰
'pei'jiao'tai'chang'men'yuan 裴交泰长门怨
'pei'ma'dang'dang'du'chun'mo 佩马珰珰度春陌
'pei'shuo'sai'shang'qu 裴说塞上曲
'peng'ke'ma'lie'jin'yi'ping 蓬科马鬣今已平
'peng'lai'ke'qiu'bu'ke'shang 蓬莱可求不可上
'pi'e'zhu'yu'nang 辟恶茱萸囊
'pi'fu'ju'ku'sang 皮肤剧枯桑
'pi'gan'cao'mu'huang 鼙干草木黄
'pi'pa'chu'sai'qu 琵琶出塞曲
'pi'pa'ma'shang'dan 琵琶马上弹
'pi'ru'tiao'yan'tu 譬如蜩鷃徒
'pi'ru'yun'zhong'niao 譬如云中鸟
'pi'xiang'dian'qian'hua'shi'hong 披香殿前花始红
'pian'pian'yun'zhong'shi 翩翩云中使
'piao'luo'cheng'fei'peng 飘落成飞蓬
'piao'ran'si'luo'mei 飘然似落梅
'piao'yao'san'shi'chun 飘飖三十春
'piao'yao'tou'ban'bai 嫖姚头半白
'pin'hua'ri'zi'xin 蘋花日自新
'pin'nv'jing'bu'ming 贫女镜不明
'ping'ling'wei'ke'ya 凭陵未可涯
'ping'pu'lu'shui'mian'dong'feng 平铺渌水眠东风
'ping'sheng'duo'zhi'qi 平生多志气
'ping'sheng'qie'jin'bei'zhong'lu 平生且尽杯中渌
'ping'sheng'xin'xu'wu'ren'shi 平生心绪无人识
'ping'sheng'yuan'zai'chang'zhou'qu 平生怨在长洲曲
'ping'zhong'nong'chang'cui 瓶中弄长翠
'po'li'zhen'shang'wen'tian'ji 颇黎枕上闻天鸡
'pu'kou'duo'yu'jia 浦口多渔家
'pu'kui'shu'xia'wu'man'yun 蒲葵树下舞蛮云
'pu'shu'luo'hua'fang 浦树落花芳
'pu'tao'jiu'bai'diao'la'hong 蒲萄酒白雕腊红
'qi'an'gui'qi'hu 碛暗鬼骑狐
'qi'bu'shi'liu'quan 岂不是流泉
'qi'chuang'chong'wang'fen'chen'se 绮窗虫网氛尘色
'qi'guo'wu'shi'you'tian'qing 杞国无事忧天倾
'qi'hai'nai'qu 其害乃去
'qi'han'dan 齐菡萏
'qi'hou'mao'tou'luo 碛吼旄头落
'qi'huan'chang'men'yuan 齐浣长门怨
'qi'huo'tong'xing'qing 奇货通幸卿
'qi'ji'cai'lian'qu 齐己采莲曲
'qi'ji'ku'han'xing 齐己苦寒行
'qi'ji'shan'zai'xing 齐己善哉行
'qi'ji'ye'tian'huang'que'xing 齐己野田黄雀行
'qi'jiong'san'tong'jiao 碛迥三通角
'qi'kan'qiu'yue'zhui'jiang'bo 起看秋月坠江波
'qi'li'shan'hao'hua 戚里擅豪华
'qi'lin'gong'zi'chao'tian'ke 麒麟公子朝天客
'qi'lin'qian'dian'bai'tian'zi 骐驎前殿拜天子
'qi'ling'yun'tian 气凌云天
'qi'mo'jin'wu'gong'yan 栖莫近吴宫燕
'qi'neng'ni'chen'xia 岂能泥尘下
'qi'qi'guo'dong'lu 凄凄郭东路
'qi'qian'fang'jian'qi'chuan'yu 弃前方见泣船鱼
'qi'qie'yi'qu'nan'chong'hui 弃妾已去难重回
'qi'ru'niao'shou'qing 岂如鸟兽情
'qi'se'dong'jiang'xin 气色动江新
'qi'sheng'tong'ren'xin 其声痛人心
'qi'shi'yu'yang'dao 岂识渔阳道
'qi'shi'yu'zhong'gu'bu'xi 其始与终古不息
'qi'wang'dan'xian'jian 岂忘惮险艰
'qi'wei'jue'yan'yu 岂惟绝言语
'qi'wei'wu'yan'die 欹危午烟叠
'qi'wo'bu'dai'bai'tou'shi 弃我不待白头时
'qi'wu'chan'juan'zi 岂无婵娟子
'qi'wu'shuang'yue'leng 起舞霜月冷
'qi'wu'yao'luo'ku 岂无摇落苦
'qi'xi'huang'jin'jiang'mai'fu 岂惜黄金将买赋
'qi'xi'zhan'dou'si 岂惜战斗死
'qi'xian'ye'ruo'ci 其险也若此
'qi'xiang'sha'zhi'fei'er'tao 齐相杀之费二桃
'qi'yang'shang'bing'ru'jian'ji 骑羊上冰如箭疾
'qi'ye'chang'wei'fan'mai'weng 弃业长为贩卖翁
'qi'yi'wen'zhang'fu'xiang'wu 岂意文章复相误
'qi'yue'diao'jin'chuan 妻约雕金钏
'qi'yue'qi'ri'yi'xiang'jian 七月七日一相见
'qi'zhi'zao'hua'shen 岂知造化神
'qi'zi'yu'di'xiong 妻子与弟兄
'qi'zuo'jin'gui'mu 泣坐金闺暮
'qia'zhi'qing'feng'qi 恰值清风起
'qian'dao'he'sui'ping 钱刀何岁平
'qian'feng'jin'che'shi 前逢锦车使
'qian'hua'lian'gong'di 牵花怜共蒂
'qian'jin'mai'fu'yao'jun'wang 千金买赋要君王
'qian'jin'qi'bu'zeng 千金岂不赠
'qian'li'han'kong'zhao'shui'hun 千里涵空照水魂
'qian'li'wan'li 千里万里
'qian'nian'xue'ge'wu 前年学歌舞
'qian'tang'an'shang'chun'ru'zhi 钱塘岸上春如织
'qian'tou'sha'xue'xin'bu'hui 前头啑血心不回
'qian'xing'wu'gui'ri 前行无归日
'qian'yi'qu'an'liang 潜依曲岸凉
'qian'you'ban 前有坂
'qian'zai'gan'ge'ji 千载干戈戢
'qian'zhi'bu'ting 牵制不停
'qian'zhu'he'hua'fan 浅渚荷花繁
'qiang'ba'hua'zhi'leng'xiao'kan 强把花枝冷笑看
'qiang'di'yun'jin'zheng 羌笛韵金钲
'qiang'hu'gu'xia'yi'zhao'qi 羌胡毂下一朝起
'qiang'xian'yi'mu 强衔一木
'qiao'qiao'ye'zheng'chang 悄悄夜正长
'qiao'shi'liang'dong'xing 巧识梁栋形
'qiao'zuo'jin'yu'sheng 敲作金玉声
'qie'bei'nian'bin'lao'chang'zheng 且悲年鬓老长征
'qie'ben'han'dan'wei'jia'shi 妾本邯郸未嫁时
'qie'ben'qin'luo'fu 妾本秦罗敷
'qie'du'jin'ying'gai 妾妒今应改
'qie'du'yi'fei'shen 妾妒亦非深
'qie'fu'cheng'yue'hai 且复乘月还
'qie'jia'bai'pin'pu 妾家白蘋浦
'qie'jia'fu'xu'qing'li'jiu 妾家夫婿轻离久
'qie'jia'wang'jiang'kou 妾家望江口
'qie'jia'yue'shui'bian 妾家越水边
'qie'jia'zhu'heng'tang 妾家住横塘
'qie'jiu'yang'tai'lu 且就阳台路
'qie'lei'di'lu'chen 妾泪滴路尘
'qie'lei'zhong'bu'gan 妾泪终不干
'qie'liu'hu'po'zhen 且留琥珀枕
'qie'mao'fei'qing'guo 妾貌非倾国
'qie'ming'zai'he'qin 妾命在和亲
'qie'mo'zou'duan'ge 且莫奏短歌
'qie'nian'chu'er'ba 妾年初二八
'qie'qi'ru'qiu'shan 妾岂如秋扇
'qie'qing'long'chuan'tou 且请拢船头
'qie'quan'xin'feng'jiu 妾劝新丰酒
'qie'ruo'bu'dong'shan 妾若不动山
'qie'shen'yong'wei'jian 妾身永微贱
'qie'shi'xing'xing'chun 妾食猩猩唇
'qie'si'fen'he'ji 妾思纷何极
'qie'si'zhong'wei'yang 妾思终未央
'qie'xin'jun'wei'cha 妾心君未察
'qie'xin'zheng'duan'jue 妾心正断绝
'qie'yi'yi'cen'ci 妾意已参差
'qie'you'luo'yi'shang 妾有罗衣裳
'qie'you'qin'lou'jing 妾有秦楼镜
'qie'yu'jiang'nan'chun 妾遇江南春
'qie'zhu'jin'ling'bu 妾住金陵步
'qie'zhu'yue'cheng'nan 妾住越城南
'qin'bei'gui'tiao'shang 琴悲桂条上
'qin'cheng'lao'weng'jing'yang'ke 秦城老翁荆扬客
'qin'di'luo'fu'nv 秦地罗敷女
'qin'huai'you'shui'shui'wu'qing 秦淮有水水无情
'qin'huang'han'wu'kong'xiang'dai 秦皇汉武空相待
'qin'jia'cai'sang'nv 秦家采桑女
'qin'sheng'xing'bie'lu 擒生行别路
'qin'wang'zai'shi'zuo 秦王在时作
'qin'wang'zhu'cheng'he'tai'yu 秦王筑城何太愚
'qing'bi'chang'an'dao 清跸长安道
'qing'bo'sheng'yi'lian 清波生漪涟
'qing'che'he'cao'cao 轻车何草草
'qing'chen'bai'tou'yin 清晨白头吟
'qing'chen'dui'jing'ye'rong'se 清晨对镜冶容色
'qing'chen'jing'liu'yu'xi'wei 清晨径流欲奚为
'qing'chun'an'de'gui 青春安得归
'qing'fang'xiao'zhang'you'qie'xian 清房晓帐幽且闲
'qing'fang'yuan'shi'qi'ji'ji 青房圆实齐戢戢
'qing'fen'bo'wu'qiong 清芬播无穷
'qing'feng'ming'yue'yao'xiang'si 清风明月遥相思
'qing'feng'pu'shang'bu'sheng'chou 青枫浦上不胜愁
'qing'feng'sheng 清风生
'qing'ge'miao'wu'luo'hua'qian 清歌妙舞落花前
'qing'gong'wu'du'li'pei'hui 请公勿渡立裴回
'qing'hua'xiang'wo'kai 倾花向我开
'qing'jiang'chu'ke'she 清江初可涉
'qing'ju'fu'sui'xian 轻举复随仙
'qing'jun'xi'shang'qin 请君膝上琴
'qing'le'dong'qian'men 清乐动千门
'qing'li'ku'xue'han'hu'si 青狸哭血寒狐死
'qing'lou'han'ri'guang 青楼含日光
'qing'lu'ning'zhu'zhui 清露凝珠缀
'qing'luan'bu'du'qu 青鸾不独去
'qing'ni'he'pan'pan 青泥何盘盘
'qing'qi'you'xian'le 轻骑犹衔勒
'qing'qie'zi'xiao'jiong 清切紫霄迥
'qing'qing'hu'di'sang 青青胡地桑
'qing'qing'xi'ru'qin 青青西入秦
'qing'qun'ran'hui'xue 轻裙染回雪
'qing'sha'fu'cheng'zhu'wei'wu 青莎覆城竹为屋
'qing'shan'you'xian'ban'bian'ri 青山犹衔半边日
'qing'shu'hen'zhuan'shen 情疏恨转深
'qing'shui'ling'ye'xian 清水菱叶鲜
'qing'si'jiao'luo'ri 青丝娇落日
'qing'si'jie'jin'luo 青丝结金络
'qing'si'xi'wu'ma 青丝系五马
'qing'song'bai'yang'shu 青松白杨树
'qing'tian'bai'lu'zhang'zhong'qing 晴天白露掌中擎
'qing'tian'bai'ri'cui'zi'jing 青天白日摧紫荆
'qing'xie'tian'zi'jian 请携天子剑
'qing'xie'xi'jia'fu 请谢西家妇
'qing'yang'ri'ji'wei 青阳日际微
'qing'yun'chi'zeng'jun 轻云持赠君
'qing'yun'cong'dong'lai 庆云从东来
'qing'yun'jiao'wan'tou'shang'ji 青云教绾头上髻
'qing'yun'qu'jin'ge 晴云曲金阁
'qing'yun'wan'ceng'gao'tu'chu 青云万层高突出
'qiong'bing'du'wu'jin'ru'ci 穷兵黩武今如此
'qiong'lao'yi'tui'she 穷老一颓舍
'qiong'qiong'gu'si'bi 茕茕孤思逼
'qiong'qu'he'yuan'sai'quan'mai 穷取河源塞泉脉
'qiu'cao'bu'kan'lun 秋草不堪论
'qiu'diao'bi'shu'shang 秋凋碧树伤
'qiu'feng'chui'bu'jin 秋风吹不尽
'qiu'feng'qi'lang'fu'yan'fei 秋风起浪凫雁飞
'qiu'feng'ru'ting'shu 秋风入庭树
'qiu'feng'ye'du'he 秋风夜渡河
'qiu'feng'yi'yi'jin 秋风一已劲
'qiu'jiang'an'bian'lian'zi'duo 秋江岸边莲子多
'qiu'jiang'chu'yue'xing'xing'yu 秋江初月猩猩语
'qiu'lai'bu'kan'zhu 秋来不堪著
'qiu'lai'chang'xin'cheng 秋来长信城
'qiu'li'mo'qiu'ming 求利莫求名
'qiu'li'wu'bu'ying 求利无不营
'qiu'luo'fu'yi'sui'guang'dong 秋罗拂衣碎光动
'qiu'ming'you'suo'bi 求名有所避
'qiu'shan'shang'you'shi 秋扇尚有时
'qiu'xian'bie'zuo'wang'xian'tai 求仙别作望仙台
'qiu'xin'hai'yi'ai 秋心还遗爱
'qiu'ye'shou'luo'wei 秋夜守罗帏
'qiu'zhang'deng'hua'cui 秋帐灯花翠
'qiu'zhu'jia'cang'hai 求珠驾沧海
'qu'jin'qing'wei'zhong 曲尽情未终
'qu'lan'fu'kan'jin'qi'lin 曲栏伏槛金麒麟
'qu'nian'bai'di'xue'zai'shan 去年白帝雪在山
'qu'nian'hua'luo'jin'nian'kai 去年花落今年开
'qu'nian'li'bie'yan'chu'gui 去年离别雁初归
'qu'nian'zhuan'dou'yin'shan'jiao 去年转斗阴山脚
'qu'ping'chen'xiang'bu'zu'mu 屈平沉湘不足慕
'qu'ping'ci'xia'yuan'jiang'shui 屈平祠下沅江水
'qu'qu'chou'yuan'zeng 区区酬怨憎
'qu'shi'zhi'niao'si 趋时鸷鸟思
'qu'tai'lin'shang'lu 曲台临上路
'qu'yang'lao'yi'sheng 驱羊老一生
'qu'zai'shen'bu'fan 曲在身不返
'quan'jun'mo'ju'bei 劝君莫拒杯
'quan'yang'bing'bai'ru'shan'si 犬羊兵败如山死
'que'chai'cui'yu'dong'ming'gang 雀钗翠羽动明釭
'que'dao'chang'an'cheng 却到长安城
'que'jiang'gong'zhu'jia'chan'yu 却将公主嫁单于
'que'xia'shui'jing'lian 却下水精帘
'que'zou'xian'ge'xiang'lv'yun 却奏仙歌响绿云
'ran'hou'tian'ti'shi'zhan'fang'gou'lian 然后天梯石栈方钩连
'rang'guo'yang'ming 让国扬名
'ren'bei'hua'zi'xian 人悲花自闲
'ren'chou'zai'chang'xin 人愁在长信
'ren'chui'cai'xiao'qu 人吹彩箫去
'ren'han'zhi'yu'duo 人寒指欲堕
'ren'hao'gui'ku'bian 人号鬼哭边
'ren'jian'cang'sheng'ku'ku'ku 忍见苍生苦苦苦
'ren'jian'lao'ya'wu'ci'sheng 人间老鸦无此声
'ren'jian'tong'shang'bie 人间痛伤别
'ren'jian'ying'wu'jiu'kan'bei 人间鹦鹉旧堪悲
'ren'jie'shu'tan'yue 人皆数叹曰
'ren'jing'jin'men'shen 人静禁门深
'ren'juan'fu'rong'mo'duo'sha 任罥芙蓉莫堕沙
'ren'kan'ai'ruo'ye 人看隘若耶
'ren'qing'yi'qu'wu'hai'ri 人情一去无还日
'ren'sheng'bai'nian'ye'jiang'ban 人生百年夜将半
'ren'sheng'dai'dai'wu'qiong'yi 人生代代无穷已
'ren'sheng'jin'ru'ji 人生尽如寄
'ren'sheng'zai'shi'he'rong'yi 人生在世何容易
'ren'wu'yi'ding'yan 人无一定颜
'ren'xi'long'shu'tou 人稀陇戍头
'ren'xin'bu'ru'cao 人心不如草
'ren'xin'hui'hu'zi'wu'qiong 人心回互自无穷
'ri'chu'dong'fang'wei 日出东方隈
'ri'cong'zhong'yang'zhuan 日从中央转
'ri'de'sui'qie'shen 日得随妾身
'ri'jing'luo'dai'huan 日惊罗带缓
'ri'luo'ban'jiang'yin 日落半江阴
'ri'luo'han'yun'qi 日落寒云起
'ri'luo'zhao'yang'dian 日落昭阳殿
'ri'mu'bi'jiang'tan 日暮碧江潭
'ri'mu'can'ji'xiang'ming'gui 日暮蚕饥相命归
'ri'mu'huan'jia'wang 日暮还家望
'ri'mu'kong'chou'yu 日暮空愁予
'ri'mu'wei'chuan'yang 日暮渭川阳
'ri'mu'zhang'chu'yi 日暮帐初移
'ri'qu'xi'can'yuan 日去西蚕远
'ri'ri'xue'xin'sheng 日日学新声
'ri'shang'fu'rong'ji 日上芙蓉楫
'ri'wan'wu'tong'luo 日晚梧桐落
'ri'xia'da'jiang'ping 日下大江平
'ri'xie'qing'suo'di 日斜青琐第
'ri'xuan'cang'hai'kuo 日悬沧海阔
'ri'yan'wei'shu'tou 日晏未梳头
'ri'ying'gong'qiang'liu'se'han 日映宫墙柳色寒
'ri'zhao'hai'liu'chang 日照海流长
'ri'zhao'xin'zhuang'shui'di'ming 日照新妆水底明
'rong'hua'fei'ci'ri 荣华非此日
'rong'hua'shang'chun'ri 容华尚春日
'rong'hua'yi'cui'ren'wei'zhi 容华倚翠人未知
'rong'hua'zuo'wu'ren 容华坐误人
'rong'luo'zai'shen'gong 荣落在深宫
'rong'ming'xiang'ge'qian 荣名香阁前
'rong'rong'yu'wan'hu 融融于万户
'rong'yan'you'qian'gai 容颜有迁改
'rong'yu'cai'lian'qu'er'shou 戎昱采莲曲二首
'rong'yu'ku'xin'xing 戎昱苦辛行
'rong'yu'sai'shang'qu 戎昱塞上曲
'rou'hu'zhi'rou 肉胡之肉
'ru'bi'xuan'cao'xi'shi'wo'you'wang 如彼萱草兮使我忧忘
'ru'cang'ying'sheng 如苍蝇声
'ru'ci'ji'quan'sheng'zhuo'tai'cang'zhi'gu 如此即全胜啄太仓之谷
'ru'ci'ze'he'ru'wei'he'xu 如此则何如为和煦
'ru'fu'qie'chi'liu 入赋且迟留
'ru'he'jiao'suo'wu 如何娇所误
'ru'he'shou'zhi'dao 如何守直道
'ru'he'zhi'chi'reng'you'qing 如何咫尺仍有情
'ru'he'zuo'bei'qie 如何坐悲妾
'ru'hu'ci'fu'xiong 入户辞父兄
'ru'jin'dao'bi'shi 如今刀笔士
'ru'men'bu'bai'cheng'xiong'bian 入门不拜骋雄辨
'ru'pu'bu'feng'ren 入浦不逢人
'ru'shu'jing'man'yuan'bie'li 入蜀经蛮远别离
'ru'si'ming'li'yi 如斯名利役
'ru'wen'sheng'li'ku 如闻生离哭
'ru'xi'gu'mo'yu'huang'yin'zhi'bo 汝奚汩没于荒淫之波
'ru'xin'zhi'shi'bi 如心之使臂
'rui'fen'ran'huang'na'dei'shen 蕊粉染黄那得深
'ruo'de'jin'gao'sui 若得金膏遂
'ruo'fu'ping'sheng'yi 若负平生意
'ruo'mu'yan'bu'jian 若木眼不见
'ruo'qian'hua'kai'zhi'xiao'qie 若遣花开只笑妾
'ruo'ti'yuan'yang'jian 弱体鸳鸯荐
'ruo'yan'lai 若言来
'ruo'yang'di'hua'ji 弱杨低画戟
'ruo'ye'xi'bian'cai'lian'nv 若耶溪边采莲女
'sai'cao'qi'qi'bing'shi'ku 塞草萋萋兵士苦
'sai'er'bu'neng'ting 塞耳不能听
'sai'hong'guo'jin'can'yang'li 塞鸿过尽残阳里
'sai'lu'chang'wei'di 塞虏常为敌
'sai'shang'yan'zhi'ning'ye'zi 塞上燕支凝夜紫
'sai'wai'bei'feng'qie 塞外悲风切
'sai'wai'zheng'fu'you'wei'hai 塞外征夫犹未还
'sai'yun'sui'zhen'luo 塞云随阵落
'san'chun'mu 三春暮
'san'chun'xing'le'zai'shei'bian 三春行乐在谁边
'san'geng'ji'di'xia 三更机底下
'san'hua'zhi'tian'ju'su'shou 散花指天举素手
'san'jun'bin'cheng'ban 三军鬓成斑
'san'qian'gong'nv'lie'jin'wu 三千宫女列金屋
'san'qian'mei'ren'ye'guang'jin 三千美人曳光锦
'san'qian'yu'mao'xiu'zi'kua 三千玉貌休自夸
'san'qiu'ting'lv'jin'ying'shuang 三秋庭绿尽迎霜
'san'ren'chu'yuan'jing 三人出眢井
'san'san'tong'fan'mu'lan'zhou 毵毵同泛木兰舟
'san'san'wu'wu'jie'tong'xin 三三五五结同心
'san'san'wu'wu'ying'chui'yang 三三五五映垂杨
'san'shan'liu'an'zai 三山流安在
'san'shi'da'xiao'kai'dian'guang 三时大笑开电光
'san'shi'san'chun'chang'xin'dian 三十三春长信殿
'san'wu'ding'jun'hun 三五定君婚
'san'yue'chui'yang'can'wei'mian 三月垂杨蚕未眠
'san'zai'lu'he'jian 散在六合间
'san'zu'zhi'wu'zu'kong'duan 三足之乌足恐断
'sang'nv'huai'nan'qu 桑女淮南曲
'sao'dai'kai'gong'e 扫黛开宫额
'se'shou'kai'xin'xu 色授开心许
'sha'chen'jie'you'zhou 沙尘接幽州
'sha'nuan'yi'shuang'yu 沙暖一双鱼
'sha'ou'bai'yu'jian'qing'bi 沙鸥白羽翦晴碧
'sha'qi'du'jian'ji 杀气毒剑戟
'sha'qi'nan'xing'dong'kun'zhou 杀气南行动坤轴
'sha'qi'nian'nian'wo'tie'yi 砂碛年年卧铁衣
'sha'qi'zhou'chi 杀气昼赤
'sha'qi'zhu'fan'dong 杀气诸蕃动
'sha'qing'lv'ya'ming'yao'yao 沙晴绿鸭鸣咬咬
'sha'ren'ru'ma 杀人如麻
'sha'tuan'yan'hong'shui 杀湍湮洪水
'sha'wu'zhi'xing 杀物之性
'sha'yuan'fang'jiao'lian'cui'yin 沙苑芳郊连翠茵
'sha'zhong'bai'zhan'chang 沙中百战场
'shan'bo'lu'hong'qian 扇薄露红铅
'shan'chuan'ge'li'san 山川各离散
'shan'han'yi'dian'qi 山寒一点旗
'shan'hu'zhen'shang'qian'hang'lei 珊瑚枕上千行泪
'shan'jie'hu'nu'shui 山接胡奴水
'shan'lian'cui'yu'ping 山连翠羽屏
'shan'qing'qing'xi'shui'chan'yuan 山青青兮水潺湲
'shan'shang'yi'fen'yun 山上亦氛氲
'shan'tou'feng'zi'sheng'sheng'jiao 山头烽子声声叫
'shan'tou'yi'guai'shi 山头一怪石
'shan'xiang'chuan'feng'chui 山响传凤吹
'shan'zhu'yun'qu'nan 山逐云去难
'shang'dai'ba'ling'yu 尚带霸陵雨
'shang'fu'qian'qing'shui 尚复牵清水
'shang'guan'yi'wang'zhao'jun 上官仪王昭君
'shang'liu'tian 上留田
'shang'ren'zhi'yu 伤人之欲
'shang'xia'tong'yin'zhuo 上下同饮啄
'shang'you'cheng'luan'nv 上有乘鸾女
'shang'you'liu'long'hui'ri'zhi'gao'biao 上有六龙回日之高标
'shao'bei'e'jun'chuan 稍背鄂君船
'shao'fu'dang'ci'ri 少妇当此日
'shao'jun'he'shi'xu'xiang'wu 少君何事须相误
'shao'nian'jia'cai'hou 少年家财厚
'shao'nian'wu'shi'xue'shi'fu 少年无事学诗赋
'shao'nian'xiang'yang'di 少年襄阳地
'she'jiang'liao'cai'pin 涉江聊采蘋
'she'qi'long'sui'lian'jiao'rao 麝脐龙髓怜娇饶
'she'yan'xuan'chong'ji 射雁旋充饥
'she'zhi'gu'wu'you 涉之固无忧
'shen'gu'xia'liao'kuo 深谷下寥廓
'shen'hao'ye'nuan 深蒿叶暖
'shen'hua'zhong'shui 深花中睡
'shen'jing'tong'wu'qi 深井桐乌起
'shen'kui'duan'cu 深愧短促
'shen'qu'wu'hai'qi 身去无还期
'shen'quan'qi'chang'men'yuan 沈佺期长门怨
'shen'quan'qi'feng'sheng'qu 沈佺期凤笙曲
'shen'quan'qi'wang'zhao'jun 沈佺期王昭君
'shen'shang'hu'nai'xun'tian'bing 参商胡乃寻天兵
'shen'shi'dang'jin'di'yi'ren 身是当今第一人
'shen'shi'liang'wu'qiong 身世两无穷
'shen'tang'ling'ye'shu 深塘菱叶疏
'shen'tao'li'zhi'dang'chun 矧桃李之当春
'shen'wei'jiu'shu'qian'fu'chang 身微久属千夫长
'shen'wu'he'you'shi 神物合有时
'shen'yuan'du'kai'hai'du'bi 深院独开还独闭
'shen'zhi'jia'xi'yan'yu'xuan 神之驾兮俨欲旋
'shen'zhui'zao'shi'sai'shen'tan 神锥凿石塞神潭
'sheng'bi'yue'ku 生彼月窟
'sheng'de'chan'yu'que'fang'que 生得单于却放却
'sheng'fu'fan'huan'xiang'zhen'yi 胜负翻环相枕倚
'sheng'ge'he'chu'cheng'en'chong 笙歌何处承恩宠
'sheng'ge'yao'zhi'bi'yun'duan 笙歌遥指碧云端
'sheng'jia'ling'yan'hong 声价凌烟虹
'sheng'jun'qi'qie'yi 生君弃妾意
'sheng'jun'san'wan'liu'qian'ri 圣君三万六千日
'sheng'ku'bai'zhan'yi 生苦百战役
'sheng'ping'gui'lun'dao 升平贵论道
'sheng'rao'ku'sang 声绕枯桑
'sheng'shi'chu'kou'xin 声势出口心
'sheng'shuai'qing'duo'yu'he'ru 盛衰倾夺欲何如
'sheng'si'le'bu'jin 生死了不尽
'sheng'wei'gu'ke'le 生为估客乐
'sheng'yu'yong'cui'gai 乘舆拥翠盖
'sheng'zai'qi'luo'xia 生在绮罗下
'sheng'zeng'ye'que'wang'chi'hui 生憎野鹊往迟回
'sheng'zheng'bei 声正悲
'sheng'zhi'bai'ri'bu'ke'si 剩知白日不可思
'sheng'zhong'yi'shi'yan 声中疑是言
'shi'ai'ru'yu'jin 恃爱如欲进
'shi'bao'shao'ling'wang 使报邵陵王
'shi'cai'you'hua'cheng 施财游化城
'shi'chen'xiao'shou'jin 侍臣消瘦尽
'shi'cong'dong'fang'lai 适从东方来
'shi'di'cai'lian'ren 是底采莲人
'shi'er'jin'chai'du'xiang'xiang 十二金钗独相向
'shi'feng'da'dao'wu'nan'zu 时逢大道无难阻
'shi'feng'dao'yu'bo 时逢岛屿泊
'shi'guang'wu'bi'ji 时光舞碧鸡
'shi'jian'mu'tong'er 时见牧童儿
'shi'jian'shou'zhe'xi 世间寿者稀
'shi'jian'wu'xiang'yang'qu 施肩吾襄阳曲
'shi'jie'lv'yi'yi 时节屡已移
'shi'jin'cong'wu'hua 时尽从物化
'shi'jun'he'jia'wen 使君何假问
'shi'jun'nan'mo'tou 使君南陌头
'shi'jun'qie'bu'gu 使君且不顾
'shi'kai'jin'wu'sao'ting'hua 试开金屋扫庭花
'shi'lao'hu'ji'quan 是老胡鸡犬
'shi'li'yi'zou'ma 十里一走马
'shi'lu'wei'ni'sha 失路委泥沙
'shi'ping'ping'wu'gen 拾萍萍无根
'shi'qian'lv'jing'xia'xun'ou 试牵绿茎下寻藕
'shi'qie'jia'shi'wu 是妾嫁时物
'shi'qie'yu'jun'lei 试妾与君泪
'shi'qin'jin'ping'zhong 侍寝金屏中
'shi'qu'bie'yin'xi'ling'zi'huang'huang 识曲别音兮令姿煌煌
'shi'que'qian'hang'geng'wan'hang 拭却千行更万行
'shi'ren'duo'xue'chui 世人多学吹
'shi'ren'jian'wo'qing'hong'mao 世人见我轻鸿毛
'shi'ren'ting'ci'diao'zhu'yan 使人听此凋朱颜
'shi'ri'feng'xian'zi 是日逢仙子
'shi'shi'bie'jun'bu'zai'jian 是时别君不再见
'shi'shi'tu'wei'kong 世事徒为空
'shi'shi'yue'hei'tian 是时月黑天
'shi'si'yi'bu'geng 誓死意不更
'shi'wen'fang'shu'chun 时闻芳树春
'shi'wen'lian'qi'can'jin'ye 始闻炼气餐金液
'shi'wo'xin'xi'ku'fu'ku 使我心兮苦复苦
'shi'wu'ru'han'gong 十五入汉宫
'shi'wu'shi'liu'qing'guang'yuan 十五十六清光圆
'shi'xia'fu'rong'lou 始下芙蓉楼
'shi'ye'tian'zhi'huang'su 食野田之黄粟
'shi'yi'lei'luo'xin'tuo'bai 始意类萝新托柏
'shi'yue'fan'shuang'xia 十月繁霜下
'shi'yun'huang'cao'ti'qiu'si 湿云荒草啼秋思
'shi'zhu'jia'you'fang'cao'lu 试逐佳游芳草路
'shi'zhu'shi'jie'wang 事逐时皆往
'shi'zhuan'lan'rao'po'qing'lang 时转兰桡破轻浪
'shi'zu'dan'xin'shang 士卒但心伤
'shi'zu'jiu'rou'chou 市卒酒肉臭
