'a'mi'qin'shu 阿米芹属
'wo'zhu'shu 倭竹属
'wu'bing'li'shu 雾冰藜属
'wu'cai'yu'shu 五彩芋属
'wu'cao'shu 舞草属
'wu'ceng'long'shu 五层龙属
'wu'chi'e'shu 五齿萼属
'wu'chun'lan'shu 五唇兰属
'wu'fu'hua'ke 五福花科
'wu'fu'hua'shu 五福花属
'wu'ge'ji'shu 无隔荠属
'wu'gen'teng'shu 无根藤属
'wu'gong'cao'shu 蜈蚣草属
'wu'he'cao'shu 舞鹤草属
'wu'hua'jiang'shu 舞花姜属
'wu'huan'zi'ke 无患子科
'wu'huan'zi'shu 无患子属
'wu'hui'lan'shu 无喙兰属
'wu'jia'ke 五加科
'wu'jia'shu 五加属
'wu'jiu'shu 乌桕属
'wu'ju'hua'shu 无距花属
'wu'jue'shu 乌蕨属
'wu'kou'shu'shu 乌口树属
'wu'lian'mei'shu 乌蔹莓属
'wu'lie'mu'ke 五列木科
'wu'lie'mu'shu 五列木属
'wu'mao'jue'ke 乌毛蕨科
'wu'mao'jue'shu 乌毛蕨属
'wu'mo'cao'shu 五膜草属
'wu'mu'jue'shu 乌木蕨属
'wu'ping'shu 芜萍属
'wu'rui'ji'sheng'shu 五蕊寄生属
'wu'shi'hua'shu 午时花属
'wu'shui'ge'shu 雾水葛属
'wu'tan'shu 乌檀属
'wu'tong'ke 梧桐科
'wu'tong'shu 梧桐属
'wu'tou'ji'shu 乌头荠属
'wu'tou'shu 乌头属
'wu'wang'cao'shu 勿忘草属
'wu'wei'guo'shu 无尾果属
'wu'wei'zi'shu 五味子属
'wu'xin'cai'shu 无心菜属
'wu'xing'hua'shu 五星花属
'wu'xu'teng'shu 无须藤属
'wu'ya'guo'ke 五桠果科
'wu'ya'guo'shu 五桠果属
'wu'ye'can'shu 五叶参属
'wu'ye'dou'shu 无叶豆属
'wu'ye'lan'shu 无叶兰属
'wu'ye'lian'shu 无叶莲属
'wu'you'hua'shu 无忧花属
'wu'yue'cha'shu 五月茶属
'wu'zhu'lan'shu 无柱兰属
'wu'zhu'yu'shu 吴茱萸属
'xi'bian'jue'shu 溪边蕨属
'xi'bing'cao'shu 细柄草属
'xi'bing'mu'shu 膝柄木属
'xi'bing'yu'shu 细柄芋属
'xi'dong'cao'shu 喜冬草属
'xi'fan'lian'ke 西番莲科
'xi'fan'lian'shu 西番莲属
'xi'feng'qin'shu 西风芹属
'xi'feng'qin'shu 喜峰芹属
'xi'gua'shu 西瓜属
'xi'guang'hua'shu 喜光花属
'xi'gui'qin'shu 西归芹属
'xi'hua'cao'shu 喜花草属
'xi'hua'mei'cao'shu 细画眉草属
'xi'lan'lian'shu 锡兰莲属
'xi'lan'mei'shu 锡兰莓属
'xi'lie'qin'shu 细裂芹属
'xi'lin'yu'shu 喜林芋属
'xi'mao'shu 觿茅属
'xi'mi'shu 菥蓂属
'xi'nan'shu 溪楠属
'xi'que'ju'tai'shu 喜鹊苣苔属
'xi'sheng'teng'shu 锡生藤属
'xi'shu'shu 喜树属
'xi'shuo'ju'tai'shu 细蒴苣苔属
'xi'sui'cao'shu 细穗草属
'xi'sui'xuan'shen'shu 细穗玄参属
'xi'suo'shu 溪桫属
'xi'tong'ju'tai'shu 细筒苣苔属
'xi'wo'ju'shu 细莴苣属
'xi'xian'shu 豨莶属
'xi'xin'jue'shu 细辛蕨属
'xi'xin'shu 细辛属
'xi'yan'cao'shu 喜盐草属
'xi'ye'qin'shu 细叶芹属
'xi'ye'teng'shu 锡叶藤属
'xi'yin'cao'shu 喜荫草属
'xi'yu'cao'shu 喜雨草属
'xi'yuan'teng'shu 细圆藤属
'xi'zhong'hua'shu 细钟花属
'xi'zi'jue'ke 稀子蕨科
'xi'zi'jue'shu 稀子蕨属
'xi'zi'long'shu 细子龙属
'xia'hai'zao'shu 虾海藻属
'xia'ji'lan'shu 虾脊兰属
'xia'ku'cao'shu 夏枯草属
'xia'la'mei'shu 夏蜡梅属
'xia'qiang'qin'shu 狭腔芹属
'xia'tian'ju'shu 下田菊属
'xia'wei'lan'shu 虾尾兰属
'xia'xu'cao'shu 虾须草属
'xia'xu'cao'shu 夏须草属
'xia'zhi'cao'shu 夏至草属
'xia'zi'cao'shu 虾子草属
'xia'zi'hua'shu 虾子花属
'xian'bei'hua'shu 鲜卑花属
'xian'bei'lan'shu 腺背蓝属
'xian'e'mu'shu 腺萼木属
'xian'guan'teng'shu 纤冠藤属
'xian'guo'dou'ling'shu 线果兜铃属
'xian'guo'jie'shu 线果芥属
'xian'guo'teng'shu 腺果藤属
'xian'huang'lian'zhu 鲜黄连属
'xian'jue'shu 线蕨属
'xian'ke 苋科
'xian'ke'lai'shu 仙客来属
'xian'mao'shu 仙茅属
'xian'mu'shu 蚬木属
'xian'nv'mu'shu 仙女木属
'xian'ren'zhang'ke 仙人掌科
'xian'ren'zhang'shu 仙人掌属
'xian'shu 苋属
'xian'sui'jue'chuang'shu 纤穗爵床属
'xian'ye'ju'shu 线叶菊属
'xian'ye'teng'shu 腺叶藤属
'xian'zhu'ju'tai'shu 线柱苣苔属
'xian'zhu'lan'shu 线柱兰属
'xian'zi'cao'shu 显子草属
'xiang'bi'lan'shu 象鼻兰属
'xiang'cha'cai'shu 香茶菜属
'xiang'chun'shu 香椿属
'xiang'er'dou'shu 象耳豆属
'xiang'gen'cao'shu 香根草属
'xiang'gen'qin'shu 香根芹属
'xiang'guo'shu'shu 香果树属
'xiang'he'zi'shu 响盒子属
'xiang'hua'jie'shu 香花芥属
'xiang'hua'teng'shu 香花藤属
'xiang'huai'shu 香槐属
'xiang'jia'lan'shu 香荚兰属
'xiang'jian'cao'shu 香简草属
'xiang'jiao'shu'shu 橡胶树属
'xiang'jie'shu 香芥属
'xiang'ju'shu 象橘属
'xiang'ke'ke'shu 香科科属
'xiang'lan'shu 香兰属
'xiang'mao'shu 香茅属
'xiang'pu'ke 香蒲科
'xiang'pu'shu 香蒲属
'xiang'qian'shu 香茜属
'xiang'qing'shu 香青属
'xiang'ri'kui'shu 向日葵属
'xiang'rou'guo'shu 香肉果属
'xiang'ru'shu 香薷属
'xiang'si'zi'shu 相思子属
'xiang'tao'mu'shu 香桃木属
'xiang'tui'jiao'shu 象腿蕉属
'xiang'xue'lan'shu 香雪兰属
'xiang'xue'qiu'shu 香雪球属
'xiang'ya'can'shu 象牙参属
'xiang'ye'mu'shu 香叶木属
'xiang'zhu'shu 香竹属
'xiao'ba'qia'shu 肖菝葜属
'xiao'bin'ju'shu 小滨菊属
'xiao'bo'ke 小檗科
'xiao'bo'shu 小檗属
'xiao'cao'shu 小草属
'xiao'chuang'ju'shu 小疮菊属
'xiao'er'xian'cao'ke 小二仙草科
'xiao'er'xian'cao'shu 小二仙草属
'xiao'gan'ju'shu 小甘菊属
'xiao'gou'er'cha'shu 小勾儿茶属
'xiao'guan'hua'shu 小冠花属
'xiao'guan'xun'shu 小冠薰属
'xiao'guo'bin'li'shu 小果滨藜属
'xiao'guo'cao'shu 小果草属
'xiao'hua'ju'tai'shu 小花苣苔属
'xiao'hua'teng'shu 小花藤属
'xiao'huang'guan'shu 小黄管属
'xiao'jin'mei'cao'shu 小金梅草属
'xiao'ku'mai'shu 小苦荬属
'xiao'lan'shu 肖榄属
'xiao'li'cao'shu 小丽草属
'xiao'long'ji'shu 肖笼鸡属
'xiao'mai'shu 小麦属
'xiao'mi'cao'shu 小米草属
'xiao'mi'kong'mu'shu 小米空木属
'xiao'mo'gai'jue'shu 小膜盖蕨属
'xiao'pan'mu'shu 小盘木属
'xiao'peng'shu 小蓬属
'xiao'pu'tao'shu 肖蒲桃属
'xiao'qian'niu'shu 小牵牛属
'xiao'qin'shu 小芹属
'xiao'que'gua 小雀瓜
'xiao'she'ju'shu 小舌菊属
'xiao'shi'ji'shu 小石积属
'xiao'suan'jie'shu 小蒜芥属
'xiao'ya'cao'shu 小牙草属
'xiao'yan'gou'cao'shu 小沿沟草属
'xiao'ye'zhi'ma'shu 小野芝麻属
'xiao'yuan'wei'shu 肖鸢尾属
'xiao'yun'mu'shu 小芸木属
'xiao'zhu'jie'shu 小柱芥属
'xiao'zhu'shu 筱竹属
'xiao'zhu'yu'shu 肖竹芋属
'xie'cao'shu 缬草属
'xie'chi'teng'shu 楔翅藤属
'xie'e'cao'shu 斜萼草属
'xie'guo'ju'shu 斜果菊属
'xie'jia'cao'shu 蟹甲草属
'xie'wei'jiao'shu 蝎尾蕉属
'xie'wei'ju'shu 蝎尾菊属
'xie'yi'shu 斜翼属
'xie'ying'cao'shu 楔颖草属
'xie'ze'shu 泻泽属
'xie'zi'cao'shu 蝎子草属
'xin'ba'shu 芯芭属
'xin'e'shu'shu 心萼薯属
'xin'er'cao'shu 新耳草属
'xin'feng'lun'shu 新风轮属
'xin'guo'qi'shu 辛果漆属
'xin'jiang'li'shu 新疆藜属
'xin'mai'cao'shu 新麦草属
'xin'mu'jiang'zi'shu 新木姜子属
'xin'ta'hua'shu 新塔花属
'xin'ti'gai'jue'shu 新蹄盖蕨属
'xin'wu'tan'shu 新乌檀属
'xin'xiao'zhu'shu 新小竹属
'xin'xing'lan'shu 新型兰属
'xin'ye'mu'shu 心叶木属
'xin'ye'shi'can'shu 心叶石蚕属
'xin'yi'guo'shu 心翼果属
'xin'yue'jue'shu 新月蕨属
'xin'zhang'shu 新樟属
'xing'cai'shu 莕菜属
'xing'guo'cao'shu 星果草属
'xing'hua'cao'shu 星花草属
'xing'jue'shu 星蕨属
'xing'mao'jue'shu 星毛蕨属
'xing'su'cao'shu 星粟草属
'xing'ye'cao'shu 星叶草属
'xiong'huang'lan'shu 雄黄兰属
'xiu'jue'shu 修蕨属
'xiu'qiu'fang'feng'shu 绣球防风属
'xiu'qiu'qian'shu 绣球茜属
'xiu'qiu'shu 绣球属
'xiu'xian'ju'shu 绣线菊属
'xiu'xian'mei'shu 绣线梅属
'xiu'zhu'hua'shu 秀柱花属
'xu'hua'teng'shu 须花藤属
'xu'ju'shu 絮菊属
'xu'mang'cao'shu 须芒草属
'xu'mi'qian'shu'shu 须弥茜树属
'xu'yao'teng'shu 须药藤属
'xu'ye'teng'ke 须叶藤科
'xu'ye'teng'shu 须叶藤属
'xuan'cao'shu 萱草属
'xuan'fu'hua'shu 旋覆花属
'xuan'gou'zi'shu 悬钩子属
'xuan'hua'dou'shu 旋花豆属
'xuan'hua'ke 旋花科
'xuan'hua'shu 旋花属
'xuan'ling'hua'shu 悬铃花属
'xuan'ling'mu'ke 悬铃木科
'xuan'ling'mu'shu 悬铃木属
'xuan'shen'ke 玄参科
'xuan'shen'shu 玄参属
'xuan'shuo'ju'tai'shu 旋蒴苣苔属
'xuan'zhu'shu 悬竹属
'xue'dan'shu 雪胆属
'xue'guo'mu'shu 穴果木属
'xue'hua'shu 雪花属
'xue'liu'shu 雪柳属
'xue'pian'lian'shu 雪片莲属
'xue'shui'cao'shu 血水草属
'xue'si'ji'shu 穴丝荠属
'xue'song'shu 雪松属
'xue'tong'shu 血桐属
'xue'xian'shu 血苋属
'xue'xiang'lan'shu 雪香兰属
'xue'ye'lan'shu 血叶兰属
'xue'zi'jue'shu 穴子蕨属
'xun'dao'niu'shu 熏倒牛属
'xun'shu'shu 蕈树属
'xun'yi'cao'shu 薰衣草属
'xun'zi'shu 栒子属
'ya'bai'shu 崖柏属
'ya'cong'shu 鸦葱属
'ya'dan'zi'shu 鸦胆子属
'ya'dou'teng'shu 崖豆藤属
'ya'er'qin'shu 鸭儿芹属
'ya'jiang'jue'shu 崖姜蕨属
'ya'jiao'teng'shu 崖角藤属
'ya'ju'shu 亚菊属
'ya'jue'shu 牙蕨属
'ya'ma'ji'shu 亚麻荠属
'ya'ma'ke 亚麻科
'ya'ma'shu 亚麻属
'ya'mao'shu 鸭茅属
'ya'mo'shu 崖摩属
'ya'pa'teng'shu 崖爬藤属
'ya'rui'hua'shu 丫蕊花属
'ya'teng'shu 崖藤属
'ya'tou'li'shu 鸦头梨属
'ya'zhi'cao'ke 鸭跖草科
'ya'zhi'cao'shu 鸭跖草属
'ya'zhi'hua'shu 鸦跖花属
'ya'zui'cao'shu 鸭嘴草属
'ya'zui'hua'shu 鸭嘴花属
'yan'bai'cai'shu 岩白菜属
'yan'bao'lan'shu 延苞蓝属
'yan'can'shu 岩参属
'yan'cao'shu 烟草属
'yan'chang'pu'shu 岩菖蒲属
'yan'feng'shu 岩风属
'yan'fu'mu'shu 盐肤木属
'yan'gao'lan'ke 岩高兰科
'yan'gao'lan'shu 岩高兰属
'yan'gou'cao'shu 沿沟草属
'yan'huang'qi'shu 岩黄耆属
'yan'huang'shu'shu 岩黄树属
'yan'ji'shu 岩荠属
'yan'jiao'cao'shu 盐角草属
'yan'jie'cao'shu 沿阶草属
'yan'jie'mu'shu 盐节木属
'yan'jie'shu 盐芥属
'yan'jin'shu 烟堇属
'yan'jue'ke 岩蕨科
'yan'jue'shu 岩蕨属
'yan'ling'cao'shu 延龄草属
'yan'mai'cao'shu 偃麦草属
'yan'mai'cao'shu 燕麦草属
'yan'mai'shu 燕麦属
'yan'mei'ke 岩梅科
'yan'mei'shu 岩梅属
'yan'peng'shu 盐蓬属
'yan'qian'qu'cai'shu 盐千屈菜属
'yan'shan'shu 岩扇属
'yan'shang'zhu'shu 岩上珠属
'yan'sheng'cao'shu 盐生草属
'yan'shi'shu 岩匙属
'yan'shu'lian'shu 眼树莲属
'yan'sui'mu'shu 盐穗木属
'yan'sui'shu 芫荽属
'yan'wan'shu 岩菀属
'yan'wei'jue'ke 燕尾蕨科
'yan'wei'jue'shu 燕尾蕨属
'yan'xu'shu 岩须属
'yan'xue'jue'shu 岩穴蕨属
'yan'yu'shu 岩芋属
'yan'zhao'zhao'shu 盐爪爪属
'yan'zi'cai'ke 眼子菜科
'yan'zi'cai'shu 眼子菜属
'yang'chun'shu 洋椿属
'yang'er'suan'shu 羊耳蒜属
'yang'gou'wei'cao'shu 洋狗尾草属
'yang'hu'zi'cao'shu 羊胡子草属
'yang'jiao'niu'shu 羊角拗属
'yang'jiao'qin'shu 羊角芹属
'yang'liu'ke 杨柳科
'yang'mao'shu 羊茅属
'yang'mei'ke 杨梅科
'yang'mei'shu 杨梅属
'yang'shu 杨属
'yang'tao'shu 阳桃属
'yang'ti'jia'shu 羊蹄甲属
'yang'tong'shu 杨桐属
'yao'gu'teng'shu 腰骨藤属
'yao'guo'shu 腰果属
'yao'hua'dou'shu 耀花豆属
'yao'jue'shu 药蕨属
'yao'nang'hua'shu 药囊花属
'yao'shan'ju'tai'shu 瑶山苣苔属
'yao'shui'su'shu 药水苏属
'ye'bian'dou'shu 野扁豆属
'ye'chang'pu'shu 野长蒲属
'ye'dian'ke'shu 野靛棵属
'ye'ding'xiang'shu 野丁香属
'ye'du'huo'shu 野独活属
'ye'gan'cao'shu 野甘草属
'ye'gan'shu 射干属
'ye'gu'cao'shu 野古草属
'ye'gu'shu 野菰属
'ye'hai'tang'shu 野海棠属
'ye'hu'ma'shu 野胡麻属
'ye'hua'jie'shu 腋花芥属
'ye'hua'shu 夜花属
'ye'hua'teng'shu 夜花藤属
'ye'jue'ming'shu 野决明属
'ye'lai'xiang'shu 夜来香属
'ye'lun'mu'shu 叶轮木属
'ye'mu'dan'ke 野牡丹科
'ye'mu'dan'shu 野牡丹属
'ye'mu'gua'shu 野木瓜属
'ye'niu'cao'shu 野牛草属
'ye'ping'zhu'shu 业平竹属
'ye'qing'mao'shu 野青茅属
'ye'shan'hua'shu 野扇花属
'ye'shu'shu 野黍属
'ye'tong'hao'shu 野茼蒿属
'ye'tong'shu 野桐属
'ye'wan'dou'shu 野豌豆属
'ye'xia'zhu'shu 叶下珠属
'ye'xiang'shu'shu 夜香树属
'ye'ya'chun'shu 野鸦椿属
'ye'zhi'ma'shu 野芝麻属
'ye'zhu'lan'shu 野珠兰属
'ye'zi'hua'shu 叶子花属
'ye'zi'jin'shu 叶紫堇属
'ye'zi'shu 椰子属
'yi'cao'shu 虉草属
'yi'chun'ju'tai'shu 异唇苣苔属
'yi'dan'chai'shu 一担柴属
'yi'dian'hong'shu 一点红属
'yi'e'man'shu 翼萼蔓属
'yi'e'mu'shu 异萼木属
'yi'guo'he'shi'shu 异果鹤虱属
'yi'guo'jie'shu 异果芥属
'yi'he'guo'shu 翼核果属
'yi'hua'shu 蚁花属
'yi'hua'shu 仪花属
'yi'hui'ju'shu 异喙菊属
'yi'jing'cao'shu 翼茎草属
'yi'lan'shu 依兰属
'yi'li'hua'shu 伊犁花属
'yi'li'qin'shu 伊犁芹属
'yi'liao'shu 翼蓼属
'yi'lie'ju'shu 异裂菊属
'yi'lie'ju'tai'shu 异裂苣苔属
'yi'mu'cao'shu 益母草属
'yi'mu'huan'shu 异木患属
'yi'pian'ju'tai'shu 异片苣苔属
'yi'rui'cao'shu 异蕊草属
'yi'rui'jie'shu 异蕊芥属
'yi'shou'hua'shu 翼首花属
'yi'tiao'xian'jue'shu 一条线蕨属
'yi'xian'cao'shu 异腺草属
'yi'xing'lan'shu 异型兰属
'yi'xing'mu'shu 异形木属
'yi'yan'mai'shu 异燕麦属
'yi'yao'hua'shu 异药花属
'yi'yao'hua'shu 翼药花属
'yi'yao'jie'shu 异药芥属
'yi'ye'ju'tai'shu 异叶苣苔属
'yi'ye'zhi'ma'shu 异野芝麻属
'yi'yi'shu 薏苡属
'yi'ying'cao'shu 异颖草属
'yi'zhi'huang'hua'shu 一枝黄花属
'yi'zhi'zhu'shu 异枝竹属
'yi'zi'peng'shu 异子蓬属
'yin'bang'hua'shu 隐棒花属
'yin'bei'teng'shu 银背藤属
'yin'chai'shu 银柴属
'yin'di'jue'ke 阴地蕨科
'yin'di'jue'shu 阴地蕨属
'yin'gou'hua'shu 银钩花属
'yin'he'huan'shu 银合欢属
'yin'hua'cao'shu 隐花草属
'yin'hua'shu 银桦属
'yin'jiao'ju'shu 银胶菊属
'yin'leng'qin'shu 隐棱芹属
'yin'lian'hua'shu 银莲花属
'yin'mai'jue'chuang'shu 银脉爵床属
'yin'mei'cao'shu 银梅草属
'yin'nang'jue'shu 隐囊蕨属
'yin'pan'qin'shu 隐盘芹属
'yin'sha'huai'shu 银砂槐属
'yin'shan'ji'shu 阴山荠属
'yin'shan'shu 银杉属
'yin'shi'jue'shu 阴石蕨属
'yin'sui'cao'shu 银穗草属
'yin'xing'cao'shu 阴行草属
'yin'xing'ke 银杏科
'yin'xing'shu 银杏属
'yin'xu'cao'shu 银须草属
'yin'yang'huo'shu 淫羊藿属
'yin'ye'shu'shu 银叶树属
'yin'yi'ke 隐翼科
'yin'yi'shu 隐翼属
'yin'yu'shu 茵芋属
'yin'zhong'hua'shu 银钟花属
'yin'zhu'lan'shu 隐柱兰属
'yin'zi'cao'shu 隐子草属
'yin'zi'jie'shu 隐子芥属
'ying'cao'shu 硬草属
'ying'gu'cao'shu 硬骨草属
'ying'he'shu 硬核属
'ying'jiao'shu'shu 瘿椒树属
'ying'pi'dou'shu 硬皮豆属
'ying'su'ke 罂粟科
'ying'su'lian'hua'shu 罂粟莲花属
'ying'su'shu 罂粟属
'ying'zhao'dou'shu 鹰爪豆属
'ying'zhao'hua'shu 鹰爪花属
'ying'zi'cao'shu 蝇子草属
'ying'zui'dou'shu 鹰嘴豆属
'yong'ban'teng'shu 永瓣藤属
'you'ban'hua'shu 鼬瓣花属
'you'dan'shu 油丹属
'you'dian'cao'shu 油点草属
'you'guo'zhang'shu 油果樟属
'you'ma'teng'shu 油麻藤属
'you'mang'shu 油芒属
'you'mu'shu 柚木属
'you'nan'shu 油楠属
'you'shan'ji'sheng'shu 油杉寄生属
'you'shan'shu 油杉属
'you'shu 莸属
'you'tong'shu 油桐属
'you'zha'guo'shu 油渣果属
'you'zhu'shu 莠竹属
'you'zong'shu 油棕属
'yu'biao'huai'shu 鱼鳔槐属
'yu'chun'lan'shu 羽唇兰属
'yu'e'mu'shu 羽萼木属
'yu'feng'hua'shu 玉凤花属
'yu'gu'mu'shu 鱼骨木属
'yu'huang'cao'shu 鱼黄草属
'yu'jie'jue'shu 羽节蕨属
'yu'jin'xiang'shu 郁金香属
'yu'jiu'hua'ke 雨久花科
'yu'jiu'hua'shu 雨久花属
'yu'ju'shu 榆橘属
'yu'jue'ke 雨蕨科
'yu'jue'shu 雨蕨属
'yu'ke 榆科
'yu'lan'shu 芋兰属
'yu'lan'shu 盂兰属
'yu'lie'ye'ji'shu 羽裂叶荠属
'yu'lin'jue'shu 鱼鳞蕨属
'yu'long'jue'shu 玉龙蕨属
'yu'lv'mu'shu 榆绿木属
'yu'mang'ju'shu 羽芒菊属
'yu'mu'shu 鱼木属
'yu'rui'ke 玉蕊科
'yu'rui'shu 玉蕊属
'yu'shan'dou'shu 羽扇豆属
'yu'shan'zhu'shu 玉山竹属
'yu'shu 芋属
'yu'shu 榆属
'yu'shu'shu 雨树属
'yu'shu'shu'shu 玉蜀黍属
'yu'sui'cao'shu 羽穗草属
'yu'teng'shu 鱼藤属
'yu'teng'shu 俞藤属
'yu'wei'kui'shu 鱼尾葵属
'yu'yan'cao'shu 鱼眼草属
'yu'ye'dian'di'mei'shu 羽叶点地梅属
'yu'ye'hua'shu 羽叶花属
'yu'ye'jin'hua'shu 玉叶金花属
'yu'ye'ju'shu 羽叶菊属
'yu'ye'qiu'shu 羽叶楸属
'yu'yi'cao'shu 羽衣草属
'yu'zan'shu 玉簪属
'yuan'bai'shu 圆柏属
'yuan'chun'ju'tai'shu 圆唇苣苔属
'yuan'guo'ju'tai'shu 圆果苣苔属
'yuan'shi'guan'yin'zuo'lian'shu 原始观音座莲属
'yuan'wei'ke 鸢尾科
'yuan'wei'lan'shu 鸢尾兰属
'yuan'wei'shu 鸢尾属
'yuan'wei'suan'shu 鸢尾蒜属
'yuan'zhi'ke 远志科
'yuan'zhi'shu 远志属
'yuan'zi'he'shu 圆籽荷属
'yue'guang'hua'shu 月光花属
'yue'gui'shu 月桂属
'yue'jian'cao'shu 月见草属
'yue'jie'shu 越桔属
'yun'shan'shu 云杉属
'yun'shi'shu 云实属
'yun'tai'shu 芸苔属
'yun'xiang'ke 芸香科
'yun'xiang'shu 芸香属
'yun'ye'lan'shu 云叶兰属
'zang'yao'mu'shu 藏药木属
'zao'bai'nian'shu 藻百年属
'zao'cao'shu 蚤草属
'zao'jia'shu 皂荚属
'zao'mao'hua'shu 皂帽花属
'zao'shu 枣属
'zao'shu'he'shu 早熟禾属
'zao'yuan'ji'shu 燥原荠属
'ze'fan'jiao'shu 泽番椒属
'ze'lan'shu 泽兰属
'ze'qin'shu 泽芹属
'ze'tai'cao'shu 泽苔草属
'ze'xie'jue'ke 泽泻蕨科
'ze'xie'jue'shu 泽泻蕨属
'ze'xie'ke 泽泻科
'zhan'guan'cao'shu 粘冠草属
'zhan'mu'shu 粘木属
'zhan'xian'guo'shu 粘腺果属
'zhang'chun'lan'shu 掌唇兰属
'zhang'er'xi'xin'shu 獐耳细辛属
'zhang'guo'qin'shu 胀果芹属
'zhang'jiao'dou'shu 长角豆属
'zhang'ke 樟科
'zhang'mao'shu 獐毛属
'zhang'shu 樟属
'zhang'wei'li'shu 樟味藜属
'zhang'ya'cai'shu 獐牙菜属
'zhang'ye'mu'shu 掌叶木属
'zhang'ye'shi'can'shu 掌叶石蚕属
'zhang'ye'shu'shu 掌叶树属
'zhao'ju'shu 沼菊属
'zhao'lan'shu 沼兰属
'zhao'wei'ling'cai'shu 沼委陵菜属
'zhao'ye'bai'shu 照夜白属
'zhao'ye'ju'shu 爪叶菊属
'zhao'ze'jue'shu 沼泽蕨属
'zhe'bing'cha'shu 折柄茶属
'zhe'gu'cao'shu 鹧鸪草属
'zhe'gu'hua'shu 鹧鸪花属
'zhe'gu'ma'shu 鹧鸪麻属
'zhe'mao'shu 蔗茅属
'zhe'shu 柘属
'zhen'bao'ju'shu 针苞菊属
'zhen'jing'su'cao'shu 针晶粟草属
'zhen'mao'jue'shu 针毛蕨属
'zhen'mao'shu 针茅属
'zhen'shu 榛属
'zhen'sui'cao'shu 真穗草属
'zhen'ye'jue'shu 针叶蕨属
'zhen'ye'xian'shu 针叶苋属
'zhen'ye'zao'shu 针叶藻属
'zhen'zhu'cai'shu 珍珠菜属
'zhen'zhu'hua'shu 珍珠花属
'zhen'zhu'mao'shu 珍珠茅属
'zhen'zhu'mei'shu 珍珠梅属
'zhen'zi'cao'shu 针子草属
'zhi'ban'ju'tai'shu 直瓣苣苔属
'zhi'chun'jiang'shu 直唇姜属
'zhi'gong'shu'shu 止宫树属
'zhi'guo'cao'shu 直果草属
'zhi'jia'lan'shu 指甲兰属
'zhi'ju'shu 枳椇属
'zhi'ma'cai'shu 芝麻菜属
'zhi'ma'shu 芝麻属
'zhi'mang'cao'shu 直芒草属
'zhi'mu'shu 知母属
'zhi'shan'cao'shu 治疝草属
'zhi'shu 枳属
'zhi'xie'mu'shu 止泻木属
'zhi'ye'hao'shu 栉叶蒿属
'zhi'zhu'bao'dan'shu 蜘蛛抱蛋属
'zhi'zhu'hua'shu 蜘蛛花属
'zhi'zhu'lan'shu 蜘蛛兰属
'zhi'zhu'lan'shu 指柱兰属
'zhi'zi'pi'shu 栀子皮属
'zhi'zi'shu 栀子属
'zhong'bing'ju'shu 肿柄菊属
'zhong'e'cao'shu 钟萼草属
'zhong'fu'cao'shu 种阜草属
'zhong'guo'jue'ke 中国蕨科
'zhong'guo'jue'shu 中国蕨属
'zhong'hua'cao'shu 钟花草属
'zhong'jia'dou'shu 肿荚豆属
'zhong'shan'cao'shu 钟山草属
'zhong'wen'ke'ming 中文科名
'zhong'ye'shu 柊叶属
'zhong'yu'ju'shu 重羽菊属
'zhong'zu'jue'ke 肿足蕨科
'zhong'zu'jue'shu 肿足蕨属
'zhou'ban'qin'shu 舟瓣芹属
'zhou'deng'cao'ke 帚灯草科
'zhou'guo'ji'shu 舟果荠属
'zhou'guo'jue'shu 轴果蕨属
'zhou'hua'mu'shu 轴花木属
'zhou'ju'shu 帚菊属
'zhou'li'shu 轴藜属
'zhou'lv'shu 轴榈属
'zhou'mai'jue'shu 轴脉蕨属
'zhu'cai'teng'shu 猪菜藤属
'zhu'ding'hong'shu 朱顶红属
'zhu'ge'cai'shu 诸葛菜属
'zhu'gen'qi'shu 竹根七属
'zhu'guo'teng'shu 朱果藤属
'zhu'hong'ju'tai'shu 朱红苣苔属
'zhu'jiao'shu 朱蕉属
'zhu'jie'shu'shu 竹节树属
'zhu'jing'lan'shu 竹茎兰属
'zhu'jue'shu 珠蕨属
'zhu'lan'shu 朱兰属
'zhu'long'cao'ke 猪笼草科
'zhu'long'cao'shu 猪笼草属
'zhu'ma'shu 苎麻属
'zhu'mao'cai'shu 猪毛菜属
'zhu'mao'ju'tai'shu 蛛毛苣苔属
'zhu'shi'dou'shu 猪屎豆属
'zhu'wang'e'shu 蛛网萼属
'zhu'xue'mu'shu 猪血木属
'zhu'ya'hua'shu 猪牙花属
'zhu'yao'dou'shu 猪腰豆属
'zhu'ye'ji'xiang'cao'shu 竹叶吉祥草属
'zhu'ye'jiao'shu 竹叶蕉属
'zhu'ye'jue'shu 竹叶蕨属
'zhu'ye'lan'shu 竹叶兰属
'zhu'ye'zi'shu 竹叶子属
'zhu'ying'hua'shu 朱缨花属
'zhu'you'guo'shu 猪油果属
'zhu'yu'ke 竹芋科
'zhu'yu'shu 竹芋属
'zhu'zi'mu'shu 珠子木属
'zhuan'zi'miao'shu 砖子苗属
'zhui'guo'jie'shu 锥果芥属
'zhui'hua'shu 锥花属
'zhui'mao'shu 锥茅属
'zhui'shu 锥属
'zhui'tou'ma'shu 锥头麻属
'zhui'xing'guo'shu 锥形果属
'zi'bing'jue'shu 紫柄蕨属
'zi'cao'ke 紫草科
'zi'cao'shu 紫草属
'zi'dan'shu 紫丹属
