'a'du'li'yu'fo'shen'tong 阿闍梨与佛身同
'ji'xi'shan'zheng'gu'shen 寄西山郑谷神
'ji'xian'shan'dao'ren 寄岘山道人
'ji'xian'shan'yuan'gong'san'shou 寄岘山愿公三首
'ji'xiang'dong'xi'lao'qiao'dao 寄向东溪老樵道
'ji'xiang'mu'wang'zhong'shu'ji 寄湘幕王重书记
'ji'xiang'shuang'song'shi'shang'dan 几向双松石上弹
'ji'xiang'zhong'zhu'you 寄湘中诸友
'ji'xiao'yuan'gong'yong'song'ke 几笑远公慵送客
'ji'xie'gao'xian'bei'jian'ji'er'shou 寄谢高先辈见寄二首
'ji'xu'zhou'qing'gu 寄许州清古
'ji'xun'ping'gong 寄寻萍公
'ji'yang'qi'xi'feng'seng 寄阳岐西峰僧
'ji'yang'shan'guang'wei'zhang'zhe 寄仰山光味长者
'ji'yao'yin'ke'fang 急摇吟客舫
'ji'yi'jue'xiao'xiang 迹已绝潇湘
'ji'yi'shang'ren 寄益上人
'ji'yi'xian'chu'zi'gui'lai 迹依闲处自归来
'ji'yin'qiu'ji'cheng'kong'wai 几因秋霁澄空外
'ji'yin'sui'ping'man 汲引随瓶满
'ji'you'sheng 寄友生
'ji'yu'mei'tai'mei'ji'zong 积雨莓苔没屐踪
'ji'yu'quan'shi'ren'shang'ren 寄玉泉实仁上人
'ji'yu'xiang'chun'yin 积雨向春阴
'ji'yun'gai'shan'xian'chan'shi 寄云盖山先禅师
'ji'zeng'ji'tan'er'gong 寄赠集滩二公
'ji'zhao'wei'meng'xian'zhuo'du 既兆未萌闲酌度
'ji'zheng'gu'lang'zhong 寄郑谷郎中
'ji'zheng'gu'lang'zhong'gong'shi'tui'ju'yang'shan 寄郑谷郎中公时退居仰山
'ji'zheng'gu'lang'zhong'zhu'xiang'zhou'ye'zheng'gu'xian'shi 寄郑谷郎中住襄州谒郑谷献诗
'ji'zhong'qing'chu'zhang'ren'shan 几重青出丈人山
'ji'zhong'xiang'bie'yi 几重相别意
'ji'zhou'kai'ping'sui'li'shi 几轴开平岁里诗
'ji'zhu'gao'ke'hou 既逐高科后
'ji'zhu'shi'yi 寄朱拾遗
'ji'zi'mu'shang'ren 寄自牧上人
'jia'bai'feng 驾白凤
'jia'can'yi'bu'duo 加餐已不多
'jia'dao'cun'zheng'shi 贾岛存正始
'jia'dao'ku'jian'ci 贾岛苦兼此
'jia'die'kong'fei'guo 蛱蝶空飞过
'jia'dun'you'xin'yin 嘉遁有新吟
'jia'lin'zi'sai'reng'qian'li 家邻紫塞仍千里
'jia'sha'bu'chen'yi'xiao'cao 袈裟不称揖萧曹
'jia'sha'gai'tou'xin'zai'wu 袈裟盖头心在无
'jia'shan'yun'yu'yue'yun'ping 家山云与岳云平
'jia'tian'shuang'shi'sun 加添双石笋
'jia'zai'fei'hong'wai 家在飞鸿外
'jia'zai'huang'he'bei 家在黄河北
'jian'ao'ji'bu'sheng 煎熬几不胜
'jian'ge'dong'xi'jin'zhan'chen 剑阁东西尽战尘
'jian'hua'suo'duan'hun 兼花锁断魂
'jian'huang'zeng'jiu'ben 剪黄憎旧本
'jian'ji'guang'yin'yi'ren'cui 箭急光阴一任催
'jian'jia'gu'si'zhong 蒹葭古寺中
'jian'jia'jing'lu'mi 蒹葭径路迷
'jian'jian'jian'tai'qing 渐渐见苔青
'jian'jue'chun'guang'mei 渐觉春光媚
'jian'jun'ci'hua'si'qian'cheng 见君此画思前程
'jian'jun'shi'zi'bie 见君诗自别
'jian'lin'pu'bu'ting'yuan'si 渐临瀑布听猿思
'jian'ling'gu'zhu'bai 渐凌孤烛白
'jian'nan'lu'qu'chang 艰难路去长
'jian'qu'guo'wang'tai'dian'hui 剑去国亡台殿毁
'jian'ren'yuan'feng'ming 渐认远峰名
'jian'shi'jing'ku'xin 见诗惊苦心
'jian'shuo'nan'you'yuan 见说南游远
'jian'shuo'xiang'si'chu 见说相思处
'jian'tian'qiu'yu'xiang 健添秋雨响
'jian'ye'bo'can'yang 建业泊残阳
'jian'ye'hong'chen're 建业红尘热
'jian'zhe'jing 见者敬
'jian'zi'nan'yan'pu'bu'bian 翦自南岩瀑布边
'jiang'bian'hu'de'xin 江边忽得信
'jiang'bian'kan'shui'xing 江边看水行
'jiang'cheng'gu'yu'qian 江城谷雨前
'jiang'cun'lei'yu'fa 江村雷雨发
'jiang'di'yan'tan'dui'hou'sheng 将底言谈对后生
'jiang'fu'xiao'ji'tian 江浮晓霁天
'jiang'gao'zheng'yue'yu 江皋正月雨
'jiang'guang'yao'xi'zhao 江光摇夕照
'jiang'gui'jiu'shan'liu'bie'cuo'gong 将归旧山留别错公
'jiang'guo'jiu'ci'guan 江国久辞官
'jiang'guo'qing'chou'dui 江国晴愁对
'jiang'hai'you'kong'kuo 江海游空阔
'jiang'han'chong'lai'wen'ku'yin 江汉重来问苦吟
'jiang'hu'cang'mang'jian 江湖苍莽间
'jiang'hu'jing'yi'yu 江湖经一雨
'jiang'hua'hong'bai'li'ti'ying 江花红白里啼莺
'jiang'hua'hong'xi'sui 江花红细碎
'jiang'hua'yu'fang'cao 江花与芳草
'jiang'ju'ji'guan'zhong'zhi'ji 江居寄关中知己
'jiang'lin'si'ge'ceng 江临寺阁层
'jiang'ling'shi 江令石
'jiang'liu'he'mu'yun 江流合暮云
'jiang'liu'zhang'mu'tian 江流涨墓田
'jiang'lou'lian'xue'ju 江楼联雪句
'jiang'qin'gong'su'lai 江禽共宿来
'jiang'qin'jiu'wai'fei 江禽酒外飞
'jiang'qin'ye'shou'liang'kan'shang 江禽野兽两堪伤
'jiang'ren'xiu'ju'wang 江人休举网
'jiang'seng'chou'xue'ju 江僧酬雪句
'jiang'seng'gui'hai'si 江僧归海寺
'jiang'seng'wei'shuo'you'shi'ti 江僧未说有诗题
'jiang'sha'xian'juan'gong'lun'wen 绛纱闲卷共论文
'jiang'shan'ji'die'gui'cheng'yuan 江山积叠归程远
'jiang'shang'bie'yuan'yang 江上别鸳鸯
'jiang'shang'chuan'feng'ya 江上传风雅
'jiang'shang'jing'shi'jie 江上经时节
'jiang'shang'wang'yuan'shan 江上望远山
'jiang'shang'xia'ri 江上夏日
'jiang'shang'xiang'xun'gong'gan'shang 江上相寻共感伤
'jiang'shang'yi'qing'liang 江上忆清凉
'jiang'shang'zhi'chun'yu 江上值春雨
'jiang'sheng'li'guo'dong'xi'si 江声里过东西寺
'jiang'sheng'ya'mu'zhong 江声压暮钟
'jiang'shui'hua'shi'ti 将谁话石梯
'jiang'si'chun'can'ji'mu'zhong'zhi'ji'er'shou 江寺春残寄幕中知己二首
'jiang'si'mei'gui'you'du'chun 江寺玫瑰又度春
'jiang'tan'qian'xing'yuan 江潭牵兴远
'jiang'tian'leng'dan'xia 江天冷澹霞
'jiang'tou'mo'xiang'zuo'chan'feng 江头默想坐禅峰
'jiang'tui'ji'ming'sou 讲退即冥搜
'jiang'wei'qu'feng'mang 将谓屈锋铓
'jiang'wei'tang'yao'zhi'zun 将谓唐尧之尊
'jiang'xing'zao'fa 江行早发
'jiang'yi'bi'si'ren 将遗必死人
'jiang'yi'biao'tang'yao'yu'shun'zhi'ming'jun 将以表唐尧虞舜之明君
'jiang'yi'xue'ni'fei 江驿雪泥肥
'jiang'you'song'hua'xing'ci'jing'zhu 将游嵩华行次荆渚
'jiang'yue'qing'mou'leng 江月青眸冷
'jiang'yun'chu'xian'zi 江云触藓滋
'jiang'zhai'juan'bo'han'hao'jiu 江斋卷箔含毫久
'jiang'zhi'kuang'yue'guo'xun'yang 将之匡岳过寻阳
'jiang'zhong'zhai'qing'ba 讲终斋磬罢
'jiao'ba'jing'xing'zhu'lv'tai 教把经行拄绿苔
'jiao'gan'lie'cui'sheng 蕉干裂脆声
'jiao'jiao'lei'guan'guan 角角类关关
'jiao'kai'xiang'man'shi 角开香满室
'jiao'po'hong'xiang'kan'huan'gu 嚼破红香堪换骨
'jiao'qie'qin'ming'yu 叫切禽名宇
'jiao'qin'na'xi'he 交亲那喜何
'jiao'qin'xi'huan'lao'lai'yi 交亲喜换老莱衣
'jiao'ran'ling'yi'shi 皎然灵一时
'jiao'ran'ping'li'jian'quan'heng 皎然评里见权衡
'jiao'ran'wei'bi'mi'qian'xi 皎然未必迷前习
'jie'bai'sui'kan'ai 洁白虽堪爱
'jie'gou'jin'tao'gong 结构近陶公
'jie'gou'jiu'ji'ping 结构旧基平
'jie'hui'xiao'bian'mo'xuan'xin 劫灰销变莫宣心
'jie'jie'lu'lang'gan 节节露琅玕
'jie'qu'rao'lang'wu 诘曲绕廊庑
'jie'wen'mi'shu'lang'ci'yi 借问秘书郎此意
'jie'wen'xun'jia'xiong'di'nei 借问荀家兄弟内
'jie'wo'lin'chi'jia'dou'gao 借我临池价斗高
'jie'xiao'ai'ming'seng 解笑爱名僧
'jie'xiao'shi 戒小师
'jie'yu'bian'yin'shi 解语便吟诗
'jie'yun'tao 竭云涛
'jin'biao'zi'shou'rang'qian'tu 金镳紫绶让前途
'jin'cheng'zhu'shang'you'er'long 金城柱上有二龙
'jin'chu'li'cui'mo'jie'hei 金杵力摧魔界黑
'jin'dai'pan'kong'yu'cheng'jie 锦带盘空欲成结
'jin'dao'jiu'jian'cheng 金刀旧剪成
'jin'dao'shan'leng'guang 金刀闪冷光
'jin'feng'sheng'jin'xun'feng'fa 金风声尽熏风发
'jin'gu'juan'chang'xiao 筋骨倦长宵
'jin'gu'yuan'ying'mei 金谷园应没
'jin'jiang'xin'zhong'shu 锦江新冢树
'jin'jiang'yu'ju 金江寓居
'jin'jiang'zeng'gu'cui 锦江增古翠
'jin'jue'nong'hua'zai'mu'dan 尽觉浓华在牡丹
'jin'lai'fen'jian'cao 近来焚谏草
'jin'lai'jian'yi'shu 今来见亦疏
'jin'lai'kong'ji'meng 近来空寄梦
'jin'lai'lao'lie'nan'xing'shen 今来老劣难行甚
'jin'lai'shang'yi'zhang 今来尚忆张
'jin'lai'xiao'sa'shu'sheng'gong 今来潇洒属生公
'jin'lai'you'qing'sheng 今来有磬声
'jin'lai'yu'chang'wang 今来欲长往
'jin'lai'zheng'tan'lu'chen'jiu 今来正叹陆沉久
'jin'ling'gao'yi'en'men'zai 金陵高忆恩门在
'jin'ling'wang'sui'tong'kui'jing 金陵往岁同窥井
'jin'liu'duan'zhu'feng 金流断竹风
'jin'long'mo'hen'shang'guan'ze 金笼莫恨伤冠帻
'jin'mao'shi'zi'sheng 金毛师子声
'jin'nian'jing'yi'dao 近年精易道
'jin'nuo'jing'yi'zi'jiang'song 金诺静宜资讲诵
'jin'qu'you'xi'ru'lu'chui 尽驱幽细入垆锤
'jin'ren'bu'yao'qiang'xing'mo 今人不要强硎磨
'jin'ri'jiang'nan'si 今日江南寺
'jin'ri'long'zhong'qiang'yan'yu 今日笼中强言语
'jin'shan'si 金山寺
'jin'shi'gong'you'ti'ban'chu 尽是共游题版处
'jin'shui'dong'fu'qing'shang'yu 锦水东浮情尚郁
'jin'shui'liu'chun'kuo 锦水流春阔
'jin'shuo'you'jiang'si 近说游江寺
'jin'si'wei'shang'fei 近死为伤肥
'jin'sui'fu'chun'wei 今岁赴春闱
'jin'suo'xin'zhi'lai 金梭新织来
'jin'suo'zha'zha'wen'li'li 金梭札札文离离
'jin'tai'you'du'qiu 金台又度秋
'jin'tang'li'mian'jing'he'qiu 金汤里面境何求
'jin'ti'diao'lou'miao 今体雕镂妙
'jin'ti'jin'sou'chu'pou'pan 今体尽搜初剖判
'jin'ting'sui'ji'wang 津亭虽极望
'jin'tui'qiu'ji 进退求己
'jin'wei'di'ji'sheng 今为第几生
'jin'wen'nan'guo'sheng'nan'sheng 近闻南国升南省
'jin'wen'wei'gu'lv 近闻为古律
'jin'wen'yi'zhu'lin'heng'yue 近闻移住邻衡岳
'jin'wu'yu'tang'kai'zhao'shui 金屋玉堂开照睡
'jin'xi'ba'you'shuang'bin'bai 金锡罢游双鬓白
'jin'xi'chu'sui'ru'shu'chuan 巾舄初随入蜀船
'jin'xi'geng'fen'ming 今夕更分明
'jin'xi'hong'ai'qu 尽洗红埃去
'jin'xiang'wei'you'xue 近乡微有雪
'jin'xiao'jin'xiang'yuan'shi'wang 今宵尽向圆时望
'jin'xiao'qian'xi'jie'kan'wan 今宵前夕皆堪玩
'jin'xiu'ji'ying'yi 襟袖既盈溢
'jin'ye'yin'kong'dan'dang'he 浸野淫空澹荡和
'jin'ying'jin'ya'feng 金英尽亚风
'jin'ying'sheng'bai'fa 尽应生白发
'jin'ying'shu'ku'xin 尽应输苦心
'jin'you'shui'kan'yu 近有谁堪语
'jin'you'wu'yang'hui'shang'ren 近有五羊徽上人
'jin'zhao'hai'mao'shu 今朝还貌舒
'jing'an'gong'si 经安公寺
'jing'bo'bu'zai'yan'dan'jian 惊波不在黤黮间
'jing'ceng'ji'chu'kan 经曾几处看
'jing'chao'gu'dao'yue 静巢孤岛月
'jing'chu'la'jiang'can 荆楚腊将残
'jing'chu'lian'qiu'zu'ye'qing 荆楚连秋阻野情
'jing'chuang'ban'zai'hu 经窗半在湖
'jing'chun'lan'du'you 经春兰杜幽
'jing'duo'wang'sun'jiu 静堕王孙酒
'jing'fei'zheng'jun'jiu'ju 经费征君旧居
'jing'guang'cheng'yu'hu 精光称玉壶
'jing'guang'dong'shu'jian 精光动蜀笺
'jing'guo'ji'xiao'ri 经过几销日
'jing'hua'lu'si'zhi 静话鹭鸶知
'jing'hua'xiao'di'di 精华销地底
'jing'jia'dao'jiu'ju 经贾岛旧居
'jing'jiang'shu'ye'fang'shui'xing 竟将疏野访谁行
'jing'jing'wu'ren'ke'gong'xie 净境无人可共携
'jing'kan'xiao'he'zuo'zhi'jun 静看萧何坐致君
'jing'li'yu'wu'shi 静理馀无事
'jing'lian'shuang'mei'dui'bai'lian 静敛霜眉对白莲
'jing'ling'bing'ge'ji 竟陵兵革际
'jing'ling'xi'bie'hou 竟陵西别后
'jing'ling'yu'zhou'gong 竟陵遇昼公
'jing'lun'dao'yin'zhen 静论到吟真
'jing'lun'gong'yu'geng'ye'shi 经论功馀更业诗
'jing'lun'xu'can'shi'lun'chang 静论须惭世论长
'jing'men'bing'zhong'ji'huai'guan'wei'shang'ren 荆门病中寄怀贯微上人
'jing'men'bing'zhong'ji'huai'xiang'ren'ou'yang'shi'lang'bin 荆门病中寄怀乡人欧阳侍郎彬
'jing'men'bing'zhong'yu'hou'shu'huai'ji'mu'zhong'zhi'ji 荆门病中雨后书怀寄幕中知己
'jing'men'de'xin'shi 荆门得信时
'jing'men'fang'yan'fei 荆门访掩扉
'jing'men'gui'lu'zhi'hu'nan 荆门归路指湖南
'jing'men'ji'huai'zhang'gong'feng'jian'cheng'mu'zhong'zhi'ji 荆门寄怀章供奉兼呈幕中知己
'jing'men'ji'shen'bin 荆门寄沈彬
'jing'men'ji'ti'chan'yue'da'shi'ying'tang 荆门寄题禅月大师影堂
'jing'men'ji'zhong'xi'xie 荆门疾中喜谢
'jing'men'jian'bian'ji 荆门见编集
'jing'men'lai'ji'ri 荆门来几日
'jing'men'mian'huai'ji'dao'lin'si'zhu'you 荆门勉怀寄道林寺诸友
'jing'men'mu'dong'yu'jie'gong'hua'bie 荆门暮冬与节公话别
'jing'men'qian'sui'shi'hu'hui 荆门前岁使乎回
'jing'men'qian'wan'po 荆门千万坡
'jing'men'qiu'ri'ji'you'ren 荆门秋日寄友人
'jing'men'song'ren'zi'e'mei'you'nan'yue 荆门送人自峨嵋游南岳
'jing'men'song'xing'chan'shi 荆门送兴禅师
'jing'men'song'zhou'gong'gui'peng'ze'jiu'ju 荆门送昼公归彭泽旧居
'jing'men'xia'ri'ji'dong'shan'jie'gong 荆门夏日寄洞山节公
'jing'men'yu'min'yue 荆门与闽越
'jing'nian'qi'shi'guo 经年乞食过
'jing'qi'jian'lang'xian 精奇见浪仙
'jing'ru'wu'sheng'yue 静入无声乐
'jing'shan'yi'ku'gao 荆山亦枯槁
'jing'she'ke'zhui'chang'wang'ji 静社可追长往迹
'jing'shen'he'zi'ran 精深合自然
'jing'shen'yi'zhi'qiu'kong'he 精神一只秋空鹤
'jing'sheng'gan'luo'lv'wu'tong 井声干落绿梧桐
'jing'shi'ceng'tu'qiao 静室曾图峭
'jing'shi'zhen'xiao'xi 静是真消息
'jing'shu'yin'pin'ru 径熟因频入
'jing'si'lai'niao'wai 静思来鸟外
'jing'si'sheng'shuo'mo 静思生朔漠
'jing'si'xun'qu'lu 静思寻去路
'jing'sou'dang'hao'jing 精搜当好景
'jing'tan'gao'yong'you'shui'zhi 静弹高咏有谁知
'jing'ting'fu'ru'he 静听复如何
'jing'ting'shan'se'gu 敬亭山色古
'jing'wei'yun'mu'hua 径危云母滑
'jing'wu'huang'luo'mu'chan'qing 井梧黄落暮蝉清
'jing'wu'ping'guan 经吴平观
'jing'xi'shen'yi'zhu 静息深依竹
'jing'xing'bi'shu'shen 经行避暑深
'jing'xing'gu'jian'pi 经行骨渐疲
'jing'xing'jue'ai'zeng 经行绝爱憎
'jing'xing'shui'de'jian 径行谁得见
'jing'xun'shen'bu'fang 经旬甚不妨
'jing'ye'dong'xiang'cheng 劲叶动相撑
'jing'yi'jian'zhu'shi 静宜兼竹石
'jing'yi'pie'guo'lou 惊移瞥过楼
'jing'yi'qing'xian'pian 静依青藓片
'jing'yi'yun'seng'zhang 静倚云僧杖
'jing'yin'xian'ji'fa 静引闲机发
'jing'ying'can'pei'lou 经营惭培塿
'jing'you'sou'yi'xuan 境幽搜亦玄
'jing'you'wen'shun'yu 经游闻舜禹
'jing'yue'chang'han'sha 经月长寒莎
'jing'zhao'wu'yan'xie'yi'deng 静照无言谢一灯
'jing'zhen'ting'chan'wo 静枕听蝉卧
'jing'zhong'shi'juan'shu 静中时卷舒
'jing'zhou'guan'xiu'da'shi'jiu'fang 荆州贯休大师旧房
'jing'zhou'ji'guan'wei'shang'ren 荆州寄贯微上人
'jing'zhou'lian'sui'zhi'you'fang 荆州连岁滞游方
'jing'zhou'xin'qiu'si'ju 荆州新秋寺居
'jing'zhu'bing'zhong 荆渚病中
'jing'zhu'feng'chan'you 荆渚逢禅友
'jing'zhu'gan'huai'ji'seng'da'chan'di'san'shou 荆渚感怀寄僧达禅弟三首
'jing'zhu'ji'huai'xi'shu'wu'ran'da'shi'xiong 荆渚寄怀西蜀无染大师兄
'jing'zhu'ou'zuo 荆渚偶作
'jing'zuo'chen'liang'yi'shu'ying 静坐趁凉移树影
'jing'zuo'yun'sheng'na 静坐云生衲
'jiu'bie'cheng'shuai'bing 久别成衰病
'jiu'bie'gong'ti'shi 久别共题诗
'jiu'bie'mo'wang'lu'fu'yue 久别莫忘庐阜约
'jiu'bie'ren'xi'jian 旧别人稀见
'jiu'bie'ying'huang'fei 久别应荒废
'jiu'bing'jue'nan'yi 酒病觉难医
'jiu'can'ying'huan'gu 久餐应换骨
'jiu'chong'fang'ce'xi 九重方侧席
'jiu'chu'yu'long'jie'xi'wu 旧处鱼龙皆细物
'jiu'dai'zun'lei'lin'tie'weng 久待尊罍临铁瓮
'jiu'die'cang'ya'li 九叠苍崖里
'jiu'dui'bai'lian'fang 旧对白莲房
'jiu'feng'he'lian'ruo 旧峰呵练若
'jiu'feng'qian'zuo'xia'lai'shi 旧峰前昨下来时
'jiu'guo'ju'xiang'jin 旧国居相近
'jiu'hua'hun'fang'fu 九华浑仿佛
'jiu'hua'qing'li'kou'song'guan 九华青里扣松关
'jiu'hua'xian'wo'zui'gao'ceng 九华闲卧最高层
'jiu'ji'lu'feng'xia 旧寄炉峰下
'jiu'jie'cai'ying'biao'jiu'yang 九节材应表九阳
'jiu'jing'san'shi'xue 九经三史学
'jiu'li'huang'ying'jin 旧里荒应尽
'jiu'li'wang'zhe'que 久离王者阙
'jiu'li'zhi'qian'cheng 久立滞前程
'jiu'lian'geng'jing'xin 九炼更精新
'jiu'lin'zhu'zhi'zai 旧林诸侄在
'jiu'lun'jing'nan'wen 旧论竟难闻
'jiu'men'ru'chuan'du 九门如川渎
'jiu'ri'feng'xu'zhong'xu'shou 九日逢虚中虚受
'jiu'shan'chun'nuan'sheng'wei'jue 旧山春暖生薇蕨
'jiu'shan'yin'you'zai 旧山吟友在
'jiu'shan'you'cao'zhi 旧扇犹操执
'jiu'shang'qin'sang'ren'wang'hou 久伤琴丧人亡后
'jiu'she'kong'huai'duo'bai'lian 旧社空怀堕白莲
'jiu'shi'kai'juan'dan'shang'xin 旧诗开卷但伤心
'jiu'shi'shen'xian'hui'li'ren 旧是神仙会里人
'jiu'shi'xiu'gong'zhong'jing'yin 旧是休公种境吟
'jiu'shuo'lei'ju'shi 旧说雷居士
'jiu'tiao'han'lang'wan'chuang'kai 九条寒浪晚窗开
'jiu'tu'jin'huang'xu 九土尽荒墟
'jiu'wen'wei'ke'guo'cang'wu 久闻为客过苍梧
'jiu'xi'qian'wan'gan 旧溪千万竿
'jiu'yan'bai'yun'fei 久掩白云扉
'jiu'ye'shu'lian'xiang'shu'yuan 旧业树连湘树远
'jiu'ye'wei'wu'shi 九野未无事
'jiu'ye'yuan'lin'zai'xia'tou 旧业园林在下头
'jiu'yin'meng'qian'reng 旧隐梦牵仍
'jiu'yin'nan'di'ju 久吟难敌句
'jiu'yin'zhong'qian'meng 旧隐终牵梦
'jiu'you'shi'ru'jing'si'liang 旧游时入静思量
'jiu'you'yi'qian'li 旧友一千里
'jiu'you'zhong'dao'bei'bei'liang 旧游重到倍悲凉
'jiu'yu'han'hui'he 久与寒灰合
'jiu'yue'huai'kuang'lu 旧约怀匡庐
'jiu'yue'jiang'yu'jin 九月将欲尽
'jiu'yue'yu'shui'gui 旧约与谁归
'jiu'zai'hua'di'tian'huang'zhu 旧栽花地添黄竹
'jiu'zhai'xiu'yi'dui'song'guan 旧斋休忆对松关
'jiu'zhi'xin'ti'xue'fu'kan 旧制新题削复刊
'jiu'zhu'bu'sheng'gen 久住不生根
'jiu'zhu'he'fang'lao'wei'huan 旧住何妨老未还
'jiu'zhu'jin'tai'dan'an'jing 久驻金台但暗惊
'jiu'zhu'seng'fang'suo'zai'wu 旧住僧房锁在无
'ju'ao'zhuan'ce'chang'qiu'fan 巨鳌转侧长鰌翻
'ju'dao'lin'si'shu'huai 居道林寺书怀
'ju'guo'zang'quan'zhen 举国葬全真
'ju'hua'wei'nuan'bang'jiang'tan 菊花微暖傍江潭
'ju'jian'hun'ru'zai 句践魂如在
'ju'ling'he'ren'bo 巨灵何忍擘
'ju'pin'mo'yan'duo 居贫莫厌多
'ju'shang'du'liu'nian 局上度流年
'ju'shi'jin'han'jin'yu'qi 巨石尽含金玉气
'ju'shi'ling'kong'hei 巨石凌空黑
'ju'tou'hai'you'ai 举头还有碍
'ju'you'yuan'lin'shu 橘柚园林熟
'ju'you'zhou'bian'du'ri'bu 橘柚洲边度日晡
'ju'zao'feng'ming'jiang 句早逢名匠
'juan'ba'bai'san'shi'jiu 卷八百三十九
'juan'ba'bai'si'shi 卷八百四十
'juan'ba'bai'si'shi'er 卷八百四十二
'juan'ba'bai'si'shi'liu 卷八百四十六
'juan'ba'bai'si'shi'qi 卷八百四十七
'juan'ba'bai'si'shi'san 卷八百四十三
'juan'ba'bai'si'shi'si 卷八百四十四
'juan'ba'bai'si'shi'wu 卷八百四十五
'juan'ba'bai'si'shi'yi 卷八百四十一
'juan'kai'jin'shui'xia'guang'lan 卷开锦水霞光烂
'jue'ding'you'ren'jing'jie'zai 绝顶有人经劫在
'jue'ding'zheng'qing'qiu 绝顶正清秋
'jue'lai'shui'gong'shuo 觉来谁共说
'jue'li'yi'yuan'zhen'you'wei 绝利一源真有谓
'jue'wu'chuan'yun'yu'teng'yue 攫雾穿云欲腾跃
'jun'bu'jian'chu'ling'jun 君不见楚灵均
'jun'ci'qu'meng'zhou 君此去蒙州
'jun'dai'nv'xu'ming 郡带女媭名
'jun'dao'xiang'shan'si 君到香山寺
'jun'dao'xiao'xiang'de'jian'wu 君到潇湘得健无
'jun'du'ai'shi'xuan 君独爱诗玄
'jun'gui'wei'wen'feng'qian'si 君归为问峰前寺
'jun'hao'kan 君好看
'jun'hou'kai'yan'chu 郡侯开宴处
'jun'hua'nan'xu'qu 君话南徐去
'jun'huai'ming'zhu'qu'dong'zhou 君怀明主去东周
'jun'kan'san'bai'pian'zhang'shou 君看三百篇章首
'jun'kan'wan'tai'dang'yan'chu 君看万态当筵处
'jun'lai'qi'shi'bie 君来乞诗别
'jun'lou'dong'mian'si'qiang'xi 郡楼东面寺墙西
'jun'neng'xu'lin'bing 君能许邻并
'jun'qu'ying'xiang'yu 君去应相与
'jun'shi'ji'shi'ren 君是继诗人
'jun'shi'zi'ru'shen 君诗自入神
'jun'wen'guo'feng'fou 君闻国风否
'jun'xiang'xian'shan'you'sheng'jing 君向岘山游圣境
'jun'xin'you'dai'tuo'lan'pao 君心犹待脱蓝袍
'jun'ying'bei'wo'qing 君应悲我情
'jun'ying'gong'ci'qing 君应共此情
'jun'ying'zui'hou'sheng 君应最后生
'jun'you'jin'hei'zi 君犹尽黑髭
'jun'you'nan'guo'qu 君游南国去
'jun'you'wei'shi'ke 郡有为诗客
'jun'you'xing'ke'zhi 君游兴可知
'jun'zhu'dong'chao'wo'chu'xi 君住东朝我楚西
'jun'zi'fu'tian'ji 君自负天机
'jun'zi'xing 君子行
'kai'hu'si'gui'yuan 开户思归远
'kai'men'liu'shui'ru 开门流水入
'kai'men'you'yan'bie 开门又言别
'kai'shi'an'neng'qiong'hao'wu 开士安能穷好恶
'kai'shi'du'zhan'shang'chun'feng 开时独占上春风
'kai'shi'wen'fu'yu 开时闻馥郁
'kan'huai'er'lv'shi 堪怀二律师
'kan'huai'wo'xing'tong 堪怀我姓同
'kan'jin'ling'tu 看金陵图
'kan'jing'yan'yi'hun 看经眼亦昏
'kan'jing'ying'luo'gu'long'tan 看经影落古龙潭
'kan'ke'zhun'da'shi'shi'xu'you'ji 看可准大师诗序有寄
'kan'lai'xin'yi'xian 看来心意闲
'kan'sai'sun'sun'cheng'du'guan 堪塞孙孙骋度关
'kan'sui'le'tian'ji 堪随乐天集
'kan'sui'you'zi'lu 堪随游子路
'kan'ta'qu'jing'qu'shi'ming 看他趋竞取时名
'kan'wai'yang'zhou'shu 槛外扬州树
'kan'wen'tan'zheng'sheng 堪闻弹正声
'kan'wen'zheng'hou'sheng 堪闻正后生
'kan'xiang'dou'ren'qi'zhi'dian 堪想都人齐指点
'kan'xiang'hua'tang'lian'juan'ci 堪想画堂帘卷次
'kan'xiao'chen'gong'zhu'xia'ke 堪笑陈宫诸狎客
'kan'xiao'la'mian'xiang 堪消蜡面香
'kan'xiao'tong'wen'you 堪笑同文友
'kan'xiao'xiu'xian'lv 堪笑修仙侣
'kan'xue'xia'nan'shan 看雪下南山
'kan'yi'chun'yun'shi'er'feng 堪忆春云十二峰
'kang'le'wen'zhang'meng'shou'xin 康乐文章梦授心
'kang'tai'zhong'lai'zai 康泰终来在
'kao'pan'ying'wei'yong 考槃应未永
'ke'gui'you'xun'qu 客贵犹寻去
'ke'hao'guo'wu'yan 客好过无厌
'ke'jian'luan'li'shi 可见乱离世
'ke'jing'cheng'shi'wan 可惊成事晚
'ke'kan'chuan'qu'geng'gu'ming 可堪传去更沽名
'ke'kan'dong'xian'ming'tian'zi 可堪东献明天子
'ke'kuang'zhao'sheng'xian 客况棹声闲
'ke'lian'ban'ye'chan'juan'ying 可怜半夜婵娟影
'ke'lian'chan'yue'zi 可怜禅月子
'ke'lian'er'zi'tong'gui'xing 可怜二子同归兴
'ke'lian'gu'jie'si'hua'ting 可怜孤洁似华亭
'ke'lian'gui'qu'shi'zhang'heng 可怜归去是张衡
'ke'lian'pu'shui'liu 可怜濮水流
'ke'lian'qian'gu'huai'sha'chu 可怜千古怀沙处
