'ai'jiang'tou 哀江头
'wan'shi'sui'zhuan'zhu 万事随转烛
'wan'tai'ti'xian'lu'jie'jiao 剜苔剔藓露节角
'wan'you'di'zi'chuan'fen'fang 晚有弟子传芬芳
'wan'zhuan'e'mei'ma'qian'si 宛转蛾眉马前死
'wang'bo 王勃
'wang'chang'ling 王昌龄
'wang'chuan'xian'ju'zeng'pei'xiu'cai'di 辋川闲居赠裴秀才迪
'wang'di'chun'xin'tuo'du'juan 望帝春心托杜鹃
'wang'dong'ting'hu'zeng'zhang'cheng'xiang 望洞庭湖赠张丞相
'wang'han 王翰
'wang'ji'men 望蓟门
'wang'ji'shi'suo'zhu 忘迹世所逐
'wang'jian 王建
'wang'jun'lou'chuan'xia'yi'zhou 王浚楼船下益州
'wang'jun'yan'shui'kuo 望君烟水阔
'wang'lai'cheng'gu'jin 往来成古今
'wang'sun'gui'bu'gui 王孙归不归
'wang'sun'shan'bao'qian'jin'qu 王孙善保千金躯
'wang'sun'zi'ke'liu 王孙自可留
'wang'wan 王湾
'wang'wang'qu'jiu'hai'du'qing 往往取酒还独倾
'wang'wei 王维
'wang'xian'lou'shang'wang'jun'wang 望仙楼上望君王
'wang'yue 望岳
'wang'yue'huai'yuan 望月怀远
'wang'zhi'huan 王之涣
'wei 委
'wei'an'gu'shi'xing 未谙姑食性
'wei'bi'feng'shi'ceng'jiao 未必逢矢曾缴
'wei'cheng'qu'diao'xian'you'qing 未成曲调先有情
'wei'cheng'yang'qi'xing'shi'ling 为乘阳气行时令
'wei'chuan'tian'jia 渭川田家
'wei'ci'jian'fa'shui'neng'song 未辞剪伐谁能送
'wei'de'bao'en'bu'neng'gui 未得报恩不能归
'wei'du'si'min'kang 未睹斯民康
'wei'fang'chou'chang'shi'qing'kuang 未妨惆怅是清狂
'wei'feng'chui'lan'du 微风吹兰杜
'wei'feng'lu'shi'zhai'guan'cao'jiang'jun'hua'ma'tu 韦讽录事宅观曹将军画马图
'wei'gan'jun'wang'zhan'zhuan'si 为感君王辗转思
'wei'hu'gao'zai 危乎高哉
'wei'ji'fu'jing'fei 未几拂荆扉
'wei'ji'zhi'wei'an 危机之未安
'wei'jian'chang'jiang'tian'ji'liu 惟见长江天际流
'wei'jian'jiang'xin'qiu'yue'bai 唯见江心秋月白
'wei'jian'lin'hua'luo 唯见林花落
'wei'jiang'chi'mu'gong'duo'bing 唯将迟暮供多病
'wei'jiang'jiu'wu'biao'shen'qing 唯将旧物表深情
'wei'jiang'zhong'ye'chang'kai'yan 惟将终夜长开眼
'wei'jie'yi'chang'an 未解忆长安
'wei'jue'shi'zhi'zhen'xi 惟觉时之枕席
'wei'jun'fan'zuo'pi'pa'xing 为君翻作琵琶行
'wei'lian'yi'deng'ying 惟怜一灯影
'wei'mian'chui'chu'chen'ai'jian 未免捶楚尘埃间
'wei'qiang'du'ye'zhou 危樯独夜舟
'wei'qing'bu'bai'you'tian'xing 卫青不败由天幸
'wei'shuang'qi'qi'dian'se'han 微霜凄凄簟色寒
'wei'shui'zi'ying'qin'sai'qu 渭水自萦秦塞曲
'wei'ta'ren'zuo'jia'yi'shang 为他人作嫁衣裳
'wei'wen'tian'rong'dou'che'qi 为问天戎窦车骑
'wei'wo'du'liang'jue'jiu'ke 为我度量掘臼科
'wei'wo'wei'gai'shen'can'shang 帷幄未改神惨伤
'wei'wo'yi'hui'shou 为我一挥手
'wei'xiu'guan'xi'zu 未休关西卒
'wei'yang'qian'dian'yue'lun'gao 未央前殿月轮高
'wei'yang'xia'chu'qiu 微阳下楚丘
'wei'yang'yi'jiu'you 维扬忆旧游
'wei'yao'luo'er'xian'shuai 未摇落而先衰
'wei'ying'wu 韦应物
'wei'you'juan'ai'da'sheng'chao 未有涓埃答圣朝
'wei'you'yin'zhe'liu'qi'ming 惟有饮者留其名
'wei'you'you'ren'zi'lai'qu 惟有幽人自来去
'wei'yu'ai'fang'yuan 微雨霭芳原
'wei'yu'zhong'qing'yin 惟馀钟磬音
'wei'zhuang 韦庄
'wen 问
'wen'cai'feng'liu'jin'shang'cun 文采风流今尚存
'wen'chan'dan'yi'bei 闻蝉但益悲
'wen'cheng'po'ti'shu'zai'zhi 文成破体书在纸
'wen'chuan'zhong'ye'tan'pi'pa'zhe 闻船中夜弹琵琶者
'wen'da'nai'wei'yi 问答乃未已
'wen'dao'gu'lin'xiang'shi'duo 闻道故林相识多
'wen'dao'gui'feng'xiang 问道归凤翔
'wen'dao'han'jia'tian'zi'shi 闻道汉家天子使
'wen'dao'huang'long'shu 闻道黄龙戍
'wen'dao'yu'lai'xiang'wen'xun 闻道欲来相问讯
'wen'dao'yu'men'you'bei'zhe 闻道玉门犹被遮
'wen'feng'zuo'xiang'yue 闻风坐相悦
'wen'guan'jun'shou'he'nan'he'bei 闻官军收河南河北
'wen'hui'gu'zhi'liu'sheng 闻蟪蛄之流声
'wen'jun'he'suo'zhi 问君何所之
'wen'jun'xi'you'he'shi'hai'wei'tu'fan'ti'chan'huan'shan'pang'yan'bu'ke'pan 问君西游何时还畏途繁体谗换山旁岩不可攀
'wen'ke'he'wei'lai 问客何为来
'wen'liu'shi'jiu 问刘十九
'wen'quan'shui'hua'xi'ning'zhi 温泉水滑洗凝脂
'wen'ting'yun 温庭筠
'wen'weng'fan'jiao'shou 文翁翻教授
'wen'wo'lai'he'fang 问我来何方
'wen'xing'jing'chu'jian 问姓惊初见
'wen'zhang'zeng'ming'da 文章憎命达
'wen'zhi'bu'ken'dao'xing'ming 问之不肯道姓名
'wo'bei'fu'deng'lin 我辈复登临
'wo'ben'chu'kuang'ren 我本楚狂人
'wo'chi'chang'piao'zuo'ba'qiu 我持长瓢坐巴丘
'wo'cong'qu'nian'ci'di'jing 我从去年辞帝京
'wo'du'bu'de'chu 我独不得出
'wo'ge'jin'yu'jun'shu'ke 我歌今与君殊科
'wo'ge'yue'pai'huai 我歌月徘徊
'wo'hang'shu'wei'yi 我行殊未已
'wo'hou'qing'xiao'xi'xi'chang 卧后清宵细细长
'wo'jia'xiang'shui'qu 我家襄水曲
'wo'lai'zheng'feng'qiu'yu'jie 我来正逢秋雨节
'wo'long'yue'ma'zhong'huang'tu 卧龙跃马终黄土
'wo'wen'pi'pa'yi'tan'xi 我闻琵琶已叹息
'wo'wu'ying'ling'luan 我舞影零乱
'wo'xin'su'yi'xian 我心素已闲
'wo'yi'ju'jia'qing 我亦举家清
'wo'yu'yin'zhi'meng'wu'yue 我欲因之梦吴越
'wo'zui'jun'fu'le 我醉君复乐
'wu'ai'meng'fu'zi 吾爱孟夫子
'wu'bian'luo'mu'xiao'xiao'xia 无边落木萧萧下
'wu'cai'ri'shuai'lao 无才日衰老
'wu'chu'dong'nan'che 吴楚东南坼
'wu'di'ci'qian'yun'yu'san 武帝祠前云欲散
'wu'di'da'guan'zou'bi'hu 屋底达官走避胡
'wu'fu'she'jiao'jiang'shui'zhong 无复射蛟江水中
'wu'geng'gu'jiao'sheng'bei'zhuang 五更鼓角声悲壮
'wu'geng'shu'yu'duan 五更疏欲断
'wu'guan'zi'gu'xian'da'ren 吾观自古贤达人
'wu'hou'ci'wu'chang'lin'jin 武侯祠屋常邻近
'wu'hu'sheng'huang'ji'sheng'xiang 呜呼圣皇及圣相
'wu'hu'wu'yi'qi'cuo'tuo 呜呼吾意其蹉跎
'wu'hu'yan'shui'du'wang'ji 五湖烟水独忘机
'wu'hua'lian'qian'xuan'zuo'bing 五花连钱旋作冰
'wu'hua'ma 五花马
'wu'huang'kai'bian'yi'wei'yi 武皇开边意未已
'wu'ji'ya'jiu'huan'ke'chang 吴姬压酒唤客尝
'wu'jia'wen'si'sheng 无家问死生
'wu'jiang'shi'wu'xiong 乌江十五兄
'wu'ling'bei'yuan'shang 五陵北原上
'wu'ling'jia'qi'wu'shi'wu 五陵佳气无时无
'wu'ling'nian'shao'zheng'chan'tou 五陵年少争缠头
'wu'ma'mo'liu'lian 五马莫留连
'wu'mou'shi'bu'yong 吾谋适不用
'wu'ning'ai'yu'zeng 吾宁爱与憎
'wu'ping'fan'zhi'yi'zou'jian'tang'lang'zhi'bao'ying 悟平反之已奏见螳螂之抱影
'wu'ren'shou'fei'zhang 无人收废帐
'wu'ren'shou'shi'li'ze'na 无人收拾理则那
'wu'ren'xin'gao'jie 无人信高洁
'wu'ru'ci'chu'xue'zhang'sheng 无如此处学长生
'wu'shi'jiao'long'de 无使蛟龙得
'wu'shi'nian'jian'si'fan'zhang 五十年间似反掌
'wu'sun'bu'luo'jia'xiang'yuan 乌孙部落家乡远
'wu'ti 无题
'wu'ti'er'shou'zhi'er 无题二首之二
'wu'ti'er'shou'zhi'yi 无题二首之一
'wu'tong'xiang'dai'lao 梧桐相待老
'wu'wei'zai'qi'lu 无为在歧路
'wu'wei'zhi'yin'xi 勿谓知音稀
'wu'xi'yi'fu'gong'yun'shan 五溪衣服共云山
'wu'xia'ti'yuan'shu'hang'lei 巫峡啼猿数行泪
'wu'yan'gu'shi 五言古诗
'wu'yan'jue'ju 五言绝句
'wu'yan'lv'shi 五言律诗
'wu'yue'bu'ke'chu 五月不可触
'wu'yue'ji'zhi'jie'san'gong 五岳祭秩皆三公
'wu'yue'xi'shi'cai 五月西施采
'wu'yue'xin'zi'zu 悟悦心自足
'wu'yue'xun'xian'bu'ci'yuan 五岳寻仙不辞远
'wu'zhong'sheng'wen'shi 吴中盛文史
'wu'zhong'zhang'han'cheng'da'sheng 吴中张翰称达生
'xi'ba'ceng'wu'li'qu'shi 戏罢曾无理曲时
'xi'bi'chang'she 夕避长蛇
'xi'bi'ren 西鄙人
'xi'bie'jun'wei'hun 昔别君未婚
'xi'cao'wei'feng'an 细草微风岸
'xi'cao'xiang'xian'xiao'dong'you 细草香闲小洞幽
'xi'chu'dou'men'bai'yu'li 西出都门百馀里
'xi'ci'xu'yi'xian 夕次盱眙县
'xi'dang'tai'bai'you'niao'dao 西当太白有鸟道
'xi'dian'ying'fei'si'qiao'ran 夕殿萤飞思悄然
'xi'feng'sheng'cui'luo 西风生翠萝
'xi'feng'tian'shu'bai'suo'wei 夕奉天书拜琐闱
'xi'gong'nan'nei'duo'qiu'cao 西宫南内多秋草
'xi'he'yong'rui'jin'he'yu 昔何勇锐今何愚
'xi'hua'yu'chan'yi 溪花与禅意
'xi'jian'wai'di'you'yan'bie 喜见外弟又言别
'xi'jiao'hu'zheng'fan 西郊胡正繁
'xi'ju 溪居
'xi'liu'xin'pu'wei'shui'lv 细柳新蒲为谁绿
'xi'lou'wang'yue'ji'hui'yuan 西楼望月几回圆
'xi'lu'chan'sheng'chang 西路蝉声唱
'xi'ren'yi'cheng'huang'he'qu 昔人已乘黄鹤去
'xi'ri'chang'cheng'zhan 昔日长城战
'xi'ri'heng'bo'mu 昔日横波目
'xi'ri'tai'zong'quan'mao'ma'wo 昔日太宗拳毛马呙
'xi'ri'xi'yan'shen'hou'shi 昔日戏言身后事
'xi'sai'shan'huai'gu 西塞山怀古
'xi'shan'bai'xue'san'cheng'shu 西山白雪三城戍
'xi'shan'kou'dao'mo'xiang'qin 西山寇盗莫相侵
'xi'shan'luan'he'qun 西山鸾鹤群
'xi'shi'fei'jian'wu'quan'mu 昔时飞箭无全目
'xi'shi'ning'jiu'wei 西施宁久微
'xi'shi'yan'jia'zhong'guo'wei 昔时燕家重郭隗
'xi'shi'yong 西施咏
'xi'shou'zuo'geng'tang 洗手作羹汤
'xi'sui'feng'tai'ping 昔岁逢太平
'xi'sui'liu'shi'ding'chang'an 昔随刘氏定长安
'xi'wai'di'lu'lun'jian'su 喜外弟卢纶见宿
'xi'wen'dong'ting'shui 昔闻洞庭水
'xi'xi'yi'dai'zhong 栖栖一代中
'xi'xia'e'mei'feng 西下峨眉峰
'xi'yang'du'xi'ling 夕阳度西岭
'xi'yang'wu'xian'hao 夕阳无限好
'xi'yang'yi'jiu'lei 夕阳依旧垒
'xi'you'jia'ren'gong'sun'shi 昔有佳人公孙氏
'xi'yu'gu'ren'wei 惜与故人违
'xi'yuan'zei'ru'dao'zhou 西原贼入道州
'xi'zhe'wu'ren'zhang'xu'shan'cao'shu'shu'tie 昔者吴人张旭善草书书帖
'xi'zhi'su'shu'chen'zi'mei 羲之俗书趁姿媚
'xi'zhu'yan'yu'jiu'wei'xia 犀箸餍饫久未下
'xia'chuang'wei'she'shi'wei'yao 下床畏蛇食畏药
'xia'ge 夏歌
'xia'jiang'ling 下江陵
'xia'kui'zhi'gao'niao 下窥指高鸟
'xia'li'shui'zhi'you'ren'shi'shi'zhong'yao'wang'kong'yun'shan 峡里谁知有人事世中遥望空云山
'xia'ma'yin'jun'jiu 下马饮君酒
'xia'ri'nan'ting'huai'xin'da 夏日南亭怀辛大
'xia'shui'yu'man'jun'shan'qing 夏水欲满君山青
'xia'you'chong'bo'ni'zhe'zhi'hui'chuan 下有冲波逆折之回川
'xia'you'lu'shui'zhi'bo'lan 下有渌水之波澜
'xia'zhong'nan'shan'guo'hu'si'shan'ren'su'zhi'jiu 下终南山过斛斯山人宿置酒
'xian'chi'bei'ye'shu 闲持贝叶书
'xian'di'shi'nv'ba'qian'ren 先帝侍女八千人
'xian'di'tian'ma'yu'hua'cong 先帝天马玉花骢
'xian'fei'shu'shi'jin 鲜肥属时禁
'xian'fu'sheng'xian'hou'jiao'yu 先拂声弦后角羽
'xian'fu'shi'nian'you'wei'yu 献赋十年犹未遇
'xian'guan'ji'suo'zu 县官急索租
'xian'kui'shi'jing'qing'wo'xin 闲窥石镜清我心
'xian'lai'chui'diao'bi'xi'shang 闲来垂钓碧溪上
'xian'lu'qi'chang'zao 闲鹭栖常早
'xian'men'xiang'shan'lu 闲门向山路
'xian'qi'han'man'jiu'gai'shang 先期汗漫九垓上
'xian'qian'xiao'gu'chang 先遣小姑尝
'xian'ren'zhang'shang'yu'chu'qing 仙人掌上雨初晴
'xian'shi'yi'ru'ren'gan'pi 先时已入人肝脾
'xian'tai'chu'jian'wu'cheng'lou 仙台初见五城楼
'xian'tao'zheng'fa'hua 仙桃正发花
'xian'xian'yan'yi'sheng'sheng'si 弦弦掩抑声声思
'xian'yan'yi'qi'gao 咸言意气高
'xian'yi'nong'pu'lin 闲依农圃邻
'xian'yi'yi'zhi'teng 闲倚一枝藤
'xian'yue'feng'piao'chu'chu'wen 仙乐风飘处处闻
'xian'yun'si'juan'tian'wu'he 纤云四卷天无河
'xian'zhi'ren'xi'lie'ru'ma 仙之人兮列如麻
'xian'zhu'wu'hou'tong'men'bi'gong 先主武侯同门必宫
'xian'zuo'bei'jun'yi'zi'bei 闲坐悲君亦自悲
'xian'zuo'shuo'xuan'zong 闲坐说玄宗
'xiang'bei'ge'wen'nian 相悲各问年
'xiang'dui'yi'wang'yan 相对亦忘言
'xiang'feng'he'bi'ceng'xiang'shi 相逢何必曾相识
'xiang'feng'mei'zui'hai 相逢每醉还
'xiang'jian'shi'nan'bie'yi'nan 相见时难别亦难
'xiang'jian'yu'yi'yi 相见语依依
'xiang'kan'bai'ren'xue'fen'fen 相看白刃血纷纷
'xiang'lai'yin'xiu'ju 向来吟秀句
'xiang'lei'ke'zhong'jin 乡泪客中尽
'xiang'liu'wei'xiao'zhong 相留畏晓钟
'xiang'lu'pu'bu'yao'xiang'wang 香炉瀑布遥相望
'xiang'qi'miao'yun'han 相期邈云汉
'xiang'shu'bu'ke'ji 乡书不可寄
'xiang'shu'he'chu'da'gui'yan'luo'yang'bian 乡书何处达归雁洛阳边
'xiang'shui'wu'qing'diao'qi'zhi 湘水无情吊岂知
'xiang'si 相思
'xiang'si'chou'bai'ping 相思愁白苹
'xiang'song'qing'wu'xian 相送情无限
'xiang'wan'yi'bu'shi 向晚意不适
'xiang'wang'shi'deng'gao 相望始登高
'xiang'wu'yun'huan'shi 香雾云鬟湿
'xiang'xie'ji'tian'jia 相携及田家
'xiang'xin'xin'sui'qie 乡心新岁切
'xiang'yan'yu'bang'gun'long'fu 香烟欲傍衮龙浮
'xiang'yang'hao'feng'ri 襄阳好风日
'xiang'yi'cai'fu'rong 相忆采芙蓉
'xiang'yin'wu'gai'bin'mao'shuai 乡音无改鬓毛衰
'xiang'ying'bu'dao'yuan 相迎不道远
'xiang'yu'huo'gen'he'liu'chun'xi 相与火亘赫流淳熙
'xiao'chou'dou'ji'qian 销愁斗几千
'xiao'geng'fan'lu'cao 晓耕翻露草
'xiao'gong'zun'fu'dao 孝恭遵妇道
'xiao'gu'ai'yin'gan'gui'shen 箫鼓哀吟感鬼神
'xiao'gu'ju'chu'ben'wu'lang 小姑居处本无郎
'xiao'gu'xuan'xuan'han'jiang'ying 箫鼓喧喧汉将营
'xiao'han'chang'huai'peng'ri'xin 霄汉长怀捧日心
'xiao'ji'qing'xiang'ran'chu'zhu 晓汲清湘燃楚烛
'xiao'jing'dan'chou'yun'bin'gai 晓镜但愁云鬓改
'xiao'pin'an'ke'xi 效颦安可希
'xiao'shi'wu'zhe 晓是舞者
'xiao'shu'bin'yi'ban 萧疏鬓已斑
'xiao'sui'tian'zhang'ru 晓随天仗入
'xiao'tiao'yi'dai'bu'tong'shi 萧条异代不同时
'xiao'wei'yu'shu'fei'han'hai 校尉羽书飞瀚海
'xiao'wen'ke'cong'he'chu'lai 笑问客从何处来
'xiao'xian'qie'qie'ru'si'yu 小弦切切如私语
'xiao'xiao'ban'ma'ming 萧萧班马鸣
'xiao'yao'chi'ge'liang 逍遥池阁凉
'xiao'yuan'hua'luan'fei 小园花乱飞
'xiao'yue'guo'can'lei 晓月过残垒
'xie'gong'su'chu'jin'shang'zai 谢公宿处今尚在
'xie'gong'xing'chu'cang'tai'mei 谢公行处苍苔没
'xie'gong'zui'xiao'pian'lian'nv 谢公最小偏怜女
'xie'guang'zhao'xu'luo 斜光照墟落
'xin'chui'jian'huang'liang 新炊间黄粱
'xin'duan'xin'feng'jiu 心断新丰酒
'xin'gui'fan'yuan'jiu'gui'ku 新鬼烦冤旧鬼哭
'xin'jia'niang 新嫁娘
'xin'nian'zuo 新年作
'xin'qi'wo'yi'she 心期卧亦赊
'xin'qing'wan'shi'jie'hong'mao 心轻万事皆鸿毛
'xin'ren'mei'ru'yu 新人美如玉
'xin'sui'ming'yue'dao'hu'tian 心随明月到胡天
'xin'sui'yan'fei'mie 心随雁飞灭
'xin'xin'ci'sheng'yi 欣欣此生意
'xin'yi'yu'nang'shi 心异於曩时
'xin'you'ling'xi'yi'dian'tong 心有灵犀一点通
'xin'zhi'sheng'nan'e 信知生男恶
'xin'zhi'zao'bo'su 新知遭薄俗
'xing'chui'ping'ye'kuo 星垂平野阔
'xing'ci'nan'yi'zhe 幸此南夷谪
'xing'da'xing'ji'wang 性达形迹忘
'xing'dao'shui'qiong'chu 行到水穷处
'xing'gong 行宫
'xing'gong'jian'yue'shang'xin'se 行宫见月伤心色
'xing'gong'zhi'jun'zui'qiong'jiang 星宫之君醉琼浆
'xing'he'qiu'yi'yan 星河秋一雁
'xing'jin'fang'xia'shan 兴尽方下山
'xing'jin'qing'xi'bu'jian'ren 行尽青溪不见人
'xing'jing'hua'yin 行经华阴
'xing'jun'si'ma'zhi'qie'yong 行军司马智且勇
'xing'lai'mei'du'wang 兴来美独往
'xing'le'xu'ji'chun 行乐须及春
'xing'lin'wan'hu'dong 星临万户动
'xing'lu'nan 行路难
'xing'lu'nan'duo'qi'lu 行路难多歧路
'xing'lu'nan'san'shou'zhi'er 行路难三首之二
'xing'lu'nan'san'shou'zhi'san 行路难三首之三
'xing'lu'nan'san'shou'zhi'yi 行路难三首之一
'xing'ren'dan'yun'dian'hang'pin 行人但云点行频
'xing'ren'diao'dou'feng'sha'an 行人刁斗风沙暗
'xing'ren'gong'jian'ge'zai'yao 行人弓箭各在腰
'xing'shi'qing'qiu'fa 兴是清秋发
'xing'shi'tong'jiao'huan 醒时同交欢
'xing'yin'lu'shan'fa 兴因庐山发
'xing'yue'yan'ying'yun'ri'tong'ri'long 星月掩映云日童日龙
'xing'zhou'lv'shui'qian 行舟绿水前
'xiong'di'li'san 兄弟离散
'xiong'di'zao'sha'lu 兄弟遭杀戮
'xiong'fei'ci'cong'rao'lin'jian 雄飞雌从绕林间
'xiong'nu'cao'huang'ma'zheng'fei 匈奴草黄马正肥
'xiong'pao'long'yin'yin'yan'quan 熊咆龙吟殷岩泉
'xiu'jiang'bai'fa'dui'hua'zan 羞将白发对华簪
'xiu'luo'yi'shang'zhao'mu'chun 绣罗衣裳照暮春
'xiu'yan'wei'chang'kai 羞颜未尝开
'xiu'zhu'chang'an'she'zhong'er 羞逐长安社中儿
'xu'hun 许浑
'xu'jin'qiu'he'mei 须尽丘壑美
'xu'li'shang'gu'yan 墟里上孤烟
'xu'ru'wei'mao'zhe 须如猬毛磔
'xu'xing'ji'qi'fang'ming'shan 须行即骑访名山
'xu'yu'jing'sao'zhong'feng'chu 须臾静扫众峰出
'xuan'wang'fen'qi'hui'tian'ge 宣王愤起挥天戈
'xuan'zhou'xie'yue'zhao'lou'jian'bie'xiao'shu'shu'yun 宣州谢月兆楼饯别校书叔云
'xue'feng 薛逢
'xue'fu'hua'mao'cen'ci'shi 雪肤花貌参差是
'xue'se'luo'qun'fan'jiu'wu 血色罗裙翻酒污
'xue'shang'kong'liu'ma'xing'chu 雪上空留马行处
'xue'shu'chu'xue'wei'fu'ren 学书初学卫夫人
'xun'huan'bu'ke'xun 循环不可寻
'xun'lu'hong'jian'bu'yu 寻陆鸿渐不遇
'xun'nan'xi'chang'shan'dao'ren'yin'ju 寻南溪常山道人隐居
'xun'sheng'an'wen'dan'zhe'shui 寻声暗问弹者谁
'xun'xi'shan'yin'zhe'bu'yu 寻西山隐者不遇
'xun'yan'jiang'tou'ye'song'ke 浔言江头夜送客
'xun'yang'di'pi'wu'yin'yue 浔阳地僻无音乐
'xun'yin'zhe'bu'yu 寻隐者不遇
'ya'xiang'qin'wang'gan'ku'xin 亚相勤王甘苦辛
'yan'bo'jiang'shang'shi'ren'chou 烟波江上使人愁
'yan'cao'ru'bi'si 燕草如碧丝
'yan'chi'geng'su'jie'ying'shou 言迟更速皆应手
'yan'chuan'reng'yu'gui 眼穿仍欲归
'yan'de'zhi'zhi'gong'yu'tang 焉得置之贡玉堂
'yan'fei'song'jing'chang'ji'liao 岩扉松径长寂寥
'yan'ge'xing'bing'xu 燕歌行并序
'yan'hua'san'yue'xia'yang'zhou 烟花三月下扬州
'yan'hui'an'de'zhu 沿洄安得住
'yan'lei'kong'xiang'xiang 掩泪空相向
'yan'niao'qi'chu'ding 烟鸟栖初定
'yan'qi'lv'han'tian'zi'yi 言讫屡颔天子颐
'yan'qin'ning'qing'xiang 宴寝凝清香
'yan'ru'huang'hua'chuan 言入黄花川
'yan'se'tian'xia'zhong 艳色天下重
'yan'shang'wu'xin'yun'xiang'zhu 岩上无心云相逐
'yan'shi'cai'yao'qu 言师采药去
'yan'tai'yi'qu'ke'xin'jing 燕台一去客心惊
'yan'tao'wei'mang'xin'nan'qiu 烟涛微茫信难求
'yan'wei'xiu'mao'hu 燕尾绣蝥弧
'yan'xia'lu'zhou'bai 雁下芦洲白
'yan'xiao'ri'chu'bu'jian'ren 烟销日出不见人
'yan'yang'zai'chuang'hu 演漾在窗户
'yan'zhi'er'shi'zai 焉知二十载
'yang'chun'yi'qu'he'jie'nan 阳春一曲和皆难
'yang'gong'bei'zi'zai 羊公碑字在
'yang'he'bu'san'qiong'tu'hen 阳和不散穷途恨
'yang'hua'xue'luo'fu'bai'ping 杨花雪落覆白苹
'yang'jia'you'nv'chu'zhang'cheng 杨家有女初长成
'yang'jian'tu'wu'cheng'qing'kong 仰见突兀撑青空
'yang'ling'jin'yu'zhang 仰聆金玉章
'yang'liu'san'he'feng 杨柳散和风
'yang'yang'fan'ling'xing 漾漾泛菱荇
'yang'yang'yan'xin'ru 扬扬燕新乳
'yang'yue'nan'fei'yan 阳月南飞雁
'yang'zai'shen'gui'ren'wei'shi 养在深闺人未识
'yao'ge'chu'yun'duan 遥隔楚云端
'yao'ji'hai'xi'tou 遥寄海西头
'yao'jian'xian'ren'cai'yun'li 遥见仙人彩云里
'yao'kan'yi'chu'cuan'yun'shu 遥看一处攒云树
'yao'kui'zheng'dian'lian'kai'chu 遥窥正殿帘开处
'yao'lian'xiao'er'nv 遥怜小儿女
'yao'luo'shen'zhi'song'yu'bei 摇落深知宋玉悲
'yao'ren'fu'zhi'fen 邀人傅脂粉
'yao'ru'chi'song'jia 邀入赤松家
'yao'tiao'dan'qing'hu'you'kong 窈窕丹青户牖空
'yao'wo'zhi'tian'jia 邀我至田家
'yao'xia'bao'jue'huan'wang'pang'qing'shan'hu 腰下宝决换王旁青珊瑚
'yao'xuan'xiang'yin'zuo'du'tong 腰悬相印作都统
'yao'yao'zhong'sheng'wan 杳杳钟声晚
'yao'ye'fan'qing'se 遥夜泛清瑟
'yao'yuan'zi'tai'wen 药院滋苔纹
'yao'zhi'xiong'di'deng'gao'chu 遥知兄弟登高处
'ye'ban'wu'ren'si'yu'shi 夜半无人私语时
'ye'ban'zhong'sheng'dao'ke'chuan 夜半钟声到客船
'ye'bang'xiang'xi'shi 夜榜响溪石
'ye'bo'niu'zhu'huai'gu 夜泊牛渚怀古
'ye'ceng'yin'meng'song'qian'cai 也曾因梦送钱财
'ye'du'wu'ren'zhou'zi'heng 野渡无人舟自横
'ye'fei'yan'qiu'men'shang'hu 夜飞延秋门上呼
'ye'fu'wu'zhu'qian 业复五铢钱
'ye'gui'lu'men'shan'ge 夜归鹿门山歌
'ye'heng'yue'miao'sui'su'yue'si'ti'men'lou 谒衡岳庙遂宿岳寺题门楼
'ye'huo'shao'bu'jin 野火烧不尽
'ye'jing'ru'sang'ma 野径入桑麻
'ye'jiu'qin'luo'wa 夜久侵罗袜
'ye'ju'wang'men'bu'cheng'qing 曳裾王门不称情
'ye'ku'qian'jia'wen'zhan'fa 野哭千家闻战伐
'ye'kuang'tian'di'shu 野旷天低树
'ye'lai'feng'yu'sheng 夜来风雨声
'ye'lao'nian'mu'tong 野老念牧童
'ye'lao'yu'ren'zheng'xi'ba 野老与人争席罢
'ye'lu'you'you'zou'tang'xia 野鹿呦呦走堂下
'ye'mu'bi'qiong'yan 野幕蔽琼筵
'ye'niang'qi'zi'zou'xiang'song 耶娘妻子走相送
'ye'shen'hu'meng'shao'nian'shi 夜深忽梦少年事
'ye'shen'jing'wo'bai'chong'jue 夜深静卧百虫绝
'ye'shu'chong'shan'gan'chang'huo 野蔬充膳甘长藿
'ye'si 夜思
'ye'si'ren'lai'shao 野寺人来少
'ye'tou'fo'si'shang'gao'ge 夜投佛寺上高阁
'ye'wang 野望
'ye'xian'jian'gong'sun'da'niang'wu'xi'he'jian'qi 邺县见公孙大娘舞西河剑器
'ye'yin'ying'jue'yue'guang'han 夜吟应觉月光寒
'ye'yu'jian'chun'jiu 夜雨剪春韭
'ye'yu'wen'ling'chang'duan'sheng 夜雨闻铃肠断声
'ye'yue'chou'kong'shan 夜月愁空山
'ye'yun'wan'li'wu'cheng'guo 野云万里无城郭
'yi'bei'xiang'zhu'jun'dang'ge 一杯相属君当歌
'yi'bie'yin'rong'liang'miao'mang 一别音容两渺茫
'yi'cao'wai'lang'zai'bi'sui 仪曹外郎载笔随
'yi'chuan'sui'shi'da'ru'dou 一川碎石大如斗
'yi'chuan'xiang'jin'yao'xiang'jian 移船相近邀相见
'yi'cong'shi'zi'qi 依丛适自憩
'yi'cun'xiang'si'yi'cun'hui 一寸相思一寸灰
'yi'fu'dang'guan 一夫当关
'yi'fu'gan'shen'hen 役夫敢申恨
'yi'ge'shu'chu'qi'yu'qiao 夷歌数处起渔樵
'yi'guan'qi'zhi'zun 移官岂至尊
'yi'hen'shi'tun'wu 遗恨失吞吴
'yi'huo'lai'zhao'suo'jian'xi 以火来照所见稀
