'ai'shang'ceng'lou 爱上层楼
'ke'xi'liu'nian 可惜流年
'ke'xi'ming'nian'hua'geng'hao 可惜明年花更好
'ke'xi'yi'pian'qing'ge 可惜一片清歌
'ke'xi'yi'xi'feng'yue 可惜一溪风月
'ke'zhi'yi 可知矣
'ken'ai'qian'jin'qing'yi'xiao 肯爱千金轻一笑
'ken'er'cao'en'yuan'xiang'er'ru 肯儿曹恩怨相尔汝
'keng'ran'yi'ye 铿然一叶
'kong'ai'du 空埃蠹
'kong'bei'qie 空悲切
'kong'chuang'wo'ting'nan'chuang'yu 空床卧听南窗雨
'kong'hen'bi'yun'li'he 空恨碧云离合
'kong'hen'sui'wan'gui'qi'zu 空恨岁晚归期阻
'kong'huai'gan 空怀感
'kong'hui'shou'yan'ai'fen'fen 空回首烟霭纷纷
'kong'jing'ta 恐惊他
'kong'mu'duan'yuan'feng'ning'bi 空目断远峰凝碧
'kong'mu'song 空目送
'kong'piao'dang 空飘荡
'kong'ping'zhong'qian'qiu'sui'chun'feng'hu'wai 孔平仲千秋岁春风湖外
'kong'shui'man'man 空水漫漫
'kong'suo'lou'zhong'yan 空锁楼中燕
'kong'ti'xue 空啼血
'kong'xiang'dui 空相对
'kong'ying'de 空赢得
'kong'you'meng'xiang'sui 空有梦相随
'kong'yu'jiu'ji'yu'cang'cang 空余旧迹郁苍苍
'kong'zun'ye'qi 空樽夜泣
'kou'xian'du'xiao 扣舷独啸
'kou'zhun'ta'sha'xing'chun'se'jiang'lan 寇准踏莎行春色将阑
'ku'hen'fang'fei'dou'xie 苦恨芳菲都歇
'kuang'ren'qing'lao'yi'bei'nan'su 况人情老易悲难诉
'kuang'you'cong'gu'dao 况游骢古道
'kuang'you'he'fang 狂又何妨
'kun'han'jiao'yan 困酣娇眼
'kun'ren'tian'se 困人天色
'lai'ji'xiu'chuan 来寄修椽
'lai'ru'chun'meng'ji'duo'shi 来如春梦几多时
'lai'shi'jiu'lu 来时旧路
'lai'shi'mo'shang'chu'xun 来时陌上初熏
'lai'song'liu'lang 来送刘郎
'lai'xiang'zhao 来相召
'lai'xiang'zun'qian'si'yu'ren 来饷尊前似玉人
'lai'xun'mo'shang'hua'dian 来寻陌上花钿
'lai'yi'cang'hai'jin'cheng'kong 来疑沧海尽成空
'lai'you'gao'lou'bai'chi 赖有高楼百尺
'lan'gan'pai'bian 栏干拍遍
'lan'gan'ping'nuan 栏干凭暖
'lan'gan'wai'yan'liu'nong'qing 阑干外烟柳弄晴
'lan'gan'yi'chu 阑干倚处
'lan'gan'ying'wo'dong'xiang'yue 栏干影卧东厢月
'lan'hong'bo'bi'yi'xiao'xiang 兰红波碧忆潇湘
'lan'jin'luo 兰烬落
'lan'qi'hua'e'mei 懒起画蛾眉
'lan'xia'liao'hai'shen'guo'yan 蓝霞辽海沈过雁
'lan'yi'xian'qie'wei'liang 揽衣先怯微凉
'lan'yin'pan'lai'cong'hai'di 烂银盘来从海底
'lan'yuan'wei'kong 兰苑未空
'lan'zhou'cui'fa 兰舟催发
'lang'chuan'ji'du'tou'xiang'fang 郎船几度偷相访
'lang'fan'wu 浪翻屋
'lang'ping'nan'zhu 浪萍难驻
'lang'shang'yue'hua'ru'zhou 廊上月华如昼
'lang'tao'jin 浪淘尽
'lang'ye'qiu'sheng 廊叶秋声
'lang'yuan'xian'yao 阆苑仙遥
'lao'fu'liao'fa'shao'nian'kuang 老夫聊发少年狂
'lao'jing'xiao'tiao 老景萧条
'lao'le'ying'xiong 老了英雄
'lao'lei'sa'xi'zhou 老泪洒西州
'lao'qin'pan'bin 老侵潘鬓
'lao'qu'xiong'zhong 老去胸中
'lao'yan'ping'sheng'kong'si'hai 老眼平生空四海
'lao'yu'chui'lang 老鱼吹浪
'lao'zi'ping'sheng 老子平生
'lao'zi'po'suo 老子婆娑
'le'cong'cong 乐匆匆
'le'you'yuan'shang'qing'qiu'jie 乐游原上清秋节
'lei'an'di 泪暗滴
'lei'an'shi 泪暗拭
'lei'hen'can 泪痕残
'lei'hen'dian'dian'ji'xiang'si 泪痕点点寄相思
'lei'hen'hong'yi'jiao'xiao'tou 泪痕红浥鲛绡透
'lei'hua'lao'zhen'hong'mian'leng 泪花落枕红绵冷
'lei'kong'liu 泪空流
'lei'liu'ru'yu 泪流如雨
'lei'mo'can'dan'chen'tu 泪墨惨淡尘土
'lei'nan'shou 泪难收
'lei'pan'ru'lu 泪盘如露
'lei'rong'can'fen'hua'dian'zhong 泪融残粉花钿重
'lei'shang'liu'yun'jie'yue'zhang 累上留云借月章
'lei'shi'chun'shan'xiu 泪湿春衫袖
'lei'shi'lan'gan'hua'zhu'lu 泪湿阑干花著露
'lei'shi'zheng'yi'qiao 泪湿征衣悄
'lei'yan'chou'chang'xian'yi'duan 泪眼愁肠先已断
'lei'yan'wen'hua'hua'bu'yu 泪眼问花花不语
'lei'yan'yi'lou'pin'du'yu 泪眼倚楼频独语
'lei'ying'jin'xue 泪盈襟血
'lei'yu'hen'zai'zhen 泪余痕在枕
'leng'leng'qing'qing 冷冷清清
'leng'qing'qing 冷清清
'leng'xiang'fei'shang'shi'ju 冷香飞上诗句
'leng'yue'wu'sheng 冷月无声
'leng'yun'huang'ye 冷云黄叶
'li'bai'pu'sa'man'ping'lin'mo'mo'yan'ru'zhi 李白菩萨蛮平林漠漠烟如织
'li'bai'qiu'feng'qing 李白秋风清
'li'bai'yi'qin'e'xiao'sheng'yan 李白忆秦娥箫声咽
'li'bian'qiong'tong 历遍穷通
'li'bie'kuan'yi'dai 离别宽衣带
'li'chang'wei'yu'xian'duan 离肠未语先断
'li'chou'jian'yuan'jian'wu'qiong 离愁渐远渐无穷
'li'chou'wan'xu 离愁万绪
'li'chou'zheng'yin'qian'si'luan 离愁正引千丝乱
'li'chuang'xiang'zhuan'heng'qing'wu 藜床香篆横轻雾
'li'duo'shi 立多时
'li'ge'qie'mo'fan'xin'que 离歌且莫翻新阕
'li'gong'diao'yue 离宫吊月
'li'hai'luan 理还乱
'li'hao'gu'ye'jin'men'hua'guo'yu 李好古谒金门花过雨
'li'hen'huan'tuo 离痕欢唾
'li'hen'qia'ru'chun'cao 离恨恰如春草
'li'hua'bai 李花白
'li'hua'luo'hou'qing'ming 梨花落后清明
'li'hua'xian'xue 梨花先雪
'li'hua'yu'huo'cui'han'shi 梨花榆火催寒食
'li'huai'duo'shao 离怀多少
'li'hun'an'zhu'lang'xing'yuan 离魂暗逐郎行远
'li'jia'di'tai'chun'fang'cao'bi'se 李甲帝台春芳草碧色
'li'jiao'huang'hun 篱角黄昏
'li'jin'xie'yang 立尽斜阳
'li'jing'tan'po'huan'xi'sha'han'dan'xiang'xiao'cui'ye'can 李璟摊破浣溪沙菡萏香销翠叶残
'li'jing'tan'po'huan'xi'sha'shou'juan'zhu'lian'shang'yu'gou 李璟摊破浣溪沙手卷珠帘上玉钩
'li'qing'yao'yao 离情杳杳
'li'qing'zhao'dian'jiang'chun'cu'ba'qiu'qian 李清照点绛唇蹴罢秋千
'li'qing'zhao'die'lian'hua'nuan'yu'qing'feng'chu'po'dong 李清照蝶恋花暖雨晴风初破冻
'li'qing'zhao'feng'huang'tai'shang'yi'chui'xiao'xiang'leng'jin'ni 李清照凤凰台上忆吹箫香冷金猊
'li'qing'zhao'nan'ge'zi'tian'shang'xing'he'zhuan 李清照南歌子天上星河转
'li'qing'zhao'qing'ping'le'nian'nian'xue'li 李清照清平乐年年雪里
'li'qing'zhao'ru'meng'ling'chang'ji'xi'ting'ri'mu 李清照如梦令常记溪亭日暮
'li'qing'zhao'ru'meng'ling'zuo'ye'yu'shu'feng'zhou 李清照如梦令昨夜雨疏风骤
'li'qing'zhao'sheng'sheng'man'xun'xun'mi'mi 李清照声声慢寻寻觅觅
'li'qing'zhao'wu'ling'chun'feng'zhu'chen'xiang'hua'yi'jin 李清照武陵春风住尘香花已尽
'li'qing'zhao'yi'jian'mei'hong'ou'xiang'can'yu'dian'qiu 李清照一剪梅红藕香残玉簟秋
'li'qing'zhao'yong'yu'le'luo'ri'rong'jin 李清照永遇乐落日熔金
'li'qing'zhao'yu'jia'ao'tian'jie'yun'tao'lian'xiao'wu 李清照渔家傲天接云涛连晓雾
'li'qing'zhao'zhe'gu'tian'han'ri'xiao'xiao'shang'suo'chuang 李清照鹧鸪天寒日萧萧上琐窗
'li'qing'zhao'zui'hua'yin'bo'wu'nong'yun'chou'yong'zhou 李清照醉花阴薄雾浓云愁永昼
'li'ren'xin'shang'qiu 离人心上秋
'li'shuang'shuang'ou'lu 立双双鸥鹭
'li'tan'zhong 立谈中
'li'xun'wu'shan'yi'duan'yun'gu'miao'yi'qing'zhang 李珣巫山一段云古庙依青嶂
'li'yu'chang'xiang'si'yi'chong'shan 李煜长相思一重山
'li'yu'dao'lian'zi'ling'shen'yuan'jing 李煜捣练子令深院静
'li'yu'die'lian'hua'yao'ye'ting'gao'xian'xin'bu 李煜蝶恋花遥夜亭皋闲信步
'li'yu'lang'tao'sha'lian'wai'yu'chan'chan 李煜浪淘沙帘外雨潺潺
'li'yu'po'zhen'zi'si'shi'nian'lai'jia'guo 李煜破阵子四十年来家国
'li'yu'qing'ping'le'bie'lai'chun'ban 李煜清平乐别来春半
'li'yu'wang'jiang'nan'duo'shao'hen 李煜望江南多少恨
'li'yu'wang'jiang'nan'xian'meng'yuan 李煜望江南闲梦远
'li'yu'wu'ye'ti'zuo'ye'feng'jian'yu 李煜乌夜啼昨夜风兼雨
'li'yu'xiang'jian'huan'lin'hua'xie'le'chun'hong 李煜相见欢林花谢了春红
'li'yu'xiang'jian'huan'wu'yan'du'shang'xi'lou 李煜相见欢无言独上西楼
'li'yu'yu'mei'ren'chun'hua'qiu'yue'he'shi'liao 李煜虞美人春花秋月何时了
'li'yu'yu'mei'ren'feng'hui'xiao'yuan'ting'wu'lv 李煜虞美人风回小院庭芜绿
'li'yu'zi'ye'ge'ren'sheng'chou'hen'he'neng'mian 李煜子夜歌人生愁恨何能免
'li'yuan'ying'dong'xian'ge'xue'yun'san'jin 李元膺洞仙歌雪云散尽
'li'zhi'yi'bu'suan'zi'wo'zhu'chang'jiang'tou 李之仪卜算子我住长江头
'li'zhi'yu'mei'ren'yu'lan'gan'wai'qing'jiang'pu 李廌虞美人玉阑干外清江浦
'li'zhong'yuan'yi'wang'sun'qi'qi'fang'cao'yi'wang'sun 李重元忆王孙萋萋芳草忆王孙
'lian'bing'wei'chang'he'men'kai 敛兵卫阊阖门开
'lian'er'di'xia 帘儿底下
'lian'fei'dou'cheng'dong 联飞斗城东
'lian'hu'jiu 连呼酒
'lian'juan'ri'zhang'ren'jing 帘卷日长人静
'lian'juan'shui'lou'yu'lang'qi 帘卷水楼鱼浪起
'lian'juan'xi'feng 帘卷西风
'lian'mu'feng'qing 帘幕风轻
'lian'mu'sheng'qiu'yi 帘幕生秋意
'lian'mu'shu'shu'feng'tou 帘幕疏疏风透
'lian'mu'wu'chong'shu 帘幕无重数
'lian'po'lao'yi 廉颇老矣
'lian'shu'shi'hua'fei'bu'qi 恋树湿花飞不起
'lian'wai'yu'chan'chan 帘外雨潺潺
'lian'wei'sa'sa'qiu'sheng 帘帷飒飒秋声
'lian'ye'chu'sheng'nan'pu 莲叶初生南浦
'lian'zhou'dang 莲舟荡
'liang'an'lv'yang'fei'xu 两岸绿杨飞絮
'liang'an'qing'shan'xiang'song'ying 两岸青山相送迎
'liang'an'ye'qiang'wei 两岸野蔷薇
'liang'bo'bu'dong'dian'wen'ping 凉波不动簟纹平
'liang'chong'shan 两重山
'liang'chu'xian'chou 两处闲愁
'liang'chu'you'you 两处悠悠
'liang'duo'ge'qiang'hua 两朵隔墙花
'liang'gong'he'chu 两宫何处
'liang'hang'zheng'yan 两行征雁
'liang'he'xiao'se'wei'hu'tu 两河萧瑟惟狐兔
'liang'liang'zhou'ren'yu 两两舟人语
'liang'man'bei'chuang 凉满北窗
'liang'qing'ruo'shi'jiu'chang'shi 两情若是久长时
'liang'san'dian'yu'shan'qian 两三点雨山前
'liang'sheng'an'liu'cui'can'shu 凉生岸柳催残暑
'liang'sheng'zhen'dian'lei'hen'zi 凉生枕簟泪痕滋
'liang'yan'wu'zhu 梁燕无主
'liang'yan'yan'feng'yue 两厌厌风月
'liang'zhong'xin'zi'luo'yi 两重心字罗衣
'liao'an'feng'duo'ju'you'xiang 蓼岸风多橘柚香
'liao'bu'ti'qing'lei'chang'ti'xue 料不啼清泪长啼血
'liao'chen'xiang 燎沉香
'liao'dai'mei 料黛眉
'liao'de'lai'xiao 料得来宵
'liao'de'nian'nian'chang'duan'chu 料得年年肠断处
'liao'gong'yin'li'zun 聊共引离尊
'liao'luan'chun'chou'ru'liu'xu 撩乱春愁如柳絮
'liao'luo'xing'he'yi'yan'fei 寥落星河一雁飞
'liao'qiao'chun'feng'chui'jiu'xing 料峭春风吹酒醒
'liao'qiao'chun'han'zhong'jiu 料峭春寒中酒
'liao'qing'shan'jian'wo'ying'ru'shi 料青山见我应如是
'liao'que'jun'wang'tian'xia'shi 了却君王天下事
'liao'su'e'you'dai'li'hen 料素娥犹带离恨
'liao'you'qian'qing'chu 料有牵情处
'liao'yu'di'hua'zhou 蓼屿荻花洲
'lie'shuang'feng 猎霜风
'lin'an'nan'du 临安南渡
'lin'bu'chang'xiang'si'wu'shan'qing 林逋长相思吴山青
'lin'bu'dian'jiang'chun'jin'gu'nian'nian 林逋点绛唇金谷年年
'lin'duan'an 临断岸
'lin'fen'bai'bi'ti'shi 临分败壁题诗
'lin'hua'xie'le'chun'hong 林花谢了春红
'lin'ji'bu'guan'li'huai'ku 邻鸡不管离怀苦
'lin'shui'zhu'men'hua'yi'jing 临水朱门花一径
'lin'wan'jing 临晚镜
'ling'bo'bu'guo'heng'tang'lu 凌波不过横塘路
'ling'e'gu'se'yun'qing'shang 灵娥鼓瑟韵清商
'ling'ge'fan'ye 菱歌泛夜
'ling'hua'chen'man'yong'jiang'zhao 菱花尘满慵将照
'ling'luo'cheng'ni'nian'zuo'chen 零落成泥碾作尘
'ling'luo'yi'shen'qiu 零落一身秋
'liu'bu'jin 流不尽
'liu'chao'jiu'shi'sui'liu'shui 六朝旧事随流水
'liu'chen'weng'lan'ling'wang'song'chun'qu 刘辰翁兰陵王送春去
'liu'chen'weng'liu'shao'qing'tie'ma'meng'zhan 刘辰翁柳梢青铁马蒙毡
'liu'chen'weng'xi'jiang'yue'tian'shang'di'ang'si'jiu 刘辰翁西江月天上低昂似旧
'liu'chen'weng'yong'yu'le'bi'yue'chu'qing 刘辰翁永遇乐璧月初晴
'liu'chun'bu'zhu 留春不住
'liu'dao'gua'zhou'gu'du'tou 流到瓜洲古渡头
'liu'guang'rong'yi'ba'ren'pao 流光容易把人抛
'liu'guo'tang'duo'ling'lu'ye'man'ting'zhou 刘过唐多令芦叶满汀洲
'liu'guo'xi'jiang'yue'tang'shang'mou'chen'zun'zu 刘过西江月堂上谋臣尊俎
'liu'hua'ru'sa 柳花如洒
'liu'jun'zhu 留君住
'liu'ke'zhuang'bu'suan'zi'pian'pian'die'yi'qing 刘克庄卜算子片片蝶衣轻
'liu'ke'zhuang'chang'xiang'si'han'xiang'cui 刘克庄长相思寒相催
'liu'ke'zhuang'he'xin'lang'bei'wang'shen'zhou'lu 刘克庄贺新郎北望神州路
'liu'ke'zhuang'he'xin'lang'zhan'zhan'chang'kong'hei 刘克庄贺新郎湛湛长空黑
'liu'ke'zhuang'mu'lan'hua'nian'nian'yue'ma'chang'an'shi 刘克庄木兰花年年跃马长安市
'liu'ke'zhuang'qin'yuan'chun'yi'juan'yin'fu 刘克庄沁园春一卷阴符
'liu'ke'zhuang'qing'ping'le'feng'gao'lang'kuai 刘克庄清平乐风高浪快
'liu'ke'zhuang'yi'jian'mei'shu'yun'xiao'xing'shi'li'qiang 刘克庄一剪梅束缊宵行十里强
'liu'kun'hua'yong 柳困花慵
'liu'lang'cai'qi 刘郎才气
'liu'lian'chu 留恋处
'liu'luo'tian'ya 流落天涯
'liu'ren'bu'zhu 留人不住
'liu'ren'zui 留人醉
'liu'shui'ling'ling 流水泠泠
'liu'shui'luo'hua'chun'qu'ye 流水落花春去也
'liu'shui'rao'gu'cun 流水绕孤村
'liu'si'chang 柳丝长
'liu'si'niao'nuo'chun'wu'li 柳丝袅娜春无力
'liu'wai'lou'gao'kong'duan'hun 柳外楼高空断魂
'liu'wai'qing'lei'chi'shang'yu 柳外轻雷池上雨
'liu'wo'hua'jian'zhu 留我花间住
'liu'xi'yue 留溪月
'liu'xia'tao'xi 柳下桃蹊
'liu'xia'xi'chuan'you'wei'wen 柳下系船犹未稳
'liu'xia'zhou 柳下舟
'liu'yan'chun'xiang'xu 柳眼春相续
'liu'yan'mei'sai 柳眼梅腮
'liu'yan'qing'ping'le'dong'feng'yi'jiu 刘弇清平乐东风依旧
'liu'yin'yin 柳阴阴
'liu'yin'zhi 柳阴直
'liu'yong'an'gong'zi'yuan'an'shou'can'yu 柳永安公子远岸收残雨
'liu'yong'ba'sheng'gan'zhou'dui'xiao'xiao'mu'yu'sa'jiang'tian 柳永八声甘州对潇潇暮雨洒江天
'liu'yong'ding'feng'bo'zi'chun'lai 柳永定风波自春来
'liu'yong'feng'qi'wu'zhu'yi'wei'lou'feng'xi'xi 柳永凤栖梧伫倚危楼风细细
'liu'yong'he'chong'tian'huang'jin'bang'shang 柳永鹤冲天黄金榜上
'liu'yong'mi'xian'yin'cai'guo'ji'nian 柳永迷仙引才过笄年
'liu'yong'qing'bei'wu'luo'shuang'zhou 柳永倾杯鹜落霜洲
'liu'yong'wang'hai'chao'dong'nan'xing'sheng 柳永望海潮东南形胜
'liu'yong'ye'ban'le'dong'yun'an'dan'tian'qi 柳永夜半乐冻云暗淡天气
'liu'yong'yu'hu'die'wang'chu'yu'shou'yun'duan 柳永玉蝴蝶望处雨收云断
'liu'yong'yu'lin'ling'han'chan'qi'qie 柳永雨霖铃寒蝉凄切
'liu'yu'xi'xiao'xiang'shen'ban'zhu'zhi 刘禹锡潇湘神斑竹枝
'liu'yu'xi'zhu'zhi'ci'shan'tao'hong'hua'man'shang'tou 刘禹锡竹枝词山桃红花满上头
'liu'yun'jie'yue 留云借月
'liu'zhan'gong'mei 柳展宫眉
'long'chou'dan'yue 笼愁淡月
'long'hu'san 龙虎散
'long'hua'mo 笼画陌
'long'xie'qian'chu'ya'tou'wa 笼鞋浅出鸦头袜
'long'yue'di 陇月低
'lou'duan'ren'chu'jing 漏断人初静
'lou'gao'bu'jian'zhang'tai'lu 楼高不见章台路
'lou'gao'mo'jin'wei'lan'yi 楼高莫近危阑倚
'lou'qian'lv'an'fen'xie'lu 楼前绿暗分携路
'lou'shang'huang'hun'xing'hua'han 楼上黄昏杏花寒
'lou'shang'lan'gan'heng'dou'bing 楼上阑干横斗柄
'lou'shang'lian'zhao 楼上帘招
'lou'sheng'duan'yue'xie'chuang'zhi 漏声断月斜窗纸
'lou'tou'can'meng'wu'geng'zhong 楼头残梦五更钟
'lou'tou'hua'jiao'feng'chui'xing 楼头画角风吹醒
'lou'wai'chu'can'ye 楼外触残叶
'lou'wai'chui'yang'qian'wan'lv 楼外垂杨千万缕
'lou'wai'qing'shan'yuan 楼外青山远
'lou'wai'yi'jiang'yan'yu 楼外一江烟雨
'lou'xia'qiong'sheng'yuan 楼下蛩声怨
'lou'yin'que 楼阴缺
'lu'bian'ren'si'yue 垆边人似月
'lu'chu'xi 露初晞
'lu'di'ping 露堤平
'lu'han'ren'yuan'ji'xiang'ying 露寒人远鸡相应
'lu'kan'zhu 鲈堪煮
'lu'lu'che'sheng'ru'shui'qu 辘辘车声如水去
'lu'lu'qian'jin'jing 辘轳牵金井
'lu'nong'hua'shou 露浓花瘦
'lu'nong'hua'zhong 露浓花重
'lu'qian'yi'lin'jiang'xian'jin'suo'zhong'men'huang'yuan'jing 鹿虔扆临江仙金锁重门荒苑静
'lu'qiao'wen'di 露桥闻笛
'lu'shi'tong'pu 露湿铜铺
'lu'xi'xiang'wan 露晞向晚
'lu'xiang'jing'zhu'you'si'zhuan 炉香静逐游丝转
'lu'yao'gui'meng'nan'cheng 路遥归梦难成
'lu'ye'fan'feng'jing'que'zhui 露叶翻风惊鹊坠
'lu'ye'man'ting'zhou 芦叶满汀洲
'lu'yi'hong'lian 露浥红莲
'lu'you'bu'suan'zi'yi'wai'duan'qiao'bian 陆游卜算子驿外断桥边
'lu'you'chai'tou'feng'hong'su'shou 陆游钗头凤红酥手
'lu'you'qiu'bo'mei'qiu'dao'bian'cheng'jiao'sheng'ai 陆游秋波媚秋到边城角声哀
'lu'you'que'qiao'xian'hua'deng'zong'bo 陆游鹊桥仙华灯纵博
'lu'you'su'zhong'qing'dang'nian'wan'li'mi'feng'hou 陆游诉衷情当年万里觅封侯
'lu'you'xie'chi'chun'zhuang'sui'cong'rong 陆游谢池春壮岁从戎
'lu'you'ye'you'gong'xue'xiao'qing'jia'luan'qi 陆游夜游宫雪晓清笳乱起
'lu'zhou'jin'ye 鄜州今夜
'lu'zhuan'dou 路转陡
'lu'zhuan'xi'qiao'hu'jian 路转溪桥忽见
'lu'zu'gao'jiang'cheng'zi'hua'lou'lian'mu'juan'xin'qing 卢祖皋江城子画楼帘幕卷新晴
'lu'zu'gao'yan'qing'dou'chun'xun'fei'qiong'guan 卢祖皋宴清都春讯飞琼管
'lu'zuo'jiu'shu'ying'shi'du 露坐久疏萤时度
'luan'bi'qi'qi 乱碧萋萋
'luan'chou'ru'zhi 乱愁如织
'luan'fen'chun'se'dao'ren'jia 乱分春色到人家
'luan'fen'jian'ying 鸾分鉴影
'luan'hong'fei'guo'qiu'qian'qu 乱红飞过秋千去
'luan'hua'fei'xu'li 乱花飞絮里
'luan'jing'yuan'qin'liang'duan'chang 鸾镜鸳衾两断肠
'luan'jing'zhu'yan'jing'an'huan 鸾镜朱颜惊暗换
'luan'shan'shen'chu 乱山深处
'luan'shan'wu'shu 乱山无数
'luan'sheng'chun'se'shui'wei'zhu 乱生春色谁为主
'luan'shi'beng'yun 乱石崩云
'luan'ya'guo 乱鸦过
'luan'ya'ti'hou 乱鸦啼后
'lue'wei'wu'shan'liu'gu 略为吴山留顾
'lue'xiang'si 略相似
'luo'chen'long 落尘笼
'luo'dai'qing'fen 罗带轻分
'luo'dai'tong'xin'jie'wei'cheng 罗带同心结未成
'luo'hua'fei'xu'meng'meng 落花飞絮蒙蒙
'luo'hua'feng'yu'geng'shang'chun 落花风雨更伤春
'luo'hua'liu'shui'reng'yi'jiu 落花流水仍依旧
'luo'hua'ren'du'li 落花人独立
'luo'jin'li'hua'chun'you'le 落尽梨花春又了
'luo'mu'qing'han 罗幕轻寒
'luo'qin'bu'nai'wu'geng'han 罗衾不耐五更寒
'luo'ri'jie'an'fang'cao'an 落日解鞍芳草岸
'luo'ri'lou'tou 落日楼头
'luo'ri'niu'yang'xia 落日牛羊下
'luo'ri'rong'jin 落日熔金
'luo'shou'fen'xiang 罗绶分香
'luo'tian'ya 落天涯
'luo'wei'an'dan'deng'hua'jie 罗帏暗淡灯花结
'luo'xu'wu'sheng'chun'duo'lei 落絮无声春堕泪
'luo'ye'dou'chou 落叶都愁
'luo'ye'ju'hai'san 落叶聚还散
'luo'yi'te'di'chun'han 罗衣特地春寒
'luo'zhang'deng'hun 罗帐灯昏
'lv'ben'zhong'cai'sang'zi'hen'jun'bu'si'jiang'lou'yue 吕本中采桑子恨君不似江楼月
'lv'ben'zhong'nan'ge'zi'yi'lu'qin'xie'yue 吕本中南歌子驿路侵斜月
'lv'bian'xing'shuang 屡变星霜
'lv'bo'yi'jiu'dong'liu 绿波依旧东流
'lv'chang'pin 绿长颦
'lv'chuang'can'meng'mi 绿窗残梦迷
'lv'chuang'ren'si'hua 绿窗人似花
'lv'huai'yan'liu'chang'ting'lu 绿槐烟柳长亭路
'lv'jiu'yi'bei'ge'yi'bian 绿酒一杯歌一遍
'lv'le'ba'jiao 绿了芭蕉
'lv'man'shan'chuan'wen'du'yu 绿满山川闻杜宇
'lv'man'wei'feng'an 绿满微风岸
'lv'ping'zhang'duan'lian'zhou'lu 绿萍涨断莲舟路
'lv'shen'men'hu 绿深门户
'lv'shu'ting'ti'jue 绿树听鹈鴂
'lv'shui'ren'jia'rao 绿水人家绕
'lv'shui'xin'chi'man 绿水新池满
'lv'suo'yi 绿蓑衣
'lv'wei'lao'hao'shi'jin'fei'xue'guo'jiang'lai 吕渭老好事近飞雪过江来
'lv'yang'di'pan'wen'he'hua 绿杨堤畔问荷花
'lv'yang'fang'cao'chang'ting'lu 绿杨芳草长亭路
'lv'yang'fang'cao'ji'shi'xiu 绿杨芳草几时休
'lv'yang'yan'wai'xiao'han'qing 绿杨烟外晓寒轻
'lv'yang'ying'li 绿杨影里
'lv'yang'ying'li'qiu'qian 绿杨影里秋千
'lv'zhen'yuan'wu'meng 旅枕元无梦
'ma'hua'shuang'nong 马滑霜浓
'ma'shang'pi'pa'guan'sai'hei 马上琵琶关塞黑
'ma'zuo'di'lu'fei'kuai 马作的卢飞快
'mai'bei'tang'xuan'zai'yang'liu 买陂塘旋栽杨柳
'mai'duan'liang'mei'chang'dou 买断两眉长斗
'man'an'se'tong'hua'chen'tu 谩暗涩铜华尘土
'man'bei'ge'shang'huai'diao'gu 漫悲歌伤怀吊古
'man'bin'qing'shuang'can'xue'si'nan'ren 满鬓清霜残雪思难任
'man'chang'shi 谩长是
'man'cheng'chun'se'gong'qiang'liu 满城春色宫墙柳
'man'cheng'fei'xu'gun'qing'chen 满城飞絮滚轻尘
'man'cheng'feng'xu 满城风絮
'man'cheng'si'chou'feng'yu 满城似愁风雨
'man'cun'she'gu 满村社鼓
'man'di'can'hong'gong'jin'wu 满地残红宫锦污
'man'di'can'yang 满地残阳
'man'di'dan'huang'yue 满地淡黄月
'man'di'he'yan'yu 满地和烟雨
'man'di'heng'xie 满地横斜
'man'di'huang'hua'dui'ji 满地黄花堆积
'man'guo'ren'zheng'jiang'shang'wang 满郭人争江上望
'man'hu'yan'shui'cang'mang 满湖烟水苍茫
'man'huai'xiao'se 满怀萧瑟
'man'jian'zong'xie 蛮笺纵写
'man'jie'rong'ru 漫嗟荣辱
'man'kong'chang'wang 谩空怅望
'man'liu'de'chou'qian'lv 谩留得愁千缕
'man'lu'piao'xiang'she 满路飘香麝
'man'mu'shan'he'kong'nian'yuan 满目山河空念远
'man'qing'jing 满青镜
'man'shuo'bei'qun'kong 漫说北群空
'man'xiang'si'tan'ru'ai'zheng'zhu 漫相思弹入哀筝柱
'man'yan'feng'bo'duo'shan'zhuo 满眼风波多闪灼
'man'yan'feng'guang'bei'gu'lou 满眼风光北固楼
'man'yan'shan'chuan'huan'gu'guo 曼衍山川环故国
'man'yan'xiang'si'lei 满眼相思泪
'man'yi'hai'men'fei'xu 漫忆海门飞絮
'man'ying'de 谩赢得
'man'yuan'luo'hua'lian'bu'juan 满院落花帘不卷
'man'yun'tao'tun'tu 漫云涛吞吐
'man'zai'yi'chuan'qiu'se 满载一船秋色
'man'zan'huang'ju 谩簪黄菊
'man'zhen'lv'xu'liu'jun'zhu 满斟绿醑留君住
'man'zhu'li'bian'yi'wei'lan 谩伫立遍倚危阑
'man'zuo'yi'guan'si'xue 满座衣冠似雪
'mang'mang 茫茫
'mang'ran'wang'le'han'dan'dao 茫然忘了邯郸道
'mang'sha'kan'hua'ren 忙杀看花人
'mao'fa'song 毛发耸
'mao'pang'jian'zi'mu'lan'hua'ceng'jiao'feng'yue 毛滂减字木兰花曾教风月
'mao'pang'lin'jiang'xian'wen'dao'chang'an'deng'ye'hao 毛滂临江仙闻道长安灯夜好
'mao'pang'shang'lin'chun'ling'hu'die'chu'fan'lian'xiu 毛滂上林春令蝴蝶初翻帘绣
