'a'bi'di'yu 阿鼻地狱
'chi'yin'chuan'di 尺蚓穿堤
'chi'ying'bao'tai 持盈保泰
'chi'ying'bu'chi'ruan 吃硬不吃软
'chi'ying'shou'cheng 持盈守成
'chi'you'suo'duan 尺有所短
'chi'yu'cun'xia 尺瑜寸瑕
'chi'yu'kuai'wu 耻与哙伍
'chi'yu'long'niao 池鱼笼鸟
'chi'yu'mu'yan 池鱼幕燕
'chi'yu'tang'yan 池鱼堂燕
'chi'yu'zhi'huo 池鱼之祸
'chi'yu'zhi'lv 池鱼之虑
'chi'yu'zhi'yang 池鱼之殃
'chi'ze'zhi'ni 尺泽之鲵
'chi'zha'feng'yun 叱咤风云
'chi'zhai'ba'su 持斋把素
'chi'zhang'men'hu 鸱张门户
'chi'zhang'shu'fu 鸱张鼠伏
'chi'zhang'yi'ju 鸱张蚁聚
'chi'zhang'yu'lan 鸱张鱼烂
'chi'zhe'wan'li'qiao'zhe'guo'li 吃着碗里瞧着锅里
'chi'zheng'bu'e 持正不阿
'chi'zhi'yi'bi 嗤之以鼻
'chi'zhi'yi'heng 持之以恒
'chi'zhi'yi'wu 驰志伊吾
'chi'zhi'you'gu 持之有故
'chi'zhu'wu'fu 尺竹伍符
'chi'zhuo'bu'jin 吃着不尽
'chi'zi'zhi'xin 赤子之心
'chi'zong'tou'gou 侈纵偷苟
'chong'ben'yi'mo 崇本抑末
'chong'bi'shu'gan 虫臂鼠肝
'chong'cao'jiu'ye 重操旧业
'chong'dao'fu'zhe 重蹈覆辙
'chong'dong'han'niu 充栋汗牛
'chong'dong'ying'che 充栋盈车
'chong'du'tian'ri 重睹天日
'chong'er'bu'wen 充耳不闻
'chong'feng'mao'yu 冲风冒雨
'chong'feng'po'lang 冲风破浪
'chong'feng'xian'jian 冲锋陷坚
'chong'feng'xian'rui 冲锋陷锐
'chong'feng'xian'zhen 冲锋陷阵
'chong'guan'fa'nu 冲冠发怒
'chong'guan'nu'fa 冲冠怒发
'chong'guan'zi'lie 冲冠眦裂
'chong'gui'die'ju 重规迭矩
'chong'gui'die'ju 重规叠矩
'chong'hun'tou'nao 冲昏头脑
'chong'ji'hua'bing 充饥画饼
'chong'jian'hui'rui 冲坚毁锐
'chong'jian'tian'ri 重见天日
'chong'kou'er'chu 冲口而出
'chong'lei'zhi'jin 充类至尽
'chong'liu'jiao'hua 宠柳娇花
'chong'luan'die'zhang 重峦叠嶂
'chong'lun'hong'yi 崇论闳议
'chong'lun'hong'yi 崇论宏议
'chong'lv'zhi'qing 充闾之庆
'chong'men'ji'tuo 重门击柝
'chong'qi'lu'zao 重起炉灶
'chong'rong'da'ya 舂容大雅
'chong'ru'bu'jing 宠辱不惊
'chong'ru'jie'wang 宠辱皆忘
'chong'ru'ruo'jing 宠辱若惊
'chong'sha'yuan'he 虫沙猿鹤
'chong'shan'jun'ling 崇山峻岭
'chong'sheng'fu'mu 重生父母
'chong'sheng'ye'niang 重生爷娘
'chong'tian'sai'di 充天塞地
'chong'wen'jiu'meng 重温旧梦
'chong'xi'lei'qia 重熙累洽
'chong'ya'chu'fu 崇雅黜浮
'chong'yan'die'zhang 重岩叠障
'chong'yang'mei'wai 崇洋媚外
'chong'yong'bai'zhi 崇墉百雉
'chong'yu'zhi'xue 虫鱼之学
'chong'zheng'qi'gu 重整旗鼓
'chong'zhou'guo'fu 冲州过府
'chong'zhou'zhuang'fu 冲州撞府
'chong'zu'er'li 重足而立
'chou'bu'ke'dang 臭不可当
'chou'bu'ke'wen 臭不可闻
'chou'chang'bai'jie 愁肠百结
'chou'chang'cun'duan 愁肠寸断
'chou'chang'jiu'hui 愁肠九回
'chou'chang'jiu'zhuan 愁肠九转
'chou'chang'ti'jiu 愁肠殢酒
'chou'chang'ti'jiu 愁长殢酒
'chou'chou'da'da 抽抽搭搭
'chou'chou'ye'ye 抽抽噎噎
'chou'chu'bu'jue 踌躇不决
'chou'chu'bu'qian 踌躇不前
'chou'chu'man'zhi 踌躇满志
'chou'dao'duan'shui 抽刀断水
'chou'ding'ba'xie 抽丁拔楔
'chou'duo'ye'chang 愁多夜长
'chou'gong'gei'xiao 酬功给效
'chou'hong'can'lv 愁红惨绿
'chou'hong'yuan'lv 愁红怨绿
'chou'huang'dui'bai 抽黄对白
'chou'jin'ba'gu 抽筋拔骨
'chou'jin'bo'pi 抽筋剥皮
'chou'lei'e'wu 丑类恶物
'chou'liang'huan'zhu 抽梁换柱
'chou'mei'bu'zhan 愁眉不展
'chou'mei'cu'e 愁眉蹙额
'chou'mei'ku'lian 愁眉苦脸
'chou'mei'ku'yan 愁眉苦眼
'chou'mei'lei'yan 愁眉泪眼
'chou'mei'suo'yan 愁眉锁眼
'chou'mei'ti'zhuang 愁眉啼妆
'chou'mi'cheng'yan 抽祕骋妍
'chou'ming'yuan'yang 臭名远扬
'chou'ming'zhao'zhu 臭名昭著
'chou'mou'shu'xin 绸缪束薪
'chou'mou'wei'wo 绸缪帷幄
'chou'pan'bing'shen 愁潘病沈
'chou'ren'guang'zhong 稠人广众
'chou'ren'guang'zuo 稠人广坐
'chou'ren'guang'zuo 稠人广座
'chou'ren'jian'mian 仇人见面
'chou'ren'xiang'jian 仇人相见
'chou'rou'lai'ying 臭肉来蝇
'chou'shan'men'hai 愁山闷海
'chou'sheng'yuan'bo 丑声远播
'chou'si'bo'jian 抽丝剥茧
'chou'tai'bai'chu 丑态百出
'chou'tai'bi'lu 丑态毕露
'chou'tai'huan'gu 抽胎换骨
'chou'wei'xiang'tou 臭味相投
'chou'xi'fu'zong'dei'jian'gong'po 丑媳妇总得见公婆
'chou'xin'zhi'fei 抽薪止沸
'chou'yun'can'dan 愁云惨淡
'chou'yun'can'wu 愁云惨雾
'chou'zhang'wei'huan 诪张为幻
'chou'zi'zhi'you 畴咨之忧
'chu'bao'an'liang 除暴安良
'chu'bi'sui'zhen 楚璧隋珍
'chu'cai'jin'yong 楚才晋用
'chu'cai'jin'yong 楚材晋用
'chu'can'qu'hui 除残去秽
'chu'chen'bu'ran 出尘不染
'chu'chen'yi'xin 出陈易新
'chu'chou'fang'guai 出丑放乖
'chu'chou'yang'ji 出丑扬疾
'chu'chu'bu'fan 楚楚不凡
'chu'chu'dong'ren 楚楚动人
'chu'chu'ji'lai 触处机来
'chu'chu'jin'tui 出处进退
'chu'chu'ke'ai 楚楚可爱
'chu'chu'ke'lian 楚楚可怜
'chu'chu'ke'ren 楚楚可人
'chu'chu'mao'lu 初出茅庐
'chu'chu'shu'tu 出处殊途
'chu'chu'su'su 楚楚谡谡
'chu'chu'you'zhi 楚楚有致
'chu'chu'yu'mo 出处语默
'chu'chu'zuo'tai 楚楚作态
'chu'ci'tu'qi 出词吐气
'chu'de'chu'gong 楚得楚弓
'chu'di'bu'yi 出敌不意
'chu'di'hao'tian 触地号天
'chu'di'yi'wai 出敌意外
'chu'dou'man'zheng 触斗蛮争
'chu'e'wu'ben 除恶务本
'chu'e'wu'jin 除恶务尽
'chu'er'fan'er 出尔反尔
'chu'fa'fu'rong 初发芙蓉
'chu'fan'ru'sheng 出凡入胜
'chu'fei'ji'mo'wei 除非己莫为
'chu'feng'qing'sheng 雏凤清声
'chu'gao'lin'shen 处高临深
'chu'ge'si'he 楚歌四合
'chu'ge'si'mian 楚歌四面
'chu'ge'si'qi 楚歌四起
'chu'ge'zhi'ji 楚歌之计
'chu'gong'chu'de 楚弓楚得
'chu'gong'fu'de 楚弓复得
'chu'gong'wang'si 出公忘私
'chu'gong'yi'ying 楚弓遗影
'chu'gu'qian'qiao 出谷迁乔
'chu'guai'lu'chou 出乖露丑
'chu'guai'nong'chou 出乖弄丑
'chu'guan'man'xian 楚管蛮弦
'chu'guan'qin'lou 楚馆秦楼
'chu'guan'qin'lou 楚棺秦楼
'chu'gui'ru'shen 出鬼入神
'chu'hai'xing'li 除害兴利
'chu'he'dian'ji 出何典记
'chu'he'jing'dian 出何经典
'chu'hu'fan'hu 出乎反乎
'chu'hu'yi'biao 出乎意表
'chu'hu'yi'liao 出乎意料
'chu'hu'yi'wai 出乎意外
'chu'hu'yu'liao 出乎预料
'chu'hui'bu'xin 除秽布新
'chu'hun'qi'sheng 黜昏启圣
'chu'ji'bian'fa 触机便发
'chu'jian'ge'bi 除奸革弊
'chu'jiang'ru'xiang 出将入相
'chu'jie'han'he 楚界汉河
'chu'jing'shang'huai 触景伤怀
'chu'jing'shang'qing 触景伤情
'chu'jing'shang'xin 触景伤心
'chu'jing'sheng'qing 触景生情
'chu'jiu'bu'xin 除旧布新
'chu'jiu'geng'xin 除旧更新
'chu'jiu'jiao 杵臼交
'chu'jiu'zhi'jiao 杵臼之交
'chu'kou'cheng'zhang 出口成章
'chu'kou'ru'er 出口入耳
'chu'kou'shang'ren 出口伤人
'chu'lang'de'hu 除狼得虎
'chu'lei'ba'cui 出类拔萃
'chu'lei'er'tong 触类而通
'chu'lei'er'zhang 触类而长
'chu'lei'pang'tong 触类旁通
'chu'li'yong'cai 樗栎庸材
'chu'lu'feng'mang 初露锋芒
'chu'lu'tou'jiao 初露头角
'chu'men'he'zhe 出门合辙
'chu'men'ru'bin 出门如宾
'chu'men'ying'zhe 出门应辙
'chu'meng'yun'yu 楚梦云雨
'chu'mo'bu'chang 出没不常
'chu'mo'wu'chang 出没无常
'chu'mou'hua'ce 出谋划策
'chu'mou'hua'ce 出谋画策
'chu'mu'beng'xin 触目崩心
'chu'mu'cheng'song 触目成诵
'chu'mu'jie'shi 触目皆是
'chu'mu'jing'xin 触目警心
'chu'mu'jing'xin 触目儆心
'chu'mu'jing'xin 触目惊心
'chu'mu'jing'xin 触目经心
'chu'mu'jing'xin 怵目惊心
'chu'mu'ru'gu 触目如故
'chu'mu'shang'huai 触目伤怀
'chu'mu'shang'xin 触目伤心
'chu'mu'tong'xin 触目恸心
'chu'mu'xing'tan 触目兴叹
'chu'na'zhi'lin 出纳之吝
'chu'nang'zhi'qing 楚囊之情
'chu'nu'ru'zhu 出奴入主
'chu'qi'bu'bei 出其不备
'chu'qi'bu'qiong 出奇不穷
'chu'qi'bu'yi 出其不意
'chu'qi'bu'yu 出其不虞
'chu'qi'hua'ce 出奇划策
'chu'qi'qu'sheng 出奇取胜
'chu'qi'wu'qiong 出奇无穷
'chu'qi'zhi'sheng 出奇致胜
'chu'qi'zhi'sheng 出奇制胜
'chu'qian'ru'shen 出浅入深
'chu'qiang'fu'ruo 锄强扶弱
'chu'qiu'dui'qi 楚囚对泣
'chu'qiu'xiang'dui 楚囚相对
'chu'qun'ba'cui 出群拔萃
'chu'rao'zhi'jian 刍荛之见
'chu'rao'zhi'yan 刍荛之言
'chu'ren'tou'di 出人头地
'chu'ren'wang'wai 出人望外
'chu'ren'yi'biao 出人意表
'chu'ren'yi'liao 出人意料
'chu'ren'yi'wai 出人意外
'chu'ru'jiang'xiang 出入将相
'chu'ru'ren'zui 出入人罪
'chu'ru'shen'gui 出入神鬼
'chu'ru'sheng'si 出入生死
'chu'ru'tuo'tu 出如脱兔
'chu'ru'wu'jian 出入无间
'chu'run'er'yu 础润而雨
'chu'shan'quan'shui 出山泉水
'chu'she'chong'jian 黜奢崇俭
'chu'shen'ru'ding 出神入定
'chu'shen'ru'hua 出神入化
'chu'sheng'niu'du'bu'pa'hu 初生牛犊不怕虎
'chu'sheng'ru'shen 出圣入神
'chu'sheng'ru'si 出生入死
'chu'sheng'zhi'du 初生之犊
'chu'sheng'zhi'du'bu'ju'hu 初生之犊不惧虎
'chu'sheng'zhi'du'bu'wei'hu 初生之犊不畏虎
'chu'shi'bu'li 出师不利
'chu'shi'chao'fan 出世超凡
'chu'shi'feng'mang 初试锋芒
'chu'shi'jue'mu 触石决木
'chu'shi'li'qun 出世离群
'chu'shi'wu'ming 出师无名
'chu'shi'you'ming 出师有名
'chu'shou'de'lu 出手得卢
'chu'shou'ke'ji 触手可及
'chu'shou'sheng'chun 触手生春
'chu'shui'fu'rong 出水芙蓉
'chu'shui'wu'shan 楚水吴山
'chu'si'duan'wang 出死断亡
'chu'si'ru'sheng 出死入生
'chu'tang'yan'que 处堂燕雀
'chu'tang'yan'que 处堂燕鹊
'chu'tian'yun'yu 楚天云雨
'chu'tou'lou'mian 出头露面
'chu'tou'zhi'ri 出头之日
'chu'wei'wu'tou 楚尾吴头
'chu'wen'ru'wu 出文入武
'chu'wu'ni'er'bu'ran 出污泥而不染
'chu'wu'shang'qing 触物伤情
'chu'wu'wu'ge 楚舞吴歌
'chu'wu'xing'huai 触物兴怀
'chu'xie'cheng'e 除邪惩恶
'chu'xie'chong'zheng 黜邪崇正
'chu'xie'huang'ting 初写黄庭
'chu'xin'ji'lv 处心积虑
'chu'yan'bu'xun 出言不逊
'chu'yan'cheng'zhang 出言成章
'chu'yan'tu'ci 出言吐词
'chu'yan'tu'qi 出言吐气
'chu'yan'tu'yu 出言吐语
'chu'yan'wu'zhuang 出言无状
'chu'yan'you'zhang 出言有章
'chu'yao'qi'ling 楚腰蛴领
'chu'yao'wei'bin 楚腰卫鬓
'chu'yao'xian'xi 楚腰纤细
'chu'yi'gong'xin 出以公心
'chu'yi'ru'xian 出夷入险
'chu'yi'suo'shi 黜衣缩食
'chu'yi'tou'di 出一头地
'chu'you'qian'qiao 出幽迁乔
'chu'you'ru'wu 出有入无
'chu'you'sheng'gao 出幽升高
'chu'you'zhi'ming 黜幽陟明
'chu'yu'cheng'zhang 出语成章
'chu'yu'ni'er'bu'ran 出淤泥而不染
'chu'yu'ru'nian 出舆入辇
'chu'yu'wu'nai 出于无奈
'chu'yu'wu'yun 楚雨巫云
'chu'yu'yi'biao 出于意表
'chu'yu'yi'wai 出于意外
'chu'yue'zhi'ji 楚越之急
'chu'yun'ru'ni 出云入泥
'chu'yun'xiang'yu 楚云湘雨
'chu'zhi'tai'ran 处之泰然
'chu'zhi'you'ming 黜陟幽明
'chu'zi'yi'wai 出自意外
'chuai'gu'ting'sheng 揣骨听声
'chuai'he'feng'ying 揣合逢迎
'chuai'shi'duo'li 揣时度力
'chuan'bei'huan'zhan 传杯换盏
'chuan'bei'nong'zhan 传杯弄盏
'chuan'bi'yin'guang 穿壁引光
'chuan'bing'yi'ji 传柄移藉
'chuan'dao'jiang'xin'bu'lou'chi 船到江心补漏迟
'chuan'dao'qiao'men'zi'hui'zhi 船到桥门自会直
'chuan'dao'shou'ye 传道受业
'chuan'duo'bu'ai'lu 船多不碍路
'chuan'e'bai'chu 舛讹百出
'chuan'fang'ru'hu 穿房入户
'chuan'feng'shan'huo 传风扇火
'chuan'gui'xi'zi 传龟袭紫
'chuan'gui'xi'zu 传圭袭组
'chuan'hong'zhuo'lv 穿红着绿
'chuan'hua'na'jin 穿花纳锦
'chuan'jian'pao'li 船坚炮利
'chuan'jing'de'ren 穿井得人
'chuan'jing'song'bao 传经送宝
'chuan'liu'bu'xi 川流不息
'chuan'qin'fang'you 串亲访友
'chuan'shen'e'du 传神阿堵
'chuan'song'yi'shi 传诵一时
'chuan'ting'yue'zhi 川渟岳峙
'chuan'tong'yi'qi 串通一气
'chuan'wei'jia'hua 传为佳话
'chuan'wei'mei'tan 传为美谈
'chuan'wei'xiao'bing 传为笑柄
'chuan'wen'bu'ru'qin'jian 传闻不如亲见
'chuan'wen'yi'ci 传闻异辞
'chuan'xi'er'ding 传檄而定
'chuan'xi'wei'ding 喘息未定
'chuan'xi'zhi'jian 喘息之间
'chuan'yong'bi'kui 川壅必溃
'chuan'yu'zhi'dao 穿窬之盗
'chuan'yue'wu'niu 喘月吴牛
'chuan'yun'lie'shi 穿云裂石
'chuan'zao'fu'hui 穿凿附会
'chuan'ze'na'wu 川泽纳污
'chuan'zhen'yin'xian 穿针引线
'chuan'zhi'qi'ren 传之其人
'chuan'zong'jie'dai 传宗接代
'chuang'dang'jiang'hu 闯荡江湖
'chuang'di'hu'tian 怆地呼天
'chuang'ju'tong'reng 创巨痛仍
'chuang'ju'tong'shen 创剧痛深
'chuang'ju'tong'shen 创巨痛深
'chuang'ming'ji'jing 窗明几净
'chuang'nan'zou'bei 闯南走北
'chuang'ran'ti'xia 怆然涕下
'chuang'shang'an'chuang 床上安床
'chuang'shang'die'chuang 床上叠床
'chuang'shang'shi'chuang 床上施床
'chuang'tou'jin'jin 床头金尽
'chuang'xia'niu'dou 床下牛斗
'chuang'ye'chui'tong 创业垂统
'chuang'ye'wei'jian 创业维艰
'chuang'yi'man'mu 疮痍满目
'chuang'zi'zhi'si 床笫之私
'chui'chui'da'da 吹吹打打
'chui'chun'chang'hou 吹唇唱吼
'chui'da'fa'luo 吹大法螺
'chui'deng'ba'la 吹灯拔蜡
'chui'fan'bai'shi 垂范百世
'chui'gong'er'zhi 垂拱而治
'chui'gou'suo'ban 吹垢索瘢
'chui'hui'zhi'li 吹灰之力
'chui'jiao'lian'ying 吹角连营
'chui'jin'zhuan'yu 炊金馔玉
'chui'kang'jian'mi 吹糠见米
'chui'lian'ting'zheng 垂帘听政
'chui'mao'li'ren 吹毛利刃
'chui'mao'qiu'ci 吹毛求疵
'chui'mao'qiu'xia 吹毛求瑕
'chui'mao'shu'jie 吹毛数睫
'chui'ming'qing'shi 垂名青史
'chui'ming'zhu'bo 垂名竹帛
'chui'mu'zhi'nian 垂暮之年
'chui'niu'pai'ma 吹牛拍马
'chui'qi'sheng'lan 吹气胜兰
'chui'sha'cheng'fan 炊沙成饭
'chui'sha'zuo'fan 炊沙作饭
'chui'shou'er'de 垂手而得
'chui'shou'ke'de 垂手可得
'chui'si'zheng'zha 垂死挣扎
'chui'tan'de'po 吹弹得破
'chui'tan'ge'wu 吹弹歌舞
'chui'tou'sang'qi 垂头丧气
'chui'xian'san'chi 垂涎三尺
'chui'xian'yu'di 垂涎欲滴
'chui'xiao'qi'shi 吹箫乞食
'chui'xin'qi'xue 椎心泣血
'chui'xiong'dun'zu 捶胸顿足
'chui'ying'lou'chen 吹影镂尘
'chui'zhou'yi'chi'chun'shui 吹皱一池春水
'chun'bing'hu'wei 春冰虎尾
'chun'bu'li'sai 唇不离腮
'chun'can'dao'si'si'fang'jin 春蚕到死丝方尽
'chun'chi'xiang'yi 唇齿相依
'chun'chi'zhi'bang 唇齿之邦
'chun'chun'yu'dong 蠢蠢欲动
'chun'feng'de'yi 春风得意
'chun'feng'feng'ren 春风风人
'chun'feng'he'qi 春风和气
'chun'feng'hua'yu 春风化雨
'chun'feng'man'mian 春风满面
'chun'feng'xia'yu 春风夏雨
'chun'feng'yi'du 春风一度
'chun'feng'yi'shui 春风沂水
'chun'gan'kou'zao 唇干口燥
'chun'geng'lu'kuai 莼羹鲈脍
'chun'guang'lou'xie 春光漏泄
'chun'guang'ming'mei 春光明媚
'chun'han'liao'qiao 春寒料峭
'chun'he'jing'ming 春和景明
'chun'hong'chi'bai 唇红齿白
'chun'hua'qiu'shi 春华秋实
'chun'hua'qiu'yue 春花秋月
'chun'hui'cun'cao 春晖寸草
'chun'hui'da'di 春回大地
'chun'jiao'kou'zao 唇焦口燥
'chun'jiao'she'bi 唇焦舌敝
'chun'jiu'fu'ren 醇酒妇人
'chun'ju'kou'shi 鹑居鷇食
'chun'lan'qiu'ju 春兰秋菊
'chun'lu'qiu'shuang 春露秋霜
'chun'lu'zhi'si 莼鲈之思
'chun'man'ren'jian 春满人间
'chun'meng'wu'hen 春梦无痕
'chun'nuan'hua'kai 春暖花开
'chun'nuan'hua'xiang 春暖花香
'chun'pa'li'zao 春葩丽藻
'chun'qiang'she'jian 唇枪舌剑
'chun'qiu'bi'fa 春秋笔法
'chun'qiu'ding'sheng 春秋鼎盛
'chun'qiu'wu'yi'zhan 春秋无义战
'chun'qu'qiu'lai 春去秋来
'chun'se'liao'ren 春色撩人
'chun'se'man'yuan 春色满园
'chun'shan'ru'xiao 春山如笑
'chun'shen'si'hai 春深似海
'chun'sheng'qiu'sha 春生秋杀
'chun'sheng'xia'zhang 春生夏长
'chun'shu'mu'yun 春树暮云
'chun'shu'pian'ju 纯属骗局
'chun'song'xia'xian 春诵夏弦
'chun'sun'nu'fa 春笋怒发
'chun'wa'qiu'chan 春蛙秋蝉
'chun'wang'chi'han 唇亡齿寒
'chun'xiao'yi'ke 春宵一刻
'chun'xuan'bing'mao 椿萱并茂
'chun'yi'ang'ran 春意盎然
'chun'yi'bai'jie 鹑衣百结
'chun'yi'bu'za 纯一不杂
'chun'yi'lan'shan 春意阑珊
'chun'yin'qiu'she 春蚓秋蛇
'chun'yu'ru'you 春雨如油
'chun'zheng'wu'xie 纯正无邪
'chuo'chuo'you'yu 绰绰有裕
'chuo'chuo'you'yu 绰绰有余
'chuo'da'shang'cui 惙怛伤悴
'chuo'jue'zhi'neng 踔绝之能
'chuo'li'feng'fa 踔厉风发
'chuo'shi'tu'bu 啜食吐哺
'chuo'shu'yin'shui 啜菽饮水
'chuo'xin'guan'sui 戳心灌髓
'chuo'ying'ju'hua 啜英咀华
'chuo'you'yu'yu 绰有余裕
'chuo'yue'duo'zi 绰约多姿
'ci'bei'wei'ben 慈悲为本
'ci'bu'da'yi 词不达意
'ci'bu'da'yi 辞不达意
'ci'bu'dai'li 词不逮理
'ci'bu'dai'yi 词不逮意
'ci'chang'bi'he 此唱彼和
'ci'ci'bu'xiu 刺刺不休
'ci'di'wu'yin'san'bai'liang 此地无银三百两
'ci'dun'yi'xu 词钝意虚
'ci'duo'shou'shao 辞多受少
'ci'feng'bu'ke'zhang 此风不可长
'ci'fu'bi'qi 此伏彼起
'ci'fu'ju'pin 辞富居贫
'ci'gu'du'shu 刺股读书
'ci'gu'xuan'liang 刺股悬梁
'ci'hen'mian'mian 此恨绵绵
'ci'mei'shan'mu 慈眉善目
'ci'ming'wu'shuang 慈明无双
'ci'qi'bi'fu 此起彼伏
'ci'qi'bi'luo 此起彼落
'ci'qiang'ji'jian 赐墙及肩
'ci'qiong'li'ji 词穷理极
'ci'qiong'li'jin 词穷理尽
'ci'qiong'li'qu 词穷理屈
'ci'wu'fan'bu 慈乌返哺
'ci'wu'fan'bu 慈乌反哺
'ci'xiong'wei'jue 雌雄未决
'ci'yan'yi'zheng 词言义正
'ci'yan'yi'zheng 词严义正
'ci'yan'yi'zheng 辞严义正
'ci'yi'shi 此一时
'ci'zhong'san'mei 此中三昧
'ci'zun'ju'bei 辞尊居卑
'cong'bi'shang'guan 从壁上观
'cong'chang'ji'yi 从长计议
'cong'e'ru'beng 从恶如崩
'cong'e'ruo'beng 从恶若崩
'cong'e'shi'beng 从恶是崩
'cong'feng'er'fu 从风而服
'cong'jian'ru'liu 从谏如流
'cong'jing'jiu'ren 从井救人
'cong'kuan'fa'luo 从宽发落
'cong'ling'ru'liu 从令如流
'cong'ming'cai'zhi 聪明才智
'cong'ming'fan'bei'cong'ming'wu 聪明反被聪明误
'cong'ming'ling'li 聪明伶俐
'cong'ming'yi'shi 聪明一世
'cong'ming'zheng'zhi 聪明正直
'cong'ming'zhi'hui 聪明智慧
'cong'qing'fa'luo 从轻发落
'cong'qing'zhe'zhou 丛轻折轴
'cong'rong'bu'po 从容不迫
'cong'rong'jiu'yi 从容就义
'cong'rong'ying'dui 从容应对
'cong'rong'zi'ru 从容自如
'cong'rong'zi'ruo 从容自若
'cong'shan'jun'ling 丛山峻岭
'cong'shan'ru'deng 从善如登
'cong'shan'ru'liu 从善如流
'cong'su'fu'chen 从俗浮沉
'cong'su'jiu'jian 从俗就简
'cong'tian'er'jiang 从天而降
'cong'tian'er'xia 从天而下
'cong'tou'che'wei 从头彻尾
'cong'tou'zhi'wei 从头至尾
'cong'xin'suo'yu 从心所欲
'cong'yi'er'zhong 从一而终
'cong'zhong'yu'li 从中渔利
'cong'zhong'zuo'geng 从中作梗
'cu'bu'ji'fang 猝不及防
'cu'cha'dan'fan 粗茶淡饭
'cu'cu'mi'cheng 蹙蹙靡骋
'cu'feng'bao'yu 粗风暴雨
'cu'fu'luan'tou 粗服乱头
'cu'hai'fan'bo 醋海翻波
'cu'ji'bu'an 踧踖不安
'cu'tong'wen'mo 粗通文墨
'cu'xi'tan'xin 促膝谈心
'cu'xin'da'yi 粗心大意
'cu'xin'fu'qi 粗心浮气
'cu'yi'dan'fan 粗衣淡饭
'cu'yi'e'shi 粗衣恶食
'cu'yi'li'shi 粗衣粝食
'cu'zhi'da'ye 粗枝大叶
'cu'zhi'lan'zao 粗制滥造
'cu'zhong'you'xi 粗中有细
'cuan'dang'duo'quan 篡党夺权
'cuan'duan'ni'ji 窜端匿迹
'cuan'fang'yue'ji 蹿房越脊
'cuan'gui'chui'yu 爨桂炊玉
'cuan'ling'he'zheng 攒零合整
'cuan'mei'cu'e 攒眉蹙额
'cuan'quan'long'xiu 撺拳拢袖
'cuan'san'ju'wu 攒三聚五
'cuan'wei'duo'quan 篡位夺权
'cui'can'duo'mu 璀璨夺目
'cui'feng'xian'jian 摧锋陷坚
'cui'feng'xian'zhen 摧锋陷阵
'cui'gang'wei'rou 摧刚为柔
'cui'jian'xian'zhen 摧坚陷阵
'cui'ku'la'xiu 摧枯拉朽
'cui'ku'zhe'fu 摧枯折腐
'cui'lan'zhe'yu 摧兰折玉
'cui'mei'zhe'yao 摧眉折腰
'cui'rao'zhu'wei 翠绕珠围
'cui'ren'lei'xia 催人泪下
'cui'shen'sui'shou 摧身碎首
'cui'xian'kuo'qing 摧陷廓清
'cui'xiao'hong'jian 翠消红减
'cui'xin'pou'gan 摧心剖肝
'cui'zhe'hao'qiang 摧折豪强
'cui'zhu'huang'hua 翠竹黄花
'cun'bu'bu'li 寸步不离
'cun'bu'bu'rang 寸步不让
'cun'bu'nan'xing 寸步难行
'cun'bu'qian'li 寸步千里
'cun'cao'bu'liu 寸草不留
'cun'cao'bu'sheng 寸草不生
'cun'cao'chun'hui 寸草春晖
'cun'chang'chi'duan 寸长尺短
'cun'chang'pian'shan 寸长片善
'cun'di'chi'tian 寸地尺天
'cun'er'bu'lun 存而不论
'cun'fu'su'zi 村夫俗子
'cun'fu'ye'lao 村夫野老
'cun'hu'qi'ren 存乎其人
'cun'hu'yi'xin 存乎一心
'cun'ji'zhu'lei 寸积铢累
'cun'jin'chi'tui 寸进尺退
'cun'jiu'ye'shu 村酒野蔬
'cun'li'bi'de 寸利必得
'cun'liang'zhu'cheng 寸量铢称
'cun'mu'cen'lou 寸木岑楼
'cun'nan'chi'nv 寸男尺女
'cun'si'ban'su 寸丝半粟
'cun'si'bu'gua 寸丝不挂
'cun'tian'chi'zhai 寸田尺宅
'cun'tie'sha'ren 寸铁杀人
'cun'tie'zai'shou 寸铁在手
'cun'tu'bi'zheng 寸土必争
'cun'tu'bu'rang 寸土不让
'cun'tu'chi'di 寸土尺地
'cun'wang'an'wei 存亡安危
'cun'wang'ji'jue 存亡继绝
'cun'wang'jue'xu 存亡绝续
'cun'wang'wei'bu 存亡未卜
'cun'xiao'yi 存小异
'cun'xin'bu'liang 存心不良
'cun'xin'qian'gu 寸心千古
'cun'xin'yang'xing 存心养性
'cun'ye'pi'fu 村野匹夫
'cun'yin'chi'bi 寸阴尺璧
'cun'yin'ruo'sui 寸阴若岁
'cun'yin'shi'xi 寸阴是惜
'cun'you'suo'chang 寸有所长
'cun'zhi'ce'yuan 寸指测渊
'cuo'cai'lou'jin 错彩镂金
'cuo'gu'yang'hui 挫骨扬灰
'cuo'huo'ji'xin 厝火积薪
'cuo'jie'pan'gen 错节盘根
'cuo'luo'bu'qi 错落不齐
'cuo'luo'you'zhi 错落有致
'cuo'ren'yan'biao 错认颜标
'cuo'shou'bu'ji 措手不及
'cuo'shou'dun'jiao 搓手顿脚
'cuo'shou'dun'zu 搓手顿足
'cuo'tu'fen'xiang 撮土焚香
'cuo'tuo'ri'yue 蹉跎日月
'cuo'tuo'shi'ri 蹉跎时日
'cuo'tuo'sui'yue 蹉跎岁月
'cuo'tuo'zi'wu 蹉跎自误
