'a'tong'san'chi'chui 阿童三尺棰
'wei'zhi'xuan'mian'le 未知轩冕乐
'wei'zuo'jue'ri'zhang 危坐觉日长
'wen'ci'yu'qing'xin 文词愈清新
'wen'dao'chao'tou'yi'zhang'gao 闻道潮头一丈高
'wen'hu'ku'si'zhi 问胡苦思之
'wen'jiu'miao'gao'hui 文酒邈高会
'wen'juan'yi'shu'xiang 闻鹃忆蜀乡
'wen'shu'dao'yan'bing'you'ming 文书到眼病犹明
'wen'tian'xiang'guo'ling'ding'yang 文天祥过零丁洋
'wen'tong'ji'li'zhi 文同寄荔枝
'wen'tong'wang'yun'lou 文同望云楼
'wen'wo'ju'jia'shui'nuan'yan 问我居家谁暖眼
'wen'xun'yi'you'qiang 问讯疑犹强
'wen'zhang'gong'yong'bu'jing'shi 文章功用不经世
'wo'ben'shan'shui'ke 我本山水客
'wo'bi'yang'hua'geng'piao'dang 我比杨花更飘荡
'wo'dao'jin'ling'shui'zi'dong 我到金陵水自东
'wo'dao'peng'zhou'jiu'yi'shang 我到彭州酒一觞
'wo'du'deng'cheng'wang'da'huang 我独登城望大荒
'wo'du'xing'ying'xiang'xi'yu 我独形影相嬉娱
'wo'fei'wang'qing'zhe 我非忘情者
'wo'ge'jun'qi'wu 我歌君起舞
'wo'gu'bu'zhan'liang'jiao'wu 卧鼓不战良骄吴
'wo'hang'qi'you'kui 我行岂有亏
'wo'hang'shan'nan'yi'san'ri 我行山南已三日
'wo'hang'xi'bei'yu 我行西北隅
'wo'huai'ren'de'zhi 我怀人得知
'wo'ji'jiang'bian'ku'liu'shu 我记江边枯柳树
'wo'jia'jiang'shui'chu'fa'yuan 我家江水初发源
'wo'ju'bei'hai'jun'nan'hai 我居北海君南海
'wo'kan'xing'he'jin'yi'ming 卧看星河尽意明
'wo'lai'bu'ren'qu 我来不忍去
'wo'lai'fang'zui'hou 我来方醉后
'wo'lai'ming'zhi'yi'shi'ran 我来名之意适然
'wo'lai'xia'yun'chu 我来夏云初
'wo'nian'shi'wu'you'guan'xi 我年十五游关西
'wo'ru'jiang'nan'di'yi'zhou 卧入江南第一州
'wo'shen'wei'lao'xin'yi'shuai 我身未老心已衰
'wo'sheng'ri'huang'huang 我生日皇皇
'wo'shou'qiu'feng'lei'man'ju 握手秋风泪满裾
'wo'shou'shi'pei'you'cuan'ti 我手失辔犹攒蹄
'wo'shu'du'xiu'guang'lang'yuan 卧树独秀桄榔园
'wo'si'shao'ling'yi'she'jiu 我似少陵亦赊酒
'wo'ting'pi'ma'nie'can'chu 卧听疲马啮残刍
'wo'xi'xue'shi'wei'you'de 我昔学诗未有得
'wo'xie'jiang'shen'qi'de'yi 我谢江神岂得已
'wo'xin'zhuang'ci'ning'fu'wei 我心壮此宁复畏
'wo'xing'xi'lin'shui 我性喜临水
'wo'yi'san'fa'xu'ming'xuan 我亦散发虚明轩
'wo'yi'shuai'chi'can'bi'li 我亦衰迟惭笔力
'wo'yi'zhi'ru'chang'ri'zui 我亦只如常日醉
'wo'you'gu'ci'jiu'dun'shou 我游故祠九顿首
'wo'zhi'si'gu'xiang 我知思故乡
'wu'cao'tian'xia'wei'neng'shi 吾曹天下谓能诗
'wu'chang'e'qi'xue'huan'er'yan'mang 吾尝恶其学幻而言哤
'wu'cheng'shi'er'lou 五城十二楼
'wu'di'neng'juan'liu'chi'qu 无地能捐六尺躯
'wu'fang'fei'shu'mian 吾方废书眠
'wu'fei'jia'dai'chong'hou'liang 无非假贷充糇粮
'wu'fu'ti'zong'heng 无复涕纵横
'wu'geng'tong'ye'zui'zhi'yin 五更桐叶最知音
'wu'gong'yan'leng'shui'tiao'tiao 吴宫烟冷水迢迢
'wu'guan'er'zi'jie'shen'jun 吾观二子皆神俊
'wu'guan'hua'pin'zhong 吾观画品中
'wu'hu 呜呼
'wu'hu'qin'shou'xin'hao'jie 呜呼秦守信豪杰
'wu'jiang'zhi'shui'hao'cui'jian 吴江之水好淬剑
'wu'li'mai'tian'liao'zhong'shui 无力买田聊种水
'wu'ling'qi'bi'jie'shen'xian 武陵岂必皆神仙
'wu'meng'dao'gong'ming 无梦到功名
'wu'meng'dao'jiang'nan 无梦到江南
'wu'nian'tian'di'wu'qiong'shi 五年天地无穷事
'wu'ning'cong'zhi'you 吾宁从之游
'wu'qian'niu'li'jiao 勿遣牛砺角
'wu'qiong'chu'qing'xin 无穷出清新
'wu'ri'wu'geng'wu'ting'shi 五日五更无停时
'wu'sha'bai'ge'dao'yi'liang 乌纱白葛道衣凉
'wu'shang'wu'pian'wa 屋上无片瓦
'wu'sheng'gan'shi'jie 物生感时节
'wu'sheng'sui'miao'jue 吴生虽妙绝
'wu'sheng'xian'yi'lao 吾生嫌已老
'wu'shi'tan'bu'yu 无诗叹不遇
'wu'shi'yin'xian'mei 吴市隐仙梅
'wu'tian'si'wo'you'xin'wu 无田似我犹欣舞
'wu'wan'ru'qi'zi'ru'shi 乌丸如漆姿如石
'wu'wei'xin'shang'chun 吴惟信伤春
'wu'wen'tai'shan'shi 吾闻太山石
'wu'xi'dui'chuang'xun'jiu'yue 误喜对床寻旧约
'wu'yan'gu'shi 五言古诗
'wu'yan'jue'ju 五言绝句
'wu'yan'lv'shi 五言律诗
'wu'yan'shen'yin'nei 五言呻吟内
'wu'ye'chuang'qian'jing 梧叶窗前惊
'wu'yu'bu'neng'qu 吾语不能屈
'wu'yu'fei'er'wang 吾欲飞而往
'wu'yue'lin'ping'shan'xia'lu 五月临平山下路
'wu'yue'shen'shan'hu'wei'xue 五月深山护微雪
'wu'zhe'bei'ti'mi'zhe'shou'zi'men 悟者悲涕迷者手自扪
'wu'zhong'song'ke'gui'yu'zhang 吴中送客归豫章
'xi'chuan'san'bai'li 系船三百里
'xi'de'ping'sheng'xi'qi'wu 洗得平生习气无
'xi'er'bu'xu'pu'sa'quan 洗耳不须菩萨泉
'xi'hu'chun'se'gui 西湖春色归
'xi'jia'dong'jia'xiao'wo'kuang 西家东家笑我狂
'xi'jia'nv'er'wu'wei'zhuang 西家女儿午未妆
'xi'jiao'mei'hua'jin'jue'yan 西郊梅花矜绝艳
'xi'jin'tou'bai'you'yan'li 熙今头白有眼力
'xi'liu'bian'chun'jiu 溪流变春酒
'xi'lu'yin'peng'hao 细路隐蓬蒿
'xi'mu'yi'feng'sui'qiao'ke 徙木遗风虽峭刻
'xi'nian'ceng'fu'xi'jiao'mei 昔年曾赋西郊梅
'xi'nian'mei'hua'ceng'duan'hun 昔年梅花曾断魂
'xi'nu'de'yi'guan'feng'ying 奚奴得意管逢迎
'xi'shan'sheng'fang'long'jin'shui 西山剩放龙津水
'xi'si'qu'sui'ren'shui'jian 细思去岁人谁健
'xi'wang'shen'zhou'cao'mu'xing 西望神州草木腥
'xi'wen'jin'jian'zhi 昔闻今见之
'xi'wo'gui'you'qi 喜我归有期
'xi'wu'han'yu'liu 惜无韩与柳
'xi'wu'tao'xie'shou 惜无陶谢手
'xi'xing'dao'e'mei 西行到峨眉
'xi'yang'huai'ying'shang'lian'gou 夕阳槐影上帘钩
'xi'yang'sha'an'ying'ru'shan 夕阳沙岸影如山
'xi'yi'chang'ge'yi'chuang'shen 徙倚长歌一怆神
'xi'yu'chuan'sha'xue'ban'xiao 细雨穿沙雪半销
'xi'yu'qi'lv'ru'jian'men 细雨骑驴入剑门
'xi'zhai'shen'qie'ming 西斋深且明
'xi'zhao'xi'sai'shan'qian'yue 戏招西塞山前月
'xi'zhou'huai'guang'nan'chen'xue'shi 希昼怀广南陈学士
'xia'fu'gu'kou'wei'ben'chuan 下赴谷口为奔川
'xia'guan'huang'jing'pu 下灌黄精圃
'xia'lin'bai'ren'hao 下临百仞濠
'xia'liu'qu'er'yi 下流曲而漪
'xia'shao'bu'dao'wang'gui'lu 下梢不到忘归路
'xia'ya'hou'tu'zhi'hong'pang 下压后土之鸿庞
'xia'you'pan'pan'gai'shi'weng 下有槃槃盖世翁
'xia'yun'wu'ji'ren'xi'dong 峡云无迹任西东
'xian'chu'san'xia'you 险出三峡右
'xian'guan'bu'gan'kang 县官不敢抗
'xian'huang'zhao'jian'yan'he'dian 先皇召见延和殿
'xian'jiang'xin'shi'bu'jin'qian 闲将心事卜金钱
'xian'jun'mai'tian'zhu'shi'lao'qi'xia 羡君买田筑室老其下
'xian'mian'jin'ri'wu'ren'dao 闲眠尽日无人到
'xian'sheng'du'yin'wu'tan'xi 先生独饮勿叹息
'xian'shi'zi'feng'zhi 先时自封植
'xian'ting'sheng'bai'ying 闲庭生柏影
'xian'weng'shi'zi'yi'wang'wang'er'feng'xi 仙翁释子亦往往而逢兮
'xian'xing'yi'you'ping 闲行意有凭
'xian'yun'bu'dong'xiao'tan'heng 纤云不动小滩横
'xiang'cheng'cang'lang'chuan 想乘沧浪船
'xiang'de'du'shu'tou'yi'bai 想得读书头已白
'xiang'de'nan'fei'yan 想得南飞雁
'xiang'feng'jing'luo'hun'yi'jiu 相逢京洛浑依旧
'xiang'jian'qiu'chai'shi 相煎求拆视
'xiang'jiang'nan'qu'shao'ren'xing 湘江南去少人行
'xiang'jiang'zhi'zhu'ke'wei'jian 湘江之竹可为箭
'xiang'kan'bu'gui'wo'seng'zhan 相看不归卧僧毡
'xiang'pai'jing'jin'tou'ru'yuan 相排竞进头如鼋
'xiang'qi'zai'ju'bei 相期再举杯
'xiang'shu'shi'ji'jiu'bu'da 乡书十寄九不达
'xiang'tu'si'hua'hu'you'gan 想图思画忽有感
'xiang'wu'kong'meng'yue'zhuan'lang 香雾空濛月转廊
'xiang'xin'you'deng'hua 乡信有灯花
'xiang'yu'tong'gan'ku 相与同甘苦
'xiao'chen'wei'xia'cai'ze'zhuo 小臣位下才则拙
'xiao'de'zao'deng'yue'yang'lou 萧德藻登岳阳楼
'xiao'dian'yi'gai'rong 笑电亦改容
'xiao'e'dian'zhu'guang 小萼点珠光
'xiao'er'qiang'bao'jian 小儿襁褓间
'xiao'feng'chui'shui'bi'lin'kai 小风吹水碧鳞开
'xiao'jian'han'xi'you'chui'yan 晓见寒溪有炊烟
'xiao'li'dai'qi'ding 小立待其定
'xiao'li'zhu'you'xiang 小立伫幽香
'xiao'lie'nan'shan'xue'wei'xiao 小猎南山雪未消
'xiao'qi'qing'yu'shui 晓气清余睡
'xiao'qiao'ye'dian'yi'shan'qian 小桥野店依山前
'xiao'ran'chi'fu'ken'zhu'chou 枵然痴腹肯贮愁
'xiao'ran'zi'shi'shi'wai'ren 翛然自是世外人
'xiao'ri'tong'long'xue'wei'can 晓日曈昽雪未残
'xiao'sa'er'mao'shuai'you'jian 萧飒二毛衰有渐
'xiao'shi'yu'tang'hui'han'shou 小试玉堂挥翰手
'xiao'shu'zhu'zuo'pin'zhao'chu 校书著作频诏除
'xiao'tao'you'xue'dan'yan'zhi 小桃犹学淡燕支
'xiao'wen'ru'wei'shui 笑问汝为谁
'xiao'wo'bai'fa'xin'shang'hai 笑我白发心尚孩
'xiao'xiao'liang'bin'chui'hua'fa 萧萧两鬓吹华发
'xiao'xun'ying'wei'wei'xi'hu 笑寻颍尾为西湖
'xiao'yao'tang'hou'qian'zhang'mu 逍遥堂后千章木
'xiao'yu'cang'shan'ke'zuo'jiu 小雨藏山客坐久
'xiao'yu'yin'yin'ren'jia'mei 小雨愔愔人假寐
'xie'ao'jin'ti'liang'shou 谢翱近体两首
'xie'ao'qiu'ye'ci 谢翱秋夜词
'xie'ao'xian'shi'bu'xu'shuang 蟹螯先实不须霜
'xie'ao'xiao'meng'jiao'ti 谢翱效孟郊体
'xie'ci'er'geng'tian 写此二更天
'xie'fang'de'wu'yi'shan'zhong 谢枋得武夷山中
'xie'gu'ling'sheng'qiu'ye'shen 斜谷铃声秋夜深
'xie'hou'yi'zun'jiu 邂逅一樽酒
'xie'ji'you'huai'ke 写寄幽怀客
'xie'yang'gu'liu'zhao'jia'zhuang 斜阳古柳赵家庄
'xie'yi'song'dong'yuan'da 谢逸送董元达
'xie'you'xun'xin'di 携幼寻新菂
'xie'yu'yi'wei'can 屑玉以为餐
'xin'cong'hua'die'meng'zhong'gui 心从化蝶梦中归
'xin'fu'shu'bu'huan 心复殊不欢
'xin'ku'zao'feng'qi'yi'jing 辛苦遭逢起一经
'xin'mu'jiu'dang'yang 心目久荡漾
'xin'qing'zai'zai'ye'hua'xiang 新晴在在野花香
'xin'ren'fang'an'qu 新人方按曲
'xin'ru'si'hui'bu'fu'wen 心如死灰不复温
'xin'yi'nan'lao'da 心意难老大
'xin'yin'bian'yuan'keng 新音变圆吭
'xin'yuan'jing'yi'jing 心远境亦静
'xin'yue'yi'sheng'fei'niao'wai 新月已生飞鸟外
'xin'zhang'mei'jiu'sha 新涨没旧沙
'xing'bian'liang'zhou'dao'yi'zhou 行遍梁州到益州
'xing'dao'dong'xi'kan'shui'shi 行到东溪看水时
'xing'hua'fei'lian'san'yu'chun 杏花飞帘散余春
'xing'ku'yin'qi'chuang 行哭音凄怆
'xing'ming'ji'bei'jiu 性命寄杯酒
'xing'ming'wu'chuan'cha 性命无舛差
'xing'ren'shao'du'qiao'mu'wai 行人稍度乔木外
'xing'wang'bi'jing'yuan'he'shi 兴亡毕竟缘何事
'xing'wang'gun'gun'ru'chou'chang 兴亡滚滚入愁肠
'xing'xiang'shi'lan'li 行向石栏立
'xing'you'luo'yue'kui'qing'zun 幸有落月窥清樽
'xing'yuan'xiang'yi'bang 幸愿相依傍
'xing'zao'jiao'hang'lu 荇藻交行路
'xiong'ci'xian'shou'yi'hua'shan 胸次先收一华山
'xiong'wen'chou'jiang'shan 雄文酬江山
'xiong'zhong'dan'you'da 胸中胆犹大
'xiong'zhong'kong'you'bo'tao'qi 胸中恐有波涛起
'xiu'ding'gu'yang'pi 羞顶羖羊皮
'xiu'qi'xie'juan'yu'cong'jiao 绣旗斜卷玉骢骄
'xiu'wei'chen'tu'fu'yuan'ju 羞为尘土伏辕驹
'xiu'xi'luo'bin'qi'yi'zui 修禊洛滨期一醉
'xu'chuang'shu'shui'shui'jing'jue 虚窗熟睡谁惊觉
'xu'duo'xiang'qi'bu'ceng'wen 许多香气不曾闻
'xu'fei'yue'fu'liang'shou 许棐乐府两首
'xu'guo'wu'gong'lang'zhuo'bian 许国无功浪着鞭
'xu'ji'ji'chen'ying'zhong 徐积寄陈莹中
'xu'zhao'zi'jun'zhi'chu'yi 徐照自君之出矣
'xuan'gai'chuan'hu'zhen'yi'hong 轩盖传呼真一哄
'xuan'kong'shi'zhang'cai'yi'zhi 悬空十丈才一掷
'xuan'nao'e'qing'jian 喧闹俄顷间
'xuan'ya'ju'shi'fei'liu'cong 悬崖巨石飞流淙
'xue'gu'bian'jian'can 学古编简残
'xue'hou'yuan'lin'cai'ban'shu 雪后园林才半树
'xue'jie'guan'shuang'gen 雪节贯霜根
'xue'mu'shi'zhu'dan 学母施朱丹
'xue'pu'wei'ru'jun 学圃未如君
'xue'shan'zhen'jiang'xiang 雪山真将相
'xue'shi'nan'lai'shang'yan'xue 学士南来尚岩穴
'xue'shi'shui'chen'ping'cai'ya 学士谁陈平蔡雅
'xue'xiao'men'wai'qian'shan'lv 雪消门外千山绿
'xue'yi'mu'fang'han 雪意暮方酣
'xue'zhi'liu'dan'gui'zhi'ku 血指流丹鬼质枯
'xue'zhong'xing'shi'deng'er'xi 雪中行师等儿戏
'xun'chang'lou'yi'bu'gan'xue 寻常蝼蚁不敢穴
'xun'long'xiang'leng'huan'chun'yi 熏笼香冷换春衣
'xun'meng'xia'shan'chuan 寻梦下山川
'ya'chu'chun'man'ke 鸦雏春满窠
'ya'qiao'zheng'tun'tu 崖峤争吞吐
'yan'chou'ge'zi'jin 妍丑各自矜
'yan'gu'shen'ye'shou 严鼓申夜守
'yan'hu'ren'qian'gu 奄忽人千古
'yan'kong'yun'san'shan'yi'ran 烟空云散山依然
'yan'leng'lai'wu'ji 雁冷来无几
'yan'qi'ping'sha'wan'jiao'ai 雁起平沙晚角哀
'yan'qian'gu'ren'si'yu'wu 眼前故人死欲无
'yan'qin'qing'xiang'yu'shi'ge 宴寝清香与世隔
'yan'qing'dian'wu'guang 研青点无光
'yan'ru'jing'yang'fei 嫣如景阳妃
'yan'shan'you'shi'wu'ren'le 燕山有石无人勒
'yan'shi'fu'lan'yu'xue'dui 燕石扶栏玉雪堆
'yan'shu'yu'yi 晏殊寓意
'yan'shuai'jiu'jie'hong 颜衰酒借红
'yan'shuai'yu'tu'gong 颜衰语徒工
'yan'shuang'fa'ceng'ying 严霜发层英
'yan'wu'mu'di'yi'min'ai 烟芜牧笛遗民哀
'yan'yan'zhi'ting'wu 焰焰指亭午
'yan'ying'yi'fei'xin'she'yan 檐影已飞新社燕
'yan'yu'chou'you'ren 严羽酬友人
'yan'yu'xun'chang'qin 言语寻常亲
'yan'yuan'jiu'wei'yi 延缘久未已
'yan'yun'jiu'qi'lao 燕云旧耆老
'yan'zhong'qun'dao'shang'zong'heng 眼中群盗尚纵横
'yan'zi'zhi'shi'jie 燕子知时节
'yang'gao'fu'shen'qing 仰高俯深清
'yang'gong'de'hua'xing'han'fu 羊公德化行悍夫
'yang'hua'bu'jie'shi 杨花不解事
'yang'hua'zhi'shi'yi'chun'mang 杨花只是一春忙
'yang'hui'zhi'ji'zheng'qi'shi'lang 杨徽之寄郑起侍郎
'yang'liu'jia'dao'che'sheng'gao 杨柳夹道车声高
'yang'tian'yi'xiao'wan'shi'kong 仰天一笑万事空
'yang'wan'li'chi'kou'yi'zhou'ru'jiang 杨万里池口移舟入江
'yang'wan'li'chu'ru'huai'he 杨万里初入淮河
'yang'wan'li'ming'fa'chen'gong'jing 杨万里明发陈公径
'yang'wan'li'ming'fa'nan'ping 杨万里明发南屏
'yang'wan'li'su'lan'xi'shui'yi'qian 杨万里宿兰溪水驿前
'yang'wan'li'yu'cheng'xiang'wan'ci 杨万里虞丞相挽词
'yang'wan'li'zhou'guo'xie'tan 杨万里舟过谢潭
'yang'wu'zi'jiao'shuo 阳乌自焦铄
'yang'yi'han'wu 杨亿汉武
'yao'guan'wu'ze'kong'fu'lu 要官无责空赋禄
'yao'guo'xiang'ren'xian'zi'hao 药裹向人闲自好
'yao'ji'tian'ping'du 摇楫天平渡
'yao'shi'tian'jiao'shi'feng'lin 要使天骄识凤麟
'yao'tiao'huang'zhu'yin 窈窕篁竹阴
'yao'wen'ru'zhi'shen'ru'fei 腰稳如植身如飞
'yao'xiang'zhong'yuan'yan'yi'lai 遥想中原雁已来
'yao'yao'tian'di'gu'mei'chu 杳杳天低鹘没处
'yao'yi'guang'yan'luo 摇疑光艳落
'yao'zhi'han'she'ji 遥知汉社稷
'yao'zhi'hu'shang'yi'zun'jiu 遥知湖上一樽酒
'yao'zhi'xian'guan'meng 遥知仙馆梦
'ye'ban'shi'zuo'gu 夜半失左股
'ye'ban'xiao'yan'ting 夜半啸烟艇
'ye'ban'yi'sheng'shan'zhu'lie 夜半一声山竹裂
'ye'cheng'xie'gong'dun 冶城谢公墩
'ye'ci'xiao'zheng'rong 野次小峥嵘
'ye'dui'wu'ren'ye'zi'chong 野碓无人夜自舂
'ye'fang'sui'wan'bu'xu'jie 野芳虽晚不须嗟
'ye'feng'chui'kong'chao 野风吹空巢
'ye'feng'mei'zhi'zi 夜缝每至子
'ye'fu'mian'an'you'xian'yi 野凫眠岸有闲意
'ye'guang'yan'yan'chong'dou'niu 夜光炎炎冲斗牛
'ye'kou'tian'jia'bai'ban'fei 夜扣田家白板扉
'ye'lan'feng'yun'shuang 夜阑风陨霜
'ye'lan'ji'dou'cha'wu'chuan 夜阑箕斗插屋椽
'ye'liang'chui'di'qian'shan'yue 夜凉吹笛千山月
'ye'qu'cai'zhou'cang'xiu'di 夜取蔡州藏袖底
'ye'seng'zao'ji'bu'neng'zhan 野僧早饥不能饘
'ye'shen'deng'huo'shang'fan'lou 夜深灯火上樊楼
'ye'shen'ren'wu'bu'xiang'guan 夜深人物不相管
'ye'shui'cen'ci'luo'zhang'hen 野水参差落涨痕
'ye'shui'duo'yu'di 野水多于地
'ye'si'dui'ke'qi 野寺对客起
'ye'si'ren'xi'guan'que'ming 野寺人稀鹳雀鸣
'ye'wen'gui'yan'sheng'xiang'si 夜闻归雁生乡思
'ye'ye'pu'tuan'zuo'wu'geng 夜夜蒲团坐五更
'ye'ye'qie'yuan'ti 夜夜怯猿啼
'ye'yu'ming'lang'dao'xiao'xuan 夜雨鸣廊到晓悬
'ye'yu'shen'jun'le'fei'meng 夜遇神君了非梦
'ye'zhang'liu'huang'wu 野帐留黄屋
'ye'zhong'mai'ying'wu 野冢埋鹦鹉
'yi'ban'shi'li'sheng 一半是离声
'yi'bei'chun'shui'rao'hua'shen 一陂春水绕花身
'yi'bing'da'ban'hua'wei'gui 役兵大半化为鬼
'yi'bu'nv'wa'tian 已补女娲天
'yi'chong'bai'jin'zeng 意重百金赠
'yi'chun'bu'huan'jiu'zheng'yi 一春不换旧征衣
'yi'chun'shao'yu'you'han'han 一春少雨忧旱暵
'yi'cong'yun'wu'jiang'tian'guan 一从云雾降天关
'yi'dai'gong'ming'tuo'zhi'gong 一代功名托至公
'yi'de'shao'nian'duo'le'shi 忆得少年多乐事
'yi'deng'ming'mie'zhao'qiu'chuang 一灯明灭照秋床
'yi'dian'feng'chuan'san'guan'xin 一点烽传散关信
'yi'dong'wei'sheng'zheng'guan'jin 一冬未省正冠巾
'yi'duo'dong'ting'qiu 一柁洞庭秋
'yi'duo'hu'xian'bian 一朵忽先变
'yi'fa'bu'ke'sha 已发不可杀
'yi'fan'xiao'suo'jin'yan'zhong 一番萧索禁烟中
'yi'fu'po'xun'mu 已复迫曛暮
'yi'fu'qu'jiang'huan'sheng'dou 亦复驱将换升斗
'yi'fu'zhu'ren'gu'zuo'chen 夷甫诸人骨作尘
'yi'gou'wang'zhuo'xin'yi'guan 衣垢忘濯心已惯
'yi'gui'qiu'shui'qing 一规秋水清
'yi'hu'xiang'he'xiao'cong'lin 一壶相贺小丛林
'yi'huan'xiang'zhu'qi'ren'mou 一欢相属岂人谋
'yi'jia'liao'luo'gong'qing'feng 一家寥落共清风
'yi'jian'dao'ren'zhi'miao'zhi 一见道人知妙质
'yi'jian'hua'jiang'qiao 益见化匠巧
'yi'jing'hu'duo'qian 异境忽堕前
'yi'lai'ci'zhong'fei'ren'jian 移来此种非人间
'yi'lao'tang'tang'ri 一老堂堂日
'yi'lun'kang'kai'tian'kai'yan 议论慷慨天开颜
'yi'lun'wu'suo'gou 议论无所苟
'yi'luo'you'cheng'ban'mian'zhuang 已落犹成半面妆
'yi'meng'you'wu'zhong 一梦有无中
'yi'mi'shui'ci'xiong 一米谁雌雄
'yi'min'ri'ye'wang'xing'tai 遗民日夜望行台
'yi'min'wang'wang'shi'min'chang 一缗往往十缗偿
'yi'nian'hao'jing'jun'xu'ji 一年好景君须记
'yi'nian'yi'du'dao'jiang'nan 一年一度到江南
'yi'pian'chui'ru'huang'jin'lei 一片吹入黄金罍
'yi'pian'jiang'qi'qian'gu'lei 一片降旗千古泪
'yi'qian'wu'bai'nian'jian'shi 一千五百年间事
'yi'qin'shu'lan'hu'qi'duan 以勤赎懒护其短
'yi'qiong'jian'jia'wan 倚筇蒹葭湾
'yi'qu'lan'gan'yi'duan'hun 一曲栏杆一断魂
'yi'qu'qing'ge'yi'shu'ling 一曲清歌一束绫
'yi'ri'san'si'yin 一日三四吟
'yi'ri'tang'you'pu 一日倘有脯
'yi'ru'kan'ru'guo'jiang'shi 一如看汝过江时
'yi'ru'xiang'yu'hua'qi'liang 遗儒相与话凄凉
'yi'ruo'qi'shi'qing'qie'dun 亦若其诗清且敦
'yi'shan'fang'chu'yi'shan'lan 一山放出一山拦
'yi'shan'zhu'ge'jian'ping'chuan 依山筑阁见平川
'yi'shang'zheng'chen'za'jiu'hen 衣上征尘杂酒痕
'yi'shen'zai'bo'tao 疑身在波涛
'yi'sheng'hao'se'ma'xiang'ru 一生好色马相如
'yi'sheng'ping'tuo'shui 一生萍托水
'yi'sheng'xing'ke'lao'huan'xiang 一生行客老还乡
'yi'sheng'zai'jian'san'tan'xi 一生再见三叹息
'yi'shi'er'zi'jie'jue'yi 一时二子皆绝艺
'yi'shi'hua'dai'lei 一时花带泪
'yi'shi'zhi'yuan'tai'liao'luo 衣食之源太寥落
'yi'shuang'tong'jian'qiu'shui'guang 一双铜剑秋水光
'yi'tian'chang'jian'zhu'kong'tong 倚天长剑著崆峒
'yi'ting'kan'zhuan'jiao'long'chan 怡亭看篆蛟龙缠
'yi'wo'xiao'ran'duo'zhou'zhu 移我翛然堕洲渚
'yi'xi'jiao'yang'zhuan'zuo'lin 一夕骄阳转作霖
'yi'xi'jin'ye'xiao 已喜金靥小
'yi'xiang'an'xian'chu 一饷安闲处
'yi'xiang'wu'tai'yu'ren'shu 异乡物态与人殊
'yi'xiao'jin'he'zai 一笑今何在
'yi'xiao'wei'liao'qian'shang'kong 一笑未了千觞空
'yi'yan'wei'ceng'wen 一雁未曾闻
'yi'ye'chui'xiang'guo'shi'qiao 一夜吹香过石桥
'yi'ye'da'xue'feng'xuan'hui 一夜大雪风喧豗
'yi'yi'bei'lu'jing 翳翳陂路静
'yi'yi'cun'xiang'yong 翳翳村巷永
'yi'yi'guan'wo'sheng 亦以观我生
'yi'yi'jie'ke'xun'qi'yuan 一一皆可寻其源
'yi'yi'nan'jian'tai 一一难柬汰
'yi'yi'wei'ying'du 一一微萤度
'yi'yin'san'si'rao 一吟三四绕
'yi'yu'bu'jia'jie 一语不假借
'yi'yu'shan'chuan'neng'duan'qu 异域山川能断取
'yi'zai'zhao'wen'bing'zhi'lu 忆在昭文并值庐
'yi'zhen'qing'feng'meng'xi'you 一枕清风梦昔游
'yi'zhi'sheng'li'bei 已知生离悲
'yi'zhi'sheng'yu'zan'shuang'ji 一枝剩欲簪双髻
'yi'zi'hu'chen'ru'han'guan 一自胡尘入汉关
'yi'zi'you'zang'pi 意自有臧否
'yi'zuo'wang'shi'shu'long'hui 忆昨王师戍陇回
'yin'bing'de'xian'shu'bu'e 因病得闲殊不恶
'yin'huai'chang'hen'fu'fang'shi 吟怀长恨负芳时
'yin'lv'shen'xu'qing 饮绿身须轻
'yin'shan'dui'li'kan'qing'shan 银山堆里看青山
'yin'shu'bu'ke'ping 音书不可凭
'yin'wang'bu'zhi'xi 引望不知夕
'yin'yang'bu'ze'wu 阴阳不择物
'yin'yin'chui'liu'bi'zhu'men 阴阴垂柳闭朱门
'yin'yin'guo'ye'fen 因吟过夜分
'ying'de'zun'qian'xian'zai'shen 赢得尊前现在身
'ying'guai'dong'po'lao 应怪东坡老
'ying'guo'man'ling'zhang 应过蛮岭瘴
'ying'jie'xi'ying'nv 莹洁昔婴女
'ying'lin'luo'shi'yin'fu'jian 萦林络石隐复见
'ying'qian'jin'zhu'ji 盈前尽珠玑
'ying'ren'shu'yu'lai 迎人树欲来
'ying'shi'bu'tao'bing'ke'qing 应识逋逃病客情
'ying'shi'huai'liu'zhuan'chu'shan 应是淮流转处山
'ying'shi'jiang'xue'gu'da'hao 应时降雪故大好
'ying'zai'ri'bian'ting'xiao'ying 应在日边听晓莺
'yong'chang'ling'shang'cao'qian'qian 永昌陵上草芊芊
'yong'geng'you'zi'bao'chang'ji 佣耕犹自抱长饥
'yong'lu'qing'wei'mo'huai'xin 拥炉情味莫怀新
'yong'shi'qian'ren'bu'ke'ji 勇士千人不可羁
'yong'xiao'lai'tian'feng 永啸来天风
'yong'yan'xi'lian'gou 慵燕息帘钩
'yong'yu'wei'guo'ping'he'huang 勇欲为国平河湟
'you'bei'du'shu'fen 犹被读书分
'you'bi'xiang'che'bu'zai'feng 油壁香车不再逢
'you'bu'zhi'xiong'zhong'gan'dan'gua'tie'shi 又不知胸中肝胆挂铁石
