'a'mu'zai'pang'zuo 阿母在旁坐
'yi'wang'sun'xi'feng'yi'ye'jian'ba'jiao 忆王孙西风一夜剪芭蕉
'yi'wei'zui'sheng'meng'si 一味醉生梦死
'yi'wo'ren'hai'zhi'yi'lin 忆我人海之一鳞
'yi'wo'wei'qi'ren 以我为杞人
'yi'wu'he'zu'jun 夷物何足捃
'yi'xi 噫嚱
'yi'xi'ru'huan 一昔如环
'yi'xi'tan'jia'gao'qian'min 一夕炭价高千缗
'yi'xi'zi'zhen'zong 一夕自甄综
'yi'xiang'lei'man'zhi 遗香泪满枝
'yi'xiao'chui 一箫吹
'yi'xiao'yi'jian'ping'sheng'yi 一箫一剑平生意
'yi'xiao'yu'yi'di 一箫与一笛
'yi'yang'chang'e'qiao'jian 一样嫦娥瞧见
'yi'yi 已矣
'yi'yi'luo'bian'ji 一以落边际
'yi'you'en'chou'tuo 亦有恩仇托
'yi'you'wei'wu'gong 亦有卫武公
'yi'you'xiao'xin'ren 亦有小心人
'yi'yue'xiang'feng 依约相逢
'yi'zhe'gong'qi'fei'xian'zhi'shen'xie 意者公其飞仙之身邪
'yi'zhe'wei'ru'dong 屹者为汝动
'yi'zhi'bi 一枝笔
'yi'zhi'di'ya'mao'yan'heng 一枝低亚帽檐横
'yi'zhong'chun'feng'zhi'dao'jia 一种春风直到家
'yi'zhong'chun'sheng'wang'bu'de 一种春声忘不得
'yi'zhong'e'mei 一种蛾眉
'yi'zi'yuan'liu'dian'wan'hua 一字源流奠万哗
'yi'zong'mo'shang'you'tong'tuo 遗踪陌上有铜驼
'yi'zuo'you'ju'jue'bi'xia 忆昨幽居绝壁下
'yin'ba'jiang'shan'qi'bu'ling 吟罢江山气不灵
'yin'bian'dong'zhi'ji'tian'ya 吟鞭东指即天涯
'yin'chuang'xi'li'qing'wu'lao 银床淅沥青梧老
'yin'dan'kou'zhi'hen 吟淡口脂痕
'yin'dao'en'chou'xin'shi'yong 吟到恩仇心事涌
'yin'fu'wu'xiao'wu'xu'chen 阴符无效勿虚陈
'yin'jian'bie'meng'dang'shi'ju 银笺别梦当时句
'yin'jiu'jie'ke'heng'cai'feng 饮酒结客横才锋
'yin'ma'kun'lun'dang'hai'shui 饮马昆仑荡海水
'yin'nian'zao'wu'zhe 因念造物者
'yin'qin'kan'xi'yang 殷勤看夕阳
'yin'qing'tai'ku 吟情太苦
'yin'sen'tan'di'jiao'long'ku 阴森潭底蛟龙窟
'yin'shao'zai'wang'ding'jiu'zhang'zhai'shao'zai'ming'fu'shi 饮少宰王定九丈宅少宰命赋诗
'yin'shi'ye'yao 吟诗也要
'yin'suan'ya'lian'ren'ji'ji 银蒜押帘人寂寂
'yin'ting'zi'sai'san'geng'yu 因听紫塞三更雨
'yin'ye'qi'mi 吟也凄迷
'yin'yin'zhi'shi'xia'lian'gou 愔愔只是下帘钩
'yin'zhen'yu'xie'zhi'ni'feng 银针玉薤芝泥封
'ying'de'geng'shen'ku'yi'chang 赢得更深哭一场
'ying'de'wu'ta'sheng 赢得误他生
'ying'jia'chang'cheng'ru'yi'huan 嬴家长城如一环
'ying'jia'zheng'wei'han'jia'yong 嬴家正为汉家用
'ying'ke'you'xuan'he 应客有玄鹤
'ying'nian'xu'yue'li 英年须阅历
'ying'qi'mi 影凄迷
'ying'sheng'ru'yu 应声如雨
'ying'shi'yao'tai'ban'lv 应是瑶台伴侣
'ying'sui'jun'bo'luan 影随筠箔乱
'ying'tao'an'jie'ding'xiang'jie 樱桃暗解丁香结
'ying'xiong'ding'you'quan'shen'ce 英雄定有全身策
'ying'xu'ji 应须记
'ying'ying 盈盈
'ying'ying'zi'ci'ge'yin'wan 盈盈自此隔银湾
'yong'long'ying 咏笼莺
'yong'shi 咏史
'yong'shi'er'shi'shou'qi'er 咏史二十首其二
'yong'shi'er'shi'shou'qi'si 咏史二十首其四
'yong'xu 咏絮
'yong'yi'zhi'yi'jing'xiao'wang 庸医至矣精消亡
'yong'yu'zi'xin'gu'ying'jue 勇于自信故英绝
'yong'zhe'bu'tan'zhi'hui'zhi'yi'sheng 勇者不贪智慧之一生
'you'an'pu 右按谱
'you'bai'wu'shao'guang'nan'zhu 又百五韶光难住
'you'ban'chen'can'er'cun'yu 犹办晨餐二寸鱼
'you'bi'hu'zi'che 有臂胡自掣
'you'bi'ke'tuo'bu'ke'tou 有笔可橐不可投
'you'chan'xin'yi'shou 又忏心一首
'you'chuang'leng'yu'yi'deng'gu 幽窗冷雨一灯孤
'you'dan'ge'jing'nang'zhong'xiu 又担阁镜囊重绣
'you'dao'duan'chang'hui'shou'chu 又到断肠回首处
'you'dao'lv'yang'ceng'zhe'chu 又到绿杨曾折处
'you'fa'wei'quan'seng 有发未全僧
'you'gan 有感
'you'gao'qian'zai'xin 有高千载心
'you'ge'ying'ying'qi'ma'guo 有个盈盈骑马过
'you'guang'kuang'hui'fu'zhong'xiao 幽光狂慧复中宵
'you'he'ren'lai'wei'deng'lin 有何人来慰登临
'you'huan'wu'gu'wu 忧患吾故物
'you'ji'shou'sheng'shu 犹记手生疏
'you'jian'xian'sheng'tan'fu'shi 又见先生坦腹时
'you'jiu'wei'jiao'zhao'zhou'tu 有酒惟浇赵州土
'you'ke'di'yue'li 又可抵阅历
'you'lai'chui'huo'jue 由来炊火绝
'you'lin'zhao'zhi'yu 又鳞爪之馀
'you'lv'ban'sheng'si 游侣半生死
'you'meng'you'huan'ju 犹蒙忧患俱
'you'qi'xi'shu'que'cen'ci 幽期细数却参差
'you'qi'xian'xi'yang 幽栖闲夕阳
'you'qing'zhong'gu'si'wu'qing 有情终古似无情
'you'ru'xian'sheng'ping'sheng'zhi'you'huan 又如先生平生之忧患
'you'ru'yue'yi'lun 有如月一轮
'you'ruo'ru'da'geng 有若茹大鲠
'you'shang'diao'an'qu 又上雕鞍去
'you'she'hu'zi'jiao 有舌胡自挢
'you'shi'wen'tian'xiang 有时闻天香
'you'shi'yan'xun'piao'miao'zhi'gu'zong 有时言寻缥渺之孤踪
'you'tian'ru'qi'ren 忧天如杞人
'you'ting'zhe'gu'ti'bian'le 又听鹧鸪啼遍了
'you'wei'mie'zhe'cun 有未灭者存
'you'wen'jing'tu'luo'hua'shen'si'cun 又闻净土落花深四寸
'you'xia'ling'qi'nu'bai'bei 幽夏灵气怒百倍
'you'xia'xi'lou'le 又下西楼了
'you'xiao'si 又萧寺
'you'xie'xie 有些些
'you'xin'jing'xiao'meng 有心惊晓梦
'you'xu'bu'ke'shi 幽绪不可食
'you'yang'pu'jin'feng'qian'xu 悠扬扑尽风前絮
'you'yi'wang'lang'wu'shuang'jian 又疑王郎舞双剑
'you'zai'yin'gang 犹在银釭
'you'zhen'qian'zhuo'bu'neng'hao 幽斟浅酌不能豪
'you'zong'nian'wu'nian'qian'dao 游踪廿五年前到
'yu'chai'qiao'zhu'xin'mang'mang 玉钗敲竹信茫茫
'yu'chong'lian'ye'jian'chun'fan 玉虫连夜翦春旙
'yu'di'bu'qian'you'xia'si 玉帝不遣牖下死
'yu'di'chui'cheng'xue 玉笛吹成血
'yu'du'huan'hua'xi 欲渡浣花溪
'yu'fang'zuo'chou'hao 余方左抽豪
'yu'fu'shou'que'lun'gan'luo'zhao'hong 渔父收却纶竿落照红
'yu'gong'tong'li'fu'tong'xing 与公同里复同姓
'yu'gu'yi'bu'ke'yi'can 鱼骨亦不可以餐
'yu'guan'cheng'zi'yu'hu'qiu 遇管城子于虎丘
'yu'huang'gong'zhong'kong'ruo'xi 玉皇宫中空若洗
'yu'huang'shi'zhe'shi'wo'fou 玉皇使者识我否
'yu'jie'chou'mou 欲结绸缪
'yu'jun'zhan'juan'lun'wang'ba 与君展卷论王霸
'yu'ke'shuang'yin'wang'zhong'yao 玉珂双引望中遥
'yu'lang'wei'lao 庾郎未老
'yu'lian'qing'sui 玉怜轻碎
'yu'lian'ye'yu'bi'men'shi 预怜夜雨闭门时
'yu'lin'qun'er'ge'nu'li 羽林群儿各努力
'yu'mei'ren'chun'qing'zhi'dao'li'hua'bo 虞美人春情只到梨花薄
'yu'mei'ren'huang'hun'you'ting'cheng'tou'jiao 虞美人黄昏又听城头角
'yu'mei'ren'qiu'xi'xin'bu 虞美人秋夕信步
'yu'mei'ren'wei'liang'fen'fu 虞美人为梁汾赋
'yu'mei'ren'yin'chuang'xi'li'qing'wu'lao 虞美人银床淅沥青梧老
'yu'mian'hai'zhan'jiu'shi'shu 欲眠还展旧时书
'yu'qi'jian'lin'zhao 与其见鳞爪
'yu'qian'yan'si'zhe'bie'lu 欲倩烟丝遮别路
'yu'qu'hai'liu 欲去还留
'yu'shi'lin'guang'ze 渔师临广泽
'yu'shu'ye'shen'ge 玉树夜深歌
'yu'shui'xiang'yi 与谁相倚
'yu'shuo'xiang'han'xiao 欲说向寒宵
'yu'ti'xu'wei'mei'ren'xi 玉体须为美人惜
'yu'wei'ping'yi'jin'ren'shi 欲为平易近人诗
'yu'wen'jiang'mei'shou'ji'fen 欲问江梅瘦几分
'yu'xiao'jin'guan'dong'shan'dong 玉箫金琯东山东
'yu'yan'bing'zai'chi 欲言冰在齿
'yu'yan'ji'wen'zi 语言即文字
'yu'yan'jue'yu'jiu'deng'shao 寓言决欲就灯烧
'yu'yan'qian'zai 玉颜千载
'yu'ye'xiao'xiao 雨也萧萧
'yu'yi'wei'zu'qing 愚亦未足轻
'yu'yin'dao'wu'you 欲隐道无由
'yu'yu'hao'zhong'qiang'yin'lv 雨余好种墙阴绿
'yu'yu'wen'ci'zong 郁郁文词宗
'yu'yuan'yi'zai'cheng'zhi'ya 寓园亦在城之涯
'yu'zhang'kong'fen'lei 玉帐空分垒
'yu'zhi'feng'qian'shen'shang'ji 欲知奉倩神伤极
'yu'zhong'hao'bie'xu'ru'si'meng'bu'cheng 于中好别绪如丝梦不成
'yu'zhong'hao'du'bei'can'yang'shang'xiao'lou 于中好独背残阳上小楼
'yu'zhong'hao'song'liang'fen'nan'hai'wei'ti'xiao'ying 于中好送梁汾南还为题小影
'yu'zhou'gui'fu'ru'cheng'kang 宇宙瑰富如成康
'yu'zi'ge'jin'shang 与子各尽觞
'yu'zi'lan 鱼子兰
'yuan'de'huang'jin'san'bai'wan 愿得黄金三百万
'yuan'fei'gan'kai'wei'cang'sheng 原非感慨为苍生
'yuan'fen'chou'xiang 怨粉愁香
'yuan'he'zhen'kan'zhang'yi'jun 猿鹤真堪张一军
'yuan'jin'qing'mang'mang 远近青茫茫
'yuan'jun'xi'shang'liang 愿君细商量
'yuan'meng'qing'wu'li 远梦轻无力
'yuan'qu'chui'xiao 怨去吹箫
'yuan'qu'fu'yuan'qu 冤屈复冤屈
'yuan'ru'xin'jian'san'wan'shi 愿入薪楗三万矢
'yuan'xin'bu'gui'kong'zhu'wang 远信不归空伫望
'yuan'yang'xiao'zi 鸳鸯小字
'yuan'yi'zi'song'shang'wei'ping'sheng'qin 愿以自讼上慰平生亲
'yuan'ying'mu'nan'yi 圆应木难移
'yuan'zhe'dang'que 圆者当缺
'yuan'zhi'hun'xi'shi'lu 愿指魂兮识路
'yuan'zhi'zhen'kan'xiao'cao'tong 远志真看小草同
'yuan'zhu'lou'lan'si 愿逐楼兰死
'yue'di'shuang'zhong'mo'xian'xing 月低霜重莫闲行
'yue'di'yun'jie'yi'bei'han 月地云阶一倍寒
'yue'dian'xia'chuang 月殿霞窗
'yue'hua'ru'shui 月华如水
'yue'jin'yi'shang'shi 月浸衣裳湿
'yue'kai'guo'zhi'liu 曰开国之留
'yue'li'ming'chang'wan'tai'geng 阅历名场万态更
'yue'ma'heng'ge'zong'bai'tou 跃马横戈总白头
'yue'ming'bao'you'da'zhu'sheng 月明报有大珠生
'yue'ru'shui 月如水
'yue'shi'sui'shen'you'xue'xing 阅世虽深有血性
'yue'si'dang'shi 月似当时
'yue'ye'yi'dang'shi 月也异当时
'yue'yu'bo'tuo 月语馎饦
'yun'hang'shu'xing 云行树行
'yun'he'xue'nian'shao 云何学年少
'yun'huan'xiang'wu'cheng'yao'ge 云鬟香雾成遥隔
'yun'jing'bao'yue'chu 云净宝月出
'yun'nian'feng'xu 韵拈风絮
'yun'qing'yan'xiang'cun'cun'ling'you'xia 云情烟想寸寸凌幽遐
'yun'zhong'jun'zhi'fou 云中君至否
'za'di'zhong'yin'mi'bie'jing 匝地重阴迷别径
'za'shi'shi'si'shou'xuan'wu'shou 杂诗十四首选五首
'zai'bai'he'gan'dang 再拜何敢当
'zai'bai'jiao'ke'ke'yi'bai 再拜釂客客亦拜
'zai'de'qi'liang'xi'zhao'gui 载得齐梁夕照归
'zai'ge'shi'gong'wu 再歌使公悟
'zai'suo'ban'guan'zhi'cai'gong 再索班管知才工
'zai'xi'yu'xian'min 在昔与先民
'zai'xiu'dan 再休耽
'zai'yu'chang'xiong'yi 再与畅胸臆
'zai'yuan'qian 再缘悭
'zai'zao'tong'zhou'yan 在藻同周宴
'zan'bi'zhi'shen'gong'yu'hou 簪笔致身公与侯
'zang'hua'tian'qi 葬花天气
'zang'song'yi'chun'xin'xu 葬送一春心绪
'zao'bao'ming'shan'xin 早抱名山心
'zao'han'shi 早寒时
'zao'hua'da'yong'zhi 造化大痈痔
'zao'wu'bo'nong'qiao 造物簸弄巧
'ze'yan'bi'xi'he'suo'dao 择言避席何所道
'zei'shou'shi'zhi'qi 贼手十之七
'zei'yu'ke'wu'dao 贼语可悟道
'zha'dao'lan'nu 乍道兰奴
'zha'qian'le'luo'wei 乍搴了罗帏
'zha'wei'ren'yi'shan'deng'hua'duo 乍偎人一闪灯花堕
'zha'wen'feng'ding'you'zhong'sheng 乍闻风定又钟声
'zhai'chun'xing'man'ba'lei'lei 摘春星满把累累
'zhai'fen'cuo'zhi'qing'xu 摘粉搓脂情绪
'zhan'lei'lin'jiang'shao'luo'hua 战垒临江少落花
'zhan'yi'kuang'shi'xin'han'yu 沾衣况是新寒雨
'zhang'du'xi'jing'shuo'wai'jia 张杜西京说外家
'zhang'fu'wei'ken'yin'ren're 丈夫未肯因人热
'zhang'gu'er'bai'nian 掌故二百年
'zhang'kan'wang'shi'xin 张堪往事新
'zhang'zhong'ren'qu'ying'cheng'cheng 帐中人去影澄澄
'zhao'jian'hua'shuang'kai 照见花双开
'zhao'mu 朝暮
'zhao'nv'qing'ying'nie'rui'xi 赵女轻盈蹑锐屣
'zhao'ren'dan'si'qin'shi'yue 照人胆似秦时月
'zhao'xia'jing'yun'sheng 朝霞景运升
'zhao'yi'dong'shi'gan'ru'yi 朝衣东市甘如饴
'zhe'mei'bu'wei'jiao'long'duo 折梅不畏蛟龙夺
'zhe'tie'nan'xiao'zhan'xue'hen 折铁难消战血痕
'zhen'chu'wu'sheng 砧杵无声
'zhen'ge'dao'liang'xi 真个到梁溪
'zhen'han'xiang 枕函香
'zhen'wu'nai 真无奈
'zhen'zhong'bie'nian'xiang'yi'ban 珍重别拈香一瓣
'zhen'zhong'bu'cong'jin'ri'shi 珍重不从今日始
'zhen'zhong'hao'hua'tian 珍重好花天
'zhen'zhong'huang'jin'qi'wu'yao 枕中黄金岂无药
'zheng'bu'ji'kan'cheng'ren'chu 争不记看承人处
'zheng'jiang'yu'shi'guan'chun'chou 争将馀事管春愁
'zheng'jiao'liang'chu'xiao'hun 争教两处销魂
'zheng'shi'jin'feng'yu'lu 正是金风玉露
'zheng'wen'kao'xian'chen'li'rong 征文考献陈礼容
'zheng'yan'shi'san'shuang 筝雁十三双
'zhi'chi'yu'gou'xie'lu 咫尺玉钩斜路
'zhi'chou'yi'lan'shi'fu'duo 只筹一缆十夫多
'zhi'duo'le'zhan'qiu'fu'fu 只多了毡裘夫妇
'zhi'hen'xi'feng 只恨西风
'zhi'hui'gu'bu'gong 智慧固不工
'zhi'hui'qi 纸灰起
'zhi'ji'yi'ren'shui'shi 知己一人谁是
'zhi'jiang'kui'han'shi'lai'yi 祗将愧汗湿莱衣
'zhi'jin'hai'dao'yu'xian'hui 至今骇道遇仙回
'zhi'jing'chong'yu'le'yi'sheng 至竟虫鱼了一生
'zhi'jiu'dang'qian'yan 置酒当前檐
'zhi'jun'he'shi'lei'zong'heng 知君何事泪纵横
'zhi'kan'chou'sun'cui'luo'qun 只看愁损翠罗裙
'zhi'kong'chong'feng 只恐重逢
'zhi'ling'biao'yi'zhuan 只灵飙一转
'zhi'na'jiang 只那将
'zhi'shang'cang'sheng'er'yi 纸上苍生而已
'zhi'shang'hua'kai'you'shi'nian 枝上花开又十年
'zhi'shi'qu'nian'qiu 只是去年秋
'zhi'ting'ai'yan'yin 只听哀雁音
'zhi'wo'zhe 知我者
'zhi'xiang'cong'qian'hui'bo'qing 只向从前悔薄情
'zhi'ye'fu'hua'rong 枝叶敷华荣
'zhi'ye'he'shen'shen 枝叶何莘莘
'zhi'yi'wei'zu'zhong 智亦未足重
'zhi'zhi'he'wan'yu 知之何晚欤
'zhi'zhi'ren'zu'xun 治织纴组紃
'zhi'zhu'qu'ming'qin 踯躅取鸣琴
'zhong'dao'jiu'shi'ming'yue'lu 重到旧时明月路
'zhong'dui'nian'shi'fang'yi'deng 重对年时芳苡灯
'zhong'fan'xiang'di'ang 钟梵相低昂
'zhong'fu'qi'bu'shu 中妇岂不姝
'zhong'gu'ji'ren'cheng'qu 终古几人称屈
'zhong'guo'ru'fu'sang 中国如富桑
'zhong'jia'hua'nian'qi'bu'ping 终贾华年气不平
'zhong'ju'cang'liang'xing'se'wan 钟虡苍凉行色晚
'zhong'li'tian'tai'qi'juan'jing 重礼天台七卷经
'zhong'men'yi'bu'yi'jing'ji 中门一步一荆棘
'zhong'nian'ding'bu'jin'ai'yue 中年定不禁哀乐
'zhong'niao'gui'yi'jin 众鸟归已尽
'zhong'quan'ruo'you'shuang'yu'ji 重泉若有双鱼寄
'zhong'shi'luo'hua'xin'xu'hao 终是落花心绪好
'zhong'sui'bu'jian'ren 终岁不见人
'zhong'xun'bi'luo'mang'mang 重寻碧落茫茫
'zhong'zhong'fu'yang'bu'cai'shen 众中俯仰不材身
'zhou'jin'shi'hou'yi'you'ming 酎金失侯亦有命
'zhou'ru'xie'ru'tou 咒汝械汝头
'zhou'xuan'zhe'xuan'feng 周旋折旋奉
'zhu'ge'chui'ming'ge'gu'jin 诸葛垂名各古今
'zhu'hou'po'wei'chun'chou'si 诸侯颇为春愁死
'zhu'lian'si'juan'yue'dang'lou 珠帘四卷月当楼
'zhu'lian'xie'kong'ruan'jin'gou 朱帘斜控软金钩
'zhu'ling'si'zhi'fen'ru 助灵思之纷挐
'zhu'luo'xi'qu'wu'hu'dong 苎萝西去五湖东
'zhu'ming'yu'nuan'chun'meng'long 珠明玉煖春朦胧
'zhu'ren'pei'zhu'bai'you'ba 主人佩珠百有八
'zhu'ren'wu'liao'zhao'ji'ke 主人无聊召羁客
'zhu'ren'you'hen'hen'chong'chong 主人有恨恨重重
'zhu'shi'zi'you'zhen 诸师自有真
'zhu'shu'dou'wei'dao'liang'mou 著书都为稻粱谋
'zhu'shu'he'si'guan'xin'xian 著书何似观心贤
'zhu'shu'luo'ren'jian 著书落人间
'zhu'shu'shi'shi'shuo'shen'gui 著书时时说神鬼
'zhu'shu'xian'cheng'bu'xiu'gong 著书先成不朽功
'zhu'wo'wu'shi'san'can'zhong 著我五十三参中
'zhu'ya'ke'qi'li'qi'zhi 珠厓可弃例弃之
'zhu'ying'heng'chuang'sao 竹影横窗扫
'zhu'zuo'yu'hu'bing 贮作玉壶冰
'zhuan'ding'ning 转丁宁
'zhuan'jiao'ren'yi'chun'shan 转教人忆春山
'zhuan'yi'tong'kan'xue'hou'shan 转忆同看雪后山
'zhuang'nian'zi'ding'qian'shou'shi 壮年自定千首诗
'zhuang'sao'liang'ling'gui 庄骚两灵鬼
'zhuang'sui'ceng'wei'jiu'mu'zhen 壮岁曾为九牧箴
'zhuang'sui'fu'ru'ci 壮岁富如此
'zhuang'sui'shi'can'zhou'shi'xi 壮岁始参周史席
'zhuang'yuan'si'shi'zai'xiang'liu'shi'wan'yi'da 状元四十宰相六十晚益达
'zhun'dai'fen'ming 准待分明
'zhun'ni'dai 准拟待
'zhuo'wo'wu'shi'yun'mu'zhong 酌我五石云母锺
'zhuo'zai'mou'jiang'jun 拙哉某将军
'zi'bai'nan'dong'xiao'zi'hou 自拜南东小子侯
'zi'chan'piao'ling 自忏飘零
'zi'chen'jing'guo 淄尘京国
'zi'da'wei'wei'ju 兹大伪未具
'zi'gai'hu'lin'shuang'yi'du 紫盖忽临双鷁渡
'zi'huang'nan'wei'hua'chi'mu 紫皇难慰花迟暮
'zi'ju'chong'da'ceng'wu'xiu 自居虫达曾无羞
'zi'shi'qiong'hua'pian'de'yue 自是琼花偏得月
'zi'wo'ci'mu'si 自我慈母死
'zi'xie'shu'yi'hu'ma'meng 紫蟹熟矣胡麻饛
'zi'yan'han'jia'gu'shi'wang'luo'jin 自言汉家故事网罗尽
'zi'yan'you'suo'hen 自言有所恨
'zi'yu'chai'xie'deng'ying'bei 紫玉钗斜灯影背
'zi'zi'men'lv'cui 字字扪嵂崒
'zong'shi'wen'zhang'jing'hai'nei 纵使文章惊海内
'zong'you'yi'qi'zi'tian'yan 纵有噫气自填咽
'zong'zhou'ruo'chun'chun 宗周若蠢蠢
'zou'ji'lian'qian 奏记帘前
'zui'lai'bu'fu'si'tian'ya 醉来不复思天涯
'zui'lian'mo'shang'qing'qing'cao 最怜陌上青青草
'zui'shi'fan'si'yao'luo'hou 最是繁丝摇落后
'zui'tai'ping'dao'zhong'zuo 醉太平道中作
'zui'xi'wei'mo'juan'li'duo'qing'ci 最喜维摩卷里多清词
'zui'ye'wu'liao 醉也无聊
'zun'fu'zai'shan'zuo 尊甫宰山左
'zun'wang'wu'ban'gui 遵王无覂轨
'zuo'jian'gu'gen'zhuang'liu'shi 坐见孤根壮刘室
'zuo'jian'ru'guan'reng'chu'guan 坐见入关仍出关
'zuo'ke'qi'bu'dou 座客岂不都
'zuo'ke'zhi'he'fang 作客滞何方
'zuo'meng'lai'ya'ya 昨梦来哑哑
'zuo'ri'lin'shang'shu 昨日林尚书
'zuo'ri'xiang'feng'liu'li'bu 昨日相逢刘礼部
