'a'ji'mi'de'qiao'ji 阿基米德巧计
'guang'xue'gan'rao'zhuang'zhi 光学干扰装置
'guang'xue'gen'zong 光学跟踪
'guang'xue'mi'cai'tu'liao 光学迷彩涂料
'guang'xue'miao'ju 光学瞄具
'guang'xue'miao'zhun'jing 光学瞄准镜
'guang'xue'miao'zhun'ju 光学瞄准具
'guang'xue'miao'zhun'zhuang'zhi 光学瞄准装置
'guang'xue'zhen'cha 光学侦察
'guang'xue'zhen'cha'qi'cai 光学侦察器材
'guang'xue'zhen'cha'wei'zhuang 光学侦察伪装
'guang'zhou'jun'qu 广州军区
'guang'zhou'qi'yi 广州起义
'gui'bi 规避
'gui'dao'ban'zhou'chang 轨道半轴长
'gui'dao'can'shu 轨道参数
'gui'dao'ji'dong 轨道机动
'gui'dao'jiao'hui 轨道交会
'gui'dao'kong'jian'zhan 轨道空间站
'gui'dao'pian'xin'lv 轨道偏心率
'gui'dao'qing'jiao 轨道倾角
'gui'dao'wu'qi 轨道武器
'gui'dao'ye 诡道也
'gui'dao'zhi'dong'dian 轨道制动点
'gui'dao'zhou'qi 轨道周期
'gui'ding'ren'wu 规定任务
'gui'dui 归队
'gui'fan'he'bao'zhang 规范和保障
'gui'jian 归建
'gui'ling'zhi'zhan 桂陵之战
'gui'tiao'zhai 轨条砦
'gui'yu'jing'ye 贵於静也
'gui'zhan 归战
'gui'zhen'gen'shu 轨枕根数
'gui'zi 跪姿
'gun'jin 滚进
'gun'lun 滚轮
'gun'tong 滚筒
'gun'tong'lu'mian 滚筒路面
'gun'tong'ma'tou 滚筒码头
'gun'ya'shi 滚压式
'guo'du'gui'dao 过渡轨道
'guo'fang'bu 国防部
'guo'fang'da'xue 国防大学
'guo'fang'gong'cheng'shi'gong 国防工程施工
'guo'fang'gong'lu 国防公路
'guo'fang'gong'shi 国防工事
'guo'fang'gong'shui'kan'tan 国防供水勘探
'guo'fang'gong'ye 国防工业
'guo'fang'jian'she 国防建设
'guo'fang'ke'gong'wei 国防科工委
'guo'fang'ke'xue'ji'shu 国防科学技术
'guo'fang'li'liang 国防力量
'guo'fang'xian'dai'hua 国防现代化
'guo'fang'yao'di'jin'gong 国防要地进攻
'guo'fang'yu'suan 国防预算
'guo'fang'zheng'ce 国防政策
'guo'ji'xin'hao 国际信号
'guo'ji'zhu'yi 国际主义
'guo'jia'gui'ding'guan'zhi 国家规定管制
'guo'jia'jun'shi'ji'mi 国家军事机密
'guo'jia'kao'shi 国家考试
'guo'jie'biao'zhi 国界标志
'guo'jie'xian 国界线
'guo'jun'dui 国军队
'guo'lv'shi 过滤式
'guo'lv'tong'feng'zhuang'zhi 过滤通风装置
'guo'lv'xi'shou'qi 过滤吸收器
'guo'min'dang 国民党
'guo'min'dang'hai'jun 国民党海军
'guo'min'dang'jun'dui 国民党军队
'guo'min'jing'ji'dong'yuan 国民经济动员
'guo'nei'zhan'zheng 国内战争
'guo'qu 过去
'guo'shui'lu'mian 过水路面
'guo'tu'fang'kong 国土防空
'guo'tu'fang'kong'jun 国土防空军
'guo'wei 国尉
'guo'zhi'da'shi 国之大事
'guo'zhi'fu'ye 国之辅也
'ha'jun'gong 哈军工
'ha'qi'kai'si 哈奇开斯
'hai'an'fang'kong 海岸防空
'hai'an'fang'yu 海岸防御
'hai'an'fang'yu'zhan'dou 海岸防御战斗
'hai'an'jing'bei'dui 海岸警备队
'hai'an'pao 海岸炮
'hai'an'pao'bing 海岸炮兵
'hai'an'sheng'na'zhan 海岸声纳站
'hai'an'xian 海岸线
'hai'an'xun'lian 海岸训练
'hai'an'xun'luo 海岸巡逻
'hai'ba'ying'xiang'yin'su 海拔影响因素
'hai'bao'ge'dou'dao 海豹格斗刀
'hai'dao'ce'liang 海道测量
'hai'di'di'mao 海底地貌
'hai'di'dian'lan 海底电缆
'hai'di'dian'lan'xian'lu 海底电缆线路
'hai'fang 海防
'hai'fang'han'fu 海防寒服
'hai'fang'qian'shao 海防前哨
'hai'fang'zhen'cha 海防侦察
'hai'gang 海港
'hai'gang'xun'lian 海港训练
'hai'guo'tu'zhi 海国图志
'hai'he'liu 氦核流
'hai'jiang 海疆
'hai'jiang'bi 还将比
'hai'jing 海警
'hai'jun 海军
'hai'jun'an'fang'bing 海军岸防兵
'hai'jun'bing'li 海军兵力
'hai'jun'da'xiao 海军大校
'hai'jun'fan'lan 海军帆缆
'hai'jun'fan'lan'qin'wu 海军帆缆勤务
'hai'jun'gang'wan 海军港湾
'hai'jun'gang'wan'qin'wu 海军港湾勤务
'hai'jun'hang'kong'bing 海军航空兵
'hai'jun'hong'zha'ji 海军轰炸机
'hai'jun'ji'di 海军基地
'hai'jun'ji'di'fang'yu 海军基地防御
'hai'jun'jian'ting 海军舰艇
'hai'jun'jin'gong'zuo'zhan 海军进攻作战
'hai'jun'jun'hui 海军军徽
'hai'jun'jun'shi'yi'xue 海军军事医学
'hai'jun'lu'zhan'dui 海军陆战队
'hai'jun'lu'zhan'dui'he 海军陆战队和
'hai'jun'lu'zhan'dui'yuan 海军陆战队员
'hai'jun'pao 海军炮
'hai'jun'qi 海军旗
'hai'jun'qiang'ji'ji 海军强击机
'hai'jun'shang'jiang 海军上将
'hai'jun'shang'wei 海军上尉
'hai'jun'shang'xiao 海军上校
'hai'jun'shao'jiang 海军少将
'hai'jun'shao'wei 海军少尉
'hai'jun'shao'xiao 海军少校
'hai'jun'wu'qi'jian'chuan 海军武器舰船
'hai'jun'wu'qi'zhuang'bei 海军武器装备
'hai'jun'wu'xiang 海军五项
'hai'jun'xin'hao'tong'xin 海军信号通信
'hai'jun'xue'yuan 海军学员
'hai'jun'yi'xue 海军医学
'hai'jun'yuan'shuai 海军元帅
'hai'jun'zhan'dou'bao'zhang 海军战斗保障
'hai'jun'zhan'lue 海军战略
'hai'jun'zhan'shu 海军战术
'hai'jun'zhan'yi 海军战役
'hai'jun'zhong'jiang 海军中将
'hai'jun'zhong'wei 海军中尉
'hai'jun'zhong'xiao 海军中校
'hai'jun'zhu'bing'zhong 海军诸兵种
'hai'ke'fa'she 还可发射
'hai'kong'xie'tong'tong'xin 海空协同通信
'hai'li 海里
'hai'mei'you'tou'lu 还没有透露
'hai'qu 海区
'hai'qu'shui'wen'tiao'jian 海区水文条件
'hai'qu'zi'liao 海区资料
'hai'qu'zong'tu 海区总图
'hai'shang'bao'zhang'dui 海上保障队
'hai'shang'bian'dui 海上编队
'hai'shang'bu'gei 海上补给
'hai'shang'dai'ji'dian 海上待机点
'hai'shang'fan'feng'suo 海上反封锁
'hai'shang'feng'suo 海上封锁
'hai'shang'hang'xing 海上航行
'hai'shang'hui'he'dian 海上会合点
'hai'shang'hui'he'qu 海上会合区
'hai'shang'huo'dong'mu'biao 海上活动目标
'hai'shang'jia'you 海上加油
'hai'shang'jiao'tong'xian 海上交通线
'hai'shang'jin'gong'zhan 海上进攻战
'hai'shang'jing'jie 海上警戒
'hai'shang'jiu'hu 海上救护
'hai'shang'jiu'sheng 海上救生
'hai'shang'kong'yu 海上空域
'hai'shang'mu'biao 海上目标
'hai'shang'po'xi'zhan 海上破袭战
'hai'shang'qi'du'dian 海上起渡点
'hai'shang'shu'song 海上输送
'hai'shang'tiao'san 海上跳伞
'hai'shang'tu'ji 海上突击
'hai'shang'tuo'ba 海上拖靶
'hai'shang'tuo'ye'fei'xing 海上拖曳飞行
'hai'shang'xi'ji'zhan 海上袭击战
'hai'shang'xun'lian 海上训练
'hai'shang'xun'luo 海上巡逻
'hai'shang'xun'luo'ji 海上巡逻机
'hai'shang'yan'hu'dui 海上掩护队
'hai'shang'yun'shu'xian 海上运输线
'hai'shang'zao'yu'zhan 海上遭遇战
'hai'shang'zhan'dou'zhi'hui 海上战斗指挥
'hai'shang'zhan'yi 海上战役
'hai'shang'zhen'cha 海上侦察
'hai'shang'zhi'hui'bu 海上指挥部
'hai'shang'zhi'hui'suo 海上指挥所
'hai'shang'zou'lang 海上走廊
'hai'shui'dan'hua 海水淡化
'hai'shui'fa'guang 海水发光
'hai'shui'mi'du 海水密度
'hai'shui'tou'ming'du 海水透明度
'hai'shui'tuo'yan 海水脱盐
'hai'shui'yan'du 海水盐度
'hai'tu 海图
'hai'wei'tuo'li 还未脱离
'hai'yang'ce'liang 海洋测量
'hai'yang'di'shi'tu 海洋地势图
'hai'yang'di'xing'tu 海洋地形图
'hai'yang'diao'cha'chuan 海洋调查船
'hai'yang'hao 海洋号
'hai'yang'jian'shi'wei'xing 海洋监视卫星
'hai'yang'shui'wen 海洋水文
'hai'yang'wei'zhuang 海洋伪装
'hai'yao 海鹞
'hai'yao'jie'ti 还要接替
'hai'ying'hao 海鹰号
'hai'you'beng 还有崩
'hai'zhan 害战
'hai'zhan 海战
'hai'zhan'zhan'shu 海战战术
'han'chao'qian'feng 寒潮前锋
'han'dong 涵洞
'han'guang 含光
'han'ren'ba'qi 汉人八旗
'han'shou'zuo'ye 函授作业
'han'xing'dian'dian 寒星点点
'hang'biao 航标
'hang'cai 航材
'hang'ce 航测
'hang'cheng 航程
'hang'ci 航次
'hang'dao 航道
'hang'du 航渡
'hang'du'zhi'hui'suo 航渡指挥所
'hang'hai 航海
'hang'hai'bao'zhang 航海保障
'hang'hai'bu'men 航海部门
'hang'hai'ji'hua 航海计划
'hang'hai'ri'zhi 航海日志
'hang'hai'yi'xue 航海医学
'hang'ji 航迹
'hang'kong'bao'po'dan 航空爆破弹
'hang'kong'biao'zhi'dan 航空标志弹
'hang'kong'bing 航空兵
'hang'kong'bing'shi 航空兵师
'hang'kong'bing'tuan 航空兵团
'hang'kong'bu'lei 航空布雷
'hang'kong'chuan'jia'dan 航空穿甲弹
'hang'kong'di'li'yao'su 航空地理要素
'hang'kong'di'zu'dan 航空低阻弹
'hang'kong'dian'tai 航空电台
'hang'kong'fan'qian 航空反潜
'hang'kong'fan'qian'yu'lei 航空反潜鱼雷
'hang'kong'fan'tan'ke'dan 航空反坦克弹
'hang'kong'fu'you 航空附油
'hang'kong'gong'qian 航空攻潜
'hang'kong'huo'jian 航空火箭
'hang'kong'huo'li'zhi'yuan 航空火力支援
'hang'kong'huo'li'zhun'bei 航空火力准备
'hang'kong'ji'guan'pao 航空机关炮
'hang'kong'ji'qiang 航空机枪
'hang'kong'jian'su'dan 航空减速弹
'hang'kong'jiu'sheng'she'bei 航空救生设备
'hang'kong'jun'xie 航空军械
'hang'kong'mei'you 航空煤油
'hang'kong'mu'jian 航空母舰
'hang'kong'qi 航空器
'hang'kong'qi'cai 航空器材
'hang'kong'qi'you 航空汽油
'hang'kong'qing'kuang'tong'xin 航空情况通信
'hang'kong'ran'shao'dan 航空燃烧弹
'hang'kong'run'hua'you 航空润滑油
'hang'kong'run'hua'zhi 航空润滑脂
'hang'kong'sao'lei 航空扫雷
'hang'kong'sha'shang'dan 航空杀伤弹
'hang'kong'she'ying 航空摄影
'hang'kong'she'ying'ce'liang 航空摄影测量
'hang'kong'shen'dan 航空深弹
'hang'kong'shen'shui'zha'dan 航空深水炸弹
'hang'kong'sheng'na 航空声纳
'hang'kong'sheng'na'fu'biao 航空声纳浮标
'hang'kong'shui'lei 航空水雷
'hang'kong'sou'qian 航空搜潜
'hang'kong'sou'qian'she'bei 航空搜潜设备
'hang'kong'te'zhong'ye 航空特种液
'hang'kong'tu 航空图
'hang'kong'wei'sheng 航空卫生
'hang'kong'yan'mu'dan 航空烟幕弹
'hang'kong'yao'gan 航空遥感
'hang'kong'yao'gan'ren'wu 航空遥感任务
'hang'kong'yao'su 航空要素
'hang'kong'yi'xue 航空医学
'hang'kong'you'liao 航空油料
'hang'kong'yu'lei 航空鱼雷
'hang'kong'yun'shu 航空运输
'hang'kong'zha'dan 航空炸弹
'hang'kong'zha'dan'yuan'jing 航空炸弹圆径
'hang'kong'zhao'ming'dan 航空照明弹
'hang'kong'zhao'xiang 航空照相
'hang'kong'zhao'xiang'dan 航空照相弹
'hang'kong'zhen'cha 航空侦察
'hang'kong'zhu'you 航空主油
'hang'kong'zi'mu'dan 航空子母弹
'hang'lu 航路
'hang'lu'dao'hang 航路导航
'hang'lu'dao'hang'dian 航路导航点
'hang'lu'jie'jing 航路捷径
'hang'lu'zhong'xin'xian 航路中心线
'hang'mu 航母
'hang'pai 航拍
'hang'pao 航炮
'hang'qu 航区
'hang'su 航速
'hang'tian 航天
'hang'tian'fei'ji 航天飞机
'hang'tian'qi 航天器
'hang'tian'she'ying 航天摄影
'hang'tian'she'ying'ce'liang 航天摄影测量
'hang'tian'yi'xue 航天医学
'hang'tian'zhen'cha 航天侦察
'hang'tu 航图
'hang'xian 航线
'hang'xian'tian'qi'yu'bao 航线天气预报
'hang'xiang 航向
'hang'xiang'ji'qiang 航向机枪
'hang'xiang'tian'xian 航向天线
'hang'xiang'zheng'bei 航向正北
'hang'xiao 航校
'hang'xing 航行
'hang'xing'dui'xing 航行队形
'hang'xing'guan'zhi 航行管制
'hang'xing'jia'you 航行加油
'hang'xing'jing'jie 航行警戒
'hang'xing'lei'da 航行雷达
'hang'xing'tu 航行图
'hang'xing'xu'lie 航行序列
'hang'xing'zhang'ai'wu 航行障碍物
'hang'yu 航宇
'hang'yu'qi 航宇器
'hang'zhan'tian'qi'yu'bao 航站天气预报
'hao'di 壕底
'hao'gou 壕沟
'hao'gou'kuan'du 壕沟宽度
'hao'hu'du 毫弧度
'hao'kuan 壕宽
'hao'mi'hou 毫米厚
'hao'mi'huo'pao 毫米火炮
'hao'mi'kou'jing 毫米口径
'hao'mi'kou'jing'huo'pao 毫米口径火炮
'hao'miao'dian'lei'guan 毫秒电雷管
'hao'miao'lei'guan 毫秒雷管
'hao'shen 壕深
'he'an 河岸
'he'ba 河坝
'he'bao'ji'shu'ling'yu 核爆技术领域
'he'bao'po'zhuang'zhi 核爆破装置
'he'bao'tan'ce 核爆探测
'he'bao'zha 核爆炸
'he'bao'zha'ci'sheng'bo 核爆炸次声波
'he'bao'zha'di'zhen'bo 核爆炸地震波
'he'bao'zha'gu'suan 核爆炸估算
'he'bao'zha'guan'ce'yi 核爆炸观测仪
'he'bao'zha'huo'qiu 核爆炸火球
'he'bao'zha'jing'xiang 核爆炸景象
'he'bao'zha'tan'ce 核爆炸探测
'he'bing'yun'zhuan 合并运转
'he'bing'zhang'ju 和兵仗局
'he'cao 河槽
'he'cheng'feng 合成风
'he'cheng'jun 合成军
'he'cheng'jun'dui 合成军队
'he'cheng'jun'dui'zhen'cha 合成军队侦察
'he'cheng'kong'jing'lei'da 合成孔径雷达
'he'cheng'shi 合成师
'he'cheng'yu'bei'dui 合成预备队
'he'chuang 河床
'he'da'ji 核打击
'he'da'ji'mu'biao 核打击目标
'he'dan'tou 核弹头
'he'dang'liang 核当量
'he'di 河堤
'he'di 河底
'he'di'lei 核地雷
'he'dong'li 核动力
'he'fan'ji 核反击
'he'fan'ji'ren'wu 核反击任务
'he'fan'ji'zuo'zhan 核反击作战
'he'fan'ying 核反应
'he'fang'hu 核防护
'he'fu 河幅
'he'fu'she'sun'shang 核辐射损伤
'he'gai'zhi 和改制
'he'guan'ce 核观测
'he'guan'ce'fen'dui 核观测分队
'he'guan'ce'pei'xi 核观测配系
'he'guan'ce'shao 核观测哨
'he'huo'jian'fa'dong'ji 核火箭发动机
'he'huo'li'ji'hua 核火力计划
'he'ji 合击
'he'ke'kao'xing 和可靠性
'he'kuan 河宽
'he'lian 合练
'he'lie'bian'chan'wu 核裂变产物
'he'lie'bian'zhuang'liao 核裂变装料
'he'liu 河流
'he'mei'zhou 和美洲
'he'ou'zhou 和欧洲
'he'qi'feng 和旗风
'he'shang'yu 和尚屿
'he'shen 河深
'he'shi'yan 核试验
'he'shi'yan'chang'qu 核试验场区
'he'shui'xian 合水线
'he'tong'gong'ji 合同攻击
'he'tong'ming'ling 合同命令
'he'tong'xun'lian 合同训练
'he'tong'zhan'dou 合同战斗
'he'tong'zhan'shu 合同战术
'he'tong'zhan'shu'xun'lian 合同战术训练
'he'tong'zhan'yi 合同战役
'he'tong'zuo'zhan 合同作战
'he'tu'ji 核突击
'he'wei 合围
'he'wei'yi'ti 合为一体
'he'wu'qi 核武器
'he'wu'qi'can'pian 核武器残片
'he'wu'qi'sheng'liu'wu 核武器剩留物
'he'wu'qi'wei'li 核武器威力
'he'wu'qi'xiao'ying 核武器效应
'he'xi'ji 核袭击
'he'xi'ji'jing'bao 核袭击警报
'he'xi'zou'lang 河西走廊
'he'xin'gong'shi 核心工事
'he'xin'zhen'di 核心阵地
'he'zha'dan 核炸弹
'he'zhan 合战
'he'zhan 和战
'he'zhan'zheng 核战争
'he'zheng'qi'ji 和蒸汽机
'he'zhong'jie'tao'zhou 河中节套舟
'he'zhong'zhou 河中舟
'he'zhou'zhi'zhan 合州之战
'he'zhuang'liao 核装料
'he'zhuang'zhi 核装置
'he'zhuang'zhi'zu'cheng 和装置组成
'he'zi'tui'jin'ji 核子推进剂
'hei'gua'fu 黑寡妇
'hei'hu'die'shi'jian 黑蝴蝶事件
'hei'niu'jiao 黑牛角
'hei'niu'jiao'feng'ge'jian 黑牛角风格剑
'hei'se'huo'yao 黑色火药
'hei'se'ping'ren'zhi'dao 黑色平刃直刀
'hei'se'tai'tan'chu'li 黑色钛碳处理
'hei'se'yang'hua'chu'li 黑色氧化处理
'hei'se'zha'yao 黑色炸药
'hei'si'leng 黑四棱
'hei'suo'jin 黑索今
'hei'ying 黑鹰
'hei'ying'xing'dong'zu 黑鹰行动组
'hei'ying'yin'zhe'duan'dao 黑影隐者短刀
'hei'ying'zhi'sheng'ji 黑鹰直升机
'hen'kuai'jiu'tu'po 很快就突破
'heng'dui 横队
'heng'fei 横飞
'heng'feng 横风
'heng'feng'xiu'zheng'liang 横风修正量
'heng'heng 横桁
'heng'jia'gun'song'qi 桁架滚送器
'heng'jia'lian'jie'qi 桁架连接器
'heng'kuan'mu'biao 横宽目标
'heng'qing 横倾
'heng'te'li'ke'song 亨特里克松
'heng'xiang'fen'bian'li 横向分辨力
'heng'xiang'lu 横向路
'heng'xiang'pian'cha 横向偏差
'heng'xiang'tie'lu 横向铁路
'hong'bao'shi'ji'qian'ting 红宝石级潜艇
'hong'dian'shi'jing'miao 红点式镜瞄
'hong'er'dao'dan 红二导弹
'hong'er'fang'mian'jun 红二方面军
'hong'se'bei'lei'mao 红色贝雷帽
'hong'shui'he'chuang 洪水河床
'hong'si'fang'mian'jun 红四方面军
'hong'si'jun 红四军
'hong'wai'bao'lu'zheng'hou 红外暴露征候
'hong'wai'ce'ju'yi 红外测距仪
'hong'wai'dao'yin'tou 红外导引头
'hong'wai'dian'yuan'zhi'dao 红外点源制导
'hong'wai'guang'yuan 红外光源
'hong'wai'ji'guang'ce'ju 红外激光测距
'hong'wai'wang'yuan'jing 红外望远镜
'hong'wai'xian'deng 红外线灯
'hong'wai'xian'guan'cha 红外线观察
'hong'wai'xian'miao'zhun'jing 红外线瞄准镜
'hong'wai'xian'she'ying 红外线摄影
'hong'wai'xian'tong'xin 红外线通信
'hong'wai'xian'zhen'cha 红外线侦察
'hong'wai'ye'shi'yi 红外夜视仪
'hong'wai'yi 红外仪
'hong'wai'you'er 红外诱饵
'hong'wai'zhao'xiang 红外照相
'hong'wai'zhen'cha 红外侦察
'hong'yi'fang'mian'jun 红一方面军
'hong'zha 轰炸
'hong'zha'bing'li'ji'suan 轰炸兵力计算
'hong'zha'hang'kong'bing 轰炸航空兵
'hong'zha'hang'lu 轰炸航路
'hong'zha'ji 轰炸机
'hong'zha'lei'da 轰炸雷达
'hong'zha'mu'biao'xuan'ze 轰炸目标选择
'hong'zha'she'bei 轰炸设备
'hou'bei'bing'yi 后备兵役
'hou'fa'zhi'ren 后发制人
'hou'fang'bu'shu 后方部署
'hou'fang'di'yu 后方地域
'hou'fang'fang'wei 后方防卫
'hou'fang'gan'rao'fen'qun 后方干扰分群
'hou'fang'gong'cheng 后方工程
'hou'fang'gong'ying 后方供应
'hou'fang'ji'di 后方基地
'hou'fang'jian'bing 后方尖兵
'hou'fang'jiao'hui'fa 后方交会法
'hou'fang'jing'jie 后方警戒
'hou'fang'kan'cha 后方勘察
'hou'fang'ming'ling 后方命令
'hou'fang'qin'wu 后方勤务
'hou'fang'tong'xin 后方通信
'hou'fang'tong'xin'wang 后方通信网
'hou'fang'yi'yuan 后方医院
'hou'fang'zhi'hui 后方指挥
'hou'fang'zhi'hui'bu 后方指挥部
'hou'fang'zhi'hui'suo 后方指挥所
'hou'fei 后飞
'hou'gai'wei'cai'yong 后改为采用
'hou'gu'zhi'you 后顾之忧
'hou'han 后汉
'hou'ji'tu'bing 后击突兵
'hou'jian'qiao 后舰桥
'hou'qiao 后桥
'hou'qiao'qu'dong 后桥驱动
'hou'qin'bao'gao 后勤报告
'hou'qin'bao'zhang 后勤保障
'hou'qin'bao'zhang'ji'hua 后勤保障计划
'hou'qin'bian'zu 后勤编组
'hou'qin'bu 后勤部
'hou'qin'bu'dui 后勤部队
'hou'qin'bu'shu 后勤部署
'hou'qin'chu 后勤处
'hou'qin'fang'wei 后勤防卫
'hou'qin'fang'xiang'bu'shu 后勤方向部署
'hou'qin'fen'bu 后勤分部
'hou'qin'fen'dui 后勤分队
'hou'qin'fen'pi'zhuan'yi 后勤分批转移
'hou'qin'gong'zuo'xiao'zu 后勤工作小组
'hou'qin'guan'li 后勤管理
'hou'qin'ji'di 后勤基地
'hou'qin'ji'guan 后勤机关
'hou'qin'jiao'ti'zhuan'yi 后勤交替转移
'hou'qin'jun'guan 后勤军官
'hou'qin'kan'cha 后勤勘察
'hou'qin'li'liang 后勤力量
'hou'qin'pei'zhi 后勤配置
'hou'qin'pei'zhi'di'yu 后勤配置地域
'hou'qin'ren'yuan 后勤人员
'hou'qin'ti'ci'bu'shu 后勤梯次部署
'hou'qin'tong'xin 后勤通信
'hou'qin'wen'jian 后勤文件
'hou'qin'wen'shu 后勤文书
'hou'qin'xian'dai'hua 后勤现代化
'hou'qin'xian'qian'zu 后勤先遣组
'hou'qin'xiang'ding 后勤想定
'hou'qin'xie'tong 后勤协同
'hou'qin'xue 后勤学
'hou'qin'xue'shu 后勤学术
'hou'qin'xue'yuan 后勤学院
'hou'qin'xun'lian 后勤训练
'hou'qin'yan'xi 后勤演习
'hou'qin'yao'tu 后勤要图
'hou'qin'yi'ci'zhuan'yi 后勤一次转移
'hou'qin'yu'bei'li'liang 后勤预备力量
'hou'qin'yu'xian'hao'ling 后勤预先号令
'hou'qin'yuan'xiao 后勤院校
'hou'qin'zhi'hui 后勤指挥
'hou'qin'zhi'hui'suo 后勤指挥所
'hou'qin'zhi'hui'xue'yuan 后勤指挥学院
'hou'qin'zhi'shi 后勤指示
'hou'qin'zhuan'ye 后勤专业
'hou'qin'zhuan'yi 后勤转移
'hou'qin'zhuang'bei 后勤装备
'hou'qin'zu'zhi'ti'zhi 后勤组织体制
'hou'song 后送
'hou'wei 后卫
'hou'xiang'san'she'jie'mian 后向散射截面
'hou'xu 后续
'hou'xu'bu'dui 后续部队
'hou'xu'ren'wu 后续任务
'hou'xu'ti'dui 后续梯队
'hou'zhan 后战
'hou'zhuang'hua'tang'qiang 后装滑膛枪
'hou'zhuang'qiang 后装枪
'hou'zuo 后坐
'hou'zuo'li 后坐力
'hu'ban'mi'cai 虎斑迷彩
'hu'ban'pao 护板炮
'hu'de'hao 胡德号
'hu'die'dou'shi 蝴蝶斗士
'hu'die'lei 蝴蝶雷
'hu'die'qian'shao'zhan 蝴蝶前哨站
'hu'die'shan'dian'kuai'kai 蝴蝶闪电快开
'hu'die'xi'ji'zhe 蝴蝶袭击者
'hu'hang 护航
'hu'hang'yun'shu'dui 护航运输队
'hu'huan'huo'li 呼唤火力
'hu'kou 湖口
'hu'lao'guan 虎牢关
'hu'mu 护木
'hu'qi 胡骑
'hu'qi 虎旗
'hu'qian'jing 虎钤经
'hu'shou'ban 护手板
'hu'song'she'ji 护送射击
'hu'tou'zhan'jin'qiang 虎头湛金枪
'hu'wei'jian 护卫舰
'hu'wei'jian'da'dui 护卫舰大队
'hu'wei'ting 护卫艇
'hu'wei'zhe 护卫者
'hu'wen'ban'bu'jing'cha 虎纹版捕鲸叉
'hu'xi'dao'fang'hu 呼吸道防护
'hua'bei'jun'qu 华北军区
'hua'bei'ye'zhan'jun 华北野战军
'hua'di'tui'chen'ru 画地退陈儒
'hua'dong'hai'jun 华东海军
'hua'dong'jun'qu 华东军区
'hua'gui 划归
'hua'huan'wei'li 化患为利
'hua'jie'she'hui'mao'dun 化解社会矛盾
'hua'lie'wei'you 化劣为优
'hua'nan'kang'ri'zong'dui 华南抗日纵队
'hua'po 滑坡
'hua'qiang 花枪
'hua'qu'gong'ying 划区供应
'hua'sha'tiao'yue 华沙条约
'hua'sha'tiao'yue'zu'zhi 华沙条约组织
'hua'sheng'dun 华盛顿
'hua'sheng'dun'hao 华盛顿号
'hua'tang'pao 滑膛炮
'hua'tang'qiang 滑膛枪
'hua'tie'lu 滑铁卢
'hua'wang 话网
'hua'wu'yuan 话务员
'hua'xiang 滑翔
'hua'xiang'ji 滑翔机
'hua'xing 滑行
'hua'xing'dao 滑行道
'hua'xing'dao'deng 滑行道灯
'hua'xue'dan 化学弹
'hua'xue'di'lei 化学地雷
'hua'xue'dian'chi 化学电池
'hua'xue'fan'ji 化学反击
'hua'xue'fang'hu 化学防护
'hua'xue'fu'he'shang 化学复合伤
'hua'xue'gu'suan 化学估算
'hua'xue'guan'cha 化学观察
'hua'xue'guan'cha'shao 化学观察哨
'hua'xue'hang'dan 化学航弹
'hua'xue'huo'jian'dan 化学火箭弹
'hua'xue'pao'dan 化学炮弹
'hua'xue'wu'qi 化学武器
'hua'xue'xi'ji 化学袭击
'hua'xue'xi'ji'jing'bao 化学袭击警报
'hua'xue'zhan 化学战
'hua'xue'zhang'ai'wu 化学障碍物
'hua'xue'zhen'cha 化学侦察
'hua'xue'zhen'cha'qi'cai 化学侦察器材
'hua'yan'che 化验车
'hua'zheng'wei'ling 化整为零
'hua'zhong'jun'qu 华中军区
'hua'zhuang'zhen'cha 化装侦察
'huai'de'jun 怀德军
'huai'en'jun 怀恩军
'huan'ban 换班
'huan'ban'bao'gao 换班报告
'huan'ban'ming'ling 换班命令
'huan'cheng 换乘
'huan'cheng'cheng'xu 换乘程序
'huan'cheng'hai'yu 换乘海域
'huan'cheng'qu 换乘区
'huan'chong'ji 缓冲机
'huan'chong'zhuang'zhi 缓冲装置
'huan'fa'zhong'zi 缓发中子
'huan'ji 换季
'huan'ji'bao'yang 换季保养
'huan'jian 换件
'huan'jian'xiu'li 换件修理
'huan'jing'zhan 环境战
'huan'qi'po'zhao 换旗破赵
'huan'xing'fang'yu 环形防御
'huan'xing'pei'zhi 环形配置
'huan'xing'tie'lu'xian'lu 环形铁路线路
'huan'xing'xian 环形线
'huan'you'yan'zhong'ji'bing 患有严重疾病
'huan'zhan 缓战
'huan'zi'qiang 环子枪
'huang'feng'hao 黄蜂号
'huang'he'fu'qiao 黄河浮桥
'huang'jia'fang'zhou 皇家方舟
'huang'jia'fang'zhou'hao 皇家方舟号
'huang'jin'di'zhi'kan'tan 黄金地质勘探
'huang'jin'di'zhi'pu'cha 黄金地质普查
'huang'tu'ling'fu'ji'zhan 黄土岭伏击战
'hui'cao 会操
'hui'chuan 会传
'hui'da'qi 回答器
'hui'da'shi 回答式
'hui'da'shi'gan'rao 回答式干扰
'hui'fu'zhen'di 恢复阵地
'hui'fu'zhu'dong 恢复主动
'hui'he'dian 会合点
'hui'he'qu 会合区
'hui'ji 会记
'hui'ling 回令
'hui'qi'mai'yi 毁契买义
'hui'shang'ban'jing 毁伤半径
'hui'shang'cheng'du 毁伤程度
'hui'shang'di'tan'ke 毁伤敌坦克
'hui'shang'gai'lv 毁伤概率
'hui'shang'mu'biao 毁伤目标
