'ai'ai'duan'hang'yan 哀哀断行雁
'qie'shen'sui'shen'yu 妾身虽甚愚
'qie'zhan'dan'feng'xi'diao'zhou 且占丹枫系钓舟
'qin'guan'han'yuan'wu'xiao'xi 秦关汉苑无消息
'qin'han'zhi'gu'dou 秦汉之故都
'qin'qin'wu'shi'shang'zhu'yan 駸駸五十尚朱颜
'qin'yuan'chun'gu'he'gui'fei 沁园春孤鹤归飞
'qin'zun'le'xing'ling 琴樽乐性灵
'qing'bian'wei'yi'guan'jiu'jing 清汴逶迤贯旧京
'qing'cao'du'tou'bo'jie'tian 青草渡头波接天
'qing'chuang'xi'ru'xi'fen'cha 晴窗细乳戏分茶
'qing'dou'guan'shou'fu 倾都观受俘
'qing'fan'ru'hao'dang 轻帆入浩荡
'qing'feng'lue'di'qiu'xian'dao 清风掠地秋先到
'qing'feng'ming'yue'ru'tai'ping 清风明月入台评
'qing'ge'niao'niao'liu'xing'yun 清歌嫋嫋留行云
'qing'ge'wei'jin'qian'shang'kong 清歌未尽千觞空
'qing'jia'niang'jiu'san'qian'shi 倾家酿酒三千石
'qing'jiang'bao'gu'cun 清江抱孤村
'qing'kan'han'dan'dang'ri'meng 请看邯郸当日梦
'qing'li'yi'chu'tian'zhi'ya 青骊一出天之涯
'qing'lian'dan'dang'ren 青莲澹荡人
'qing'meng'chu'hui'chuang'ri'wan 清梦初回窗日晚
'qing'meng'feng'jin'ju 清梦奉巾屦
'qing'meng'hai'ying'dao'shan'xi 清梦还应到剡溪
'qing'qing'shu'jia'zao'han'tian 青青蔬甲早寒天
'qing'qing'zhai'kui'xian 青青摘葵苋
'qing'qiu'cai'ji'ri 清秋才几日
'qing'quan'mao'cao'xia'cheng'shi 清泉茂草下程时
'qing'qun'zhu'si'he'suo'jie 青裙竹笥何所嗟
'qing'shan'chu'ru'jiu'chong'cheng 青衫初入九重城
'qing'shan'que'chu'yong'bing'lun 青山缺处涌冰轮
'qing'shi'yi'wu'ming 青史亦无名
'qing'shu'yi'chi'xi 请书一尺檄
'qing'ting'pu'zhong'wen'yan'sheng 蜻蜓浦中闻雁声
'qing'wei'ru'dai'chen'jun'rong 清渭如带陈军容
'qing'wen'fang'ce'xi 清问方侧席
'qing'xiao'chang'ge'lie'jin'shi 清啸长歌裂金石
'qing'ying'bing'luo'gu 青荧并骆谷
'qing'zhi'gu'chen'zui 请治故臣罪
'qing'zhi'suo'zhong'zai'wo'cao 情之所锺在我曹
'qiong'shan'du'bing'shu 穷山读兵书
'qiong'zhui'tian'quan'yang 穷追殄犬羊
'qiu'bo'bian'dong'nuan 裘薄便冬暖
'qiu'bo'mei'qiu'dao'bian'cheng'jiao'sheng'ai 秋波媚秋到边城角声哀
'qiu'dao'bian'cheng'jiao'sheng'ai 秋到边城角声哀
'qiu'deng'ru'gu'ying 秋灯如孤萤
'qiu'feng'fu'jian'lei'wan'lan 秋风抚剑泪丸澜
'qiu'feng'gu'jiao'sheng'man'tian 秋风鼓角声满天
'qiu'feng'han'he'tou 秋风旱河头
'qiu'feng'liang'jing'dao 秋风两京道
'qiu'gao'diao'dou'luo'yun'jian 秋高刁斗落云间
'qiu'gao'jia'feng'yue 秋高佳风月
'qiu'hao'wei'he'tian'di'ge 秋毫未合天地隔
'qiu'jiao'you'huai'si'shou'xuan'yi'shou 秋郊有怀四首选一首
'qiu'qian'cu'ju'fen'peng'cao 秋千蹴鞠分朋曹
'qiu'ri'jiao'ju'ba'shou'xuan'yi'shou 秋日郊居八首选一首
'qiu'shan'shou'yi'qi 秋山瘦益奇
'qiu'shi'xue'dao'yi'yi'chi 求师学道亦已迟
'qiu'shui'qian'ke'she 秋水浅可涉
'qiu'si 秋思
'qiu'wan'deng'cheng'bei'men 秋晚登城北门
'qiu'xing 秋兴
'qiu'ye'huai'wu'zhong 秋夜怀吴中
'qiu'ye'jiang'xiao'chu'li'men'ying'liang'you'gan 秋夜将晓出篱门迎凉有感
'qiu'ye'tiao'deng'du'chu'ci 秋夜挑灯读楚辞
'qiu'yu'ru'lou'kun 秋雨如漏壼
'qu'cai'shang'zu'dang'shi'yong 取材尚足当世用
'qu'che'chu'men'he'suo'yi 驱车出门何所诣
'qu'cheng'zhong'zhu'ba'tu'xiong 渠成终助霸图雄
'qu'jia'zai'yan'yuan'li'li 屈贾在眼元历历
'qu'jiang'chi'guan 曲江池馆
'qu'jiu'qi'lei'jian 取酒起酹剑
'qu'nian'bu'zhi'jin'sui'shi 去年不知今岁事
'qu'nian'she'hu'nan'shan'qiu 去年射虎南山秋
'qu'ping'miao 屈平庙
'qu'qu'wang'che'e 去去望车轭
'qu'song'fan'li'huo'neng'ce 屈宋藩篱或能测
'qu'yin'yun'hai'ya 去隐云海涯
'qu'zhong'si'zuo'can'bei'feng 曲终四座惨悲风
'qu'zhou'dao'zhong'zuo 衢州道中作
'quan'fen'wu'ze'su 劝分无樍粟
'quan'geng'cu'zhi'zhi'he'yi 劝耕促织知何益
'quan'jia'wen'xia'huang'niu'xia 全家稳下黄牛峡
'quan'jun'yi'zui'jun'wu'ci 劝君一醉君勿辞
'quan'xiang'nong'shi'you'qi'ji 劝相农事忧其饥
'quan'yang'qi'dan'yu'qi'meng 犬羊岂惮渝齐盟
'quan'yang'xing'shan'chen'mo'mo 犬羊腥膻尘漠漠
'quan'yang'zi'guan'du'qi'meng 犬羊自惯渎齐盟
'que'cong'lin'fu'xue'chun'geng 却从邻父学春耕
'que'hou'shi'wu'nian 却後十五年
'que'hui'she'yan'ya'lu'jiang 却回射雁鸭绿江
'que'jia'bai'feng'can'ban'qiu 却驾白风骖斑虯
'que'kong'ta'xiang'sheng'gu'xiang 却恐他乡胜故乡
'que'li'po'zi'ni 却立颇眦睨
'que'qi'bu'wen'rao'zhi'fei 鹊栖不稳绕枝飞
'que'qiao'xian'ye'wen'du'juan 鹊桥仙夜闻杜鹃
'que'wang'cheng'guo'ru'dan'qing 却望城郭如丹青
'que'yin'nan'du'kan'long'zhou 却因南渡看龙舟
'que'yong'guan'zhong'zuo'ben'gen 却用关中作本根
'que'zhao'gan'quan'dian 却照甘泉殿
'qun'hu'ben'wu'zheng 群胡本无政
'qun'hu'zi'yu'rou 群胡自鱼肉
'qun'wa'de'yi'luan'shu'geng 群蛙得意乱疏更
'qun'xi'lei'wa'ta 群嬉累瓦塔
'qun'yin'fu 群阴伏
'ran'jin'hu'bian'shu 染尽湖边树
'ran'ran'nian'hua'liu'bu'zhu 冉冉年华留不住
'rao'qi'shi'kuai'zhen'wei'le 遶畦拾块真为乐
'ren'cai'shuai'mi'fang'dang'lv 人材衰靡方当虑
'ren'ji'wo'kong'shan 忍饥卧空山
'ren'jia'shai'wang'lv'zhou'zhong 人家晒网绿洲中
'ren'jian'ding'wu'ke'yi 人间定无可意
'ren'jian'you'ci'tang'tang'zhen 人间有此堂堂阵
'ren'jiao'shuang'dian'xiang'si'bin 忍教霜点相思鬓
'ren'jie'hua'yu'yuan 人皆化鱼鼋
'ren'jie'yu'shi'qu 人皆欲拾取
'ren'kong'shou 人空瘦
'ren'qing'hu'hai'ji 人情忽骇机
'ren'ren'yan'lei'wu'ren'se 人人掩泪无人色
'ren'ren'zhi'shi'lin'feng'tong 仁人志士临风恸
'ren'sheng'ge'zi'you'qiong'tong 人生各自有穷通
'ren'sheng'gu'you'ya 人生固有涯
'ren'sheng'he'chu'bu'sui'yuan 人生何处不随缘
'ren'sheng'yi'jin'zhao'lu'xi 人生易尽朝露曦
'ren'shuai'can 任衰残
'ren'shui'bu'jian'pin 人谁不贱贫
'ren'ting'hu'er'chi'le'ge 忍听胡儿敕勒歌
'ren'wu'xu 人误许
'ren'yan'jian'hua'long 人言剑化龙
'ri'chang'si'sui'xian'fang'jue 日长似岁闲方觉
'ri'chi'san'bai'li 日驰三百里
'ri'luo'feng'sheng'xing'lv'ju 日落风生行旅惧
'ri'mu'feng'yan'chuan'long'shang 日暮风烟传陇上
'ri'ye'dong'nan'ben 日夜东南奔
'ri'ye'si'lai'su 日夜思来苏
'ri'you'ji'yi'bei'qi'min 日忧疾疫被齐民
'rong'shen'you'lu'kui'man'yan 容身有禄愧满颜
'ru'guan'hu'hu'chui'wu'shi 儒冠忽忽垂五十
'ru'he'shi'ci'shi 如何失此时
'ru'jian'wan'li'yan'chen'qing 如见万里烟尘清
'ru'jin'hu'ma'yin'huai'liu 如今胡马饮淮流
'ru'jiu'ji'xiao'rong 入酒即消融
'ru'qu'tang'deng'bai'di'miao 入瞿唐登白帝庙
'ru'sheng'da'dao'dong'xi'chu 如绳大道东西出
'ru'sheng'wei'yi'bi 儒生未宜鄙
'ru'xue'fu'ping'ye 如雪覆平野
'ruan'huo'di'lu'hong 软火地炉红
'sa'sa'fei'shuang'ye'chu'shi 飒飒飞霜夜出师
'sai'shang'chang'cheng'kong'zi'xu 塞上长城空自许
'sai'weng'shi'ma'you'wei'fu 塞翁失马犹为福
'san'bai'qing'tong'shi'lou'yin 三百青铜市楼饮
'san'bian'wu'gu'pi 三边无鼓鼙
'san'cang'qi'zi'yi'sha'qing 三苍奇字已杀青
'san'feng'jie'li'cha'yun'jian 三峰杰立插云间
'san'geng'fu'zhen'hu'da'jiao 三更抚枕忽大叫
'san'geng'qiong'lu'song'jiang'kuan 三更穷虏送降款
'san'geng'tou'zhen'chuang'yue'bai 三更投枕窗月白
'san'guan'mo'yun'fu'zei'lei 散关摩云俯贼垒
'san'guan'qing'wei'ying'ru'gu 散关清渭应如故
'san'jiang'zhou'zhong'da'zui'zuo 三江舟中大醉作
'san'jun'jia'ma'bu'zhi'shu 三军甲马不知数
'san'jun'lao'bu'zhan 三军老不战
'san'nian'hu'xing'shi'guang'mang 三年胡星失光芒
'san'nian'liu'luo'ba'shan'dao 三年流落巴山道
'san'qian'tong'de'shi 三千同德士
'san'qin'fu'lao'ying'chou'chang 三秦父老应惆怅
'san'shan'xiang'xin'cui'ruo'peng 三扇香新翠箬篷
'san'shi'cong'jun'jin'bai'fa 三十从军今白发
'san'shi'nian'jian 三十年间
'san'wan'li'he'dong'ru'hai 三万里河东入海
'san'yue'shi'qi'ri'ye'zui'zhong'zuo 三月十七日夜醉中作
'sang'zhe'yin'yin'yi'jing'xie 桑柘阴阴一径斜
'seng'lu 僧庐
'seng'lu'tu'mu'tu'jin'bi 僧庐土木涂金碧
'sha'bian'ou'lu'yi'xiang'qin 沙边鸥鹭亦相亲
'sha'qi'dang'nian'chi'fu'mian 杀气当年赤浮面
'sha'qi'hun'hun'heng'sai'shang 杀气昏昏横塞上
'sha'qi'yao'can'qi 杀气摇参旗
'sha'shen'bao'zhu'yi'cha'chi 杀身报主已差池
'sha'tou'kong'zhao'zheng'ren'gu 沙头空照征人骨
'sha'tou'xiang'mo'san'qian'jia 沙头巷陌三千家
'shan'chong'shui'fu'yi'wu'lu 山重水复疑无路
'shan'chuan'bu'wei'xing'wang'gai 山川不为兴亡改
'shan'chuan'ji'mo'ke'zi'mi 山川寂寞客子迷
'shan'chuan'pan'wu'chang 山川蟠武昌
'shan'chuan'xiao'se'wu'chang'gong 山川萧瑟武昌宫
'shan'chuan'xing'sheng'di 山川形胜地
'shan'chuan'yu'pan'yu 山川郁盘纡
'shan'cong'fei'niao'xing'bian'chu 山从飞鸟行边出
'shan'fan'yu'he'qian 善饭余何欠
'shan'guo'ti'hu'mi 山果啼呼觅
'shan'he'xing'fei'gong'sao'shou 山河兴废供搔首
'shan'jun'xin'tian'hua'jiao'xiong 山郡新添画角雄
'shan'meng'sui'zai 山盟虽在
'shan'nan'jing'sui'wang'nan'shan 山南经岁望南山
'shan'nan'xing 山南行
'shan'ru'song'shao'san'shi'liu 山如嵩少三十六
'shan'weng'yin'xiao'zi'you'ran 山翁吟啸自悠然
'shan'yi'bu'ke'gu 善意不可孤
'shang'che'yi'suo'tian 上车移所天
'shang'chen'yue'ma'zhuang 上陈跃马壮
'shang'du'juan'zao'hen 尚睹镌凿痕
'shang'gan'quan 上甘泉
'shang'ji'an'tong'tuo'kong'chuang'shen 尚棘暗铜驼空怆神
'shang'ji'mai'he'qiu 尚及麦禾秋
'shang'jin'cang'ya'bai'ji'ti 上尽苍崖百级梯
'shang'kui'qi'yue'zhou'gong'shi 尚媿七月周公诗
'shang'lue'ci'shi'xu'tong'yin 商略此时须痛饮
'shang'ma'ji'kuang'hu 上马击狂胡
'shang'shi'shi'liu'ti'zun'qian 尚时时流涕尊前
'shang'shou'da'an'gong 上寿大安宫
'shang'si'wei'guo'shu'lun'tai 尚思为国戍轮台
'shang'tian'you'ren'sheng 上天佑仁圣
'shang'wei'xiong'jie'hun 尚慰雄杰魂
'shang'xin'qiao'xia'chun'bo'lv 伤心桥下春波绿
'shang'yi'fan'ran'da'san'gu 尚忆幡然答三顾
'shang'you'hu'ma'ji 上有胡马迹
'shao'bi'zhang'ju'xue 少鄙章句学
'shao'dai'qin'hu'xian'tian'zi 少待擒胡献天子
'shao'nian'hao'yin'si'chang'jing 少年豪饮似长鲸
'shao'nian'lun'bing'shi'kuang'wang 少年论兵实狂妄
'shao'nian'po'ai'jun'zhong'le 少年颇爱军中乐
'shao'ri'fu'zhan'ceng'cao'xi 少日覆毡曾草檄
'shao'xiao'yu'sang'luan 少小遇丧乱
'shao'yu'yao'nang'yuan 稍与药囊远
'shao'zhuang'gong'fu'lao'shi'cheng 少壮工夫老始成
'she'ji'yu'shui'qi 社稷欲谁期
'she'jiang'qin'dao'jin'ping'shang 涉江亲到锦屏上
'she'weng'bo'pei'ru'zhou'nong 社瓮拨醅如粥醲
'shei'yu'chao'jia'gong'ci'you 谁与朝家共此忧
'shen'guan'gu'ren'yi 审观古人意
'shen'ji'cheng'nan'yu'hui'cun 身寄城南禹会村
'shen'jia'yuan'li'geng'shang'qing 沈家园里更伤情
'shen'jue'shuai'luan'gen 深绝衰乱根
'shen'lao'cang'zhou 身老沧洲
'shen'lao'xiao'ge'bei'yong'ye 身老啸歌悲永夜
'shen'long'zhan'ye'hun'wu'xing 神龙战野昏雾腥
'shen'nv'miao'qian'wen'zhu'zhi 神女庙前闻竹枝
'shen'ru'xi'rang'du'tou'yun 身如西瀼渡头云
'shen'shi'an'wei'ru'yi'lou 身世安危入倚楼
'shen'shi'lao'feng'chen 身世老风尘
'shen'xian'sheng'jue'xi'shan'hao 身闲剩觉溪山好
'shen'xian'xu'shi'xian'ren'zuo 神仙须是闲人做
'shen'xiang'ming'chao'mai'xing'hua 深巷明朝卖杏花
'shen'ye'qiong'xiang'wen'chui'sheng 深夜穷巷闻吹笙
'shen'yi'lao 身易老
'shen'yin'yu'guo'xun 呻吟欲过旬
'shen'you'shui'jing'gong 身游水精宫
'shen'yuan'er'shou 沈园二首
'shen'yuan'fei'fu'jiu'chi'tai 沈园非复旧池台
'shen'yuan'liu'lao'bu'chui'mian 沈园柳老不吹绵
'shen'za'lao'nong'jian 身杂老农间
'shen'zai'qian'zhong'yun'shui'zhong 身在千重云水中
'sheng'fu'hun'ru'wei'suan'qi 胜负浑如未算棋
'sheng'min'qing'miao'fei'tang'shi 生民清庙非唐诗
'sheng'ya'jun'wu'xiao 生涯君勿笑
'sheng'ya'xue'guan'yuan 生涯学灌园
'sheng'zhu'xia'zhao'chu'qin'zheng 圣主下诏初亲征
'sheng'zhu'you'qin'chang'gan'shi 圣主忧勤常旰食
'sheng'zi'he'xu'si'zhong'mou 生子何须似仲谋
'shi'chu'jiang'huai'wei'yi'tun 师出江淮未易吞
'shi'cong'tian'luo'yin'he'qing 势从天落银河倾
'shi'da'ru'tian'zui'yi'xiu 事大如天醉亦休
'shi'dai'yin'fan'pan'zui'dao 试戴银旛判醉倒
'shi'dian'qu'dou'jiu 市店取斗酒
'shi'ding'you'xu'dai'he'guan 事定犹须待阖棺
'shi'fan'shan'xia'yu'kong'meng 石帆山下雨空濛
'shi'ge'fen'suo'chang 士各奋所长
'shi'gu'ji'fan'fu 世故几翻覆
'shi'gu'nan'tui'wan 士固难推挽
'shi'guo'bu'ke'zhi 事果不可知
'shi'jia'san'mei'hu'jian'qian 诗家三昧忽见前
'shi'jian'cai'jie'gu'bu'fa 世间才杰固不乏
'shi'jian'qi'wu'yi'hao'han 世间岂无一好汉
'shi'jian'you'su'wu'de'shi 世间有粟吾得食
'shi'jian'you'wu'wu'sheng'shuai 世间尤物无盛衰
'shi'jiu'ku'chang'kuang 嗜酒苦猖狂
'shi'ju'xiao'tiao'ji 市聚萧条极
'shi'jun'suo'xue'he'chao'ran 使君所学何超然
'shi'lai'zi'shi'xing 时来自施行
'shi'ma'fa'yan'zhao 士马发燕赵
'shi'nang'xiang'wan'shou'qin'xie 诗囊香碗手亲携
'shi'nian'ke'li'guo'chong'yang 十年客里过重阳
'shi'nian'qiu'ma'jin'jiang'bin 十年裘马锦江滨
'shi'nian'yi'yi'qie 世念亦已且
'shi'nian'zou'wan'li 十年走万里
'shi'ping'wei'you'cha'ke'qi 时平未有差科起
'shi'qi'fu'bu'zuo 士气伏不作
'shi'qi'zheng'rong'wei'ke'fei 士气峥嵘未可非
'shi'qian'gu'jiu'qing'lou'shang 十千沽酒青楼上
'shi'qing'jiang'lue 诗情将略
'shi'ren'bu'zhi'shu 食人不知数
'shi'ren'huan'zuo'hai'tang'dian 市人唤作海棠颠
'shi'ren'wang'xiang'ke'lian'qu 世人妄想可怜渠
'shi'rou'ding'zhi'wu'gu'xiang 食肉定知无骨相
'shi'ru'sai'qian'kun 势如塞乾坤
'shi'shang'su'ru'ning'ban'ci 世上俗儒宁办此
'shi'sheng'hen'bu'yong 士生恨不用
'shi'shi'fen'lu'zhen'shi'meng 士师分鹿真是梦
'shi'shi'huan'ke'zui 时时唤客醉
'shi'shi'ning'lun'zhuo'yu'gong 世事宁论拙与工
'shi'shi'wu'chang'huai'bei'fu 世事无常坏陂复
'shi'shi'wu'chang'suan 世事无长算
'shi'shi'yi'bao'geng 世事已饱更
'shi'shou'yong'kan'jing 诗瘦慵看镜
'shi'shu'tong'chao'jiu 试数同朝旧
'shi'su'na'de'zhi 世俗那得知
'shi'tai'shi'nian'kan'lan'shu 世态十年看烂熟
'shi'tou'yu'zhong'fu 石头与锺阜
'shi'wei'nian'lai'bo'si'sha 世味年来薄似纱
'shi'wei'qu'tang'men 是为瞿唐门
'shi'wo'fu'ji'kong'jie'zi 使我抚几空嗟咨
'shi'wo'si'jing'lue 使我思景略
'shi'xian'yao'ji'shi 事贤要及时
'shi'xin'wei'zhen'shang'si'you 士心未振尚私忧
'shi'xing'hun'hun'chu'yun'xia 湿星昏昏出云罅
'shi'yan'jiu'zhou'wai 世言九州外
'shi'ye'kui'xin'wei 事业窥莘渭
'shi'yi'de'si'wu 十亦得四五
'shi'yi'jiu'yong'bei'ling'luo 拾遗旧咏悲零落
'shi'yi'shi 时易失
'shi'yi'yue'si'ri'feng'yu'da'zuo 十一月四日风雨大作
'shi'you'yi'lao'weng 时有一老翁
'shi'yue'shuang'feng'hou'wu'bian 十月霜风吼屋边
'shi'zai'xi'you'wu'e'sui 十载西游无恶岁
'shi'zheng'dan'shi'ju'ban'huang 柿正丹时橘半黄
'shou'ba'bai'yu'chuan 手把白玉船
'shou'ba'cun'shu'bi'men'shui 授罢村书闭门睡
'shou'sun'yao'wei'ni'wei'gong 瘦损腰围拟未工
'shu'bei 舒悲
'shu'bei'er'shou'xuan'yi'shou 书悲二首选一首
'shu'bei'lai'zhuo'lao 纾悲赖浊醪
'shu'dai'xiang'xiao'er 束带向小儿
'shu'fen'er'shou 书愤二首
'shu'han 蜀汉
'shu'huo'hu'chen'dao'liang'jing 戍火胡尘到两京
'shu'ji'gu'nong'sun 庶几姑弄孙
'shu'ji'zhu'ru'qun 梳髻著襦裙
'shu'jiao'qie'fu'lie'qing'qiu 蜀郊且复猎清秋
'shu'jing'bai'fa'chou'wu'na 数茎白发愁无那
'shu'lian'san'yuan'ting 疏莲散远汀
'shu'ling'wu'shan'yi'xi'kong 蜀岭吴山一洗空
'shu'long'ye'fan'xiang'fu'fu 黍垄馌饭香浮浮
'shu'lou'diao'dou'cui'luo'yue 戍楼刁斗催落月
'shu'pu'jue'ju'qi'shou'xuan'yi'shou 蔬圃绝句七首选一首
'shu'sheng'ju'ren'kai'he'hao 书生讵忍开和好
'shu'sheng'rou'lu'xia'ba'ling 数声柔橹下巴陵
'shu'sheng'you'shi'rong'yi'zhai 书生又试戎衣窄
'shu'shi'chuang'can'wei'dang'er 熟视创残谓当尔
'shu'shi'er'shou'xuan'yi'shou 书适二首选一首
'shu'shi'yan'wu'ming'ting'zhi 熟视严武名挺之
'shu'shu'chu'dong'men 束书出东门
'shu'shui'pian'yu'ting'yu'yi 熟睡偏於听雨宜
'shu'shui'qiu'tan'zuo'long'lan 熟睡湫潭坐龙嬾
'shu'tou'yi'xue'jing'du'yang 梳头已学京都样
'shu'wu'kong'jie'bao'gui'qi 蜀巫空解报归期
'shu'yan'kang'he'you'duo'kui 属餍糠麧犹多愧
'shu'yu'xin'lai'shuang'yan'zi 输与新来双燕子
'shu'yu'yu'zhou'song'luo'hui 输与渔舟送落晖
'shu'zhan'qin'guan'sui'yue'qiu 蜀栈秦关岁月遒
'shu'zhi'hong'shi'zi'xiang'yi 数枝红湿自相依
'shu'zhi'hu'kan'ba 数枝忽堪把
'shuai'bing'jin'nian'ju 衰病今年剧
'shuai'chi'chu'chu'shao'jiao'peng 衰迟处处少交朋
'shuang'bin'po'ran'qi'hao'ran 双鬓皤然气浩然
'shuang'bin'xiang'ren'wu'zai'qing 双鬓向人无再青
'shuang'feng 霜风
'shuang'gao'mu'ye'kong 霜高木叶空
'shui'bian'jing'pei'juan'qiu'feng 水边旌旆卷秋风
'shui'chi'lv'jiu'zui'you'ren 谁持绿酒醉幽人
'shui'dao'ming'hua'du'gu'gong 谁道名花独故宫
'shui'fu'nan'zheng'bei'fa'pian 谁赋南征北伐篇
'shui'ge'gui'qi'yuan 水各归其源
'shui'han'na'zhi'bu'zi'cun 水旱那知不自存
'shui'jia'jing'jiu'ying'jing'fei 谁家井臼映荆扉
'shui'jin'cheng'men'qu'bu'guan 水浸城门渠不管
'shui'ling'qi'ma'ke'jing'hua 谁令骑马客京华
'shui'neng'ti'wan'qi 谁能提万骑
'shui'neng'zhao'huan'san'qiu'yue 谁能招唤三秋月
'shui'nian'xing'ren'ji'yi'zhi 谁念行人寄一枝
'shui'qian'zhong 水千重
'shui'shen'long'nao'zuo'liao'fen 水沈龙脑作燎焚
'shui'si'qiong'lai'jiu'zhe'tu 水似邛郲九折途
'shui'song'zhou'jia'qi'yue'shi 谁诵周家七月诗
'shui'su'yi'xie'she 水宿依蟹舍
'shui'xia'jing'yang'ri'ye'liu 水下荆杨日夜流
'shui'yan'nong'jia'bu'ru'shi 谁言农家不入时
'shui'yan'tie'yi'leng'che'gu 谁言铁衣冷彻骨
'shui'yi'jiang'cheng'qu'lu'chang 水驿江程去路长
'shui'zhang'xiao'ting'wu'lu'dao 水涨小亭无路到
'shui'zhi'de'jiu'shang'neng'kuang 谁知得酒尚能狂
'shui'zhi'jin'ding'peng'chu'shu 谁知金鼎烹初熟
'shui'zhi'lao'wo'jiang'hu'shang 谁知老卧江湖上
'shui'zhi'peng'chuang'meng 谁知蓬窗梦
'shun'miao'huai'gu 舜庙怀古
'shuo'feng'juan'di'chui'ji'xue 朔风卷地吹急雪
'shuo'feng'qing'geng'han 朔风晴更寒
'si'bi'ti'shi'yi'yan'bing 寺壁题诗一砚冰
'si'chang'mian'shi'ren 似长免事任
'si'chu'zheng'qiu'ru'yu'xi 四出徵求如羽檄
'si'gu'tian'di'jie 四顾天地接
'si'hai'tong'zhou'che 四海通舟车
'si'hai'yi'jia'tian'li'shu 四海一家天历数
'si'hao'chen'shi'bu'xiang'guan 丝毫尘事不相关
'si'ji'yao'fen'an'you'shuo 四纪妖氛暗幽朔
'si'jin'zhong'chao'jiu'bei'liu 死尽中朝旧辈流
'si'ma'bing'fa'wang'yi'jiu 司马兵法亡亦久
'si'qu'shui'fu'suan 死去谁复算
'si'shan'sheng'zuo'hai'tao'fan 四山声作海涛翻
'si'shi'cong'rong'zhu'nan'zheng 四十从戎驻南郑
'si'shi'wu'bu'shu 似仕无簿书
'si'shu'fei'zou'qu 似属非走趋
'si'si'hong'e'nong'chun'rou 丝丝红萼弄春柔
'si'wei'jun'wang'sao'he'luo 思为君王扫河洛
'si'xian'you'feng'qian 似闲有俸钱
'si'yu'fu'sheng'yi'liang'wang 死与浮生已两忘
'si'yu'lou'yi'shu 死与蝼蚁殊
'si'yue'song'ru'dou 四月送入都
'si'zhu'qi'liang'suo'an'chen 丝竹凄凉锁暗尘
'song'ceng'xue'shi'fu'xing'zai 送曾学士赴行在
'song'fan'she'ren'hai'chao 送范舍人还朝
'song'feng'xiang'xiang'liang'fu'yin 松风想像梁甫吟
'song'gong'tian'shan'pian 诵公天山篇
'song'qi'xiong'fu'yang'zhou'shuai'mu 送七兄赴扬州帅幕
'song'rui'guo'qi'si'ye'er'shou'xuan'yi'shou 送芮国器司业二首选一首
'song'zhong'xing 宋中兴
'su'du'huo'wei'ge 宿蠹或未革
'su'feng'qiao 宿枫桥
'su'shi'fen'fen'you'di'mang 俗事纷纷有底忙
'su'yi'mo'qi'feng'chen'tan 素衣莫起风尘叹
'su'yu'bao'dou'jia 宿雨饱豆荚
'su'zhong'qing'dang'nian'wan'li'mi'feng'hou 诉衷情当年万里觅封侯
'su'zhong'qing'qing'shan'chu'ru'jiu'chong'cheng 诉衷情青衫初入九重城
'suan'ying'xiong'cheng'bai 算英雄成败
'sui'can'hao'wei'ci 虽惭豪伟词
'sui'chao'ru'xian'ban'chao'gui 随潮入县伴潮归
'sui'die'de'bu'chu 随牒得补处
'sui'ji'min'shi'zao'kang'zhai 岁饥民食糟糠窄
'sui'mu'gan'huai 岁暮感怀
'sui'sui'chang'lie'shu 岁岁常列戍
'sui'wan'bei'feng'chui'po'wu 岁晚北风吹破屋
'sui'wan'ji'yu'shu 岁晚计愈疏
'sui'wan'xian'xue'bi 岁晚霰雪逼
'sui'yue'bu'dai'ren 岁月不贷人
'sui'yue'qi'pin'ru 岁月欺贫儒
'sui'zhou'yi'jia'zi 岁周一甲子
'sun'shi'yi'nian'you'ke'jian 损食一年犹可健
'sun'weng'xia'bi'kai'sheng'mian 孙翁下笔开生面
'suo'bei'gu'da'en 所悲孤大恩
'suo'ji'qie'sheng'nan 所冀妾生男
'suo'mu'zai'jing'shi 所慕在经世
'ta'shi'xiang'yu'zhi'he'chu 他时相遇知何处
'tai'hang'bei'yue'yuan'wu'yang 太行北岳元无恙
'tai'xi'he'shi'jian'san'bai 太息何时见三白
'tai'xi'yan'ran'wei'le'ming 太息燕然未勒铭
'tai'xing'tian'xia'ji 太行天下脊
'tai'yang'sheng 太阳升
'tan'cao'lie'si'shi 檀槽列四十
'tan'hou'xin'hao'juan 谭侯信豪隽
'tan'jian'chang'ge'ye'yu'shi 弹剑长歌夜雨时
'tan'kan'bu'ci'chi'ye'zhu 贪看不辞持夜烛
'tan'kan'wang'que'huan'jia'fan 贪看忘却还家饭
'tan'su 叹俗
'tan'wei'yao'dai'sheng 叹围腰带剩
'tan'xi'jing'zhong'mian 叹息镜中面
'tan'xi'wu'ren'fu 叹息无人付
'tan'xiao'ao 贪啸傲
'tan'xing'que'fu'qian 滩行却复前
'tan'ya'jiang'shan 弹压江山
'tan'ya'xiong'zhong'shi'wan'bing 弹压胸中十万兵
'tang'ji'qiong'luo'mai 汤剂穷络脉
'tang'nian'qi'shi'shang'yi'ji 倘年七十尚一纪
'tang'shang'feng'sa'sao 堂上奉洒扫
'tao'he'ma'si'jian'feng'cui 洮河马死剑锋摧
'tao'hua'luo 桃花落
'tao'lun'ji'wang'ba 讨论极王霸
'tao'qi'xue'shan'qing 涛起雪山倾
