'a'fu'lue'gu'shi 阿夫略顾视
'chu'zhi'li'bie'yi 初知离别意
'chu'zhu'dong'feng'hui'que'sheng 触著东风会却生
'chuan'chen'ju'lu'jing'wang'qin 船沉巨鹿竟亡秦
'chuan'chuang'liu'shan'tuo'yin'sha 船窗六扇拓银纱
'chuan'hu'jia'jia'huai'shi'qian 船户家家坏十千
'chuan'lai'xiao'xi'man'jiang'xiang 传来消息满江乡
'chuan'lou'shen'zhu'guang 穿漏深竹光
'chuan'lu'chen'zheng'yi'bei'jia 川路晨征一倍佳
'chuan'rong'wan'hu'wen'zhou'mian 船容万斛稳昼眠
'chuan'tou'yuan'shan'mei'cui'di 船头远山眉翠低
'chuan'wei'gou'yue'yao'bo'li 船尾钩月摇玻璃
'chuan'wei'yi'xin'zai'peng'li 船桅一心在篷里
'chuan'wen'bei'fei'jiang'ru'hai 传闻北飞将入海
'chuan'xin'ceng'xu'zhu'ji'jia 传心曾许诸姬嫁
'chuan'yin'quan'zhan'zui 传饮劝沾醉
'chuan'zhong'shu'hua'liao'zi'yu 船中书画聊自娱
'chuan'zi'kuai'yi'ge'bu'ge 船子快意各不歌
'chuang'xia'you'wan'he 床下有万壑
'chui'can'ri'yue'shi'hu'jia 吹残日月是胡笳
'chui'jun'zhi'shang'chang'an'lu 吹君直上长安路
'chui'lao'wen'zhang'kong'ju'cheng 垂老文章恐惧成
'chui'luo'yin'qiang'bu'jian'hen 吹落银墙不见痕
'chui'xiao'dang'jiang'shi'lan'shan 吹箫荡桨事阑珊
'chui'yan'mu'yu'xie 炊烟暮欲斜
'chui'yang'bai'li'yan'ping'chou 垂杨百里罨平畴
'chui'yang'xiao'yuan'xiu'lian'dong 垂杨小苑绣帘东
'chui'yi'bai'yu'di 吹以白玉笛
'chun'cao'nian'nian'si'han'gong 春草年年似汉宫
'chun'chou'zheng'man'luo'hua'tian 春愁正满落花天
'chun'feng'shi'shang'yue'wang'tai 春风试上粤王台
'chun'feng'wu'se'zui'xiao'hun 春风无色最销魂
'chun'feng'xiao'shi'mai'he'tun 春风小市卖河豚
'chun'feng'yao'tiao'lv'mi'wu 春风窈窕绿蘼芜
'chun'guang'men'wai'ban'jing'guo 春光门外半惊过
'chun'gui'ceng'yu'zhi'chan'mian 春闺曾与致缠绵
'chun'gui'lin'mu'gu'xing'jie 春归林木古兴嗟
'chun'jiang'ru'gu'jin'fan'fei 春江如故锦帆非
'chun'lai'gu'jian'fu'shang'nong 春来谷贱复伤农
'chun'lai'guan'shang'bian'ren'ren 春来观赏遍人人
'chun'lai'yu'shui'jie'ji'shi 春来雨水皆及时
'chun'qiu'she'yan'yan 春秋社燕雁
'chun'qu'nan'wei'bu'hen'shi 春去难为不恨时
'chun'se'ling'yun'huang 春色岭云黄
'chun'shui'xi'liu'bing 春水细流冰
'chun'shui'xin'tian'ji'chi'bo 春水新添几尺波
'chun'tan'yu'luan'xing 春潭浴乱星
'chun'tian'geng'xi'yu 春田耕细雨
'chun'tian'gui'che'miao'bu'zi 春田龟坼苗不滋
'chun'xia'qiu'shi'quan'bu'bian 春夏秋时全不变
'ci'bang'yi'wu'nian 此邦亦无年
'ci'di'na'kan'zai'du'nian 此地那堪再度年
'ci'di'si'fang'yi 此地死方宜
'ci'fu'shen'can'xie'shi'gong 词赋深惭谢氏工
'ci'guan'kong'man'jun'yi'qun 赐冠空满鵔鸃群
'ci'hua'wu'nai'qun'fang'zhu 此花无乃群芳主
'ci'ji'qi'zhi'fei'bo'ming 此际岂知非薄命
'ci'ji'xin'ruo'cui 此际心若摧
'ci'jia'shi'weng'gu 辞家事翁姑
'ci'ke'ming'gao'liang'fu'cai 词客名高两赋才
'ci'qi'shi'da'yi 此其事大义
'ci'qie'bu'de'jin'qian 次且不得近前
'ci'qing'wei'you'yue'ming'zhi 此情唯有月明知
'ci'qu'xi'bu'fan 此去夕不返
'ci'ren'jiu'yi'shang'tou'bai 词人久已伤头白
'ci'ri'cui'ren'yi'bai'tou 此日催人易白头
'ci'ri'jia'jia'huan'ting'xing 此日家家唤艇行
'ci'ri'ma'xie'bai'gu'jing 此日麻鞋拜故京
'ci'ri'qin'huai'yan'ai'jian 此日秦淮烟霭间
'ci'ri'ti'shi'hai'xia'bai 此日题诗还下拜
'ci'sha'ke'su'wu'jiao'zeng 此沙可宿无缴矰
'ci'shen'can'kui'zai'deng'qian 此身惭愧在灯前
'ci'shi'ci'jing'huan'mo'chuan 此时此景幻莫传
'ci'shi'dang'yun'he 此事当云何
'ci'shi'li'long'qian'zui'shen 此时骊龙潜最深
'ci'shi'wei'you'lei'zhan'yi 此时惟有泪沾衣
'ci'shi'xiang'sui'dao'xi'shu 此石相随到西蜀
'ci'shi'yue'lu'cun 此时岳麓村
'ci'wo'jiu'zan'er 赐我旧簪珥
'ci'xi'kong'jiang'liang'mu'cheng 此夕空将两目瞠
'ci'xi'lin'jiang'dong'li'si 此夕临江动离思
'ci'xi'nan'zhi'niao 此夕南枝鸟
'ci'yi'jing'shui'chen 此意竟谁陈
'ci'yu'chao'xun'chang 此遇超寻常
'ci'zhong'duo'shao'wei'zhao'hun 此中多少未招魂
'ci'zhong'he'chu'wu'ren'shi 此中何处无人世
'cong'ci'nan'fei'you'zhe'gu 从此南飞有鹧鸪
'cong'jin'ye'bu'shu'zhong'hua 从今也不属中华
'cong'lai'bu'kuan'dai 从来不宽贷
'cong'lai'tian'xia'shi 从来天下士
'cong'qian'rong'sheng'ru'yun'yan 从前荣盛如云烟
'cong'ta'fang'cao'zi'fei'fei 从他芳草自菲菲
'cong'zhe'ru'yun'yong'chu'cheng 从者如云拥出城
'cong'zi'yi'lan'shen'zhou'qu 从兹一览神州去
'cu'zhi'zai'shi'si'yi'jie 促织在室丝已竭
'cui'can'shou'zhi'lao'mei'hua 摧残手植老梅花
'cui'guan'fan'xian'jing'zhui'zhu 脆管繁弦竞追逐
'cui'ke'dang'sui'qian 催科当岁歉
'cui'wan'liang 催完粮
'cui'yan'yao'bian'shi 翠烟遥辨市
'cui'ying'zhu'ren'zhuan 翠影逐人转
'cui'zu'li 催租吏
'cui'zu'ling'ru'lei 催租令如雷
'cun'bian'chu'chu'wei'sang'ye 村边处处围桑叶
'cun'deng'zhao'qiu'hu 村灯照秋浒
'cun'lao'he'chu'qiu 村醪何处求
'cun'mang'zhong'sui'bu'ru'cheng 村甿终岁不入城
'cun'ren'lu'zhou'zhuo'tou'lai 村人露肘捉头来
'cun'wang'sui'yi'lu 存亡虽异路
'cun'wang'zi'jin'shi 存亡自今始
'cuo'e'fu'sai'zhou 嵯峨俯塞州
'cuo'e'zi'ge'huang'fei'li 嵯峨紫阁黄扉里
'cuo'jiao'gen'zhi'shan'he'fang 错教根植善和坊
'cuo'tuo'fu'yue'shi'si'nian 蹉跎负约十四年
'cuo'tuo'yu'gu'tong'yin'shi 蹉跎与估痛饮时
'cuo'yuan'kuang'feng'yang'luo'hua 错怨狂风飏落花
'da'chuan'mai'tuo'zhong'chuan'xing 大船买脱中船行
'da'chuan'xiao'chuan'zheng'bi'xing 大船小船争避行
'da'di'xi'ling'han'shi'lu 大抵西泠寒食路
'da'feng'chui'qi'san'zhang'chao 大风吹起三丈潮
'da'feng'duan'song'gen 大风断松根
'da'feng'ge'ba'zhuan'cang'mang 大风歌罢转苍茫
'da'gu'cha'qi'ma'tou'zhu 打鼓插旗马头住
'da'guan'zi'jie'gu'xian'ling 大官咨嗟顾县令
'da'hai'bo'lan'zai 大海波澜在
'da'hai'wu'ping'qi 大海无平期
'da'jiang'bai'ri'ta'yuan'tuo 大江白日踏鼋鼍
'da'jiang'chao'qu'fu'chao'lai 大江潮去复潮来
'da'jiang'hai'lang'xian'dong'nan 大江骇浪限东南
'da'jiang'liu'han'shui 大江流汉水
'da'jiang'xing'se'bang'ren'cui 大江行色榜人催
'da'ku'wu'ke'mai 大哭无可卖
'da'mai'xiao'mai'shi'dou'yun 大麦小麦十斗匀
'da'pu'bu'ru'dong'jia'zao 打扑不如东家早
'da'ruan'zhao'yao'xiao'lu'pei 大阮招邀小陆陪
'da'tan'xiao'tan'cong'ci'shi 大滩小滩从此始
'da'tan'xiao'tan'ru'sa'mi 大滩小滩如撒米
'da'wang'zhen'ying'xiong 大王真英雄
'da'xiong'zhong'gua 大兄种瓜
'da'yi'gui'gu'fu 大义归故夫
'da'yu'gan'si'tiao'qiu'ruo 大鱼干死鲦鳅弱
'da'yu'jiang'shui'hun 打鱼江水浑
'da'yun'ci'jian'ku'yi'le 答云此间苦亦乐
'dai'dao'hua'zhao'hua'jin'luo 待到花朝花尽落
'dai'de'han'ting'ming'zhao'jin 待得汉廷明诏近
'dai'de'yin'he'ji'shi'du 待得银河几时渡
'dai'meng'qi'chai'jing 带梦启柴荆
'dai'se'ping'lan'zhi'gu'shou 黛色凭栏指顾收
'dai'tu'zi'zhong'shi 戴土滋种莳
'dai'wo'shi'shui'jia 绐我适谁家
'dai'yu'shu'xing'jian 带雨疏星见
'dai'zhong'chun'tian'yu'yi'li 代种春田雨一犁
'dan'cheng'zhi'fu'lai 但称制府来
'dan'feng'qiu'ren'yi'lin'shuang 丹枫秋忍一林霜
'dan'jian'shan'zhong'ren 但见山中人
'dan'jue'chi'ya'xie'ji'yu 但觉齿牙挟急雨
'dan'kan'ni'sha'ji'shui'hen 但看泥沙记水痕
'dan'ke'ge'bo'hou 但可歌博厚
'dan'ping'pi'gu'dang'yan'wei 但凭皮骨当严威
'dan'qi'hai'tu'xi 丹漆还涂塈
'dan'qing'tai'dian'qi'ceng'ceng 丹青台殿起层层
'dan'shi'xian'ren'ji'zhu'ren 但是闲人即主人
'dan'song'yuan'jin'qiu'leng'ceng 但送远近秋崚嶒
'dan'wen'hua'qi'bu'kan'hua 但闻花气不看花
'dan'wen'zuo'chu'yi'jing'hun 但闻坐处已惊魂
'dan'xi'jiao'tian'ze 旦夕徼天泽
'dan'yan'qiao'pi'lu'bu'ping 但言桥圮路不平
'dan'yu'ru'ci'shen 但虞辱此身
'dan'yuan'tai'hang'shan'shang'shi 但愿太行山上石
'dan'zi'guo'tou'chang'fan'zhai 疍子裹头长泛宅
'dang'dai'lun'bing'hui 当代论兵会
'dang'guan'hu'bao'mi'qu'yi 当关虎豹糜躯易
'dang'nian'hua'xu'yi'kong'xiang 当年花絮已空箱
'dang'nian'su'fu'zi 当年苏夫子
'dang'nian'zhao'ying'jian'dong'zheng 当年照影见东征
'dang'ri'jiang'fan'you'jiu'can 当日降帆有旧惭
'dang'ru'xi'yu'hong'liu'shu 当如西域红榴树
'dang'shi'bai'wan'ren'tong'jin 当时百万人同尽
'dang'shi'he'bu'lian'gong'gou 当时何不怜功狗
'dang'shi'zhi'shou'sheng'ming'lei 当时只受声名累
'dao'chu'bei'tang'jue'jue'liu 到处陂塘决决流
'dao'ci'wu'feng'ye'zi'liang 到此无风也自凉
'dao'di'nan'hui'mo'bei'chun 到底难回漠北春
'dao'dui'wu'shan'gao'ji'ling 稻堆屋山高及陵
'dao'lu'se'qi'qi 道路色凄凄
'dao'pang'bei'shi'he'lei'lei 道旁碑石何累累
'dao'pang'you'yi'ying 道旁有遗婴
'dao'ren'bu'zuo'xun'hua'meng 道人不作寻花梦
'dao'shang'lang 道上郎
'dao'shi'fu'bian'ri'jiang'luo 道士洑边日将落
'dao'shou'qie'kan'shi'hou'bao 到手且看石厚薄
'dao'shui'liang'yun'bian 到水凉云变
'dao'xiang'shu'shu'mu'qiu'tian 稻香秫熟暮秋天
'dao'yu'fen'wei'mang 岛屿分微茫
'dao'zhuan'qing'tian'zuo'hu'di 倒转青天作湖底
'de'ban'hao'chun'xian'li'guo 得半好春闲里过
'de'ci'quan'gui'yi'cheng'qing 得此全归亦称情
'de'feng'sheng'zu'zai'kai'tian 得逢圣祖再开天
'de'guo'san'guan'xia 得过三观下
'de'qian'sheng'mai'san'chi'lin 得钱胜卖三尺鳞
'de'qian'sui'ze'duo 得钱虽则多
'de'shi'yan'hai'tu 得食咽还吐
'de'yu'gui'qu'hui'zhi'gong 得鱼归去挥之肱
'deng'duan'ye'he'chang 灯短夜何长
'deng'dun'sui'zhen'shang 登顿遂真赏
'deng'feng'ru'ke'zuo 登封如可作
'deng'gao'chang'wang'ba'gong'shan 登高怅望八公山
'deng'gao'wang'jiu'zhou 登高望九州
'deng'han'yi'ti'xi'fu'ren'miao 邓汉仪题息夫人庙
'deng'qu'jiang'jun'you'bi'che 等取将军油壁车
'di'chang'yu'bao'cheng 堤长欲抱城
'di'che'hai'wei'men 地坼海为门
'di'gong'gao'cheng'wan'ming'can 堤工告成万命残
'di'hua'xiao'se'yin'yu'zhou 荻花萧瑟隐渔舟
'di'huang'han'qi'zao 地荒寒气早
'di'jin'bian'qiu'sha'qi'sheng 地近边秋杀气生
'di'jin'chu'zhou'bao'kan'shan 地近滁州饱看山
'di'jin'wei'shang'du'ling'shi 袛今惟赏杜陵诗
'di'leng'yi'han'shi 地冷易寒食
'di'li'yi'cheng'qi 帝里已成畦
'di'nu'dong'nan'shi'qing'xue 帝怒东南势倾削
'di'shi'huo'zhong'zhou 地势豁中州
'di'shi'jin'yuan'ba'ye'kai 地是金源霸业开
'di'shi'yin'shan'xue'she'diao 地是阴山学射雕
'di'ye'sheng'zhong'ai'yu'guo 荻叶声中爱雨过
'di'zhi'wo'di'ru'duan'zhou 低枝踠地入端州
'dian'nan'zheng'yue'ru'san'yue 滇南正月如三月
'dian'sao'huang'jin'ding'hei'shan 电扫黄巾定黑山
'dian'shang'gui'lai'lv'ji'shuang 殿上归来履几双
'dian'yang'ma'ding 点养马丁
'diao'chuan'xie'xi'cao'tang'kai 钓船斜系草堂开
'diao'gu'gui'xiong'duo 吊古鬼雄多
'diao'ling'zhang'bo'li 雕棂障玻璃
'diao'pan'da'mo'han'wu'ying 雕盘大漠寒无影
'diao'shang'zong'shu'jie'chen'fei 凋伤总属劫尘飞
'die'jiang'shai'wu'xian'chui'chi 蝶将晒午先垂翅
'ding'ding'xian'xiang'cun'feng'ji 丁丁弦响村风急
'ding'hu'dang'ri'qi'ren'jian 鼎湖当日弃人间
'ding'wei'xin'gan'zhou'xing 丁炜新淦舟行
'dong'cun'dan'bo'xu'li'zheng 东村淡泊胥吏争
'dong'du'yi'po'tong'guan'kai 东都已破潼关开
'dong'feng'zuo'xu'shen'chun'yi 东风作絮糁春衣
'dong'hai'fan'ran'ren'gu'yuan 东海翻然认故园
'dong'jia'tian'duo'xi'jia'shao 东家田多西家少
'dong'jia'wei'xi 东家为绤
'dong'jing'zhu'hu'nian'you'shao 东京朱祜年犹少
'dong'lang'yi'sheng'ji'qiao'cui 冬郎一生极憔悴
'dong'lin'bai'tou'yu'qi'zao 东邻白头妪起早
'dong'liu'rao'jiu'jing 东流绕旧京
'dong'qing'shui'ren'jiu'ling'qiu 冬青谁认旧陵邱
'dong'shan'jiao'chang'di'guang'kuo 东山教场地广阔
'dong'shi'ba'biao'wu'xian'ai 洞视八表无纤埃
'dong'shi'chao'yi'yi'dan'xiu 东市朝衣一旦休
'dong'tian'bu'ju'han'wu'qiu 冬天不惧寒无裘
'dong'ting'mu'tuo'shui'shen'shen 洞庭木脱水深深
'dong'wang'ting'yun'jie'mu'chou 东望停云结暮愁
'dong'xiang'tong'mang'yang 东向同盳洋
'dong'yao'dong'ji'cu'tian'hui 动摇东极蹴天回
'dong'ye'jia'ju'shao'yu'che 东野家具少于车
'dong'yi'ning'du'huai 董以宁渡淮
'dong'yi'ning'gui'yuan 董以宁闺怨
'dou'jiang'jia'guo'wu'qiong'hen 都将家国无穷恨
'dou'jue'san'geng'bu'bei'qing 陡觉三更布被轻
'dou'qi'ping'jing'ji'cui'gan 斗气平惊积翠干
'du'dao'sou'zang'li'ke'nue 督盗搜赃例苛虐
'du'guai'lin'qu'shi 独怪临去时
'du'ji'shou'man'chu'li'wei 肚饥手慢杵力微
'du'juan'ti'chu'ji'jia'cun 杜鹃啼处几家村
'du'jun'deng'jin'shan'si'ta'liu'shou'xuan'yi'shou 杜濬登金山寺塔六首选一首
'du'jun'lou'yu 杜濬楼雨
'du'jun'qing 杜濬晴
'du'kui'sheng'chao'rong'qi'wu 独愧圣朝容弃物
'du'li'nan'jiang'han'ding'fu 独力难将汉鼎扶
'du'lian'duo'nan'lei'shuai'qin 独怜多难累衰亲
'du'shu'kan'yun'shang'xiao'tai 独树看云上啸台
'du'ye'wo'kong'fang 独夜卧空房
'du'yi'yin'lun'ku'gui'hua 独倚银轮哭桂花
'du'yu'dong'qing'zheng'ke'ai 杜宇冬青正可哀
'du'yu'mu 独与母
'du'yu'xie'yang'bu'ke'ting 杜宇斜阳不可听
'du'zhan'qin'huai'jiu'ri'chun 独占秦淮旧日春
'du'zhi'da'huang'qiu 独峙大荒秋
'duan'an'hai'kan'san'leng'ying 断岸还看散冷萤
'duan'an'yu'shuai'cao 断岸余衰草
'duan'ce'qie'sui'shi'dan'mu 短策且随时旦暮
'duan'dou'liang'jia'zi 断脰良家子
'duan'miao'bu'yan'bei 短苗不掩陂
'duan'qing'wu'you'yue'xiang'zhao 短檠无油月相照
'duan'xiu'pin'er'yang'tian'qi 短袖贫儿仰天泣
'duan'yun'ling'yan'ge'qi'qing 断云零雁各凄清
'duan'zhao'bo'can'xing 短棹拨残星
'dui'chuang'tong'xi'hua 对床通夕话
'dui'he'cun 对河村
'dui'zhi'shi'wo'shen'yang'yang 对之使我神扬扬
'duo'chuan'shao'chuan'nai'xiang'yi 多船少船乃相异
'duo'di'ji'fan'fu 堕地几翻覆
'duo'gui'yong'xiang'bi'liang'jia 夺归永巷闭良家
'duo'jian'she'yi'cheng'shang'ke 多见摄衣称上客
'duo'kong'zhuan'ta'shuang'wu'yan 多恐赚他双舞燕
'duo'nan'shi'zhi'fei 多难始知非
'duo'qu'teng'ming'kou'zhong'shi 夺取螣螟口中食
'duo'shao'wang'lai'ming'li'ke 多少往来名利客
'duo'shi'tian'gong'san'ri'yu 多事天公三日雨
'duo'tai'huan'gu'yi'nan'ji 夺胎换骨义难羁
'duo'zai'tian'zhi'chi 咄哉天咫尺
'e'fu'bei'yu'qi 饿夫悲语妻
'e'jing'shan'yue'zhao'song'men 俄惊山月照松门
'e'kan'shu'gu'san'han'hui 俄看黍谷散寒灰
'e'mei'ma'shang'chuan'hu'jin 蛾眉马上传呼进
'e'ya'cheng'qun'jie'zi'gui 鹅鸭成群解自归
'er'bei'jia'jia'zu'ku'xin 尔辈家家足苦辛
'er'geng'san'geng'cheng'gu'wo 二更三更城鼓挝
'er'he'kong'zi'ku 尔何空自苦
'er'kuang'tang'tu'zhen'zai'qi'wu'zui 而况唐突真宰岂无罪
'er'nv'chun'can'jia'zhang'feng 儿女春残甲帐风
'er'nv'kuang'wu'duo 儿女况无多
'er'nv'mai'cheng'zao'shang'xian 儿女卖成早上县
'er'nv'sheng'zhu'kuang 儿女盛竹筐
'er'nv'yi'ren'qing 儿女亦人情
'er'shi'wo'mu'jiao'er'di 儿时我母教儿地
'er'shu'ning'wen'hao'yuan'sheng 耳熟宁闻号冤声
'er'ti'fu'bu'mei 儿啼父不寐
'er'tong'gan'mu'ye'feng'chang 儿童竿木也逢场
'er'tong'sheng'gu'wan 儿童生故晚
'er'tong'shui'shi'po'cheng'nian 儿童谁识破城年
'er'tong'xi'nong'dang'lu'zhi 儿童戏弄当路掷
'er'yue'chun'shen'hao'fang'chuan 二月春深好放船
'er'yue'fang'fei'chun'yi'sheng 二月芳菲春已盛
'fa'gu'ming'nao'hua'chuan'fei 伐鼓鸣铙画船飞
'fa'hui'reng'suo'chang'xing'fei 发回仍索常行费
'fa'lu'zuo'wu'ju'ru'jian 伐芦作屋沮洳间
'fa'si'chu'pu'tao 发笥出葡萄
'fan'bao'qing'huai'bi'yu'liu 帆饱清淮碧玉流
'fan'er'hou'jue'shi 番儿候爵室
'fan'fan'yan'bo'ji 泛泛烟波际
'fan'fan'zhu'qing'jing 泛泛逐清景
'fan'gong'di'shang'you'yu'du 范公堤上游鱼度
'fan'hua'wang'shi'han'gou'wai 繁华往事邗沟外
'fan'lai'qi'mu'chou 翻来起暮愁
'fan'qiang'zhi'bi'hai'men'qiu 帆樯直蔽海门秋
'fan'shi'zhou'lang'shou'chong'ming 翻使周郎受重名
'fan'wei'ta'ren'fu 反为他人抚
'fan'yang'zhan'gu'ru'hong'lei 范阳战鼓如轰雷
'fan'ying'yi'yi'feng'ye'wai 帆影依依枫叶外
'fan'zeng'yi'qu'wu'mou'zhu 范增一去无谋主
'fan'zhou'xiao'fu'jie'wu'ge 泛舟小妇解吴歌
'fang'cao'he'xu'yuan'liu'chao 芳草何须怨六朝
'fang'cao'jian'feng'gui'yan'hou 芳草渐逢归燕后
'fang'cao'zha'yi'ge'shan'lv 芳草乍疑歌扇绿
'fang'che'shen'bing'pei 方车矧并辔
'fang'fu'fu'sang'jian'qiong'fa 仿佛扶桑见穷发
'fang'fu'lei'tian'ya 仿佛类天涯
'fang'hua'ping'su'shang 芳华凭俗赏
'fang'jiu'wu'yi'shao 访旧乌衣少
'fang'wen'zhu'zhi'ci'shi'shou'xuan'er'shou 方文竹枝词十首选二首
'fang'weng'bu'zhi'shi'shi'ren 放翁不止是诗人
'fang'yi'zhi'du'wang 方以智独往
'fang'zhou'ru'da'he 放舟入大河
'fang'zhu'ken'xiao'wang'guo'hen 放逐肯消亡国恨
'fei'chu'shuang'yuan'yang 飞出双鸳鸯
'fei'fei'chuan'chuang'xing 霏霏穿窗行
'fei'fei'shi'ri'bu'de'xi 飞飞十日不得息
'fei'lu'huan'mu'ou 飞庐环木偶
'fei'mi'chao'tian'xia 费密朝天峡
'fei'qi'an'bei'jiu 废弃谙杯酒
'fei'ren'yi'fei'gui 非人亦非鬼
'fei'ruo'suo 飞若梭
'fei'shang'zhi'tou'bian'feng'huang 飞上枝头变凤凰
'fei'shi'chu'gui'li 非时出瑰丽
'fei'si'ju'qian'shou'qi'gu 废寺醵钱收弃骨
'fei'xian'can'hu'bao 飞仙骖虎豹
'fei'xian'you'xi'tong'ying'hai 飞仙游戏同婴孩
'fen'dai'qing'tai'li 粉黛青苔里
'fen'fen'dai'chan'shi'he'qing 纷纷代禅事何轻
'fen'fen'sui'ru'ni 纷纷碎入泥
'fen'fu'nan'hu'jiu'hua'liu 分付南湖旧花柳
'fen'fu'xun'yang'shang'xia'chao 分付浔阳上下潮
'fen'ming'han'shi'jiang'nan'lu 分明寒食江南路
'fen'mo'shang'shu'zuo'bu'tou 粉墨尚书作部头
'fen'zhi'ze'liang'shang 分之则两伤
'feng'ban'ti'you'ren'ting'yu'zhou 冯班题友人听雨舟
'feng'ban'zhao'ge'lv'she 冯班朝歌旅舍
'feng'bao'jiang'fan'ye'ye'qi 风饱江帆叶叶齐
'feng'bei'ju'ke'shu'yuan'zai 丰碑巨刻书元宰
'feng'bo'bu'dan'xi'jin'du 风波不惮西津渡
'feng'chuan'jue'sai'qiu 风传绝塞秋
'feng'chui'hong'xiu'yu'deng'xian 风吹红袖欲登仙
'feng'duo'nan'jin'yan 烽多难禁烟
'feng'fan'yi'sha'jian'jiang'xing 风帆一霎剪江行
'feng'feng'cha'jiang'yi'wei'heng 峰峰插江以为恒
'feng'guang'huo'bang'ren 风光惑榜人
'feng'hao'da'shu'zhong'tian'li 风号大树中天立
'feng'hao'lang'pian'nu 风号浪偏怒
'feng'huan'yuan'bu'ceng'dan'jia 冯欢原不曾弹铗
'feng'huo'ming'yuan'cuan'hu'tu 烽火名园窜狐兔
'feng'juan'huang'yun'ru'sai'duo 风卷黄云入塞多
'feng'la'hong'jin'wu'xian'lei 凤蜡红巾无限泪
'feng'lei'yuan'ji'jiang 封泪远寄将
'feng'lin'han'wei'dan 枫林寒未丹
'feng'liu'bu'jian'qin'huai'hai 风流不见秦淮海
'feng'luan'yi'yi'cha'xiao'han 峰峦一一插霄汉
'feng'luo'jie'shan'e 风落介山阿
'feng'nuan'yue'ming'jiao'yu'duo 风暖月明娇欲堕
'feng'ping'shi'chu'bo'mi'mi 风平石出波瀰瀰
'feng'qi'yang'hua'wu'na'chou 风起杨花无那愁
'feng'qian'can'kui'bai'sha'ou 风前惭愧白沙鸥
'feng'qing'qi'shuang'qiu'jing'yan 风清气爽秋景妍
'feng'ri'mei 风日美
'feng'ri'yin 风日阴
'feng'ruan'yi'jiang'shui 风软一江水
'feng'sha'wan'gu'chou 风沙万古愁
'feng'sheng'shui'sheng'nai'er'he 风声水声奈尔何
'feng'shou'yun'san'bo'zha'ping 风收云散波乍平
'feng'wei'po'jin'zi 风味颇浸渍
'feng'wei'yu'shui'qin 风味与谁亲
'feng'yan'pan'chi'bi 风烟盘赤壁
'feng'yan'yi'chang'wang 烽烟一怅望
'feng'ying'wei'lin'li 逢迎慰临莅
'feng'yu'yang'zhou'bei'gu'shan 风雨扬州北固山
'feng'yu'zhou'hui'mei 风雨昼晦昧
'feng'yun'zhang'xia'qi'er'zai 风云帐下奇儿在
'feng'zhu'qun'ying'ji 风助群鹰击
'feng'zi'chang'cheng'luo 风自长城落
'fu'chai'ceng'bao'he'lv'chou 夫差曾报阖闾仇
'fu'che'fang'you'su 覆车方有粟
'fu'cheng'xie'nv'xue'fei'xiang 赋成谢女雪飞香
'fu'chu'qing'shan'si'fu'bei 浮出青山似覆杯
'fu'chu'wang'wu'shu'shang'shu 覆楚亡吴数上书
'fu'chun'xian'qian'jiang'shi'ben 富春县前江势奔
'fu'ci'zhu'xing'zhuang 复此驻行装
'fu'dan'yu'wen'shan'zhong'lu 负担欲问山中路
'fu'du'shan'zhong'sui'you'hu 伏犊山中虽有虎
'fu'er'lu'jiu'ju'chou'lv 富儿漉酒聚俦侣
'fu'han'yi'ge'bu 夫寒衣葛布
'fu'hou'yi'zhuan'su'ji'zi 富厚易传苏季子
'fu'huang'ji'jian'xiong'pi'shou 复隍几见熊罴守
'fu'ji'shi'ge'ru 妇饥食葛乳
'fu'jian'zuo'ju'can 复见左拒残
'fu'jiang'ting'shang'he'ren'zuo 俯江亭上何人坐
'fu'jun'zuo'chou'bian 抚军坐筹边
'fu'kong'shang'ping'tian 复恐伤平田
'fu'lao'bu'jie'shi 父老不解事
'fu'lao'qian'zhi'ci 父老前致辞
'fu'li'gong'zhong'hua'shi'jin 扶荔宫中花事尽
'fu'nv'ji'shou'li 妇女戟手詈
'fu'nv'xu'qin'yin 妇女叙亲姻
'fu'rong'shi'zhang'kai'juan'juan 芙蓉十丈开娟娟
'fu'ruo'fu 浮若凫
'fu'shan'qing'yang'an 傅山青羊庵
'fu'shan'qiu'jing'shi'shou'xuan'yi'shou 傅山秋径十首选一首
'fu'shan'yi'you'sui'chu'ba'jue'ju'xuan'yi'shou 傅山乙酉岁除八绝句选一首
'fu'sheng'suo'qian'zhi'yi'si 浮生所欠只一死
'fu'shi'bian'gang'luan 伏尸遍冈峦
'fu'shou'wei'jin'ren 俯首为今人
'fu'xing'xu'zhang'zuo'yao'bian 扶行须杖坐要箯
'fu'xu'chang'zheng'qie'duan'chang 夫婿长征妾断肠
'fu'yi'shang'xing 服以上刑
'fu'zhi'ru'ling'yang'ru'jue 覆之如铃仰如爵
'gai'rong'zuo'shang'gu 改容作商贾
'gai'shi'ying'xiong'xiang'yu'liu 盖世英雄项与刘
'gan'ge'qie'xi'ren'wu'yang 干戈且喜人无恙
'gan'kai'he'shan'zhui'shi'ji 感慨河山追失计
'gan'wang'yu'sheng'hai'gu'guo 敢望余生还故国
'gan'wei'dan'xin'jie'yi'zhi 敢为丹心借一枝
'gan'xi'wang'shen'gui'yi'guo 敢惜妄身归异国
'gan'ye'fang'zhi'zhang'li'zun 干谒方知长吏尊
'gan'yi'shu'zhao'yu 敢以书招予
'gao'ai'zhong'he'cheng 告哀终何成
