'a'mu'bu'jia'nv 阿母不嫁女
'si'bi'liu'yue'sheng'qiu 四壁六月生秋
'si'bi'qiu'sheng'lian'xi'shuai 四壁秋声连蟋蟀
'si'fang'kuang'shi'duo'jia'bing 四方况是多甲兵
'si'fang'min'wu'ju'zhao'rong 四方民物俱昭融
'si'fang'yu'bo'ti'hang'sui 四方玉帛梯航随
'si'hai'long'she'han'shi'hou 四海龙蛇寒食后
'si'ji'zai'yan'hu 死即在奄忽
'si'ma'tai'qian'lie'bai'gao 司马台前列柏高
'si'pan'ling'ji'wo'wo'ti 四畔灵鸡喔喔啼
'si'rou'cong'zhong'yi'yan'sheng 丝肉丛中一雁声
'si'ruo'ke'hui'jun 死若可回君
'si'shan'feng'yu'yi'seng'han 四山风雨一僧寒
'si'shi'ju'tiao'liang 肆噬剧跳梁
'si'shi'nian'lai'liang'bin'si 四十年来两鬓丝
'si'shi'wan'ren'tong'ri'si 四十万人同日死
'si'tong'sheng'zu'kai'jiang'gong 私痛圣祖开疆功
'si'xi'jie'li'ri 思昔结缡日
'si'yi'gu'xiang'shui 思忆故乡水
'si'yi'jin'bi'shen 私衣仅蔽身
'si'you'jiang'nan'se 似有江南色
'si'yu'qun'chan'zheng'yi'qi 似与群蝉争意气
'si'zhi'zou'cong'dou'xing'san 似知驺从都星散
'si'zhu'an'neng'xie'ci'zhong 丝竹安能写此中
'song'bai'bu'ke'yi 松柏不可依
'song'feng'pian'yu'ge'yi'qing 松风偏与葛衣轻
'song'hua'luo'wan'qing 松花落晚晴
'song'jia'bian'dou'quan'sheng'shi 宋家汴都全盛时
'song'jia'xing'dian'ci'shan'tou 宋家行殿此山头
'song'jun'ju'bu'kan 送君遽不堪
'song'lang'xing'qu'wei'lang'ge 送郎行去为郎歌
'song'shan'gu'miao'yin 松杉古庙阴
'song'sheng'quan'yu'wu'ren'hui 松声泉语无人会
'song'wo'dang'lu'ti 送我当路啼
'song'xia'liang'xian'ren 松下两仙人
'sou'luo'yao'shi'shan'lin'kong 蒐罗要使山林空
'sou'ti'sui'jin'shu'chui'gong 搜剔遂尽输倕工
'su'zu'li'shui'bang 素足立水傍
'sui'er'cheng'liang'hui 遂尔成良会
'sui'fang'ji'tun'chu 遂放鸡豚出
'sui'huang'nai'jia'fan 岁荒乃加繁
'sui'jiu'shi'zhu'qing 岁久识主情
'sui'jiu'teng'zhi'man 岁久藤枝蔓
'sui'mei'can'xin'gui 岁每惭新鬼
'sui'sui'he'you'shu 岁岁何由舒
'sui'sui'huang'fen'tu 岁岁荒坟土
'sui'sui'qiu'qing'fu'qiu'yu 岁岁求晴复求雨
'sui'wan'jiang'xiang'xue'ying'chi 岁晚江乡雪盈尺
'sui'you'wan'nu'he'you'hui 虽有万弩何由回
'sui'yue'qie'yun'mu 岁月且云暮
'sui'zhi'wu'xi'bao 虽知无喜报
'sun'fen'bie'nei 孙蕡别内
'sun'fen'ping'yuan'tian'jia'xing 孙蕡平原田家行
'sun'yi'yuan'deng'dao'chang'shan 孙一元登道场山
'sun'yi'yuan'nan'chuang 孙一元南窗
'sun'yi'yuan'shou'ju'hua'zhu'zhen 孙一元收菊花贮枕
'sun'yu'chong'yu'guo'hou'cheng 笋舆冲雨过侯城
'suo'jie'chang'xin'ku 所嗟长辛苦
'suo'si'qian'li'ge 所思千里隔
'suo'yi'meng'de'yao 所以孟德耀
'suo'ying'tong'feng'xiao'you'sheng 琐影通风笑有声
'ta'shi'guo'ci'mo'xiang'wang 他时过此莫相忘
'ta'xiang'shuo'gu'xiang 他乡说故乡
'ta'xiang'xiao'di'gu 他乡小弟孤
'ta'xiang'yi'xiang'jian 他乡一相见
'tai'gong'dan'nian'dong'gui'le 太公但念东归乐
'tai'hang'qiu'se'sang'gan'shui 太行秋色桑干水
'tai'ping'bu'ken'xu'zhan'shi 太平不肯恤战士
'tai'yu'xi'yang'ping 台与夕阳平
'tan'xi'cui'zhong'chang 叹息摧中肠
'tan'xi'shen'gui'you'li'hua 叹息深闺有丽华
'tan'xi'xian'qie'yi 叹息羡且异
'tan'xue'dao'chao'wu'yi'kou 探穴捣巢无逸寇
'tan'yuan'chun'deng'qing'liang'tai 谭元春登清凉台
'tan'yuan'chun'qiu'jin'feng'liu'tong'ren 谭元春秋尽逢刘同人
'tan'yuan'chun'zhou'wen 谭元春舟闻
'tan'yuan'chun'zi'mei'ci 谭元春姊妹词
'tang'shun'zhi'ting'yu'dao'ci'yun 唐顺之亭遇盗次韵
'tang'shun'zhi'yue'jiang'jun'mu 唐顺之岳将军墓
'tang'xian'zu'bei'yi'si 汤显祖北驿寺
'tang'xian'zu'gao'zuo'si 汤显祖高座寺
'tang'xian'zu'tian'tai'xian'shu'suo'jian 汤显祖天台县书所见
'tang'xian'zu'tian'zhu'zhong'qiu 汤显祖天竺中秋
'tang'xian'zu'yang'gu'dian 汤显祖阳谷店
'tang'yin'guo'min'ning 唐寅过闽宁
'tang'yin'ti'diao'yu'weng'hua 唐寅题钓鱼翁画
'tang'yin'ti'dong'po'xiao'xiang 唐寅题东坡小像
'tang'you'jiu'shi'gu 堂有九十姑
'tao'hua'er'san'yue 桃花二三月
'tao'zai'bi'hai'duo'cheng'shi 桃栽碧海多成实
'tian'bian'wen'yi'yan 天边闻一雁
'tian'cui'di'zhe'bai'ri'duo 天摧地折白日堕
'tian'dao'ji'shi'ping 填到几时平
'tian'di'ju'ji'ri'yue'cu 天地跼蹐日月促
'tian'di'wei'gu'guan 天地惟孤馆
'tian'dong'tian'xi'zou'bu'zhu 天东天西走不驻
'tian'han'si'gu'yi 天寒思故衣
'tian'han'sui'mu'kong'cuo'tuo 天寒岁暮空蹉跎
'tian'ji'yao'xiang'shi 天际遥相识
'tian'jia'er'nv'kai'hu'qin 田家儿女开户寝
'tian'jia'shao'fu'dang'chuang'zhi 田家少妇当窗织
'tian'jia'you'di'mei 田家有弟妹
'tian'jin'yi'ye'du'juan'ti 天津一夜杜鹃啼
'tian'kuo'fu'yun'jin 天阔浮云尽
'tian'lu'zhen'yu'yi 天路振羽仪
'tian'ma'long'wei'you 天马龙为友
'tian'men'dao'xie'yin'he'shui 天门倒写银河水
'tian'shan'xue'hou'bei'feng'han 天山雪后北风寒
'tian'shang'qi'shi'shen'xian'ju 天上岂是神仙居
'tian'she'ju'yong'bai'er'guan 天设居庸百二关
'tian'she'sheng'ya'zai'tian'li 田舍生涯在田里
'tian'wang'zhou'ji'fu'nan'hai 天王舟楫浮南海
'tian'weng'xia'shi'wei'er'lian 天翁下视为尔怜
'tian'xia'nan'ju'shi'sheng'ming 天下难居是盛名
'tian'xia'you'dao'si'yi'shou 天下有道四夷守
'tian'ya'bing'hou'ming'ru'si 天涯病后命如丝
'tian'ya'ci'lu'fu'xi'dong 天涯此路复西东
'tian'ya'jian'qin'you 天涯见亲友
'tian'ya'sui'jiang'mu 天涯岁将暮
'tian'zi'chou'duo'nei'yan'xi 天子愁多内宴稀
'tian'zi'gong'zhong'chu'hu'fu 天子宫中出虎符
'tian'zi'jing'qi'xia'chu'guan 天子旌旗下楚关
'tian'zi'ming'tang'yi'zhan'xun 天子明堂议战勋
'tiao'bo'jian'lang'shi'ren'yi 跳波溅浪湿人衣
'tiao'di'xiang'ren'ming 迢递向人明
'tiao'jin'han'deng'dao'ye'shen 挑尽寒灯到夜深
'tiao'liang'xiang'jiao'hao 跳梁相叫嗥
'tiao'shen'zhong'zhi'jiu'yu'gan 跳身重执旧渔竿
'tie'ma'jiu'yue'yu'kong'tong 铁马九月逾崆峒
'tie'suo'heng'jiang'wei'wei'gu 铁锁横江未为固
'ting'bei'geng'gai'guan 停杯更改观
'ting'jian'hu'xiang'qiu 挺剑忽相求
'ting'jun'han'she'zhan 听君酣舌战
'ting'ting'zhu'lou'shang 亭亭朱楼上
'ting'zhi'zuo'chang'tan 听之坐长叹
'ting'zhong'chi'shao'yao 庭中赤芍药
'ting'zhou'wen'he'wei 停舟问何为
'ting'zi'yao'gui'pu 艇子遥归浦
'tong'ding'geng'si'pin'fu'tan 痛定更思贫妇叹
'tong'fan'dong'ting'bo 同泛洞庭波
'tong'guan'yi'xi'bing'qi'duo 潼关以西兵气多
'tong'hang'wo'yi'chao'tian'ke 同行我亦朝天客
'tong'jian'qiu'yang'qi'tan'jie 同见秋杨起叹嗟
'tong'lai'wei'wan'qing 同来为晚晴
'tong'si'wei'sheng'lei'an'chui 痛死慰生泪暗垂
'tong'xiang'yuan'zai'jin'xi'shu 桐乡远在今西蜀
'tong'zi'zhang'luo'zhu'huang'que 童子张罗逐黄雀
'tou'bai'jing'kan'xue'man'shu 头白惊看雪满梳
'tou'bai'you'duo'song'yu'bei 头白犹多宋玉悲
'tou'bi'shi'rong'xuan 投笔事戎轩
'tou'mian'gou'ni'xuan'ji'shi 头面垢腻悬虮虱
'tou'shang'yu'zan'zhui 头上玉簪坠
'tou'shen'kong'guan'ji'wu'yan 投身空馆寂无言
'tu'bing'jue'ren'ren'jiao'hu 土兵攫人人叫呼
'tu'cheng'jin'ru'ji'xi'dian 图成进入缉熙殿
'tu'ji'li'qian'niu'yu'mian 土戟犁浅牛欲眠
'tu'long'chu'sai 屠隆出塞
'tu'long'jiang'nan'yao 屠隆江南谣
'tu'mu'chi'li'shui'ban'ci 土木侈丽谁办此
'tu'shu'man'zuo'jie'liao'luan 图书满座嗟撩乱
'tu'wei'ye'you'pi 徒为冶游疲
'tu'wu'han'yan'wan'die'fu 突兀寒烟万堞浮
'tu'wu'yi'deng'ming 土屋一灯明
'tu'xing'fan'jia'shi 徒行反家室
'tuan'tuan'cun'bian'ri 团团村边日
'tui'chao'du'lao'he'cong'cong 退朝督劳何匆匆
'tui'peng'shuang'si'xue 推篷霜似雪
'tui'qiao'gu'shou'shi'shi'ming 推敲骨瘦是诗名
'tui'que'cong'san'li 推却从散离
'wa'ming'chi'shui'xi 蛙鸣池水夕
'wa'ming'ye'wei'xiu 蛙鸣夜未休
'wai'mian'ling'ren'bei'chou'chang 外面令人倍惆怅
'wai'zuo'qin'huang'gu'you'jing 外作禽荒古有经
'wan'chu'yin'tai'jiu'wei'xiao 晚出银台酒未消
'wan'gu'chi'ying'kan'zuo'jie 万古持盈堪作戒
'wan'gu'qian'kun'ci'jiang'shui 万古乾坤此江水
'wan'he'qi'chang'han 万壑气长寒
'wan'lai'du'zi'deng'zhou'qu 晚来独自登舟去
'wan'li'chu'shi'xin 万里出师心
'wan'li'qing'kong'sa'mao'xue 万里晴空洒毛血
'wan'li'shuang'han'yan'wu'qun 万里霜寒雁鹜群
'wan'li'yi'shen'nan'du'ren 万里一身难独任
'wan'li'zhi'kan'qian'ke'lei 万里只看迁客泪
'wan'mu'jin'ba'cheng'bo'tao 万木尽拔乘波涛
'wan'sheng'xi'qu'guan'shan'chang 万乘西去关山长
'wan'shi'jing'xin'hun'shi'meng 万事惊心浑是梦
'wan'shi'qi'rao'cai'qing'ke 万室齐绕才顷刻
'wan'shi'rang'ren'xian 万事让人先
'wan'shu'song'shan'shuang'jing'he 万树松杉双径合
'wan'shui'qian'shan'fang'xin'qu 万水千山放心去
'wan'xiang'zhou'chen'ming 万象骤沉冥
'wang'ba'liu'jing'hui'huo'di 枉把六经灰火底
'wang'gan'chu'qi'nu 罔敢触其怒
'wang'gong'chun'yan 王恭春雁
'wang'gong'jing'you'ren'gu'zhai 王恭经友人故宅
'wang'gong'ti'zhang'liang'gui'shan'tu 王恭题张良归山图
'wang'guang'yang'guo'gao'you'you'gan 汪广洋过高邮有感
'wang'guang'yang'hua'hu 汪广洋画虎
'wang'guang'yang'lan'xi'zhao'ge 汪广洋兰溪棹歌
'wang'hou'shang'ai'tuo'zhong'zhuang 王侯尚爱橐中装
'wang'jian'yuan'du 望见垣堵
'wang'lai'rao'an'xing 往来绕案行
'wang'lai'xing'ren'duo'zai'bai 往来行人多再拜
'wang'lang'hu'bu'qi 王郎呼不起
'wang'lu'chou'zhan'zu 菵露愁沾足
'wang'luo'qiao'zhong'xi'ren'mou 网罗巧中细人谋
'wang'nian'ceng'xiang'jia'ling'su 往年曾向嘉陵宿
'wang'qiao'shang'huo'yao 王翘赏火谣
'wang'qu'shao'nian'shi 忘取少年时
'wang'que'bo'shan'lu 忘却博山炉
'wang'ru'tao'hua'qu 望入桃花去
'wang'shi'guan'dai'di 往时冠带地
'wang'shi'ren'jia'you'chu'su 往时人家有储粟
'wang'shi'zhen'deng'dai 王世贞登岱
'wang'shi'zhen'deng'tai'bai'lou 王世贞登太白楼
'wang'shi'zhen'guo'chang'ping 王世贞过长平
'wang'shi'zhen'han'shi'zhi'gan 王世贞寒食志感
'wang'shi'zhen'ku'jing'mei'di 王世贞哭敬美弟
'wang'shi'zhen'qin'xing 王世贞钦行
'wang'shi'zhen'shang'gu'za'yong 王世贞上古杂咏
'wang'shi'zhen'song'qi'di'wei'sheng 王世贞送妻弟魏生
'wang'shi'zhen'ti'fu'fu'mo'mu'dan 王世贞题复甫墨牡丹
'wang'shi'zhen'ti'yi'qi'tu 王世贞题奕棋图
'wang'shi'zhen'xi'cheng'gong'ci 王世贞西城宫词
'wang'shi'zhen'yi'xi 王世贞忆昔
'wang'shi'zhen'zhe'yang'liu'ge 王世贞折杨柳歌
'wang'shou'ren'long'tan'ye'zuo 王守仁龙潭夜坐
'wang'shou'ren'wen'shu'tai'ye'guan'fo'deng 王守仁文殊台夜观佛灯
'wang'shou'ren'xing'long'wei'shu'bi 王守仁兴龙卫书壁
'wang'ting'xiang'ba'ren'zhu'zhi 王廷相巴人竹枝
'wang'ting'xiang'fang'shu 王廷相芳树
'wang'wen'gu'ying'zi'tan 王问顾影自叹
'wang'wen'zeng'zhi'shan 王问赠之山
'wang'xian'qiao'dong'jiu'cheng'lu 望仙桥东旧城路
'wang'xiang'chun'shu'xiang'wang'miao'bi 王象春书项王庙壁
'wang'yan'hong'kong'wu 王彦泓空屋
'wang'zhi'deng'ping'wang'ye'bo 王稚登平望夜泊
'wang'zhi'deng'za'yan 王稚登杂言
'wang'zhi'deng'zhong'jing'meng'he 王稚登重经孟河
'wang'zhong'qian'li'di'xiong'gu 望中千里弟兄孤
'wei'bi'zhen'shuai'lao 未必真衰老
'wei'bie'lei'xian'xia 未别泪先下
'wei'fang'bai'fa'lao'bian'cai 未妨白发老边才
'wei'feng'gao'kan'chu'jiang'gan 危峰高瞰楚江干
'wei'gan'ti'jun'duo'lei'bei 未敢题君堕泪碑
'wei'gan'wang'wei'fu'sui'hua 未敢忘危负岁华
'wei'jian'ju'yong'mu'shan'zi 惟见居庸暮山紫
'wei'jun'kang'kai'zhong'yi'qu 为君慷慨终一曲
'wei'jun'liu'ke'zui'gua'zhou 为君留客醉瓜洲
'wei'jun'tan'xiao'jing'feng'yan 为君谈笑靖烽烟
'wei'ke'lian'ji'xi'yu'bao 畏渴怜饥惜于宝
'wei'ke'sui'nian'zhang 为客岁年长
'wei'liao'liu'chao'qing 未了六朝青
'wei'min'xian'rui'deng'wang'du 为民献瑞登王都
'wei'neng'tong'li'ji 未能同理楫
'wei'shi'gao'tan'wen'wen'guo 危石高滩稳稳过
'wei'shu'bian'yu'ji 未树边隅绩
'wei'wan'liu'shui'hui'neng'zhi 魏湾流水会能知
'wei'wen'liao'yang'yan'qian'ri 为问辽阳严谴日
'wei'wen'shui'zhong'yu 为问水中鱼
'wei'wo'liu'xu'yu 为我留须臾
'wei'wo'zhu'shi'bang'ye'tai 为我筑室傍夜台
'wei'xin'bu'ying'cun 微心不盈寸
'wei'xing'pi'li'jin'shen'du 威刑霹雳缙绅毒
'wei'yi'si'bu'wang 纬以思不忘
'wei'ying'xiang'jin'yu'hua'tai 为茔相近雨花台
'wei'you'chun'feng'ji'cai'hua 惟有春风荠菜花
'wei'you'fu'zi'qing 惟有父子情
'wei'you'han'feng'chui'xiang'bei 惟有寒风吹向北
'wei'yu'sa'lei'wen'cang'qiong 为予洒泪问苍穹
'wei'ze'guo'hou'cheng'li'you'gan 魏泽过侯城里有感
'wei'zhi'shui'ke'yi 未知谁可遗
'wei'zhi'zuo'ge 为之作歌
'wei'zhu'zhu'fei'xian 为主逐肥鲜
'wen'ci'zhong'ye'ling'xin'jing 闻此终夜令心惊
'wen'gui'nan'ying'sheng 问归难应声
'wen'huang'zai'yu'sheng'ping'ri 文皇在御升平日
'wen'jing'ju'chen'yun 闻惊遽沉殒
'wen'jun'mu'lao'fu'wu'zi 闻君母老复无子
'wen'lang'chu'chu'jing'guo'hao 闻郎处处经过好
'wen'lang'cuo'wen'xia'jiang'chuan 问郎错问下江船
'wen'liang'feng'dong'wei'fang'chen 文梁风动委芳尘
'wen'mei'mei'bu'xu 问妹妹不许
'wen'wo'he'you'chu 问我何由出
'wen'xiang'ci'qian'feng'shu'dan 文相祠前枫树丹
'wen'yan'chuang'ce'an'wu'da 闻言怆恻黯无答
'wen'zheng'ming'chang'men'ye'bo 文徵明阊门夜泊
'wen'zheng'ming'wei'jia'wan'you'gan 文徵明魏家湾有感
'wen'zheng'ming'wu'yin'zhi'hua'xiang 文徵明吴隐之画像
'wen'zi'yi'qi'bian 文字亦奇变
'wen'zi'you'chang'nian 文字有长年
'wo'dan'yao'pi'yue 我但要披阅
'wo'deng'zhong'ling'shan 我登钟陵山
'wo'fang'ting'zhou'zai'jiang'gao 我方停舟在江皋
'wo'fei'wang'shi'mi 我非王事縻
'wo'fu'cuan'yuan'fang 我复窜远方
'wo'hang'jiu'bie'jia 我行久别家
'wo'huai'yu'sai'he'you'kai 我怀郁塞何由开
'wo'jia'bai'tou'zi 我家白头姊
'wo'jia'da'xi'tou 我家大溪头
'wo'jia'mao'wu'lin'guan'dao 我家茅屋临官道
'wo'jia'men'qian'liu 我家门前流
'wo'jia'nan'shan'zhong 我家南山中
'wo'jia'zhuang'shi'yin'zhi'jiu 我嘉壮士饮之酒
'wo'min'cang'huang'bi'min'xi 我民仓皇彼民喜
'wo'niu'wei'tu'su 我牛尾秃速
'wo'shen'bu'xi'chong'er'ji 我身不惜充尔饥
'wo'sheng'xing'feng'sheng'ren'qi'nan'guo 我生幸逢圣人起南国
'wo'wei'gao'tang'bu'bu'si 我为高堂步步思
'wo'wen'gu'sheng'kai'hong'meng 我闻古圣开鸿濛
'wo'wen'shui'xi'she'xiang'shi 我闻水西奢香氏
'wo'wen'song'hui'zong 我闻宋徽宗
'wo'xiang'chu'zhong'pao'cha'qu 我向厨中泡茶去
'wo'xiang'hua'yin'jue'fei'niao 卧向花阴攫飞鸟
'wo'yi'zui'zhong'jin'lv'an 我已醉中巾屡岸
'wo'yu'gui'lai'zhen'yu'yi 我欲归来振羽翼
'wu'bu'wei'can'qi 无不为惨凄
'wu'chang'xi'shang'ba'ling'dao 武昌西上巴陵道
'wu'chen'xuan'tu'sai 雾沉玄菟塞
'wu'cheng'en'dui'yue'gan'qiu 吴承恩对月感秋
'wu'cheng'en'er'lang'sou'shan'tu'ge 吴承恩二郎搜山图歌
'wu'ci'man'shu'tang'sui'yue 芜词漫书唐岁月
'wu'gang'yu'fu'sheng'tian'tian 吴刚玉斧声阗阗
'wu'ge'da'zhao'ke'lei'jiu 巫歌大招客酹酒
'wu'ge'yun'chuang'can'chao'qi 雾阁云窗粲朝绮
'wu'geng'feng'xue'zang'yao'li 五更风雪葬要离
'wu'geng'zhong'fei'pi 五更中扉辟
'wu'guo'lun'ci'she'xiang'yi 吴国伦次奢香驿
'wu'guo'lun'po'yang'hu 吴国伦鄱阳湖
'wu'guo'yuan'de'jin'wu'xu 无过愿得金吾婿
'wu'hu 呜呼
'wu'hu'ci'yi'shui'neng'chuan 呜呼此意谁能传
'wu'hu'nai'er'cang'sheng'he 呜呼奈尔苍生何
'wu'jiang'tian'ru'shui 吴江天入水
'wu'jiang'yue'qiao'qian'yu'li 吴江越峤千余里
'wu'jin'ku'zi'fei'long'zhong 吾今哭子非龙钟
'wu'kuan'su'dan'yang'wen'di 吴宽宿丹阳闻笛
'wu'kuan'xin'yue 吴宽新月
'wu'ling'hou'shi'hao'hua'jian'hao'tian 无令后世好画兼好畋
'wu'lu'bu'sheng'yan 无路不生烟
'wu'luo'wu'wen'cai 吴罗五文采
'wu'mei'yi'quan'tai 吾妹亦泉台
'wu'ming'shi'wu'xia'ren'shi 无名氏吴下人诗
'wu'nai'jing'ling'wei'bian'huan 无乃精灵为变幻
'wu'nian'zai'jing'cheng 五年在京城
'wu'qi'qian'qun'shui'gan'du 武骑千群谁敢渡
'wu'qing'he'de'bing'xiang'ru 无情何得病相如
'wu'que'chao'qi'zhi 乌鹊巢其枝
'wu'ren'ban'zuo'huai'ren'yu 吴人半作淮人语
'wu'ren'qian'li'qu 五人千里去
'wu'ren'wei'gou'he 吾人未沟壑
'wu'sheng'fei'zhuang'shi 吾生非壮士
'wu'shi'yi'bo'wu'dong'zhe 五十衣帛无冻者
'wu'shu'niu'yang'yi'di'feng 无数牛羊一笛风
'wu'si'dao'gu'shi 乌斯道古诗
'wu'tai'shi'juan'qing'ying'an 乌台十卷青蝇案
'wu'ti'bu'fu'dang'shi'jing 乌啼不复当时境
'wu'tong'chang'ku'han 梧桐长苦寒
'wu'tong'shu'xia'dao'han'yi 梧桐树下捣寒衣
'wu'tong'ye'yu'qiu'xiao'se 梧桐夜雨秋萧瑟
'wu'tou'fu 乌头妇
'wu'tou'shu'xi'chuang'you'guang 屋头树稀窗有光
'wu'tu'bu'gan'dong'xi'ben 乌兔不敢东西奔
'wu'wu'yi'wu'wo 无物亦无我
'wu'xiang'zhi'shi'wu'gong'jia'wu 吾乡豸史吴公家物
'wu'ya'bao'su'gui'che'ku 乌鸦饱宿鬼车哭
'wu'ya'luan'ti'wu'jiu'shu 乌鸦乱啼乌桕树
'wu'ye'deng'wei'wang'yu'yu 五夜灯微望玉舆
'wu'ye'you'ai'she'xiang'si 呜咽犹哀奢香死
'wu'yi'nai'qi'yi 无依乃其宜
'wu'yin'de'si'gong'qian'liu 无因得似宫前柳
'wu'yong'xuan'yuan'xiao 雾拥玄猿啸
'wu'yu'bie'lai'qing 无语别来情
'wu'yu'niao'niao'gan'ren'qing 吴歈嫋嫋感人情
'wu'yue'shi'ri'yu'ru'she 五月十日雨如射
'wu'yue'shi'yu'yi'zhi'yan 五月鲥鱼已至燕
'wu'yun'chang'hu'feng'lou'han 五云长护凤楼寒
'wu'yun'lou'ge'nv'xian'ju 五云楼阁女仙居
'wu'zhu'chu'yi'nu'jian'sheng 物主初疑怒渐生
'wu'zi'geng'kan'ai 无子更堪哀
'xi'bian'zheng'ge'jin 溪边整葛巾
'xi'bu'bu'wen'sheng 细步不闻声
'xi'bu'jian'feng'huang 夕不见凤凰
'xi'cao'qing'qing'xi'zhou'mi 细草青青夕洲靡
'xi'fei'bai'ri'mang'yu'wo 西飞白日忙于我
'xi'feng'chui'bu'dao'zheng'fu 西风吹不到征夫
'xi'feng'li'luo'cao'xiao'xiao 西风篱落草萧萧
'xi'feng'luo'ri'cao'ban'ban 西风落日草斑斑
'xi'feng'qie'qi'luo 西风怯绮罗
'xi'feng'yu'guo'ou'hua'xi 西风雨过藕花稀
'xi'gu'bu'ke'qiu 喜固不可求
'xi'hong'qiao'xia'shui'zheng'liu 西虹桥下水争流
'xi'hu'yun'yan'yue'wang'gong 西湖云掩岳王宫
'xi'ji'shuang'ti'ling 喜极双涕零
'xi'jia'mei'ren'fa'ji'jian 西家美人发及肩
'xi'lan'ying'feng'ji 细缆迎风急
'xi'lin'shan'shang'ye'wu'ti 细林山上夜乌啼
'xi'lin'shan'xia'qiu'cao'qi 细林山下秋草齐
'xi'long'shi'geng'yun 西陇事耕耘
'xi'man'feng'qi'qi 夕幔风凄其
'xi'nian'fei'que'chu 昔年飞舃处
'xi'qi'sheng'xu'mei 喜气生须眉
'xi'qiong'hao'fa'huo'qian'wan 细穷毫发夥千万
'xi'ri'ceng'lai'fang'bai'yun 昔日曾来访白云
'xi'shan'zhu'xi'shui'jie'xia 西山诸溪水皆下
'xi'shang'jiao'song'shi 膝上教诵诗
'xi'shi'xin'nian'ge'man'cheng 昔时新年歌满城
'xi'si'ceng'zai'shu'shi'cong 溪寺曾栽数十丛
'xi'tun'nv'er'nian'shi'ba 西屯女儿年十八
'xi'wang'feng'yan'an'bai'deng 西望烽烟暗白登
'xi'wen'li'gong'feng 昔闻李供奉
'xi'xi'dong'liu'shi'chi'chi 西溪东流石齿齿
'xi'yu'shi'chun'yi 细雨湿春衣
'xi'yu'shu'deng'gong'yi'lou 细雨疏灯共一楼
'xi'yu'you'you'ting'bu'wen 细语悠悠听不闻
'xia'fang'cheng'guo'qu'ren'yao 下方城郭去人遥
'xia'lu'xiang'feng'li'bu'dang 狭路相逢力不当
'xia'wan'chun'bao'dai'qiao 夏完淳宝带桥
'xia'wan'chun'chun'xing'ba'shou 夏完淳春兴八首
'xia'wan'chun'ji'jing'yin'nv'xiong 夏完淳寄荆隐女兄
'xia'wan'chun'jue'ju 夏完淳绝句
'xia'wan'chun'xi'lin'ye'ku 夏完淳细林野哭
'xia'xiang'duan'bing'xiang'jie'chu 狭巷短兵相接处
'xia'xie'gui'ke'hui'che'ma 狭斜贵客回车马
'xia'yan'gu'ren'lao 下言故人老
'xian'bi'neng'tian'zhi 贤必能添置
'xian'dong'yu'chong'jie 闲动羽虫嗟
'xian'e'yin'zhu'qi'nian'ye 仙娥引烛祈年夜
'xian'guan'chen'lv'bu'zheng'duo 仙官尘侣不争多
'xian'guan'yao'bei'liu'shi'mang 县官要备六事忙
'xian'huan'meng'zhong'mi 睍睆梦中迷
'xian'jie'sui'chu'luan'ming'chong 闲阶随处乱鸣虫
'xian'jun'an'ma'su'liu'xing 羡君鞍马速流星
'xian'mei'ye'du'wu'qian'bing 衔枚夜度五千兵
'xian'sheng'du'wo'bu'cheng'mian 先生独卧不成眠
'xian'yue'chuang'tou'ji'juan'shu 闲阅床头几卷书
'xiang'chen'you'duo'chai 香尘有堕钗
'xiang'feng'dui'ku'tian'xia'shi 相逢对哭天下事
'xiang'feng'ji'shi'tong'xiang'li 相逢既是同乡里
'xiang'feng'jin'shi'li'jia'ke 相逢尽是离家客
'xiang'feng'wei'ba'shuang'e'cu 相逢为把双蛾蹙
'xiang'guan'he'chu'gui 乡关何处归
'xiang'jian'liu'qian'li 相见六千里
'xiang'kan'mo'yan'qiu'qing'bo 相看莫厌秋情薄
'xiang'lai'chun'feng'hua'man'cheng 向来春风花满城
'xiang'qi'tiao'tiao'zai'yun'han 相期迢迢在云汉
'xiang'qi'wen'qing'feng 香气温青凤
'xiang'si'ge'han'yu 相思隔寒燠
'xiang'song'chu'men'lei'ru'zhu 相送出门泪如注
'xiang'wang'zhen'long'han'wang'shu 项王真龙汉王鼠
'xiang'wei'bu'zhi'chi 相违不咫尺
'xiang'wo'dao'shuo'xuan'ming'gong 向我道说玄明宫
'xiang'wu'li'xu'men'hu'jing 乡无里胥门户静
'xiang'yi'ru'bu'si 相忆如不死
'xiang'yi'zhong'gu'zuo'ming'tang 饗以钟鼓坐明堂
'xiang'zhong'tan'chu'huang'jin'er 箱中探出黄金珥
'xiao'cao'zi'zhuo'zhen'zhu'hong 小槽自酌真珠红
'xiao'che'ban'ban'huang'chen'wan 小车班班黄尘晚
'xiao'er'wei'shi'si'bie'ku 小儿未识死别苦
'xiao'gu'cui'qi'bu'xia'zhuang 小姑催起不暇妆
'xiao'gu'jiu'xuan'tian 箫鼓旧喧阗
'xiao'guo'shan'xian'shi'yan'fen 晓过山县市烟分
'xiao'li'bi'you'ren 小立避游人
'xiao'lie'chi'cheng'yi'mo'shi 校猎驰骋亦末事
'xiao'nv'shou'zhong'xin'jian'fei 小女手中新茧肥
'xiao'qi'shui'neng'yu 笑泣谁能喻
'xiao'qiao'ce'pan'you'qing'qi 小桥侧畔有青旗
