'a'jiao'yu'yun 阿娇馀韵
'wei'shui'lai'wei'shui'hai'qu 为谁来为谁还去
'wei'shui'shuang'bai 为谁双拜
'wei'shui'zhong'sao'xin'mei'wu 为谁重扫新眉妩
'wei'wen'mu'lan'zhou 为问木兰舟
'wei'wen'wan'xi'qiao'pan'liu 为问宛溪桥畔柳
'wei'wen'xing'yun 为问行云
'wei'wen'yi'yi'yang'liu 为问依依杨柳
'wei'xian'feng'ri'xia'lou'xi 为嫌风日下楼稀
'wei'xian'wei'duan 危弦未断
'wei'xie'jiang'nan'fang'cao 为谢江南芳草
'wei'xin'xi'shan'tai'guan'ya'dang'nian 未信西山台观压当年
'wei'xu'bei'xiang'jian 未许被香鞯
'wei'xu'jie'xie'qian'shou 未许解携纤手
'wei'yin'du'yi'qiu'qian'jia 微吟独倚秋千架
'wei'you'hua'lian'xie'yue'jian 惟有画帘斜月见
'wei'you'sha'deng'ban'xiu'chuang 惟有纱灯伴绣床
'wei'you'ye'lai'gui'meng 惟有夜来归梦
'wei'you'zun'qian'ceng'jian'yue 惟有尊前曾见月
'wei'yun'du'han'si'niu'nv 微云度汉思牛女
'wen'ci'xi 问此夕
'wen'ge'pin 问歌颦
'wen'he'ren'si'ye'you'lang 问何人似冶游郎
'wen'he'yi'ge'pin'yi'zhou 问何意歌颦易皱
'wen'he'yi'jian'ren'chou'jue 问何意煎人愁绝
'wen'jia'xiao'yu'zhuang'tai 温家小玉妆台
'wen'ni'nong'jie'wo'geng'jie 闻你侬嗟我更嗟
'wen'qing'chui 闻清吹
'wen'rou'xiang'li 温柔乡里
'wen'shui'shi'hou'lai'nian'shao 问谁是后来年少
'wen'shui'wei'yi'lou'qi'yuan 问谁为倚楼凄怨
'wen'tong'shei'yu'zui'zun'qian 问同谁与醉尊前
'wen'ye'he'qi'jiang'ban 问夜何其将半
'wen'yuan'lao'ling'nan'kan'jiu 文园老令难堪酒
'wen'yuan'zhu'yi 文园属意
'wo'wu'yun 卧巫云
'wu'an'ni'chang'qian'duan 舞按霓裳前段
'wu'bo'bu'dong 吴波不动
'wu'can'ba'jian 吴蚕八茧
'wu'chong'lai 误重来
'wu'du'hua'kai'san'chu'jian 五度花开三处见
'wu'du'jia'li'miao'er'xiu 吴都佳丽苗而秀
'wu'duan'bu'xi'gu'zhou 无端不系孤舟
'wu'duan'geng'jie'qiao'feng'song 无端更借樵风送
'wu'duan'que'bei'qiu'feng'wu 无端却被秋风误
'wu'duan'que'si'tang'qian'yan 无端却似堂前燕
'wu'feng'mian'yu 舞风眠雨
'wu'feng'yu 无风雨
'wu'geng'zhong'dong'sheng'ge'san 五更钟动笙歌散
'wu'hu'chun'shui'ru'tian 五湖春水如天
'wu'ji'hen 无际恨
'wu'ji'liu'gui'yan 无计留归燕
'wu'liang'gan'yao'feng'se'shun 五两竿摇风色顺
'wu'ling'kuang 五陵狂
'wu'ling'liu'shui'juan'chun'kong 武陵流水卷春空
'wu'ling'yuan'hui'tou'he'chu 武陵原回头何处
'wu'ma'pai'huai'chang'lu 五马徘徊长路
'wu'men'chun'shui'xue'chu'rong 吴门春水雪初融
'wu'men'liu 吴门柳
'wu'men'qian'zai'geng'feng'liu 吴门千载更风流
'wu'nai 无奈
'wu'nai'feng'yue'duo'qing 无奈风月多情
'wu'nai'liang'hang'hong'lei'shi'xiang'jin 无奈两行红泪湿香巾
'wu'nai'shang'chun'neng'zuo'shou 无奈伤春能作瘦
'wu'nai'zhan'chuang'yan'yue 无奈占床燕月
'wu'pian'ran 舞翩然
'wu'qiang'ji'zhuan'lv'yang'wan 乌樯几转绿杨湾
'wu'qing'shui'zi'liu 无情水自流
'wu'qing'wei'you'zui'zhong'zhen 物情惟有醉中真
'wu'que'qiao'bian'he'luo'jiao 乌鹊桥边河络角
'wu'qun'ge'shan 舞裙歌扇
'wu'qun'jian'shui 舞裙溅水
'wu'qun'jin'dou'yun 舞裙金斗熨
'wu'ran'mi'zhao'jian'jia'pu 怃然弭棹蒹葭浦
'wu'ren'song'lin'tou'gu 误认宋邻偷顾
'wu'ren'zhuo'yi'ting 无人着意听
'wu'se'yi'xin'xiao 物色宜新晓
'wu'shan'chu'shui'zong'heng 吴山楚水纵横
'wu'shu'luo'hua'piao'chu 无数落花漂出
'wu'su'xiao 吴苏小
'wu'ti 无题
'wu'tong'ban'si'qing'shuang'hou 梧桐半死清霜后
'wu'wai'liao'cong'wu'hao 物外聊从吾好
'wu'wu'bi'zhao'yun 无物比朝云
'wu'xian'bei'liang 无限悲凉
'wu'xian'ge'qiao 舞闲歌悄
'wu'xian'xian'biao'chui'zhi'ruo 无限鲜飙吹芷若
'wu'xie'cong'ci'sheng'chen 舞鞋从此生尘
'wu'yan'tao'li'ji'jing'chun 无言桃李几经春
'wu'yao'qing'qie'jiang'qun'chang 舞腰轻怯绛裙长
'wu'yin'zi 吴音子
'wu'ying'chun 舞迎春
'wu'yun'chang'zai 五云长在
'wu'yun'wen'dao 五云闻道
'wu'yun'xi 五云溪
'wu'zi'de'jian'zhao 吾自得见招
'wu'zui'yan'yan'xing'zi'wan 午醉厌厌醒自晚
'xi'chu'ba'tu'ming'mo 西楚霸图冥漠
'xi'chun'xing'le'mo'ci'pin 惜春行乐莫辞频
'xi'feng'bu'wei'guan'yu'xiang 西风不为管馀香
'xi'feng'chui'liu'xu 细风吹柳絮
'xi'feng'pao'xu'ru'ren'huai 细风抛絮入人怀
'xi'feng'shu'yu'lu'si'han 细风疏雨鹭鸶寒
'xi'feng'yan'zi'hui'lai'shi 西风燕子会来时
'xi'feng'zhuang'mian'jiu'hen'xiao 细风妆面酒痕销
'xi'fu'sang 系扶桑
'xi'gui'yu'bu'zao 惜归欤不早
'xi'guo'yuan'lin 西郭园林
'xi'hai'chui'hong 吸海垂虹
'xi'heng'cui'hu 溪横翠縠
'xi'hua'ren'hen'wu'geng'feng 惜花人恨五更风
'xi'hua'ren'lao 惜花人老
'xi'jian'qing'chan'si'jiu'yuan 喜见清蟾似旧圆
'xi'jin'hai'gu'zhou 西津海鹘舟
'xi'jin'heng'du 西津横渡
'xi'ling'bo'su'wa'feng'ying 喜凌波素袜逢迎
'xi'liu'ji'qu'si'hui'chang 溪流几曲似回肠
'xi'men'guan'liu 西门官柳
'xi'ming'yan'hua 溪明罨画
'xi'nian'feng'wu'si'ru'jin 昔年风物似如今
'xi'qu'tian'jiao'zhong 系取天骄种
'xi'sheng'ji 溪声急
'xi'shu'bian 细书遍
'xi'shuai'bu'li'chuang 蟋蟀不离床
'xi'xiao'yin 西笑吟
'xi'xue'yong'feng'fang'pan'liu 细学永丰坊畔柳
'xi'yang'chang'song'diao'chuan'gui 夕阳长送钓船归
'xi'yang'du'yi'shui'bian'lou 夕阳独倚水边楼
'xi'yang'xian 夕阳闲
'xi'yu'chun 惜余春
'xi'yu'ren'bu'wen 细语人不闻
'xi'zhou'hui'shou'si'yi'yi 西州回首思依依
'xi'zhu'liu'lian 犀麈流连
'xi'zi'pin'chuan'you'yuan 细字频传幽怨
'xia'ma'fang'chan'juan 下马访婵娟
'xia'shang 霞觞
'xia'shang'yan'yan'chi'wei'shou 霞觞滟滟持为寿
'xia'shao'peng'you 侠少朋游
'xia'yuan'ji 下鸳机
'xia'zhi'deng'huo'zhang'tai'lu 下指灯火章台路
'xian'ai'gu'yun'jing'ai'seng 闲爱孤云静爱僧
'xian'ba'pi'pa'jiu'pu'xun 闲把琵琶旧谱寻
'xian'bi'qing'tai 闲闭青苔
'xian'bian'wu'wei'ta'ren'dao 闲边勿为他人道
'xian'chao'pen'pu 限潮湓浦
'xian'chou'chao'fu'mu 闲愁朝复暮
'xian'chou'wu'chu'zhe 闲愁无处着
'xian'guan'nao 弦管闹
'xian'hu'ying'sou'quan 闲呼鹰嗾犬
'xian'hua'shen'yuan'ting'ti'ying 闲花深院听啼莺
'xian'hui'tan'zhu'bi'yin'jian 闲挥谈麈襞吟笺
'xian'ji'yi'zhi'chun 先寄一枝春
'xian'nan'bei'qi'xiong'hao'zhan 限南北七雄豪占
'xian'nong'cai'hao'ru'yu'yan 闲弄彩毫濡玉砚
'xian'nong'he'du'hao'yao'shen 纤秾合度好腰身
'xian'ping'yin'zheng 闲凭银筝
'xian'qing'jian'jiu 闲情减旧
'xian'sheng'xie 弦声写
'xian'xian'chi'jiu'yan'sheng'ge 纤纤持酒艳声歌
'xian'xian'shou 纤纤手
'xian'xiang'bai'hua'tou'shang'tan'chun 先向百花头上探春
'xian'yan'xi 闲砚席
'xian'yi'xiu'lian'chui'liu'xu 闲倚绣帘吹柳絮
'xian'yong'yuan'yang'qi 闲拥鸳鸯绮
'xian'zhan'mei'shan 先占眉山
'xian'zhi'liu'hen'hong'yi'nian 纤指留痕红一捻
'xian'zhuang'hui'ying'tao'hua'hong 鲜妆辉映桃花红
'xiang'ba'qiao'chun'se'lao'yu'ren 想灞桥春色老于人
'xiang'ban'ren'chou 相伴人愁
'xiang'bei'chun'gui 相背春归
'xiang'bing'lan'rao 相并兰桡
'xiang'che'yin 想车音
'xiang'chen'pu'ma'pen'jin'xian 香尘扑马歕金衔
'xiang'chen'zhuang'gao'nong'ya'cui 想晨妆膏浓压翠
'xiang'duan'ru'lian'feng 香断入帘风
'xiang'dui'liang'hu'chuang 相对两胡床
'xiang'feng'qian'xiao'he'wei'yin 相逢浅笑合微吟
'xiang'feng'zhen'xu'si 相逢真许似
'xiang'fu'lian 想夫怜
'xiang'hao'wen'rou 乡号温柔
'xiang'hua'xia 想花下
'xiang'hua'yin'shui'xi'lan'zhou 想花阴谁系兰舟
'xiang'ji'xu'can'hong 想几许残红
'xiang'jian'chang'an'dao 相见长安道
'xiang'jian'long'tou'chang'shu'ke 想见陇头长戍客
'xiang'jian'pai'huai'hua'biao'xia 想见徘徊华表下
'xiang'jian'qiong'hua'kai'si'xue 想见琼花开似雪
'xiang'jian'que'cong'hu 相见却匆忽
'xiang'jian'shi'nan'bie'yi 相见时难别易
'xiang'jian'tiao'ma 香鞯调马
'xiang'jiang'gu'gu 相将故故
'xiang'li'lu'che'yin 想轣辘车音
'xiang'lun'ya'ya'ma'xiao'xiao 香轮轧轧马萧萧
'xiang'luo'hua'xiang'li 向落花香里
'xiang'mo'shang 香陌上
'xiang'qi'jian'tun'tun 香气渐暾暾
'xiang'qun 香裙
'xiang'ran'ran 香苒苒
'xiang'ren'jin'ye'yi'ran 向人今夜依然
'xiang'run'pin'feng'qi 香润蘋风起
'xiang'shen'gui 想深闺
'xiang'si'cheng'bing'di'qing'huai 相思成病底情怀
'xiang'si'jin'ye'ren'deng'lou 相思今夜忍登楼
'xiang'si'wu'ji'kan'xiang'bi 相思无计堪相比
'xiang'tian'nong'nuan 湘天浓暖
'xiang'ting'zi'ji'shui'rong'yu 想艇子寄谁容与
'xiang'wan'li'yu'feng 向晚鲤鱼风
'xiang'wan'yi'lian'shu'yu 向晚一帘疏雨
'xiang'wang'ji'xu'ning'chou 相望几许凝愁
'xiang'wang'mo'xiang'wang 相望莫相忘
'xiang'xi'lou'nan'guan'liu'lian 向西楼南馆留连
'xiang'xian'dan'wei'ban 湘弦弹未半
'xiang'xian'hou 相先后
'xiang'xiang'you'ceng'jian 想像犹曾见
'xiang'xiao'chuang 向小窗
'xiang'ying 相映
'xiang'ying'liang'chao'sheng 相应两潮生
'xiang'zun'qian'geng'ting 向尊前更听
'xiang'zun'qian'miao'xuan 向尊前妙选
'xiao'an 销黯
'xiao'bo'hua'qiao'dong 小泊画桥东
'xiao'chong'shan 小重山
'xiao'chong'shan'qun'yu'xuan 小重山群玉轩
'xiao'chuang'feng'yu'sui'ren'chang 小窗风雨碎人肠
'xiao'du'wan'song'qian'bu'ling 啸度万松千步岭
'xiao'gu'fei'chun'feng 箫鼓沸春风
'xiao'hua'jian 小华笺
'xiao'hua'shen'yuan 小花深院
'xiao'hun'bu'zi'chi 销魂不自持
'xiao'jian'xiang'guan'xie'chun'xin 小笺香管写春心
'xiao'jiang'bian 小江边
'xiao'jin'huan 小金环
'xiao'jing'kan'xiu 晓镜堪羞
'xiao'lou'zhuang'wan 小楼妆晚
'xiao'mang'tai 小芒台
'xiao'mei'shu'ying'jin'bei'pan 小梅疏影近杯盘
'xiao'meng'long 晓朦胧
'xiao'nian'fei'xu'juan'jin'chai 笑拈飞絮罥金钗
'xiao'nian'fen'xiang'gui'dong'hu 笑捻粉香归洞户
'xiao'po'suo 小婆娑
'xiao'qing'lou 小青楼
'xiao'ri'tong'long 晓日曈曨
'xiao'sa 萧洒
'xiao'san'chu'yun'wu'yu'ci'sheng'xiu 萧散楚云巫雨此生休
'xiao'sha'long 小纱笼
'xiao'shan'tang 小山堂
'xiao'shan'yun'duan 小山云断
'xiao'tao'chu'xie 小桃初谢
'xiao'ting'hua 小庭花
'xiao'wan'hong'ji'qing'xiang'li 小湾红芰清香里
'xiao'wan'lan'ying'zai 小畹兰英在
'xiao'xian'cun'luo'tian'chou'hao 萧闲村落田畴好
'xiao'xiang'yu 潇湘雨
'xiao'xiao'lan'zhou 小小兰舟
'xiao'xiao'liang'ye'qiu'sheng'dong 萧萧凉叶秋声动
'xiao'xiao'yu 潇潇雨
'xiao'xiao'zhuang'fa 萧萧壮发
'xiao'ya'ling'jian 小砑绫笺
'xiao'yan'ran 笑嫣然
'xiao'yi'wei'qiang 笑倚危樯
'xiao'ying'chun 小樱唇
'xiao'ying'zhuang'ge'qian 笑迎妆阁前
'xiao'yuan'lv'jing'fei'hu'die 小园绿径飞胡蝶
'xiao'yuan'yu'lan 小苑浴兰
'xiao'yuan'zhu'fei'kai'yi'shan 小院朱扉开一扇
'xiao'yun'huan 小云鬟
'xie'dong'feng 谢东风
'xie'feng'heng'yu 斜风横雨
'xie'feng'yue'shui 斜风约水
'xie'niang'jia 谢娘家
'xie'qiao'qu'shui'xiao'xuan'chuang 斜桥曲水小轩窗
'xie'qing'chou 写清愁
'xie'sheng'neng'fu'ji'gao'zuo 谢生能赋继高作
'xie'shou'bie'yuan'zhong'lang 携手别院重廊
'xie'shou'dong'shan'xie'lao 携手东山偕老
'xie'shou'jiao'rao'bu'bu'lian 携手娇娆步步莲
'xie'shou'kan'hua'shen'jing 携手看花深径
'xie'shou'qu'jiang'you 携手曲江游
'xie'xian'xian 携纤纤
'xie'yang'li 斜阳里
'xie'yang'que'song'chao'hui 斜阳却送潮回
'xie'yang'ru'you'yi 斜阳如有意
'xie'yang'wai 斜阳外
'xie'yue'xia 斜月下
'xie'yue'xiao'lian'long 斜月小帘栊
'xie'zhao'nong'qing 斜照弄晴
'xin'cu'huang'jin'lv 心蹙黄金缕
'xin'dong'wu'jue'jing'rao'jia'li 信东吴绝景饶佳丽
'xin'ji'chang'zhou'fang'li 心寄长洲坊里
'xin'ji'hu'qin'yu 心寄胡琴语
'xin'ji'xin'sheng'piao'miao 心记新声缥缈
'xin'jiang'xun'she'jiao 心将熏麝焦
'xin'meng'hou 新梦后
'xin'mu'duan 心目断
'xin'ren'jian 信人间
'xin'sheng'chuan'fang'dai 新声传访戴
'xin'shi'jia'shi'jie 信是佳时节
'xin'shi'liang'zhi'he'chu'wen 心事两知何处问
'xin'shi'tou'xiang'zhu 心事偷相属
'xin'shi'xiang'ren'you'mian'tian 心事向人犹勔靦
'xin'shi'xiao'qiao'xi'pan 新市小桥西畔
'xin'shi'yao'tai'qing'ye'yong 信是瑶台清夜永
'xin'yin'guai 信音乖
'xin'yue'shu'yun'lv 新月梳云缕
'xin'zhi'ban'chun'qian'dao 信指半春前到
'xin'zui'xiang 信醉乡
'xing'hua'ling'luo'zhou'yin'yin 杏花零落昼阴阴
'xing'lai'chou'man'yan 醒来愁满眼
'xing'lai'ni'zuo'qing'chen'san 醒来拟作清晨散
'xing'le'di 行乐地
'xing'le'zhu'hua'nian 行乐驻华年
'xing'lu'nan 行路难
'xing'qiao'bu'ai'dong'xi 星桥不碍东西
'xing'qiao'pan 星桥畔
'xing'qing'gong'chi'zheng'yue'kai 兴庆宫池整月开
'xing'shao'hong 杏梢红
'xing'sheng'wu'jin'gu 形胜无今古
'xing'yong'yi'zhou'cheng'lang'shi 行拥一舟称浪士
'xing'you'gui'lai'shuang'yan 幸有归来双燕
'xing'yu'fei'yuan'yang'wei'lao 幸于飞鸳鸯未老
'xing'yu'xing'yun 行雨行云
'xing'yun'dai'yu 行云带雨
'xing'yun'ke'shi'du'jiang'nan 行云可是渡江难
'xing'yun'shui'wei'bu'zhi'jia 行云谁为不知家
'xiu'an'zhu'qiu'hua'shi'ba 羞按筑球花十八
'xiu'chuang'zhong'ri'ba'nian'zhen 绣床终日罢拈针
'xiu'cong'mian'se'qi 羞从面色起
'xiu'dao'meng 休道梦
'xiu'dao'xiang'wang'qiu'hou 休道相忘秋后
'xiu'huang'xian'mian'xiao 绣幌闲眠晓
'xiu'jian'shuang'yuan'yang'zi 羞见双鸳鸯字
'xiu'lei'xia 羞泪下
'xiu'lun'tong'zai 绣轮同载
'xiu'luo'chui 绣罗垂
'xiu'lv'ke'lian'fen'po'liang'yuan'yang 绣履可怜分破两鸳鸯
'xiu'mei'pang 秀眉庞
'xiu'ming'ban'juan'lian 羞明半卷帘
'xiu'mo'bu'feng'xie'shou'ban 绣陌不逢携手伴
'xiu'mo'nan'tou 绣陌南头
'xiu'mu'shen'zhu'hu 绣幕深朱户
'xiu'ping'feng 绣屏风
'xiu'ping'yan 绣屏掩
'xiu'shou'di'hui'bi'shao'nian 袖手低回避少年
'xu'feng'tai'xie 絮风台榭
'xu'tang'xiang'bi'qing'deng'mie 虚堂向壁青灯灭
'xu'xin'fang'fei'sui'shi 须信芳菲随失
'xu'xin'luan'xian'yi'duan 须信鸾弦易断
'xu'xu'feng'pi'yun'huang 绪绪风披芸幌
'xu'yu'ge 续渔歌
'xuan'he'kou 悬河口
'xuan'qiong 旋穹
'xue'an'cang'jiang 雪暗沧江
'xue'chu'rong 雪初融
'xue'er'kui'jing'wan'e'xian 雪儿窥镜晚蛾纤
'xue'ji'ying'fen'ni 雪肌英粉腻
'xue'wu'yao'zhi'qie 学舞腰肢怯
'xue'xi'han 雪溪寒
'xue'xiao'chen'sao 雪销尘扫
'xue'xu'diao'zhang 雪絮雕章
'xue'yu'xiao'xiang 削玉销香
'xun'chen'ji'wan'ran'ru'zuo 寻尘迹宛然如昨
'xun'fang'lang'jun 寻访郎君
'xun'ge'bian 寻个便
'xun'jian'shi'liu'shuang'cui'ye 寻见石榴双翠叶
'xun'lu'xiao'xiang'chuang 熏炉小象床
'ya'bei'xi'yang'shan'ying'duan 鸦背夕阳山映断
'ya'han'jin'jian'chun'yi 涯寒尽减春衣
'ya'ling'jian 砑绫笺
'ya'ya'qi'rao 鸦轧齐桡
'ya'ya'ru'ren'yu 鸦轧如人语
'ya'yi'lian 压漪涟
'ya'zao'huang'ling'miao'yan 鸦噪黄陵庙掩
'yan'cao'jie'ting'gao 烟草接亭皋
'yan'cao'ting'zhou 烟草汀洲
'yan'fang'zun 掩芳尊
'yan'fei'ren'jing'hua'tang'shen 燕飞人静画堂深
'yan'fen'xian'xiang'kai'zi'luo 艳粉鲜香开自落
'yan'ge'qian'bai'xiao'yan'ran 艳歌浅拜笑嫣然
'yan'ge'zhong'ji'qian'li'qing 艳歌重记遣离情
'yan'han'guan 掩函关
'yan'heng'shui'ji 烟横水际
'yan'hua'deng'man 岩花磴蔓
'yan'hua'lou'kong 罨画楼空
'yan'hua'luo 檐花落
'yan'hua'qiao'dong 罨画桥东
'yan'hun'yu'dan 烟昏雨淡
'yan'liu'chun'shao'zhan'yun'huang 烟柳春梢蘸晕黄
'yan'luo'heng'lin 烟络横林
'yan'qi'yun 宴齐云
'yan'qin'ning'xiang 燕寝凝香
'yan'ran'he'chi'qian'jin'jia 嫣然何啻千金价
'yan'ran'yi'xiao 嫣然一笑
'yan'sheng'ge 艳声歌
'yan'tai'liang 燕台凉
'yan'tang'kai 燕堂开
'yan'xiao'zhai 掩萧斋
'yan'yan'bie'jiu 厌厌别酒
'yan'yan'bie'jiu'chu'xun 厌厌别酒初醺
'yan'yan'bie'jiu'shang'ge'song 厌厌别酒商歌送
'yan'yan'ci'ye'nai'chou'he 厌厌此夜奈愁何
'yan'yan'ji'xu'chun'qing 厌厌几许春情
'yan'yan'jin'jiao'ye 滟滟金蕉叶
'yan'yan'liang'yue'xi'nan'luo 厌厌凉月西南落
'yan'yan'shui'qi 厌厌睡起
'yan'yang'yao'qing 燕样腰轻
'yan'yang'yao'shen 燕样腰身
'yan'yin'ming'se'gui'yun'qiao 岩阴暝色归云悄
'yan'ying'sheng'dao'zhen 厌莺声到枕
'yan'yu'hua'xiao'xiang 烟雨画潇湘
'yan'zhen'duo'tai 艳真多态
'yan'zhi'lan 掩芝兰
'yan'zhuang'cong'li 艳妆丛里
'yan'zhuang'wu'yu 掩妆无语
'yan'zhuang'yi'xiao 艳妆宜笑
'yan'zi'fen'ni'feng'niang'mi 燕子分泥蜂酿蜜
'yan'zi'heng'chuan'zhu'ge 燕子横穿朱阁
'yan'zi'xi'fei'qu 燕子西飞去
'yang'gu'peng 漾孤篷
'yang'hua'luo 杨花落
'yang'liu'feng'qing 杨柳风轻
'yang'liu'hui'tang 杨柳回塘
'yang'liu'mo 杨柳陌
'yang'liu'qing'yin 杨柳清阴
'yang'liu'qing'yin 杨柳青阴
'yang'tai'pan'zuo'bu'gui'yun 阳台拚作不归云
'yang'xia'pin'hua'zhu 漾下蘋花渚
'yang'xian'ge 阳羡歌
'yang'zhou'liao'song'yu'yu'chun 漾舟聊送雨馀春
'yang'zhou'meng'duan'deng'ming'mie 扬州梦断灯明灭
'yang'zhou'shang'nv 扬州商女
'yang'zi'wan'xi'xi'zhao'shen 扬子湾西夕照深
'yao'tiao'hua'fang'xiao 窈窕花房小
'yao'tiao'pan'men'xi'zhuan'lu 窈窕盘门西转路
'yao'tiao'zeng'chuang'qian'cui'mu 窈窕缯窗褰翠幕
'yao'wang'qing'lou'xin'yu'jue 遥望青楼心欲绝
'yao'wu'zong 杳无踪
'yao'xiao'ning 要销凝
'yao'yao'yin'chen'duo'jue 杳杳音尘多绝
'yao'ye'ban 遥夜半
'yao'zi'xiao'ning 要自销凝
'ye'chao'zhou'zhu'sheng'han 夜潮洲渚生寒
'ye'chou'xi'zhu'xing'yun 也愁系住行云
'ye'chu'fen 夜初分
'ye'fu'yi'lian 叶付漪涟
'ye'lai'feng'e 夜来风恶
'ye'lai'he'yue'qi'ping'lan 夜来和月起凭阑
'ye'ru'nian 夜如年
'ye'se'fen'he'shu 野色分禾黍
'ye'ye'chang 夜夜长
'yi'ban'gui'zhou 已办归舟
'yi'bei'chang'dai'he'ren'quan 一杯长待何人劝
'yi'biao'zheng'sheng'jin'chan'tou 一标争胜锦缠头
'yi'chan'chun'feng'mian 一觇春风面
'yi'chi'qun'yao'shou'bu'jin 一尺裙腰瘦不禁
'yi'chuan'yan'cao 一川烟草
'yi'cong'deng'ye'dao'ru'jin 一从灯夜到如今
'yi'dai'xie'yang'you'dai'chan 已带斜阳又带蝉
'yi'di'qing'feng'nong'xiu 一笛清风弄袖
'yi'duan'yin'chen 一断音尘
'yi'fan'tao'li 一番桃李
'yi'fan'xin'bie'li 一番新别离
'yi'fen'chun'se 一分春色
'yi'fu'shuang'xiao 一幅霜绡
'yi'gao'lou 倚高楼
'yi'gou'xin'yue'du'heng'tang 一钩新月渡横塘
'yi'gu'qing'cheng 一顾倾城
'yi'guo'huang'hun 已过黄昏
'yi'he'shu 宜禾黍
'yi'hen'gui'qi'bu'zao 已恨归期不早
'yi'heng'xiu'yi'lian'bu'juan 一桁绣衣帘不卷
'yi'jiao'yang'zhou'chun'meng 一觉扬州春梦
'yi'jin'xiang'zai 一襟香在
'yi'jiu'qing'chun'wei'shui'hao 依旧青春为谁好
'yi'jiu'xiang'qin 依旧相亲
'yi'li'huang'hun 迤逦黄昏
'yi'lv'qi'xing'chu 依履綦行处
'yi'mian'yan'yan'xiao 一面嫣妍笑
'yi'ni'xi'feng'piao'shui'she 旖旎细风飘水麝
'yi'nian'liang'du'hua'kai 一年两度花开
'yi'nian'nian 一年年
'yi'nuo'qian'jin'zhong 一诺千金重
'yi'ping'yan'jing'hua'xiao'xiang 一屏烟景画潇湘
'yi'que'li'ge 一阕离歌
'yi'ran'deng'huo'yang'zhou 依然灯火扬州
'yi'ran'yi'meng'gui'lai 依然一梦归来
'yi'ren'dong'feng 一任东风
'yi'ri'que'wei'zhang 一日却为长
'yi'sheng'heng'yu'chui'liu'yun 一声横玉吹流云
'yi'sheng'shui'diao 一声水调
'yi'shi'er'dou'men 一十二都门
'yi'shi'jing'nian 已是经年
'yi'shi'jiu'huan'lao'die'meng 易失旧欢劳蝶梦
'yi'shi'peng'bei'yin'zhong'xian 一时朋辈饮中仙
'yi'shuang'jin'lv'zhen 一双金缕枕
'yi'xi'dai'yue'xi'xiang'xia 依稀待月西厢下
'yi'xi'guang'ling'qing'san 依稀广陵清散
'yi'xin'zhuang 倚新妆
'yi'yan'qing'men 已掩青门
'yi'yang'shang'chun 依样伤春
'yi'yang'ye'mei'pian'jie'zhou 一样叶眉偏解皱
'yi'ye'hu'jing'qiu 一叶忽惊秋
'yi'ye'luo 一叶落
'yi'ye'mei'hua 一夜梅花
'yi'ye'xi'feng'qian'hou 一叶西风前后
'yi'ye'xi'feng'sheng'nen'liang 一叶西风生嫩凉
'yi'yi'si'yu'sao'ren'yu 依依似与骚人语
'yi'yi'zhao'ying'lin'nan'pu 依依照影临南浦
'yi'yin'neng'ji'qiu'feng'qu 遗音能记秋风曲
'yi'you'hua'ling'xiang'yi 夷犹画舲相舣
'yi'yuan'tai'xian'nan'ru'hua 意远态闲难入画
'yi'yue'dui'mei'yu 依约对眉宇
'yi'yue'shi 依约是
'yi'zhen'nong'xiang'zui'meng'mi 一枕浓香醉梦迷
'yi'zhen'tou'sheng'qi 攲枕偷声泣
'yi'zhen'you'shi'cheng'yu'meng 攲枕有时成雨梦
'yi'zhi'fen'dan'xiang'nong 一枝粉淡香浓
'yi'zhi'yan'liu 一枝烟柳
'yi'zhong'xian'hua'feng'tiao 一种闲花风调
'yi'zui'fu'tou'jiu 易醉扶头酒
'yin'ba'xi'xiang'lian'ying'wai 饮罢西厢帘影外
'yin'ban'han'chong'qie 吟伴寒虫切
'yin'cai'qi'yu'fu'ci'ci 因采其语赋此词
'yin'he'ban 银河半
'yin'huang'yan'zhu'xiang'tan'bo 银簧雁柱香檀拨
'yin'jian'feng'lei 银笺封泪
'yin'jing'ju 吟警句
'yin'lang'chang'duan'ju 吟郎长短句
'yin'ling'xi'ling'zi'yuan 引领西陵自远
'yin'ling'you'xi'xiao 引领犹西笑
'yin'qin'cai'chi'su 殷勤裁尺素
'yin'qin'cai'feng'qiu'huang 殷勤彩凤求凰
'yin'qin'geng'chang'jiang'nan'qu 殷勤更唱江南曲
'yin'qin'liu'yu'cai'xiang'ren 殷勤留语采香人
'yin'qin'song'gui'zhao 殷勤送归棹
'yin'qin'wei'guo'bai'pin'zhou 殷勤为过白蘋洲
'yin'qin'zai'yin'yu'bei 殷勤再引馀杯
'yin'qin'zhi'shuang'feng'xin'sheng 殷勤制双凤新声
'yin'qing'wei'ding 阴晴未定
'yin'qiong'sui'yue'dao'hui'lang 吟蛩随月到回廊
'yin'xiang'xiang'gu'se'xiang'ling 因想像鼓瑟湘灵
'yin'yi'shuang'chou'dai 印一双愁黛
'yin'yin'shan'heng'nan'an 隐隐山横南岸
'yin'yin'xia'mu'zhuan'huang'li 阴阴夏木啭黄鹂
'yin'yong'jia'ci 吟咏佳词
'yin'yu'chuan'qing 隐语传情
'yin'zui'song'nian'hua 吟醉送年华
'ying'dai'gui'yun 应待归云
'ying'dai'ji'dian'gui'ya 映带几点归鸦
